osisId,verse_lexical_id,position,code_ordinal,strong,morph_code,role,status,surface,language,testament,is_negator,narrative_morph,gloss_consistent_in_verse,party_kind,cluster,resolved_sense
Eccl.5.14,883132,9,0,H3027G,HNcbsc,content,resolved,hand,Hebrew,OT,,,1,,Supplementary,"stepGloss: hand — hand; hand (of man); strength, power (fig.); side (of land), part, portion (metaph.) (fig.); (various special, technical senses); sign, monument; part, fractional part, share; time, repetition; axle-trees, axle; stays, support (for laver); tenons (in tabernacle); a phallus, a hand (meaning unsure); wrists"
Eccl.5.14,883133,9,1,H9003,HR,function,resolved,hand,Hebrew,OT,,,1,,,"stepGloss: in/on/with — Prefix beth: in, among, with"
Isa.4.5,441866,0,0,H3068G,HNpt,content,resolved,Lord,Hebrew,OT,,,1,divine,Party-Divine,"stepGloss: LORD — The Deity;; called LORD or LORD (KJV= Jehovah) (יהוה); or LORD (KJV= Jehovah) (יְהֹוִה); or LORD (יָהּ); or Lord (אֲדֹנָי); or God (KJV= Elohim) (אֱלֹהִים); or Baal (KJV= Baali; NIV= Master) (בַּעֲלִי); or Almighty (שַׁדַּי); or Most High (עַל); or Most High (Aramiac עִלַּי); or Most High (KJV= ""most High"") or Most High (KJV= Highest) (עֶלְיוֹן); or Most High (Aramiac עֶלְיוֹן); or God/ Most High (KJV= ""most high God"") (אֵל עֶלְיוֹן); or God (אֵל=God); or El/-Elohe (אֵל אֱלֹהִים); or El/-Elohe Israel (=Alt tag) (אֵל אֱלֹהֵי יִשְׂרָאֵל); or Banner (KJV= Nissi) (נֵס); or Banner (KJV= Nissi) (=Alt tag) (יְהֹוָה נִסִּי); or Peace (KJV= Shalom) (שָׁלוֹם); or Peace (KJV= Shalom) (=Alt tag) (יְהֹוָה שָׁלוֹם); or Provider (KJV= Jireh) (יִרְאֶה); or Provider (KJV= Jireh) (=Alt tag) (יִרְאֶה); or LORD our Righteousness (NIV= Righteous Saviour) (צִדְקֵנוּ); or LORD our Righteousness (NIV= Righteous Saviour) (יְהֹוָה צִדְקֵנוּ (=Alt tag)); or Everlasting (NIV= Eternal) (עוֹלָם); or Jealous (קַנָּא); or Hosts (NIV= Almighty) (צָבָא); or Highest (ὕψιστος); or ""hosts"" (KJV= ""sabaoth;"" NIV= Almighty) (σαβαώθ); or Abba (ἀββά); or Eli (ἠλί); or Eloi (ἐλωΐ)"
Isa.4.5,441867,1,0,H1254A,HVqq3ms,content,resolved,create,Hebrew,OT,,,1,,Operations,"stepGloss: to create — to create, shape, form; to shape, fashion, create (always with God as subject); of heaven and earth; of individual man; of new conditions and circumstances; of transformations"
Isa.4.5,441868,2,0,H5921A,HR,content,resolved,over,Hebrew,OT,,,1,,Supplementary,"stepGloss: upon — prep; upon, on the ground of, according to, on account of, on behalf of, concerning, beside, in addition to, together with, beyond, above, over, by, on to, towards, to, against; upon, on the ground of, on the basis of, on account of, because of, therefore, on behalf of, for the sake of, for, with, in spite of, notwithstanding, concerning, in the matter of, as regards; above, beyond, over (of excess); above, over (of elevation or pre-eminence); upon, to, over to, unto, in addition to, together with, with (of addition); over (of suspension or extension); by, adjoining, next, at, over, around (of contiguity or proximity); down upon, upon, on, from, up upon, up to, towards, over towards, to, against (with verbs of motion); to (as a dative)"
Isa.4.5,441869,3,0,H3605,HNcmsc,content,resolved,whole,Hebrew,OT,,,1,,Supplementary,"stepGloss: all — all, the whole; all, the whole of; any, each, every, anything; totality, everything; Aramaic equivalent: kol (כֹּל ""all"" H3606)"
Isa.4.5,441870,4,0,H4349,HNcmsc,content,resolved,site,Hebrew,OT,,,1,,Supplementary,"stepGloss: foundation — fixed or established place, foundation; fixed place; foundation"
Isa.4.5,441871,5,0,H2022G,HNcmsc,content,resolved,Mount,Hebrew,OT,,,1,,Supplementary,"stepGloss: mountain: mount — hill, mountain, hill country, mount"
Isa.4.5,441872,6,0,H6726,HNpl,content,resolved,Zion,Hebrew,OT,,,1,,,"stepGloss: Zion — A location first mentioned at Jos.10.1;; referred to as Jerusalem (יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם), or Jerusalem (Aramiac יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם), or Ariel (אֲרִיאֵל), or My Delight Is in Her (KJV= Hephzibah) (חֶפְצִי־בָהּ), or Forsaken (NIV= Deserted) (עָזַב), or Desolate (שְׁמָמָה), or Married (KJV, NIV= Beulah) (בָּעַל), or Jebus (יְבוּס), or Jebus or Jebusite (יְבוּסִי), or The Lord/ Is There (יְהֹוָה שָׁם), or The Lord/ Is There (=Alt tag) (יְהֹוָה שָׁמָּה), or City/ of the Lord (יְהֹוָה עִיר), or Salem (שָׁלֵם), or Zion or (Mount )Zion (צִיּוֹן), or Jerusalem (Ἱεροσόλυμα), or Jerusalem (Ἱερουσαλήμ), or Jerusalem (Ἱεροσολυμίτης), or Salem (Σαλήμ), or Zion or (Mount )Zion (KJV= Sion) (Σιών). § another name for Jerusalem especially in the prophetic books"
Isa.4.5,441873,7,0,H5921A,HR,content,resolved,over,Hebrew,OT,,,1,,Supplementary,"stepGloss: upon — prep; upon, on the ground of, according to, on account of, on behalf of, concerning, beside, in addition to, together with, beyond, above, over, by, on to, towards, to, against; upon, on the ground of, on the basis of, on account of, because of, therefore, on behalf of, for the sake of, for, with, in spite of, notwithstanding, concerning, in the matter of, as regards; above, beyond, over (of excess); above, over (of elevation or pre-eminence); upon, to, over to, unto, in addition to, together with, with (of addition); over (of suspension or extension); by, adjoining, next, at, over, around (of contiguity or proximity); down upon, upon, on, from, up upon, up to, towards, over towards, to, against (with verbs of motion); to (as a dative)"
Isa.4.5,441874,7,1,H9002,HC,function,resolved,over,Hebrew,OT,,,1,,Connective,"stepGloss: and — Conjunctive vav - i.e. followed by prefix, suffix or non-verb (conjunctive) (‘and/but’)"
Isa.4.5,441875,8,0,H4744,HNcmsc,content,resolved,assemblies,Hebrew,OT,,,1,,Love,"stepGloss: assembly — convocation, convoking, reading, a calling together; convocation, sacred assembly; convoking; reading"
Isa.4.5,441876,9,0,H6051,HNcmsa,content,resolved,cloud,Hebrew,OT,,,1,,,"stepGloss: cloud — cloud, cloudy, cloud-mass; cloud-mass (of theophanic cloud); cloud; Aramaic equivalent: a.nan (עֲנָן ""cloud"" H6050)"
Isa.4.5,441877,9,1,H9024,HSp3fs,function,resolved,cloud,Hebrew,OT,,,1,,,"stepGloss: her — Personal possessive pronoun - suffix for nouns, adjectives and passive participles: 3rd person feminine singular"
Isa.4.5,441878,10,0,H3119,HD,content,resolved,day,Hebrew,OT,,,1,,,"stepGloss: by day — adv; by day, in the daytime; subst; daytime"
Isa.4.5,441879,11,0,H6227,HNcmsa,content,resolved,smoke,Hebrew,OT,,,1,,,"stepGloss: smoke — smoke; smoke; in metaphor, simile; smoke (fig.)"
Isa.4.5,441880,11,1,H9002,HC,function,resolved,smoke,Hebrew,OT,,,1,,Connective,"stepGloss: and — Conjunctive vav - i.e. followed by prefix, suffix or non-verb (conjunctive) (‘and/but’)"
Isa.4.5,441881,12,0,H5051,HNcfsc,content,resolved,shining,Hebrew,OT,,,1,,,"stepGloss: brightness — brightness; Aramaic equivalent: no.gah (נֹ֫גַהּ ""daylight"" H5053)"
Isa.4.5,441882,12,1,H9002,HC,function,resolved,shining,Hebrew,OT,,,1,,Connective,"stepGloss: and — Conjunctive vav - i.e. followed by prefix, suffix or non-verb (conjunctive) (‘and/but’)"
Isa.4.5,441883,13,0,H3852,HNcfsa,content,resolved,flaming,Hebrew,OT,,,1,,,"stepGloss: flame — flame; tip of weapon, point, head of spear"
Isa.4.5,441884,14,0,H0784,HNcbsa,content,resolved,fire,Hebrew,OT,,,1,,,"stepGloss: fire — fire; fire, flames; supernatural fire (accompanying theophany); fire (for cooking, roasting, parching); altar-fire; God's anger (fig.); Aramaic equivalent: esh (אֶשָּׁא ""fire"" H0785)"
Isa.4.5,441885,15,0,H3915,HNcmsa,content,resolved,night,Hebrew,OT,,,1,,,"stepGloss: night — night; night (as opposed to day); of gloom, protective shadow (fig.)"
Isa.4.5,441886,16,0,H3588A,HTc,content,resolved,for,Hebrew,OT,,,1,,Connective,"stepGloss: for — that, for, because, when, as though, as, because that, but, then, certainly, except, surely, since; that; yea, indeed; when (of time); when, if, though (with a concessive force); because, since (causal connection); but (after negative); that if, for if, indeed if, for though, but if; but rather, but; except that; only, nevertheless; surely; that is; but if; for though; forasmuch as, for therefore"
Isa.4.5,441887,17,0,H5921A,HR,content,resolved,over,Hebrew,OT,,,1,,Supplementary,"stepGloss: upon — prep; upon, on the ground of, according to, on account of, on behalf of, concerning, beside, in addition to, together with, beyond, above, over, by, on to, towards, to, against; upon, on the ground of, on the basis of, on account of, because of, therefore, on behalf of, for the sake of, for, with, in spite of, notwithstanding, concerning, in the matter of, as regards; above, beyond, over (of excess); above, over (of elevation or pre-eminence); upon, to, over to, unto, in addition to, together with, with (of addition); over (of suspension or extension); by, adjoining, next, at, over, around (of contiguity or proximity); down upon, upon, on, from, up upon, up to, towards, over towards, to, against (with verbs of motion); to (as a dative)"
Isa.4.5,441888,18,0,H3605,HNcmsc,content,resolved,all,Hebrew,OT,,,1,,Supplementary,"stepGloss: all — all, the whole; all, the whole of; any, each, every, anything; totality, everything; Aramaic equivalent: kol (כֹּל ""all"" H3606)"
Isa.4.5,441889,19,0,H3519,HNcmsa,content,resolved,glory,Hebrew,OT,,,1,,Praise,"stepGloss: glory — glory, honour, glorious, abundance; abundance, riches; honour, splendour, glory; honour, dignity; honour, reputation; honour, reverence, glory; glory"
Isa.4.5,441890,20,0,H2646,HNcfsa,content,resolved,canopy,Hebrew,OT,,,1,,,"stepGloss: canopy — chamber, room, canopy, closet; canopy; chamber; divine protection (fig.)"
Amos.8.4,526507,0,0,H8085G,HVqv2mp,content,resolved,Hear,Hebrew,OT,,,1,,Remembrance,"stepGloss: to hear: hear — to hear, listen to, obey; to hear (perceive by ear); to hear of or concerning; to hear (have power to hear); to hear with attention or interest, listen to; to understand (language); to hear (of judicial cases); to listen, give heed; to consent, agree; to grant request; to listen to, yield to; to obey, be obedient"
Amos.8.4,526508,1,0,H2063,HTm,content,resolved,this,Hebrew,OT,,,1,,Supplementary,"stepGloss: this — this, this one, here, which, this...that, the one...the other, such; (alone); this one; this...that, the one...the other, another; (appos to subst); this; (as predicate); this, such; (enclitically); then; who, whom; how now, what now; what now; wherefore now; behold here; just now; now, now already; (poetry); wherein, which, those who; (with prefixes); in this (place) here, then; on these conditions, herewith, thus provided, by, through this, for this cause, in this matter; thus and thus; as follows, things such as these, accordingly, to that effect, in like manner, thus and thus; from here, hence, on one side...on the other side; on this account; in spite of this, which, whence, how"
Amos.8.4,526509,2,0,H7602B,HVqrmpa,content,resolved,trample on,Hebrew,OT,,,1,,Weakness,"stepGloss: to crush — to crush, trample, trample upon; to trample upon, crush"
Amos.8.4,526510,2,1,H9009,HTd,function,resolved,trample on,Hebrew,OT,,,1,,,"stepGloss: [the] — Prefix hé article: ""the"" for a subject, not object"
Amos.8.4,526511,3,0,H0034,HAamsa,content,resolved,needy,Hebrew,OT,,,1,,"Weakness, Supplementary","stepGloss: needy — in want, needy, chiefly poor, needy person; subject to oppression and abuse; needing help, deliverance from trouble, especially as delivered by God; general reference to lowest class"
Amos.8.4,526512,4,0,H6041,HAampc,content,resolved,poor,Hebrew,OT,,,1,,Weakness,"stepGloss: afflicted — poor, afflicted, humble, wretched; poor, needy; poor and weak; poor, weak, afflicted, wretched; humble, lowly"
Amos.8.4,526513,5,0,H0776G,HNcfsa,content,resolved,land,Hebrew,OT,,,1,,,"stepGloss: land: country/planet — land, earth; earth; whole earth (as opposed to a part); earth (as opposed to heaven); earth (inhabitants); land; country, territory; district, region; tribal territory; piece of ground; land of Canaan, Israel; inhabitants of land; Sheol, land without return, (under) world; city (-state); ground, surface of the earth; ground; soil; (in phrases); people of the land; space or distance of country (in measurements of distance); level or plain country; land of the living; end(s) of the earth; (almost wholly late in usage); lands, countries; often in contrast to Canaan"
Amos.8.4,526514,6,0,H7673A,HVhcc,content,resolved,end,Hebrew,OT,,,1,,Supplementary,"stepGloss: to cease — to cease, desist, rest; to cause to cease, put an end to; to exterminate, destroy; to cause to desist from; to remove; to cause to fail"
Amos.8.4,526515,6,1,H9002,HC,function,resolved,end,Hebrew,OT,,,1,,Connective,"stepGloss: and — Conjunctive vav - i.e. followed by prefix, suffix or non-verb (conjunctive) (‘and/but’)"
Amos.8.4,526516,6,2,H9005,HR,function,resolved,end,Hebrew,OT,,,1,,,stepGloss: to/for — Prefix lamed: to
Mark.11.21,833026,0,0,G2532,CONJ,function,resolved,And,Greek,NT,,,1,,Connective,"stepGloss: and — (as a connective) and; (connecting and continuing) and then, then; (as a disjuntive) but, yet, however; (as an adv.) also, even, likewise; and; both and;; also, too; even, also; but | lsj: and, even, also, just; and; and specially, and above all.., or, and, too..; pray, but; and yet; as; not only.., but also..; even, also, just; even, full, or; also, likewise, also..; also; full; even so much as, were it but, just, so much as; just, how long ago, where; even, just, e'en; even if, although, notwithstanding that, had, and if..; although, albeit, how much soever, although; and; also | mounce: (as a connective) and; (connecting and continuing) and then, then; (as a disjuntive) but, yet, however; (as an adv.) also, even, likewise"
Mark.11.21,833027,1,0,G4074G,N-NSM-P,content,resolved,Peter,Greek,NT,,,1,,,"stepGloss: Peter — An apostle living at the time of the New Testament, first mentioned at Mat.4.18;; referred to as Peter (Πέτρος), or Simon (Σίμων), or Simeon (Συμεών), or Cephas (Κηφᾶς), or Bar-Jonah (KJV= Bar-Jona, NIV= ""son of Jonah"") (Βαριωνᾶς);; son of John ;; a brother of Andrew . | lsj: stone, boulder; reed | mounce: Peter; this has the designative meaning ""rock"" or ""individual stone"", ""rock, stone"""
Mark.11.21,833028,2,0,G0363,V-AOP-NSM,content,resolved,remembered,Greek,NT,,,1,,Remembrance,"stepGloss: to remind — to remind, cause to remember; to exhort; to call to mind, recollect, remember | lsj: remind, of; remind; recall to memory, make mention of; remembrancer; remember, recall to mind; relapse | mounce: to remember, remind"
Mark.11.21,833029,3,0,G3004G,V-PAI-3S,content,resolved,said,Greek,NT,,,1,,Operations,"stepGloss: to say: says — - properly, to ""lay"" forth, i.e. (figuratively) relate (in words (usually of systematic or set discourse; whereas G2036 and G5346 generally refer to an individual expression or speech respectively; while G4483 is properly to break silence merely, and G2980 means an extended or random harangue)); by implication, to mean | lsj: pick up, gather, pick up, picking out stones for building, gather for oneself; choose for oneself, pick out, to be chosen; count, tell, counted, reckoned myself, told him over, was counted; count; recount, tell over, repeated, tell the tale; say, speak; say, speak, oral, speak, say on, say, declare, indicates, express; say, speak of; say, of, speak, revile; call by name, call; tell, command; say something, speak to the point, purpose, am I right, has, meaning, authority, nonsense, say what is not, lie, good news!, that is well, you are right, and what is more; wish to say, mean, does, mean?, do you mean, sense do you say this? Ap., do we mean to say? Grg., mean, I mean, meaning; use the term; they say, it is said, was said, as the saying goes, so-called, of whom it is said; speak, plead; boast of, tell of, sing of; recite, read; say, send word; maintain; nominate | mounce: : speak/ask; - properly, to ""lay"" forth, i.e. (figuratively) relate (in words (usually of systematic or set discourse; whereas G2036 and G5346 generally refer to an individual expression or speech respectively; while G4483 is properly to break silence merely, and G2980 means an extended or random harangue)); by implication, to mean"
Mark.11.21,833030,4,0,G0846,P-DSM,content,resolved,him,Greek,NT,,,1,,,"stepGloss: it/s/he — he, she, it; also used as inten.p., himself, herself, itself, themselves; the same one; also an adverb of place: here, there, where; self, very; alone; of one's self, of one's own motion; the same; unchangeable; at the same time, together; in one and the same place; at the same time, together | lsj: self, him, her, it, the very one, the same.; self, myself, thyself; one's true self, soul, body, oneself, the Master, the result, the very, just, exactly, close, very, the point, even; of oneself, of one's own accord, in person; by oneself, itself, alone, alone, without a mother, by himself, by ourselves, among friends, and no others, himself; by, in itself, the ideal, abstract, its very self; in one, together, in hand, and all; himself; himself; the same; his very self; he, she, it; the very one, the same, the same as, in the place with, meet, face to face; the said, the above-named; simply, merely; added together, making a total, together, at the same time, just then; of, by oneself, self-, independently; as a second self, very.., bodily; in the abstract, the ideal; precisely; in one piece with, together with; by itself, only | mounce: he, she, it; also used as inten.p., himself, herself, itself, themselves; the same one; also an adverb of place: here, there, where"
Mark.11.21,833031,5,0,G4461,N-VSM-T,content,resolved,Rabbi,Greek,NT,,,1,,,"stepGloss: Rabbi — § Rabbi, a title of a teacher; rabbi, my master, teacher; See also: Rabboni (ῥαββονί =G4462) | lsj: O my Master, ῥαββονί, ῥαββουνί | mounce: Rabbi, a title of a teacher"
Mark.11.21,833032,6,0,G2396,INJ,content,resolved,look,Greek,NT,,,1,,Supplementary,"stepGloss: look! — see!, look!; here, there; Lo! Behold! | lsj: behold | mounce: see!, look!; here, there"
Mark.11.21,833033,7,0,G4808,N-NSF,content,resolved,fig tree,Greek,NT,,,1,,Supplementary,"stepGloss: fig tree — a fig tree | lsj: συκῆ, fig-tree, Ficus Carica; Amelanchier, Amelanchias vulgaris; banyan, Ficus bengalensis; fig; tar, resin; spurge; excrescence; seaweed | mounce: fig tree"
Mark.11.21,833034,8,0,G3739,R-ASF,content,resolved,that,Greek,NT,,,1,,,"stepGloss: which — - the relatively (sometimes demonstrative) pronoun, who, which, what, that | lsj: yas, yā, yad, i, ja, je (he, she, it; this, that, he, she, it; he, she, they; such and such a person; he, she; who, which.; of the Laestrygonians, who.., of Thebes, which.., of Heracles, who.., of me whom..; in some places.., in others.., in what part; where, as; whence; that, how that, because; for which reason; whereas; from the time that.. | mounce: - the relatively (sometimes demonstrative) pronoun, who, which, what, that"
Mark.11.21,833035,9,0,G2672,V-ADI-2S,content,resolved,cursed,Greek,NT,,,1,,Hate,"stepGloss: to curse — ( middle ) to curse; to curse, to wish evil to, imprecate evil upon; to be cursed | lsj: call down curses upon, called down, curses, pray, curse, execrate, accursed | mounce: (middle) to curse"
Mark.11.21,833036,10,0,G3583,V-RPI-3S,content,resolved,withered,Greek,NT,,,1,,Operations,"stepGloss: to dry — to wither, shrivel; become rigid dry; to dry up, parch; to be parched; to be ripened; to be withered, to wither; to be withered; to pine | lsj: -ᾰνῶ, —parch, dry up, make costive, to be, become dry, parched, to be withered; drain dry | mounce: to wither, shrivel; become rigid dry"
Rom.9.14,89073,0,0,G5101,I-ASN,content,resolved,What,Greek,NT,,,1,,,"stepGloss: which? — who, which or what (in direct or indirect questions)- | lsj: what? which?; who? which?, what? which?; what, who, with what means; would that some one..; why who? who possibly?; who then?; who in the world? who ever?; what?; what; how? why? wherefore?, how do you mean, forsooth!, what about; why not? how else?, of course, no doubt, what, why ever? why in the world? what do you mean?, how, pray?, yes certainly, why, why not?, how so?; why; wherefore?, what; why, what; whoever, whatever, whatever, whomsoever; who; who; how.., how | mounce: who, which or what (in direct or indirect questions)-"
Rom.9.14,89074,1,0,G4483,V-FAI-1P,content,resolved,say,Greek,NT,,,1,,Desire,"stepGloss: to say: will say — - to utter, i.e. speak or say | lsj: will say; ἐρῶ; ἐρέω, -ήσεται, -όμενος, word.; will say, speak, speak of, true, has been pronounced, let, suffice; will tell, proclaim, announce; tell, order, orders had been given..; to be mentioned; to be specified, agreed, promised, when it had been agreed | mounce: - to utter, i.e. speak or say"
Rom.9.14,89075,2,0,G3767,CONJ,function,resolved,then,Greek,NT,,,1,,,"stepGloss: therefore/then — therefore, then, so then; then, now then, so then; then, thereupon; therefore, consequently | lsj: ὦν, certainly, in fact; really, very, at all events, did, at least, I grant you, when once, as soon as, actually, neither.. nor, even, just, in fact; whoever, whosoever, how, howsoever, be he who he may; so, then, then, well, as I was saying; then, therefore, therefore, ; | mounce: therefore, then, so then"
Rom.9.14,89076,3,0,G3361,PRT-N,function,resolved,Is,Greek,NT,1,,1,,Negator,"stepGloss: not — lest, that not, μή, or μήτι, or μήποτε, when prefixed to an interrogative clause, which?, or the contrary | lsj: μά, mē´, not, will, thought, fact, statement; will, wish, command, entreaty, warning; take care you do, not become, I fear.. may prove to be weaving, perhaps; nay but, none of that, no; that so; lest; except, provided only that, not; that; whoever, such a thing as, such things as, not; forbid, deny; swear, aver, believe; ut qui nihil sciam, one who, not; want of; fear, apprehension; shall proveto be, shall prove to have been, vect.; not; help being; fear, apprehension | mounce: not"
Rom.9.14,89077,4,0,G0093,N-NSF,content,resolved,injustice,Greek,NT,,,1,,Wickedness,"stepGloss: unrighteousness — wickedness, evil, wrongdoing; injustice, wrong; iniquity, falsehood, deceitfulness | lsj: wrongdoing, injustice, 'foul'; wrongful act, offence | mounce: wickedness, evil, wrongdoing"
Rom.9.14,89078,5,0,G3844,PREP,function,resolved,on,Greek,NT,,,1,,"Flag, Supplementary","stepGloss: from/with/beside — (gen.) from; (dat.) with, before, among, in the sight of; (acc.); beside, along side, by, at; from; his relatives; kinsmen; all her substance, property; with, in, among; at home; in the sight of, in the judgment; estimation of; by, near to, along; towards, to, at; at, by, near, by the side of; in deviation from, in violation of, inconsistently with; above, more than; except, save; beyond, past; in respect of, on the score of | lsj: παραί, πάρ, beside; from the side of, from beside, from; beside; from; issuing from, from, from (given by, of, done by, all that issues from, means, by, advice; the presents of; by, near; without; by the side of, where; at, over; beside, by; at, house, place, with, of my household, with me, own, in, hands, right; before, in the presence of, before, in, judgement, with; in; from; beside, near, by; along; past, beyond.; beside, near, by; to the side of, to, to the side of, to the chamber of; beside, near, by, stretched beside, by, before, on, immediately thereafter; at the house of.., with, with; side by side with; to, along; by; parallel to; like, as a parody of; as compared with, derived from; alongside of, compared with, lower than, behind, short of, compared with; at, equivalent to, of, account, as, amounted to; on account of; for, tertian, every second; precisely at the moment of, flagrante delicto, in the midst of, at; in each, each, every, in respect of each, from, to, per; on, to-day, to; throughout, during, while; along; strictly according to, without deviating from, strictly according to; past, beyond, by, over the edge of; over and above, in addition to, more than; in excess over, beyond; in transgression, violation of, out of; passed over, by, with, to spare, only just, quatenus, difference; from, by, short of, within, a distance of, near to, of, near, less, too few, short, save, all but, difference; by, according to; by, just for the sake of, suffice to cause, all through, from, only, it does, follow that, by the simple fact of, thanks to, alone, on, depends, just because, because of; so far as in, lies, as far as, am concerned, for all, care; near, together; alongside of, beside; to the side of, to; to one side of, by, past; aside, beyond, amiss, wrong | mounce: (gen.) from; (dat.) with, before, among, in the sight of; (acc.); beside, along side, by, at"
Rom.9.14,89079,6,0,G2316,N-DSM-T,content,resolved,God’s,Greek,NT,,,1,divine,Party-Divine,"stepGloss: God — God, usually refers to the one true God; in a very few contexts it refers to a (pagan) god or goddess. The ""Son of God"" as a title of Jesus emphasizes his unique relationship to the Father. ""The god of this age"" refers to the devil; a deity; an idol; God, the true God; God, possessed of true godhead; exceedingly | lsj: θιός, σιός, θεύς, God, the Deity, against his will, bless you! good heavens! for heaven's sake!; weather; divi Imperatores; one set in authority, judge; goddess; divine | mounce: God, usually refers to the one true God; in a very few contexts it refers to a (pagan) god or goddess. The ""Son of God"" as a title of Jesus emphasizes his unique relationship to the Father. ""The god of this age"" refers to the devil"
Rom.9.14,89080,7,0,G3361,PRT-N,function,resolved,no,Greek,NT,1,,1,,Negator,"stepGloss: not — lest, that not, μή, or μήτι, or μήποτε, when prefixed to an interrogative clause, which?, or the contrary | lsj: μά, mē´, not, will, thought, fact, statement; will, wish, command, entreaty, warning; take care you do, not become, I fear.. may prove to be weaving, perhaps; nay but, none of that, no; that so; lest; except, provided only that, not; that; whoever, such a thing as, such things as, not; forbid, deny; swear, aver, believe; ut qui nihil sciam, one who, not; want of; fear, apprehension; shall proveto be, shall prove to have been, vect.; not; help being; fear, apprehension | mounce: not"
Rom.9.14,89081,8,0,G1096,V-2ADO-3S,content,resolved,means,Greek,NT,,,1,,Supplementary,"stepGloss: to be — to be, become, happen; to come into existence, be born. It is used in certain contexts to introduce a new section or paragraph in a narrative in Hebrew narrative style: and then, and it came to pass; to come into existence; to be created, exist by creation; to be born, produced, grow; to arise, come on, occur; to come, approach; to be appointed, constituted, established; to take place, come to pass, happen, occur; to be done, performed, effected; to be fulfilled, satisfied; to come into a particular state; condition; to become, assume the character and appearance; to become; be made; be changed; converted; to be; to be subject to; to come to one's self, to recover from a trance; surprise; let it not be, far be it from, God forbid; to be kept, celebrated, solemnized; to be finished, completed | lsj: γίνομαι, γίνυμαι, γίνιουμαι, come into a new state of being; come into being; to be born, born, living, at our birth, to have been born, those of an age; to be produced, were the produce of, were worth, produced by, total, amount to, products, multiplied, elapse; falldue, dues, regular, normal, usual number; take place, come to pass, to be, are held, is passed, are given, taken, God forbid, suppose it done, it is done, take place, were favourable, the event, the fact, the facts, the past, the future, to have passed, it happened, came to pass, it came to pass, it is possible; come into, become, to be; turning, ;, am I to become; having ceased to be, ex, former; it goes, to be parted from, to be; become one of, fall to, belong to, to be under control of, to be at, cost; fall to; have done, to be separated, turn, comes, to be, disappear, to be engaged, arrive, be, fall into, be in, to be set, to be multiplied, opposite to, to be formed, to be present, to depend, go, to be at, near, meditate; jánati, jánas, gnatus. | mounce: to be, become, happen; to come into existence, be born. It is used in certain contexts to introduce a new section or paragraph in a narrative in Hebrew narrative style: and then, and it came to pass"
