verse_reference,strong,surface,morph_code,question_code,node_cluster_code,obs_cluster_code,observation_id,status,created_at
2Pet.1.8,G0692,ineffective,A-APM,M0.7.12,M67,M67,7864,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.13,M67,M67,7865,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.14,M67,M67,7866,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.15,M67,M67,7867,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.16,M67,M67,7397,draft,2026-09-21T17:45:01Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.16,M67,M67,7868,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.2,M67,M67,7854,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.3,M67,M67,7392,draft,2026-09-21T17:45:01Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.3,M67,M67,7855,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.4,M67,M67,7393,draft,2026-09-21T17:45:01Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.4,M67,M67,7856,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.5,M67,M67,7857,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.6,M67,M67,7394,draft,2026-09-21T17:45:01Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.6,M67,M67,7858,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.7,M67,M67,7859,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.8,M67,M67,7860,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.9,M67,M67,7395,draft,2026-09-21T17:45:01Z
2Pet.1.8,G0692,ineffective,A-APM,M0.7.9,M67,M67,7861,draft,2026-09-21T18:06:39Z
2Pet.1.8,G0692,ineffective,A-APM,X0.1.1,M67,M67,706,draft,2026-09-18T03:52:56Z
2Pet.1.8,G0692,ineffective,A-APM,X0.1.2,M67,M67,707,draft,2026-09-18T03:52:56Z
2Pet.1.8,G0692,ineffective,A-APM,X0.3.2,M67,M67,711,draft,2026-09-18T03:52:56Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.1.1,M15,M15,7327,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.1.2,M15,M15,7328,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.1.3,M15,M15,7329,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.5.1,M15,M15,7330,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.5.2,M15,M15,7331,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.5.3,M15,M15,7332,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.7.1,M67,M67,7398,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.7.10,M67,M67,7399,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.7.11,M67,M67,7400,draft,2026-09-21T17:45:01Z
2Pet.1.8,G1922,knowledge,N-ASF,M0.7.16,M67,M67,7401,draft,2026-09-21T17:45:01Z
2Pet.2.3,G0684,destruction,N-NSF,M0.1.1,M55,M55,7710,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.1.2,M55,M55,7711,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.1.3,M55,M55,7712,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.5.1,M55,M55,7713,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.5.11,M55,M55,7716,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.5.2,M55,M55,7714,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.5.3,M55,M55,7715,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.1,M67,M67,7717,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.10,M67,M67,7726,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.11,M67,M67,7727,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.12,M67,M67,7728,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.13,M67,M67,7729,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.14,M67,M67,7730,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.15,M67,M67,7731,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.16,M67,M67,7732,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.2,M67,M67,7718,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.3,M67,M67,7719,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.4,M67,M67,7720,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.5,M67,M67,7721,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.6,M67,M67,7722,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.7,M67,M67,7723,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.8,M67,M67,7724,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0684,destruction,N-NSF,M0.7.9,M67,M67,7725,draft,2026-09-21T17:59:32Z
2Pet.2.3,G0691,idle,V-PAI-3S,,M67,M67,585,draft,2026-09-18T03:08:38Z
2Pet.2.3,G0691,idle,V-PAI-3S,,M67,M67,592,draft,2026-09-18T03:30:19Z
2Pet.2.3,G0691,idle,V-PAI-3S,,M67,M67,593,draft,2026-09-18T03:30:19Z
2Pet.2.3,G0691,idle,V-PAI-3S,,M67,M67,598,draft,2026-09-18T03:30:19Z
2Pet.2.3,G0691,idle,V-PAI-3S,D1.1.1,M67,M67,618,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D1.1.1,M67,M67,666,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D1.1.2,M67,M67,619,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D1.1.2,M67,M67,667,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D10.1.2,M67,M67,620,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D10.6.2,M67,M67,624,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D10.6.2,M67,M67,672,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D11.1.1,M67,M67,625,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D2.1.1,M67,M67,629,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D2.1.2,M67,M67,630,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D2.1.2,M67,M67,674,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D3.1.2,M67,M67,631,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D3.1.2,M67,M67,675,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D3.1.3,M67,M67,633,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D3.1.3,M67,M67,676,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D4.1.2,M67,M67,637,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D4.1.3,M67,M67,638,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D5.2.3,M67,M67,685,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D5.3.1,M67,M67,686,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D5.3.2,M67,M67,641,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D5.3.2,M67,M67,687,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D6.2.1,M67,M67,690,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.1.2,M67,M67,646,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.1.2,M67,M67,692,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.1.3,M67,M67,647,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.5.2,M67,M67,649,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.5.2,M67,M67,699,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.7.1,M67,M67,408,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.7.1,M67,M67,7836,draft,2026-09-21T17:59:33Z
2Pet.2.3,G0691,idle,V-PAI-3S,D7.7.1,M67,M67,8219,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.1.1,M67,M67,394,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.1.2,M67,M67,395,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.1.3,M67,M67,396,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.2.1,M67,M67,651,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.2.1,M67,M67,701,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.2.2,M67,M67,652,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.3.1,M67,M67,653,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.3.2,M67,M67,654,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.1,M67,M67,397,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.10,M67,M67,406,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.11,M67,M67,407,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.11,M67,M67,8238,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.2,M67,M67,398,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.3,M67,M67,399,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.4,M67,M67,400,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.5,M67,M67,401,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.6,M67,M67,402,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.7,M67,M67,403,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.8,M67,M67,404,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.5.9,M67,M67,405,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.6.5,M67,M67,409,draft,2026-09-17T16:29:40Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.6.5,M67,M67,7834,draft,2026-09-21T17:59:33Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.6.5,M67,M67,8220,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.6.6,M67,M67,7835,draft,2026-09-21T17:59:33Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.6.6,M67,M67,8221,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.1,M67,M67,8222,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.10,M67,M67,8231,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.11,M67,M67,8232,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.12,M67,M67,8233,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.13,M67,M67,8234,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.14,M67,M67,8235,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.15,M67,M67,8236,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.16,M67,M67,8237,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.2,M67,M67,8223,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.3,M67,M67,8224,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.4,M67,M67,8225,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.5,M67,M67,8226,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.6,M67,M67,8227,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.7,M67,M67,8228,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.8,M67,M67,8229,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,M0.7.9,M67,M67,8230,draft,2026-09-21T18:15:05Z
2Pet.2.3,G0691,idle,V-PAI-3S,X0.1.1,M67,M67,656,draft,2026-09-18T03:48:26Z
2Pet.2.3,G0691,idle,V-PAI-3S,X0.1.1,M67,M67,706,draft,2026-09-18T03:52:56Z
2Pet.2.3,G0691,idle,V-PAI-3S,X0.1.2,M67,M67,657,draft,2026-09-18T03:48:26Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.1.1,M26,M26,7805,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.1.2,M26,M26,7806,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.1.3,M26,M26,7807,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.5.1,M26,M26,7808,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.5.11,M26,M26,7811,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.5.2,M26,M26,7809,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.5.3,M26,M26,7810,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.1,M67,M67,7812,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.12,M67,M67,7816,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.16,M67,M67,7817,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.6,M67,M67,7813,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.7,M67,M67,7814,draft,2026-09-21T17:59:33Z
2Pet.2.3,G2917,condemnation,N-NSN,M0.7.9,M67,M67,7815,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.1.1,M28,M28,7818,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.1.2,M28,M28,7819,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.1.3,M28,M28,7820,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.5.1,M28,M28,7821,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.5.11,M28,M28,7824,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.5.2,M28,M28,7822,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.5.3,M28,M28,7823,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.1,M67,M67,7825,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.10,M67,M67,7831,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.13,M67,M67,7832,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.16,M67,M67,7833,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.4,M67,M67,7826,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.6,M67,M67,7827,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.7,M67,M67,7828,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.8,M67,M67,7829,draft,2026-09-21T17:59:33Z
2Pet.2.3,G4124,greed,N-DSF,M0.7.9,M67,M67,7830,draft,2026-09-21T17:59:33Z
2Thess.3.7,G0812,idle,V-AAI-1P,,M67,M67,599,draft,2026-09-18T03:31:31Z
2Thess.3.7,G0812,idle,V-AAI-1P,,M67,M67,601,draft,2026-09-18T03:31:31Z
2Thess.3.7,G0812,idle,V-AAI-1P,,M67,M67,603,draft,2026-09-18T03:31:31Z
2Thess.3.7,G0812,idle,V-AAI-1P,,M67,M67,604,draft,2026-09-18T03:31:31Z
2Thess.3.7,G0812,idle,V-AAI-1P,D1.1.1,M67,M67,716,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D10.1.2,M67,M67,718,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D10.2.2,M67,M67,719,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D10.6.2,M67,M67,723,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D11.1.1,M67,M67,724,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D2.1.1,M67,M67,725,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D2.1.2,M67,M67,727,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D3.1.2,M67,M67,728,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D3.2.1,M67,M67,730,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D3.2.2,M67,M67,731,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D4.1.1,M67,M67,733,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D4.1.2,M67,M67,734,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D4.1.3,M67,M67,735,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D5.1.2,M67,M67,736,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D5.3.1,M67,M67,739,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D5.3.2,M67,M67,740,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D5.3.3,M67,M67,741,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D6.1.2,M67,M67,742,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D6.2.1,M67,M67,743,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D6.3.1,M67,M67,744,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.2.2,M67,M67,747,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.2.3,M67,M67,748,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.3.2,M67,M67,749,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.4.2b,M67,M67,751,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.4.3b,M67,M67,752,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.5.2,M67,M67,753,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.7.1,M67,M67,488,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,D7.7.1,M67,M67,8634,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,F0.1.2,M67,M67,754,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.1.1,M67,M67,473,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.1.2,M67,M67,474,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.1.3,M67,M67,475,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.2.1,M67,M67,755,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.2.2,M67,M67,757,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.3.1,M67,M67,758,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.3.2,M67,M67,759,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.3.3,M67,M67,760,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.1,M67,M67,476,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.10,M67,M67,477,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.11,M67,M67,486,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.2,M67,M67,478,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.3,M67,M67,479,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.4,M67,M67,480,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.5,M67,M67,481,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.6,M67,M67,482,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.7,M67,M67,483,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.8,M67,M67,484,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.5.9,M67,M67,485,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.6.5,M67,M67,487,draft,2026-09-17T16:32:39Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.6.5,M67,M67,8635,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.6.6,M67,M67,8636,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.1,M67,M67,8637,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.10,M67,M67,8646,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.11,M67,M67,8647,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.12,M67,M67,8648,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.13,M67,M67,8649,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.14,M67,M67,8650,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.15,M67,M67,8651,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.16,M67,M67,8652,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.2,M67,M67,8638,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.3,M67,M67,8639,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.4,M67,M67,8640,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.5,M67,M67,8641,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.6,M67,M67,8642,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.7,M67,M67,8643,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.8,M67,M67,8644,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,M0.7.9,M67,M67,8645,draft,2026-09-21T18:24:15Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.1.1,M67,M67,761,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.3.2,M67,M67,766,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.3.3,M67,M67,767,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.5.1,M67,M67,768,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.5.2,M67,M67,769,draft,2026-09-18T03:55:25Z
2Thess.3.7,G0812,idle,V-AAI-1P,X0.5.3,M67,M67,770,draft,2026-09-18T03:55:25Z
2Tim.1.17,G2212,searched,V-AAI-3S,D7.7.1,M83,M83,4652,draft,2026-09-18T11:27:55Z
2Tim.1.17,G2212,searched,V-AAI-3S,M0.1.1,M83,M83,4621,draft,2026-09-18T11:27:55Z
2Tim.1.17,G2212,searched,V-AAI-3S,M0.5.11,M83,M83,4634,draft,2026-09-18T11:27:55Z
