id,file_id,term_id_ref,book,reference,book_id,chapter,verse_num,testament
1668,10,G2065,Matthew,Mat 21:24,40,21,24,NT
1669,10,G2065,Luke,Luk 4:38,42,4,38,NT
1670,10,G2065,Luke,Luk 7:3,42,7,3,NT
1671,10,G2065,Luke,Luk 7:36,42,7,36,NT
1672,10,G2065,Luke,Luk 14:18,42,14,18,NT
1673,10,G2065,John,Joh 1:19,43,1,19,NT
1674,10,G2065,John,Joh 14:16,43,14,16,NT
1675,10,G2065,John,Joh 16:23,43,16,23,NT
1676,10,G2065,John,Joh 16:26,43,16,26,NT
1677,10,G2065,John,Joh 17:9,43,17,9,NT
1678,10,G2065,John,Joh 17:20,43,17,20,NT
1679,10,G2065,Philippians,Php 4:3,50,4,3,NT
1680,10,G2065,1 Thessalonians,1Th 4:1,52,4,1,NT
1681,10,G2065,1 John,1Jn 5:16,62,5,16,NT
1682,10,G2065,2 John,2Jo 5,63,,,NT
1624,10,G2107,Matthew,Mat 11:26,40,11,26,NT
1625,10,G2107,Luke,Luk 2:14,42,2,14,NT
1626,10,G2107,Luke,Luk 10:21,42,10,21,NT
1627,10,G2107,Romans,Rom 10:1,45,10,1,NT
1628,10,G2107,Ephesians,Eph 1:5,49,1,5,NT
1629,10,G2107,Ephesians,Eph 1:9,49,1,9,NT
1630,10,G2107,Philippians,Php 1:15,50,1,15,NT
1631,10,G2107,Philippians,Php 2:13,50,2,13,NT
1632,10,G2107,2 Thessalonians,2Th 1:11,53,1,11,NT
1755,10,G2212,Matthew,Mat 6:33,40,6,33,NT
1756,10,G2212,Matthew,Mat 7:7,40,7,7,NT
1757,10,G2212,Luke,Luk 11:9,42,11,9,NT
1758,10,G2212,John,Joh 1:38,43,1,38,NT
1759,10,G2212,Acts,Act 17:27,44,17,27,NT
1760,10,G2212,Romans,Rom 3:11,45,3,11,NT
1761,10,G2212,1 Corinthians,1Cor 1:22,46,1,22,NT
1762,10,G2212,1 Corinthians,1Cor 7:27,46,7,27,NT
1763,10,G2212,2 Corinthians,2Cor 13:3,47,13,3,NT
1764,10,G2212,Philippians,Php 2:21,50,2,21,NT
1765,10,G2212,Colossians,Col 3:1,51,3,1,NT
1766,10,G2212,Hebrews,Heb 11:6,58,11,6,NT
1794,10,G2307,Matthew,Mat 6:10,40,6,10,NT
1795,10,G2307,Matthew,Mat 7:21,40,7,21,NT
1796,10,G2307,Matthew,Mat 12:50,40,12,50,NT
1797,10,G2307,Matthew,Mat 21:31,40,21,31,NT
1798,10,G2307,Matthew,Mat 26:42,40,26,42,NT
1799,10,G2307,Mark,Mar 3:35,41,3,35,NT
1800,10,G2307,Luke,Luk 22:42,42,22,42,NT
1801,10,G2307,John,Joh 4:34,43,4,34,NT
1802,10,G2307,John,Joh 6:38,43,6,38,NT
1803,10,G2307,John,Joh 6:39,43,6,39,NT
1804,10,G2307,John,Joh 6:40,43,6,40,NT
1805,10,G2307,John,Joh 7:17,43,7,17,NT
1806,10,G2307,Acts,Act 13:22,44,13,22,NT
1807,10,G2307,Acts,Act 21:14,44,21,14,NT
1808,10,G2307,Romans,Rom 12:2,45,12,2,NT
1809,10,G2307,Ephesians,Eph 1:5,49,1,5,NT
1810,10,G2307,Ephesians,Eph 1:9,49,1,9,NT
1811,10,G2307,Ephesians,Eph 1:11,49,1,11,NT
1812,10,G2307,Colossians,Col 1:9,51,1,9,NT
1813,10,G2307,1 Thessalonians,1Th 4:3,52,4,3,NT
1814,10,G2307,Hebrews,Heb 10:7,58,10,7,NT
1815,10,G2307,Hebrews,Heb 10:36,58,10,36,NT
1816,10,G2307,1 Peter,1Pe 2:15,60,2,15,NT
1817,10,G2307,1 Peter,1Pe 4:2,60,4,2,NT
1818,10,G2307,1 John,1Jn 2:17,62,2,17,NT
1819,10,G2307,Revelation,Rev 4:11,66,4,11,NT
1774,10,G2309,Matthew,Mat 1:19,40,1,19,NT
1775,10,G2309,Matthew,Mat 5:42,40,5,42,NT
1776,10,G2309,Matthew,Mat 7:12,40,7,12,NT
1777,10,G2309,Matthew,Mat 8:3,40,8,3,NT
1778,10,G2309,Matthew,Mat 12:38,40,12,38,NT
1779,10,G2309,Matthew,Mat 16:25,40,16,25,NT
1780,10,G2309,Matthew,Mat 19:21,40,19,21,NT
1781,10,G2309,Luke,Luk 12:49,42,12,49,NT
1782,10,G2309,Luke,Luk 22:42,42,22,42,NT
1783,10,G2309,John,Joh 5:21,43,5,21,NT
1784,10,G2309,John,Joh 6:38,43,6,38,NT
1785,10,G2309,John,Joh 17:24,43,17,24,NT
1786,10,G2309,Romans,Rom 7:15,45,7,15,NT
1787,10,G2309,Romans,Rom 7:18,45,7,18,NT
1788,10,G2309,1 Corinthians,1Cor 7:32,46,7,32,NT
1789,10,G2309,Galatians,Gal 5:17,48,5,17,NT
1790,10,G2309,Philippians,Php 2:13,50,2,13,NT
1791,10,G2309,Colossians,Col 3:12,51,3,12,NT
1792,10,G2309,1 Timothy,1Ti 2:4,54,2,4,NT
1793,10,G2309,Revelation,Rev 22:17,66,22,17,NT
1688,10,G2442,1 Thessalonians,1Th 2:8,52,2,8,NT
1687,10,G2691,1 Timothy,1Ti 5:11,54,5,11,NT
1636,10,G3715,Romans,Rom 1:27,45,1,27,NT
1730,10,G3870,Matthew,Mat 2:18,40,2,18,NT
1731,10,G3870,Matthew,Mat 5:4,40,5,4,NT
1732,10,G3870,Matthew,Mat 8:5,40,8,5,NT
1733,10,G3870,Matthew,Mat 8:31,40,8,31,NT
1734,10,G3870,Mark,Mar 1:40,41,1,40,NT
1735,10,G3870,Mark,Mar 5:10,41,5,10,NT
1736,10,G3870,Mark,Mar 5:23,41,5,23,NT
1737,10,G3870,Luke,Luk 3:18,42,3,18,NT
1738,10,G3870,Luke,Luk 16:25,42,16,25,NT
1739,10,G3870,Acts,Act 2:40,44,2,40,NT
1740,10,G3870,Acts,Act 11:23,44,11,23,NT
1741,10,G3870,Acts,Act 16:9,44,16,9,NT
1742,10,G3870,Romans,Rom 12:1,45,12,1,NT
1743,10,G3870,1 Corinthians,1Cor 1:10,46,1,10,NT
1744,10,G3870,2 Corinthians,2Cor 1:4,47,1,4,NT
1745,10,G3870,2 Corinthians,2Cor 2:7,47,2,7,NT
1746,10,G3870,2 Corinthians,2Cor 2:8,47,2,8,NT
1747,10,G3870,2 Corinthians,2Cor 5:20,47,5,20,NT
1748,10,G3870,2 Corinthians,2Cor 7:6,47,7,6,NT
1749,10,G3870,2 Corinthians,2Cor 12:8,47,12,8,NT
1750,10,G3870,Ephesians,Eph 4:1,49,4,1,NT
1751,10,G3870,Philippians,Php 4:2,50,4,2,NT
1752,10,G3870,1 Thessalonians,1Th 2:12,52,2,12,NT
1753,10,G3870,1 Thessalonians,1Th 4:18,52,4,18,NT
1754,10,G3870,1 Thessalonians,1Th 5:11,52,5,11,NT
1683,10,PENDING-043-oregō,1 Timothy,1Ti 3:1,54,3,1,NT
1684,10,PENDING-043-oregō,1 Timothy,1Ti 6:10,54,6,10,NT
1685,10,PENDING-043-oregō,Hebrews,Heb 11:16,58,11,16,NT
2003,11,G2205,John,Joh 2:17,43,2,17,NT
2004,11,G2205,Acts,Act 5:17,44,5,17,NT
2005,11,G2205,Acts,Act 13:45,44,13,45,NT
2006,11,G2205,Romans,Rom 10:2,45,10,2,NT
2007,11,G2205,Romans,Rom 13:13,45,13,13,NT
2008,11,G2205,1 Corinthians,1Cor 3:3,46,3,3,NT
2009,11,G2205,2 Corinthians,2Cor 7:7,47,7,7,NT
2010,11,G2205,2 Corinthians,2Cor 7:11,47,7,11,NT
2011,11,G2205,2 Corinthians,2Cor 9:2,47,9,2,NT
2012,11,G2205,2 Corinthians,2Cor 11:2,47,11,2,NT
2013,11,G2205,2 Corinthians,2Cor 12:20,47,12,20,NT
2014,11,G2205,Galatians,Gal 5:20,48,5,20,NT
2015,11,G2205,Philippians,Php 3:6,50,3,6,NT
2016,11,G2205,Colossians,Col 4:13,51,4,13,NT
2017,11,G2205,Hebrews,Heb 10:27,58,10,27,NT
2018,11,G2205,James,Jam 3:14,59,3,14,NT
2019,11,G2205,James,Jam 3:16,59,3,16,NT
1820,11,G2206,Acts,Act 7:9,44,7,9,NT
1821,11,G2206,Acts,Act 17:5,44,17,5,NT
1822,11,G2206,1 Corinthians,1Cor 12:31,46,12,31,NT
1823,11,G2206,1 Corinthians,1Cor 13:4,46,13,4,NT
1824,11,G2206,1 Corinthians,1Cor 14:1,46,14,1,NT
1825,11,G2206,1 Corinthians,1Cor 14:39,46,14,39,NT
1826,11,G2206,2 Corinthians,2Cor 11:2,47,11,2,NT
1827,11,G2206,Galatians,Gal 4:17,48,4,17,NT
1828,11,G2206,Galatians,Gal 4:18,48,4,18,NT
1829,11,G2206,James,Jam 4:2,59,4,2,NT
1830,11,G2206,Revelation,Rev 3:19,66,3,19,NT
1869,11,G3788,Matthew,Mat 5:29,40,5,29,NT
1870,11,G3788,Matthew,Mat 5:38,40,5,38,NT
1871,11,G3788,Matthew,Mat 6:22,40,6,22,NT
1872,11,G3788,Matthew,Mat 6:23,40,6,23,NT
1873,11,G3788,Matthew,Mat 7:3,40,7,3,NT
1874,11,G3788,Matthew,Mat 7:4,40,7,4,NT
1875,11,G3788,Matthew,Mat 7:5,40,7,5,NT
1876,11,G3788,Matthew,Mat 9:29,40,9,29,NT
1877,11,G3788,Matthew,Mat 9:30,40,9,30,NT
1878,11,G3788,Matthew,Mat 13:15,40,13,15,NT
1879,11,G3788,Matthew,Mat 13:16,40,13,16,NT
1880,11,G3788,Matthew,Mat 17:8,40,17,8,NT
1881,11,G3788,Matthew,Mat 18:9,40,18,9,NT
1882,11,G3788,Matthew,Mat 20:15,40,20,15,NT
1883,11,G3788,Matthew,Mat 20:33,40,20,33,NT
1884,11,G3788,Matthew,Mat 21:42,40,21,42,NT
1885,11,G3788,Matthew,Mat 26:43,40,26,43,NT
1886,11,G3788,Mark,Mar 7:22,41,7,22,NT
1887,11,G3788,Mark,Mar 8:18,41,8,18,NT
1888,11,G3788,Mark,Mar 8:25,41,8,25,NT
1889,11,G3788,Mark,Mar 9:47,41,9,47,NT
1890,11,G3788,Mark,Mar 12:11,41,12,11,NT
1891,11,G3788,Mark,Mar 14:40,41,14,40,NT
1892,11,G3788,Luke,Luk 2:30,42,2,30,NT
1893,11,G3788,Luke,Luk 4:20,42,4,20,NT
1894,11,G3788,Luke,Luk 6:20,42,6,20,NT
1895,11,G3788,Luke,Luk 6:41,42,6,41,NT
1896,11,G3788,Luke,Luk 6:42,42,6,42,NT
1897,11,G3788,Luke,Luk 10:23,42,10,23,NT
1898,11,G3788,Luke,Luk 11:34,42,11,34,NT
1899,11,G3788,Luke,Luk 16:23,42,16,23,NT
1900,11,G3788,Luke,Luk 18:13,42,18,13,NT
1901,11,G3788,Luke,Luk 19:42,42,19,42,NT
1902,11,G3788,Luke,Luk 24:16,42,24,16,NT
1903,11,G3788,Luke,Luk 24:31,42,24,31,NT
1904,11,G3788,John,Joh 4:35,43,4,35,NT
1905,11,G3788,John,Joh 6:5,43,6,5,NT
1906,11,G3788,John,Joh 9:6,43,9,6,NT
1907,11,G3788,John,Joh 9:10,43,9,10,NT
1908,11,G3788,John,Joh 9:11,43,9,11,NT
1909,11,G3788,John,Joh 9:14,43,9,14,NT
1910,11,G3788,John,Joh 9:15,43,9,15,NT
1911,11,G3788,John,Joh 9:17,43,9,17,NT
1912,11,G3788,John,Joh 9:21,43,9,21,NT
1913,11,G3788,John,Joh 9:26,43,9,26,NT
1914,11,G3788,John,Joh 9:30,43,9,30,NT
1915,11,G3788,John,Joh 9:32,43,9,32,NT
1916,11,G3788,John,Joh 10:21,43,10,21,NT
1917,11,G3788,John,Joh 11:37,43,11,37,NT
1918,11,G3788,John,Joh 11:41,43,11,41,NT
1919,11,G3788,John,Joh 12:40,43,12,40,NT
1920,11,G3788,John,Joh 17:1,43,17,1,NT
1921,11,G3788,Acts,Act 1:9,44,1,9,NT
1922,11,G3788,Acts,Act 9:8,44,9,8,NT
1923,11,G3788,Acts,Act 9:18,44,9,18,NT
1924,11,G3788,Acts,Act 9:40,44,9,40,NT
1925,11,G3788,Acts,Act 26:18,44,26,18,NT
1926,11,G3788,Acts,Act 28:27,44,28,27,NT
1927,11,G3788,Romans,Rom 3:18,45,3,18,NT
1928,11,G3788,Romans,Rom 11:8,45,11,8,NT
1929,11,G3788,Romans,Rom 11:10,45,11,10,NT
1930,11,G3788,1 Corinthians,1Cor 2:9,46,2,9,NT
1931,11,G3788,1 Corinthians,1Cor 12:16,46,12,16,NT
1932,11,G3788,1 Corinthians,1Cor 12:17,46,12,17,NT
1933,11,G3788,1 Corinthians,1Cor 12:21,46,12,21,NT
1934,11,G3788,1 Corinthians,1Cor 15:52,46,15,52,NT
1935,11,G3788,Galatians,Gal 3:1,48,3,1,NT
1936,11,G3788,Galatians,Gal 4:15,48,4,15,NT
1937,11,G3788,Ephesians,Eph 1:18,49,1,18,NT
1938,11,G3788,Hebrews,Heb 4:13,58,4,13,NT
1939,11,G3788,1 Peter,1Pe 3:12,60,3,12,NT
1940,11,G3788,2 Peter,2Pe 2:14,61,2,14,NT
1941,11,G3788,1 John,1Jn 1:1,62,1,1,NT
1942,11,G3788,1 John,1Jn 2:11,62,2,11,NT
1943,11,G3788,1 John,1Jn 2:16,62,2,16,NT
1944,11,G3788,Revelation,Rev 1:7,66,1,7,NT
1945,11,G3788,Revelation,Rev 1:14,66,1,14,NT
1946,11,G3788,Revelation,Rev 2:18,66,2,18,NT
1947,11,G3788,Revelation,Rev 3:18,66,3,18,NT
1948,11,G3788,Revelation,Rev 4:6,66,4,6,NT
1949,11,G3788,Revelation,Rev 4:8,66,4,8,NT
1950,11,G3788,Revelation,Rev 5:6,66,5,6,NT
1951,11,G3788,Revelation,Rev 7:17,66,7,17,NT
1952,11,G3788,Revelation,Rev 19:12,66,19,12,NT
1953,11,G3788,Revelation,Rev 21:4,66,21,4,NT
1995,11,G5354,Galatians,Gal 5:26,48,5,26,NT
1860,11,G5355,Matthew,Mat 27:18,40,27,18,NT
1861,11,G5355,Mark,Mar 15:10,41,15,10,NT
1862,11,G5355,Romans,Rom 1:29,45,1,29,NT
1863,11,G5355,Galatians,Gal 5:21,48,5,21,NT
1864,11,G5355,Philippians,Php 1:15,50,1,15,NT
1865,11,G5355,1 Timothy,1Ti 6:4,54,6,4,NT
1866,11,G5355,Titus,Tit 3:3,56,3,3,NT
1867,11,G5355,James,Jam 4:5,59,4,5,NT
1868,11,G5355,1 Peter,1Pe 2:1,60,2,1,NT
1996,11,H6424,Psalms,Psa 58:2,19,58,2,OT
1997,11,H6424,Psalms,Psa 78:50,19,78,50,OT
1998,11,H6424,Proverbs,Pro 4:26,20,4,26,OT
1999,11,H6424,Proverbs,Pro 5:6,20,5,6,OT
2000,11,H6424,Proverbs,Pro 5:21,20,5,21,OT
2001,11,H6424,Isaiah,Isa 26:7,23,26,7,OT
1831,11,H7065,Genesis,Gen 26:14,1,26,14,OT
1832,11,H7065,Genesis,Gen 30:1,1,30,1,OT
1833,11,H7065,Genesis,Gen 37:11,1,37,11,OT
1834,11,H7065,Numbers,Num 5:14,4,5,14,OT
1835,11,H7065,Numbers,Num 5:30,4,5,30,OT
1836,11,H7065,Numbers,Num 11:29,4,11,29,OT
1837,11,H7065,Numbers,Num 25:11,4,25,11,OT
1838,11,H7065,Numbers,Num 25:13,4,25,13,OT
1839,11,H7065,Deuteronomy,Deu 32:16,5,32,16,OT
1840,11,H7065,Deuteronomy,Deu 32:21,5,32,21,OT
1841,11,H7065,2 Samuel,2Sa 21:2,10,21,2,OT
1842,11,H7065,1 Kings,1Ki 14:22,11,14,22,OT
1843,11,H7065,1 Kings,1Ki 19:10,11,19,10,OT
1844,11,H7065,1 Kings,1Ki 19:14,11,19,14,OT
1845,11,H7065,Psalms,Psa 37:1,19,37,1,OT
1846,11,H7065,Psalms,Psa 73:3,19,73,3,OT
1847,11,H7065,Psalms,Psa 78:58,19,78,58,OT
1848,11,H7065,Psalms,Psa 106:16,19,106,16,OT
1849,11,H7065,Proverbs,Pro 3:31,20,3,31,OT
1850,11,H7065,Proverbs,Pro 23:17,20,23,17,OT
1851,11,H7065,Proverbs,Pro 24:1,20,24,1,OT
1852,11,H7065,Proverbs,Pro 24:19,20,24,19,OT
1853,11,H7065,Isaiah,Isa 11:13,23,11,13,OT
1854,11,H7065,Ezekiel,Eze 8:3,26,8,3,OT
1855,11,H7065,Ezekiel,Eze 31:9,26,31,9,OT
1856,11,H7065,Ezekiel,Eze 39:25,26,39,25,OT
1857,11,H7065,Joel,Joe 2:18,29,2,18,OT
1858,11,H7065,Zechariah,Zec 1:14,38,1,14,OT
1859,11,H7065,Zechariah,Zec 8:2,38,8,2,OT
1954,11,H7068,Numbers,Num 5:14,4,5,14,OT
1955,11,H7068,Numbers,Num 5:15,4,5,15,OT
1956,11,H7068,Numbers,Num 5:18,4,5,18,OT
1957,11,H7068,Numbers,Num 5:25,4,5,25,OT
1958,11,H7068,Numbers,Num 5:29,4,5,29,OT
1959,11,H7068,Numbers,Num 5:30,4,5,30,OT
1960,11,H7068,Numbers,Num 25:11,4,25,11,OT
1961,11,H7068,Deuteronomy,Deu 29:20,5,29,20,OT
1962,11,H7068,2 Kings,2Ki 10:16,12,10,16,OT
1963,11,H7068,2 Kings,2Ki 19:31,12,19,31,OT
1964,11,H7068,Job,Job 5:2,18,5,2,OT
1965,11,H7068,Psalms,Psa 69:9,19,69,9,OT
1966,11,H7068,Psalms,Psa 79:5,19,79,5,OT
1967,11,H7068,Psalms,Psa 119:139,19,119,139,OT
1968,11,H7068,Proverbs,Pro 6:34,20,6,34,OT
1969,11,H7068,Proverbs,Pro 14:30,20,14,30,OT
1970,11,H7068,Proverbs,Pro 27:4,20,27,4,OT
1971,11,H7068,Ecclesiastes,Ecc 4:4,21,4,4,OT
1972,11,H7068,Ecclesiastes,Ecc 9:6,21,9,6,OT
1973,11,H7068,Song of Solomon,Son 8:6,22,8,6,OT
1974,11,H7068,Isaiah,Isa 9:7,23,9,7,OT
1975,11,H7068,Isaiah,Isa 11:13,23,11,13,OT
1976,11,H7068,Isaiah,Isa 26:11,23,26,11,OT
1977,11,H7068,Isaiah,Isa 37:32,23,37,32,OT
1978,11,H7068,Isaiah,Isa 42:13,23,42,13,OT
1979,11,H7068,Isaiah,Isa 59:17,23,59,17,OT
1980,11,H7068,Isaiah,Isa 63:15,23,63,15,OT
1981,11,H7068,Ezekiel,Eze 5:13,26,5,13,OT
1982,11,H7068,Ezekiel,Eze 8:3,26,8,3,OT
1983,11,H7068,Ezekiel,Eze 8:5,26,8,5,OT
1984,11,H7068,Ezekiel,Eze 16:38,26,16,38,OT
1985,11,H7068,Ezekiel,Eze 16:42,26,16,42,OT
1986,11,H7068,Ezekiel,Eze 23:25,26,23,25,OT
1987,11,H7068,Ezekiel,Eze 35:11,26,35,11,OT
1988,11,H7068,Ezekiel,Eze 36:5,26,36,5,OT
1989,11,H7068,Ezekiel,Eze 36:6,26,36,6,OT
1990,11,H7068,Ezekiel,Eze 38:19,26,38,19,OT
1991,11,H7068,Zephaniah,Zep 1:18,36,1,18,OT
1992,11,H7068,Zephaniah,Zep 3:8,36,3,8,OT
1993,11,H7068,Zechariah,Zec 1:14,38,1,14,OT
1994,11,H7068,Zechariah,Zec 8:2,38,8,2,OT
2002,11,H7520,Psalms,Psa 68:16,19,68,16,OT
2091,12,G0870,Luke,Luk 1:74,42,1,74,NT
2092,12,G0870,1 Corinthians,1Cor 16:10,46,16,10,NT
2093,12,G0870,Philippians,Php 1:14,50,1,14,NT
2094,12,G0870,Jude,Jud 1:12,65,1,12,NT
2103,12,G1167,2 Timothy,2Ti 1:7,55,1,7,NT
2035,12,G1168,John,Joh 14:27,43,14,27,NT
2039,12,G1169A,Hebrews,Heb 12:28,58,12,28,NT
2100,12,G1169B,Matthew,Mat 8:26,40,8,26,NT
2101,12,G1169B,Mark,Mar 4:40,41,4,40,NT
2102,12,G1169B,Revelation,Rev 21:8,66,21,8,NT
2098,12,G1630,Mark,Mar 9:6,41,9,6,NT
2099,12,G1630,Hebrews,Heb 12:21,58,12,21,NT
2020,12,G1719,Luke,Luk 24:5,42,24,5,NT
2021,12,G1719,Luke,Luk 24:37,42,24,37,NT
2022,12,G1719,Acts,Act 10:4,44,10,4,NT
2023,12,G1719,Acts,Act 22:9,44,22,9,NT
2024,12,G1719,Revelation,Rev 11:13,66,11,13,NT
2197,12,G1790,Acts,Act 7:32,44,7,32,NT
2198,12,G1790,Acts,Act 16:29,44,16,29,NT
2199,12,G1790,Hebrews,Heb 12:21,58,12,21,NT
2096,12,G2124,Hebrews,Heb 5:7,58,5,7,NT
2097,12,G2124,Hebrews,Heb 12:28,58,12,28,NT
2104,12,G2125,Acts,Act 23:10,44,23,10,NT
2105,12,G2125,Hebrews,Heb 11:7,58,11,7,NT
2036,12,G2126,Luke,Luk 2:25,42,2,25,NT
2037,12,G2126,Acts,Act 2:5,44,2,5,NT
2038,12,G2126,Acts,Act 8:2,44,8,2,NT
2095,12,G2318,John,Joh 9:31,43,9,31,NT
2086,12,G4423,1 Peter,1Pe 3:6,60,3,6,NT
2025,12,G4576,Matthew,Mat 15:9,40,15,9,NT
2026,12,G4576,Mark,Mar 7:7,41,7,7,NT
2027,12,G4576,Acts,Act 13:43,44,13,43,NT
2028,12,G4576,Acts,Act 13:50,44,13,50,NT
2029,12,G4576,Acts,Act 16:14,44,16,14,NT
2030,12,G4576,Acts,Act 17:4,44,17,4,NT
2031,12,G4576,Acts,Act 17:17,44,17,17,NT
2032,12,G4576,Acts,Act 18:7,44,18,7,NT
2033,12,G4576,Acts,Act 19:27,44,19,27,NT
2034,12,G4576,Acts,Act 19:35,44,19,35,NT
2200,12,G5156,Mark,Mar 16:8,41,16,8,NT
2201,12,G5156,1 Corinthians,1Cor 2:3,46,2,3,NT
2202,12,G5156,2 Corinthians,2Cor 7:15,47,7,15,NT
2203,12,G5156,Ephesians,Eph 6:5,49,6,5,NT
2204,12,G5156,Philippians,Php 2:12,50,2,12,NT
2087,12,G5398,Hebrews,Heb 10:27,58,10,27,NT
2088,12,G5398,Hebrews,Heb 10:31,58,10,31,NT
2089,12,G5398,Hebrews,Heb 12:21,58,12,21,NT
2106,12,G5399,Matthew,Mat 1:20,40,1,20,NT
2107,12,G5399,Matthew,Mat 2:22,40,2,22,NT
2108,12,G5399,Matthew,Mat 9:8,40,9,8,NT
2109,12,G5399,Matthew,Mat 10:26,40,10,26,NT
2110,12,G5399,Matthew,Mat 10:28,40,10,28,NT
2111,12,G5399,Matthew,Mat 10:31,40,10,31,NT
2112,12,G5399,Matthew,Mat 14:5,40,14,5,NT
2113,12,G5399,Matthew,Mat 14:27,40,14,27,NT
2114,12,G5399,Matthew,Mat 14:30,40,14,30,NT
2115,12,G5399,Matthew,Mat 17:6,40,17,6,NT
2116,12,G5399,Matthew,Mat 17:7,40,17,7,NT
2117,12,G5399,Matthew,Mat 21:26,40,21,26,NT
2118,12,G5399,Matthew,Mat 21:46,40,21,46,NT
2119,12,G5399,Matthew,Mat 25:25,40,25,25,NT
2120,12,G5399,Matthew,Mat 27:54,40,27,54,NT
2121,12,G5399,Matthew,Mat 28:5,40,28,5,NT
2122,12,G5399,Matthew,Mat 28:10,40,28,10,NT
2123,12,G5399,Mark,Mar 4:41,41,4,41,NT
2124,12,G5399,Mark,Mar 5:15,41,5,15,NT
2125,12,G5399,Mark,Mar 5:33,41,5,33,NT
2126,12,G5399,Mark,Mar 5:36,41,5,36,NT
2127,12,G5399,Mark,Mar 6:20,41,6,20,NT
2128,12,G5399,Mark,Mar 6:50,41,6,50,NT
2129,12,G5399,Mark,Mar 9:32,41,9,32,NT
2130,12,G5399,Mark,Mar 10:32,41,10,32,NT
2131,12,G5399,Mark,Mar 11:18,41,11,18,NT
2132,12,G5399,Mark,Mar 11:32,41,11,32,NT
2133,12,G5399,Mark,Mar 12:12,41,12,12,NT
2134,12,G5399,Mark,Mar 16:8,41,16,8,NT
2135,12,G5399,Luke,Luk 1:13,42,1,13,NT
2136,12,G5399,Luke,Luk 1:30,42,1,30,NT
2137,12,G5399,Luke,Luk 1:50,42,1,50,NT
2138,12,G5399,Luke,Luk 2:9,42,2,9,NT
2139,12,G5399,Luke,Luk 2:10,42,2,10,NT
2140,12,G5399,Luke,Luk 5:10,42,5,10,NT
2141,12,G5399,Luke,Luk 8:25,42,8,25,NT
2142,12,G5399,Luke,Luk 8:35,42,8,35,NT
2143,12,G5399,Luke,Luk 8:50,42,8,50,NT
2144,12,G5399,Luke,Luk 9:34,42,9,34,NT
2145,12,G5399,Luke,Luk 9:45,42,9,45,NT
2146,12,G5399,Luke,Luk 12:4,42,12,4,NT
2147,12,G5399,Luke,Luk 12:5,42,12,5,NT
2148,12,G5399,Luke,Luk 12:7,42,12,7,NT
2149,12,G5399,Luke,Luk 12:32,42,12,32,NT
2150,12,G5399,Luke,Luk 18:2,42,18,2,NT
2151,12,G5399,Luke,Luk 18:4,42,18,4,NT
2152,12,G5399,Luke,Luk 19:21,42,19,21,NT
2153,12,G5399,Luke,Luk 20:19,42,20,19,NT
2154,12,G5399,Luke,Luk 22:2,42,22,2,NT
2155,12,G5399,Luke,Luk 23:40,42,23,40,NT
2156,12,G5399,John,Joh 6:19,43,6,19,NT
2157,12,G5399,John,Joh 6:20,43,6,20,NT
2158,12,G5399,John,Joh 9:22,43,9,22,NT
2159,12,G5399,John,Joh 12:15,43,12,15,NT
2160,12,G5399,John,Joh 19:8,43,19,8,NT
2161,12,G5399,Acts,Act 5:26,44,5,26,NT
2162,12,G5399,Acts,Act 9:26,44,9,26,NT
2163,12,G5399,Acts,Act 10:2,44,10,2,NT
2164,12,G5399,Acts,Act 10:22,44,10,22,NT
2165,12,G5399,Acts,Act 10:35,44,10,35,NT
2166,12,G5399,Acts,Act 13:16,44,13,16,NT
2167,12,G5399,Acts,Act 13:26,44,13,26,NT
2168,12,G5399,Acts,Act 16:38,44,16,38,NT
2169,12,G5399,Acts,Act 18:9,44,18,9,NT
2170,12,G5399,Acts,Act 22:29,44,22,29,NT
2171,12,G5399,Acts,Act 27:17,44,27,17,NT
2172,12,G5399,Acts,Act 27:24,44,27,24,NT
2173,12,G5399,Acts,Act 27:29,44,27,29,NT
2174,12,G5399,Romans,Rom 11:20,45,11,20,NT
2175,12,G5399,Romans,Rom 13:3,45,13,3,NT
2176,12,G5399,Romans,Rom 13:4,45,13,4,NT
2177,12,G5399,2 Corinthians,2Cor 11:3,47,11,3,NT
2178,12,G5399,2 Corinthians,2Cor 12:20,47,12,20,NT
2179,12,G5399,Galatians,Gal 2:12,48,2,12,NT
2180,12,G5399,Galatians,Gal 4:11,48,4,11,NT
2181,12,G5399,Ephesians,Eph 5:33,49,5,33,NT
2182,12,G5399,Colossians,Col 3:22,51,3,22,NT
2183,12,G5399,Hebrews,Heb 4:1,58,4,1,NT
2184,12,G5399,Hebrews,Heb 11:23,58,11,23,NT
2185,12,G5399,Hebrews,Heb 11:27,58,11,27,NT
2186,12,G5399,Hebrews,Heb 13:6,58,13,6,NT
2187,12,G5399,1 Peter,1Pe 2:17,60,2,17,NT
2188,12,G5399,1 Peter,1Pe 3:6,60,3,6,NT
2189,12,G5399,1 Peter,1Pe 3:14,60,3,14,NT
2190,12,G5399,1 John,1Jn 4:18,62,4,18,NT
2191,12,G5399,Revelation,Rev 1:17,66,1,17,NT
2192,12,G5399,Revelation,Rev 2:10,66,2,10,NT
2193,12,G5399,Revelation,Rev 11:18,66,11,18,NT
2194,12,G5399,Revelation,Rev 14:7,66,14,7,NT
2195,12,G5399,Revelation,Rev 15:4,66,15,4,NT
2196,12,G5399,Revelation,Rev 19:5,66,19,5,NT
