span_id,role,chapter,verse_ref,surface,strongs,morph,stem,sense,linked_char_spans,linked_char_refs,verse_text
284314,qualifier,86,Psa 86:17,sign,H0226G H5973A H9030,HNcfsa HR HSp1bs,,sign (oth),,,"Psa 86:17 Show me a sign of your favor , that those who hate me may see and be put to shame because you , Lord , have helped me and comforted me ."
284315,qualifier,86,Psa 86:17,favor,H2896C H9005,HNcfsa HR,,favor (tob),,,"Psa 86:17 Show me a sign of your favor , that those who hate me may see and be put to shame because you , Lord , have helped me and comforted me ."
284317,qualifier,86,Psa 86:17,see,H7200G,HVqu3mp,Qal,see (raah),,,"Psa 86:17 Show me a sign of your favor , that those who hate me may see and be put to shame because you , Lord , have helped me and comforted me ."
284322,qualifier,86,Psa 86:17,helped,H5826,HVqp2ms,Qal,help (azar),,,"Psa 86:17 Show me a sign of your favor , that those who hate me may see and be put to shame because you , Lord , have helped me and comforted me ."
284388,qualifier,87,Psa 87:1,holy,H6944G,HNcmsa,,holy (qodesh),,,A Psalm of the Sons of Korah . A Song . Psa 87:1 On the holy mount stands the city he founded ;
284390,qualifier,87,Psa 87:1,founded,H3248,HNcfsc,,founded (yesud),,,A Psalm of the Sons of Korah . A Song . Psa 87:1 On the holy mount stands the city he founded ;
306983,qualifier,87,Psa 87:2,loves,H0157G,HVqrmsa,Qal,loves (aheb),,,Psa 87:2 the Lord loves the gates of Zion more than all the dwelling places of Jacob.
306990,qualifier,87,Psa 87:3,Glorious things,H3513G,HVNrfpa,Niphal,glorious things (kabad),,,"Psa 87:3 Glorious things of you are spoken, O city of God. Selah"
306991,qualifier,87,Psa 87:3,spoken,H1696G,HVPsmsa,Pual,spoken (dabar),,,"Psa 87:3 Glorious things of you are spoken, O city of God. Selah"
284393,qualifier,87,Psa 87:4,mention,H2142,HVhi1cs,Hiphil,mention (zakar),,,"Psa 87:4 Among those who know me I mention Rahab and Babylon ; behold , Philistia and Tyre , with Cush — “ This one was born there ,” they say."
284400,standalone,87,Psa 87:4,This,H2088,HTm,,this one (zeh),,,"Psa 87:4 Among those who know me I mention Rahab and Babylon ; behold , Philistia and Tyre , with Cush — “ This one was born there ,” they say."
284401,standalone,87,Psa 87:4,born,H3205,HVPp3ms,Pual,born (yalad),,,"Psa 87:4 Among those who know me I mention Rahab and Babylon ; behold , Philistia and Tyre , with Cush — “ This one was born there ,” they say."
306999,standalone,87,Psa 87:5,born,H3205,HVPp3ms,Pual,born (yalad),,,"Psa 87:5 And of Zion it shall be said, “This one and that one were born in her”; for the Most High himself will establish her."
307001,qualifier,87,Psa 87:5,establish,H3559H H9003 H9034 H1931 H9002,HVpi3ms HR HSp3fs HPp3ms HC,Piel,establish (kun),,,"Psa 87:5 And of Zion it shall be said, “This one and that one were born in her”; for the Most High himself will establish her."
307003,qualifier,87,Psa 87:6,records,H5608A,HVqi3ms,Qal,records (saphar),,,"Psa 87:6 The Lord records as he registers the peoples, “This one was born there.” Selah"
307004,qualifier,87,Psa 87:6,registers,H3789 H9003,HVqcc HR,Qal,registers (kathab),,,"Psa 87:6 The Lord records as he registers the peoples, “This one was born there.” Selah"
307006,standalone,87,Psa 87:6,one,H2088,HTm,,one (zeh),,,"Psa 87:6 The Lord records as he registers the peoples, “This one was born there.” Selah"
307007,standalone,87,Psa 87:6,born,H3205,HVPp3ms,Pual,born (yalad),,,"Psa 87:6 The Lord records as he registers the peoples, “This one was born there.” Selah"
307011,standalone,87,Psa 87:7,dancers,H2490B H9004,HVprmpa HR,Piel,dancers (chalal),,,"Psa 87:7 Singers and dancers alike say, “All my springs are in you.”"
307014,standalone,87,Psa 87:7,springs,H4599,HNcmpc,,springs (mayan),,,"Psa 87:7 Singers and dancers alike say, “All my springs are in you.”"
284415,qualifier,88,Psa 88:1,salvation,H3444,HNcfsc,,salvation (yeshuah),,,"A Song . A Psalm of the Sons of Korah . To the choirmaster : according to Mahalath Leannoth. A Maskil of Heman the Ezrahite . Psa 88:1 O Lord , God of my salvation , I cry out day and night before you ."
284466,qualifier,88,Psa 88:2,incline,H5186 H9020,HVhv2ms HSp1bs,Hiphil,incline (natah),,,Psa 88:2 Let my prayer come before you; incline your ear to my cry !
284475,standalone,88,Psa 88:3,life,H2416E H9002,HNcmpc HC,,life (chay),,,"Psa 88:3 For my soul is full of troubles , and my life draws near to Sheol ."
284476,standalone,88,Psa 88:3,near,H5060,HVhp3cp,Hiphil,draw near (naga),,,"Psa 88:3 For my soul is full of troubles , and my life draws near to Sheol ."
284477,standalone,88,Psa 88:3,Sheol,H7585 H9005 H9020,HNcbsa HR HSp1bs,,Sheol (sheol),,,"Psa 88:3 For my soul is full of troubles , and my life draws near to Sheol ."
284480,standalone,88,Psa 88:4,go down,H3381,HVqrmpc,Qal,go down (yarad),,,"Psa 88:4 I am counted among those who go down to the pit ; I am a man who has no strength ,"
284481,standalone,88,Psa 88:4,pit,H0953A,HNcmsa,,pit (bor),,,"Psa 88:4 I am counted among those who go down to the pit ; I am a man who has no strength ,"
284486,standalone,88,Psa 88:5,set loose,H2670,HAamsa,,set loose (chophshi),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284487,standalone,88,Psa 88:5,dead,H4191 H9003,HVqrmpa HRd,Qal,dead (muth),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284488,standalone,88,Psa 88:5,slain,H2491A H3644G,HAampa HR,,slain (chalal),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284489,standalone,88,Psa 88:5,lie,H7901J,HVqrmpc,Qal,lie (shakab),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284490,standalone,88,Psa 88:5,grave,H6913,HNcmsa,,grave (qeber),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284492,qualifier,88,Psa 88:5,remember,H2142,HVqp2ms,Qal,remember (zakar),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
284495,qualifier,88,Psa 88:5,cut off,H1504 H9021,HVNp3cp HSp2ms,Niphal,cut off (gazar),,,"Psa 88:5 like one set loose among the dead , like the slain that lie in the grave , like those whom you remember no more , for they are cut off from your hand ."
307016,qualifier,88,Psa 88:6,put,H7896H,HVqp2ms,Qal,put (shith),,,"Psa 88:6 You have put me in the depths of the pit, in the regions dark and deep."
307017,standalone,88,Psa 88:6,depths,H8482,HAafpa,,depths (tachti),,,"Psa 88:6 You have put me in the depths of the pit, in the regions dark and deep."
307018,standalone,88,Psa 88:6,pit,H0953A H9003 H9030,HNcmsa HR HSp1bs,,pit (bor),,,"Psa 88:6 You have put me in the depths of the pit, in the regions dark and deep."
307020,standalone,88,Psa 88:6,dark,H4285,HNcmpa,,dark places (machshak),,,"Psa 88:6 You have put me in the depths of the pit, in the regions dark and deep."
307021,standalone,88,Psa 88:6,deep,H4688 H9003,HNcfpa HR,,deep (metsolah),,,"Psa 88:6 You have put me in the depths of the pit, in the regions dark and deep."
284497,qualifier,88,Psa 88:7,wrath,H2534,HNcfsc,,wrath (chemah),,,"Psa 88:7 Your wrath lies heavy upon me, and you overwhelm me with all your waves . Selah"
284498,qualifier,88,Psa 88:7,lies heavy,H5564 H9030,HVqp3fs HSp1bs,Qal,lie heavy (samak),,,"Psa 88:7 Your wrath lies heavy upon me, and you overwhelm me with all your waves . Selah"
284500,qualifier,88,Psa 88:7,overwhelm,H6031B H9021,HVpp2ms HSp2ms,Piel,overwhelm (anah),,,"Psa 88:7 Your wrath lies heavy upon me, and you overwhelm me with all your waves . Selah"
284502,standalone,88,Psa 88:7,waves,H4867,HNcmpc,,waves (mishbar),,,"Psa 88:7 Your wrath lies heavy upon me, and you overwhelm me with all your waves . Selah"
284504,standalone,88,Psa 88:8,companions,H3045,HVPsmpc,Pual,companions (yada),,,Psa 88:8 You have caused my companions to shun me; you have made me a horror to them. I am shut in so that I cannot escape ;
284505,qualifier,88,Psa 88:8,shun,H7368,HVhp2ms,Hiphil,shun (rachaq),,,Psa 88:8 You have caused my companions to shun me; you have made me a horror to them. I am shut in so that I cannot escape ;
284506,qualifier,88,Psa 88:8,made,H7896G H9020 H4480A H9030,HVqp2ms HSp1bs HR HSp1bs,Qal,make (shith),,,Psa 88:8 You have caused my companions to shun me; you have made me a horror to them. I am shut in so that I cannot escape ;
284510,standalone,88,Psa 88:8,escape,H3318G,HVqi1cs,Qal,escape (yatsa),,,Psa 88:8 You have caused my companions to shun me; you have made me a horror to them. I am shut in so that I cannot escape ;
284519,standalone,88,Psa 88:9,spread out,H7849,HVpp1cs,Piel,spread out (shatach),,,"Psa 88:9 my eye grows dim through sorrow . Every day I call upon you, O Lord ; I spread out my hands to you."
284421,qualifier,88,Psa 88:10,work,H6213A,HVqi2ms,Qal,work wonders (asah),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284422,qualifier,88,Psa 88:10,wonders,H6382,HNcmsa,,wonders (pele),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284423,standalone,88,Psa 88:10,dead,H4191 H9008 H9005,HVqrmpa HTi HRd,Qal,dead (rapha),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284424,standalone,88,Psa 88:10,departed,H7496 H0518H,HNcmpa HTc,,departed (rapha),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284425,standalone,88,Psa 88:10,rise up,H6965B,HVqi3mp,Qal,rise up (qum),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284426,standalone,88,Psa 88:10,praise,H3034,HVhi3mp,Hiphil,praise (yadah),,,Psa 88:10 Do you work wonders for the dead ? Do the departed rise up to praise you? Selah
284428,qualifier,88,Psa 88:11,steadfast love,H2617A,HNcmsc,,steadfast love (chesed),,,"Psa 88:11 Is your steadfast love declared in the grave , or your faithfulness in Abaddon ?"
284429,qualifier,88,Psa 88:11,declared,H5608A H9008,HVPi3ms HTi,Pual,declared (saphar),,,"Psa 88:11 Is your steadfast love declared in the grave , or your faithfulness in Abaddon ?"
284430,standalone,88,Psa 88:11,grave,H6913 H9003,HNcmsa HRd,,grave (qeber),,,"Psa 88:11 Is your steadfast love declared in the grave , or your faithfulness in Abaddon ?"
284431,qualifier,88,Psa 88:11,faithfulness,H0530 H9021,HNcfsc HSp2ms,,faithfulness (emunah),,,"Psa 88:11 Is your steadfast love declared in the grave , or your faithfulness in Abaddon ?"
284432,standalone,88,Psa 88:11,Abaddon,H0011 H9003 H9021,HNtfsa HRd HSp2ms,,Abaddon (abaddon),,,"Psa 88:11 Is your steadfast love declared in the grave , or your faithfulness in Abaddon ?"
284433,qualifier,88,Psa 88:12,wonders,H6382,HNcmsc,,wonders (pele),,,"Psa 88:12 Are your wonders known in the darkness , or your righteousness in the land of forgetfulness ?"
284434,qualifier,88,Psa 88:12,known,H3045 H9008,HVNi3ms HTi,Niphal,known (yada),,,"Psa 88:12 Are your wonders known in the darkness , or your righteousness in the land of forgetfulness ?"
284435,standalone,88,Psa 88:12,darkness,H2822 H9003,HNcmsa HRd,,darkness (choshek),,,"Psa 88:12 Are your wonders known in the darkness , or your righteousness in the land of forgetfulness ?"
284436,qualifier,88,Psa 88:12,righteousness,H6666 H9002 H9021,HNcfsc HC HSp2ms,,righteousness (tsedaqah),,,"Psa 88:12 Are your wonders known in the darkness , or your righteousness in the land of forgetfulness ?"
284438,standalone,88,Psa 88:12,forgetfulness,H5388,HNcfsa,,forgetfulness (neshiyyah),,,"Psa 88:12 Are your wonders known in the darkness , or your righteousness in the land of forgetfulness ?"
307028,qualifier,88,Psa 88:13,comes before,H6923 H9020,HVpi3fs HSp1bs,Piel,come before (qadam),,,"Psa 88:13 But I, O Lord, cry to you; in the morning my prayer comes before you."
302649,qualifier,88,Psa 88:14,cast,H2186A,HVqi2ms,Qal,cast away (zanach),,,"Psa 88:14 O Lord , why do you cast my soul away? Why do you hide your face from me ?"
302651,qualifier,88,Psa 88:14,hide,H5641 H9020,HVhi2ms HSp1bs,Hiphil,hide (sathar),,,"Psa 88:14 O Lord , why do you cast my soul away? Why do you hide your face from me ?"
284440,standalone,88,Psa 88:15,death,H1478,HVqrmsa,Qal,death (gava),,,"Psa 88:15 Afflicted and close to death from my youth up, I suffer your terrors ; I am helpless ."
284442,standalone,88,Psa 88:15,youth,H5290,HNcmsa,,youth (naar),,,"Psa 88:15 Afflicted and close to death from my youth up, I suffer your terrors ; I am helpless ."
284444,qualifier,88,Psa 88:15,terrors,H0367,HNcmpc,,terrors (emim),,,"Psa 88:15 Afflicted and close to death from my youth up, I suffer your terrors ; I am helpless ."
284446,qualifier,88,Psa 88:16,wrath,H2740,HNcmpc,,wrath (charon),,,Psa 88:16 Your wrath has swept over me; your dreadful assaults destroy me .
284447,qualifier,88,Psa 88:16,over,H5674A H5921A H9030,HVqp3cp HR HSp1bs,Qal,sweep over (abar),,,Psa 88:16 Your wrath has swept over me; your dreadful assaults destroy me .
284449,qualifier,88,Psa 88:16,dreadful assaults,H1161,HNcmpc,,dreadful assaults (biuth),,,Psa 88:16 Your wrath has swept over me; your dreadful assaults destroy me .
284450,qualifier,88,Psa 88:16,destroy,H6789 H9021,HVpp3cp HSp2ms,Piel,destroy (tsamath),,,Psa 88:16 Your wrath has swept over me; your dreadful assaults destroy me .
284452,qualifier,88,Psa 88:17,surround,H5437H,HVqp3cp,Qal,surround (sabab),,,Psa 88:17 They surround me like a flood all day long ; they close in on me together .
284453,standalone,88,Psa 88:17,flood,H4325G H9004 H9030,HNcmpa HRd HSp1bs,,flood (mayim),,,Psa 88:17 They surround me like a flood all day long ; they close in on me together .
284456,qualifier,88,Psa 88:17,on,H5362B,HVhp3cp,Hiphil,close in (naqaph),,,Psa 88:17 They surround me like a flood all day long ; they close in on me together .
284458,standalone,88,Psa 88:18,beloved,H0157G H4480A H9030,HVqrmsa HR HSp1bs,Qal,beloved (aheb),,,Psa 88:18 You have caused my beloved and my friend to shun me; my companions have become darkness .
284459,standalone,88,Psa 88:18,friend,H7453 H9002,HNcmsa HC,,friend (rea),,,Psa 88:18 You have caused my beloved and my friend to shun me; my companions have become darkness .
284460,qualifier,88,Psa 88:18,shun,H7368,HVhp2ms,Hiphil,shun (rachaq),,,Psa 88:18 You have caused my beloved and my friend to shun me; my companions have become darkness .
284461,standalone,88,Psa 88:18,companions,H3045,HVPsmpc,Pual,companions (yada),,,Psa 88:18 You have caused my beloved and my friend to shun me; my companions have become darkness .
284462,standalone,88,Psa 88:18,darkness,H4285 H9020,HNcmsa HSp1bs,,darkness (machshak),,,Psa 88:18 You have caused my beloved and my friend to shun me; my companions have become darkness .
284526,qualifier,89,Psa 89:1,steadfast love,H2617A,HNcmpc,,steadfast love (chesed),,,A Maskil of Ethan the Ezrahite . Psa 89:1 I will sing of the steadfast love of the Lord forever ; with my mouth I will make known your faithfulness to all generations .
284528,standalone,89,Psa 89:1,forever,H5769G,HNcmsa,,forever (olam),,,A Maskil of Ethan the Ezrahite . Psa 89:1 I will sing of the steadfast love of the Lord forever ; with my mouth I will make known your faithfulness to all generations .
284532,qualifier,89,Psa 89:1,faithfulness,H0530,HNcfsc,,faithfulness (emunah),,,A Maskil of Ethan the Ezrahite . Psa 89:1 I will sing of the steadfast love of the Lord forever ; with my mouth I will make known your faithfulness to all generations .
284604,qualifier,89,Psa 89:2,love,H2617A,HNcmsa,,steadfast love (chesed),,,"Psa 89:2 For I said , “Steadfast love will be built up forever ; in the heavens you will establish your faithfulness .”"
284605,qualifier,89,Psa 89:2,built up,H1129,HVNi3ms,Niphal,built up (banah),,,"Psa 89:2 For I said , “Steadfast love will be built up forever ; in the heavens you will establish your faithfulness .”"
284606,standalone,89,Psa 89:2,forever,H5769G,HNcmsa,,forever (olam),,,"Psa 89:2 For I said , “Steadfast love will be built up forever ; in the heavens you will establish your faithfulness .”"
284609,qualifier,89,Psa 89:2,establish,H3559H,HVhi2ms,Hiphil,establish (kun),,,"Psa 89:2 For I said , “Steadfast love will be built up forever ; in the heavens you will establish your faithfulness .”"
284611,qualifier,89,Psa 89:2,faithfulness,H0530,HNcfsc,,faithfulness (emunah),,,"Psa 89:2 For I said , “Steadfast love will be built up forever ; in the heavens you will establish your faithfulness .”"
284664,qualifier,89,Psa 89:3,made,H3772H,HVqp1cs,Qal,make (karath),,,"Psa 89:3 You have said, “I have made a covenant with my chosen one ; I have sworn to David my servant :"
284665,qualifier,89,Psa 89:3,covenant,H1285,HNcfsa,,covenant (berith),,,"Psa 89:3 You have said, “I have made a covenant with my chosen one ; I have sworn to David my servant :"
284668,qualifier,89,Psa 89:3,sworn,H7650,HVNp1cs,Niphal,sworn (shaba),,,"Psa 89:3 You have said, “I have made a covenant with my chosen one ; I have sworn to David my servant :"
284671,standalone,89,Psa 89:3,servant,H5650,HNcmsc,,servant (ebed),,,"Psa 89:3 You have said, “I have made a covenant with my chosen one ; I have sworn to David my servant :"
284741,qualifier,89,Psa 89:4,establish,H3559H,HVhi1cs,Hiphil,establish (kun),,,"Psa 89:4 ‘I will establish your offspring forever , and build your throne for all generations .’” Selah"
284742,standalone,89,Psa 89:4,offspring,H2233H,HNcmsc,,offspring (zera),,,"Psa 89:4 ‘I will establish your offspring forever , and build your throne for all generations .’” Selah"
284744,qualifier,89,Psa 89:4,build,H1129 H9021,HVqq1cs HSp2ms,Qal,build (banah),,,"Psa 89:4 ‘I will establish your offspring forever , and build your throne for all generations .’” Selah"
284745,standalone,89,Psa 89:4,throne,H3678G,HNcmsc,,throne (kisse),,,"Psa 89:4 ‘I will establish your offspring forever , and build your throne for all generations .’” Selah"
284828,standalone,89,Psa 89:5,praise,H3034,HVhu3mp,Hiphil,praise (yadah),,,"Psa 89:5 Let the heavens praise your wonders , O Lord , your faithfulness in the assembly of the holy ones !"
284829,qualifier,89,Psa 89:5,wonders,H6382,HNcmsc,,wonders (pele),,,"Psa 89:5 Let the heavens praise your wonders , O Lord , your faithfulness in the assembly of the holy ones !"
284831,qualifier,89,Psa 89:5,faithfulness,H0530 H0637,HNcfsc HTj,,faithfulness (emunah),,,"Psa 89:5 Let the heavens praise your wonders , O Lord , your faithfulness in the assembly of the holy ones !"
284832,standalone,89,Psa 89:5,assembly,H6951 H9003 H9021,HNcmsc HR HSp2ms,,assembly (qahal),,,"Psa 89:5 Let the heavens praise your wonders , O Lord , your faithfulness in the assembly of the holy ones !"
284833,standalone,89,Psa 89:5,holy ones,H6918G,HAampa,,holy ones (qadosh),,,"Psa 89:5 Let the heavens praise your wonders , O Lord , your faithfulness in the assembly of the holy ones !"
284859,qualifier,89,Psa 89:6,compared,H6186A,HVqi3ms,Qal,be compared (arak),,,"Psa 89:6 For who in the skies can be compared to the Lord ? Who among the heavenly beings is like the Lord ,"
284863,qualifier,89,Psa 89:6,like,H1819,HVqi3ms,Qal,be like (damah),,,"Psa 89:6 For who in the skies can be compared to the Lord ? Who among the heavenly beings is like the Lord ,"
284867,qualifier,89,Psa 89:7,feared,H6206,HVNrmsa,Niphal,to be feared (arats),,,"Psa 89:7 a God greatly to be feared in the council of the holy ones , and awesome above all who are around him ?"
284868,standalone,89,Psa 89:7,council,H5475 H9003,HNcmsc HR,,council (sod),,,"Psa 89:7 a God greatly to be feared in the council of the holy ones , and awesome above all who are around him ?"
284869,standalone,89,Psa 89:7,holy ones,H6918G,HAampa,,holy ones (qadosh),,,"Psa 89:7 a God greatly to be feared in the council of the holy ones , and awesome above all who are around him ?"
284870,qualifier,89,Psa 89:7,awesome,H3372H,HVNrmsa,Niphal,awesome (yare),,,"Psa 89:7 a God greatly to be feared in the council of the holy ones , and awesome above all who are around him ?"
284873,standalone,89,Psa 89:7,around,H5439G,HNcmpc,,around (sabib),,,"Psa 89:7 a God greatly to be feared in the council of the holy ones , and awesome above all who are around him ?"
284877,standalone,89,Psa 89:8,hosts,H6635B,HNcfpa,,hosts (tsaba),,,"Psa 89:8 O Lord God of hosts , who is mighty as you are, O Lord , with your faithfulness all around you ?"
284879,qualifier,89,Psa 89:8,mighty,H2626 H3644G H9031,HNcbsa HR HSp2ms,,mighty (chasin),,,"Psa 89:8 O Lord God of hosts , who is mighty as you are, O Lord , with your faithfulness all around you ?"
284881,qualifier,89,Psa 89:8,faithfulness,H0530 H9002,HNcfsc HC,,faithfulness (emunah),,,"Psa 89:8 O Lord God of hosts , who is mighty as you are, O Lord , with your faithfulness all around you ?"
284882,standalone,89,Psa 89:8,around,H5439G H9021,HNcfpc HSp2ms,,around (sabib),,,"Psa 89:8 O Lord God of hosts , who is mighty as you are, O Lord , with your faithfulness all around you ?"
284885,qualifier,89,Psa 89:9,rule,H4910,HVqrmsa,Qal,rule (mashal),,,"Psa 89:9 You rule the raging of the sea ; when its waves rise , you still them ."
284886,standalone,89,Psa 89:9,raging,H1348 H9003,HNcfsc HR,,raging (geuth),,,"Psa 89:9 You rule the raging of the sea ; when its waves rise , you still them ."
284888,standalone,89,Psa 89:9,waves,H1530H,HNcmpc,,waves (gal),,,"Psa 89:9 You rule the raging of the sea ; when its waves rise , you still them ."
284889,standalone,89,Psa 89:9,rise,H5375G H9003,HVqcc HR,Qal,rise (sos),,,"Psa 89:9 You rule the raging of the sea ; when its waves rise , you still them ."
284891,qualifier,89,Psa 89:9,still,H7623A H9023,HVpi2ms HSp3ms,Piel,still (shabach),,,"Psa 89:9 You rule the raging of the sea ; when its waves rise , you still them ."
284536,qualifier,89,Psa 89:10,crushed,H1792,HVpp2ms,Piel,crush (daka),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
284537,standalone,89,Psa 89:10,Rahab,H7294,HNpt,,Rahab (rahab),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
284538,standalone,89,Psa 89:10,carcass,H2491A H9004,HAamsa HRd,,carcass (chalal),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
284540,qualifier,89,Psa 89:10,scattered,H6340,HVpp2ms,Piel,scatter (pazar),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
284543,qualifier,89,Psa 89:10,mighty,H5797,HNcmsc,,mighty (oz),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
284544,qualifier,89,Psa 89:10,arm,H2220 H9003,HNcfsc HR,,arm (zeroa),,,Psa 89:10 You crushed Rahab like a carcass ; you scattered your enemies with your mighty arm .
307036,qualifier,89,Psa 89:11,founded,H3245 H9024,HVqp2ms HSp3fs,Qal,founded (yasad),,,"Psa 89:11 The heavens are yours; the earth also is yours; the world and all that is in it, you have founded them."
284548,qualifier,89,Psa 89:12,created,H1254A,HVqp2ms,Qal,created (bara),,,"Psa 89:12 The north and the south , you have created them; Tabor and Hermon joyously praise your name ."
284551,standalone,89,Psa 89:12,joyously praise,H7442B H9021,HVpi3mp HSp2ms,Piel,joyously praise (ranan),,,"Psa 89:12 The north and the south , you have created them; Tabor and Hermon joyously praise your name ."
284552,qualifier,89,Psa 89:12,name,H8034 H9003,HNcmsc HR,,name (shem),,,"Psa 89:12 The north and the south , you have created them; Tabor and Hermon joyously praise your name ."
284553,qualifier,89,Psa 89:13,mighty,H1369 H5973A,HNcfsa HR,,mighty (geburah),,,"Psa 89:13 You have a mighty arm ; strong is your hand , high your right hand ."
284554,qualifier,89,Psa 89:13,arm,H2220 H9005 H9031,HNcfsa HR HSp2ms,,arm (zeroa),,,"Psa 89:13 You have a mighty arm ; strong is your hand , high your right hand ."
284555,qualifier,89,Psa 89:13,strong,H5810,HVqi3fs,Qal,strong (azaz),,,"Psa 89:13 You have a mighty arm ; strong is your hand , high your right hand ."
284557,qualifier,89,Psa 89:13,high,H7311A H9021,HVqi3fs HSp2ms,Qal,high (rum),,,"Psa 89:13 You have a mighty arm ; strong is your hand , high your right hand ."
284560,qualifier,89,Psa 89:14,Righteousness,H6664G,HNcmsa,,righteousness (tsedeq),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284561,qualifier,89,Psa 89:14,justice,H4941H H9002,HNcmsa HC,,justice (mishpat),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284562,standalone,89,Psa 89:14,foundation,H4349,HNcmsc,,foundation (makon),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284563,standalone,89,Psa 89:14,throne,H3678G,HNcmsc,,throne (kisse),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284564,qualifier,89,Psa 89:14,steadfast love,H2617A H9021,HNcmsa HSp2ms,,steadfast love (chesed),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284565,qualifier,89,Psa 89:14,faithfulness,H0571G H9002,HNcfsa HC,,faithfulness (emeth),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284566,qualifier,89,Psa 89:14,before,H6923,HVpi3mp,Piel,go before (qadam),,,Psa 89:14 Righteousness and justice are the foundation of your throne ; steadfast love and faithfulness go before you .
284569,qualifier,89,Psa 89:16,name,H8034 H9003,HNcmsc HR,,name (shem),,,Psa 89:16 who exult in your name all the day and in your righteousness are exalted .
284572,qualifier,89,Psa 89:16,righteousness,H6666 H9002 H9003,HNcfsc HC HR,,righteousness (tsedaqah),,,Psa 89:16 who exult in your name all the day and in your righteousness are exalted .
284573,qualifier,89,Psa 89:16,exalted,H7311A H9021,HVqi3mp HSp2ms,Qal,be exalted (rum),,,Psa 89:16 who exult in your name all the day and in your righteousness are exalted .
284575,qualifier,89,Psa 89:17,glory,H8597,HNcfsc,,glory (tiphereth),,,Psa 89:17 For you are the glory of their strength ; by your favor our horn is exalted .
284576,qualifier,89,Psa 89:17,strength,H5797,HNcmsc,,strength (oz),,,Psa 89:17 For you are the glory of their strength ; by your favor our horn is exalted .
284579,qualifier,89,Psa 89:17,favor,H7522 H9002 H9028,HNcmsc HC HSp3mp,,favor (ratson),,,Psa 89:17 For you are the glory of their strength ; by your favor our horn is exalted .
284580,standalone,89,Psa 89:17,horn,H7161A H9025,HNcfsc HSp1bp,,horn (qeren),,,Psa 89:17 For you are the glory of their strength ; by your favor our horn is exalted .
284581,qualifier,89,Psa 89:17,exalted,H7311A H9021,HVqi3fs HSp2ms,Qal,be exalted (rum),,,Psa 89:17 For you are the glory of their strength ; by your favor our horn is exalted .
284583,qualifier,89,Psa 89:18,shield,H4043,HNcbsc,,shield (magen),,,"Psa 89:18 For our shield belongs to the Lord , our king to the Holy One of Israel ."
284586,standalone,89,Psa 89:18,king,H4428G,HNcmsc,,king (melek),,,"Psa 89:18 For our shield belongs to the Lord , our king to the Holy One of Israel ."
284587,qualifier,89,Psa 89:18,Holy One,H6918G H9005 H9002 H9025,HAamsc HR HC HSp1bp,,Holy One (qadosh),,,"Psa 89:18 For our shield belongs to the Lord , our king to the Holy One of Israel ."
284590,qualifier,89,Psa 89:19,spoke,H1696G,HVpp2ms,Piel,spoke (dabar),,,"Psa 89:19 Of old you spoke in a vision to your godly one , and said : “I have granted help to one who is mighty ; I have exalted one chosen from the people ."
284591,standalone,89,Psa 89:19,vision,H2377 H9003,HNcmsa HR,,vision (chazon),,,"Psa 89:19 Of old you spoke in a vision to your godly one , and said : “I have granted help to one who is mighty ; I have exalted one chosen from the people ."
