"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"H2603A","H2605G","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605H","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605I","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605J","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605K","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605L","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605M","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605N","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2605O","חָנָן","cha.nan","Hanan","ok"
"H2603A","H2606","חֲנַנְאֵל","cha.nan.el","[Tower of] Hananel","ok"
"H2603A","H2607G","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2603A","H2607H","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2603A","H2607I","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2603A","H2607J","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2603A","H2607K","חֲנָנִי","cha.na.ni","Hanani","ok"
"H2603A","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2603A","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2603A","H2615","חַנָּתֹן","chan.na.ton","Hannathon","ok"
"H2603A","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2603A","H8468","תְּחִנָּה","te.chin.nah","Tehinnah","ok"
"H2603A","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2603B","H2580","חֵן","chen","favor","ok"
"H2603B","H2587","חַנּוּן","chan.nun","gracious","ok"
"H2603B","H2594","חֲנִינָה","cha.ni.nah","favor","ok"
"H2603B","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2603B","H2604","חֲנַן","cha.nan","be gracious","ok"
"H2603B","H2609","חָנֵס","cha.nes","Hanes","ok"
"H2603B","H8467","תְּחִנָּה","te.chin.nah","supplication","ok"
"H2603B","H8469","תַּחֲנוּן","ta.cha.nun","supplication","ok"
"H2604","H2603A","חָנַן","cha.nan","be gracious","ok"
"H2604","H2603B","חָנַן","cha.nan","be loathsome","ok"
"H2604","H2608A","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608B","חֲנַנְיָה","cha.nan.yah","Hananiah","ok"
"H2604","H2608G","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608H","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608I","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608J","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608K","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608L","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608M","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608N","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608O","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608P","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608Q","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608R","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608S","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2604","H2608T","חֲנַנְיָ֫הוּ","cha.nan.ya.hu","Hananiah","ok"
"H2610","H2611","חָנֵף","cha.neph","profane","ok"
"H2610","H2612","חֹ֫נֶף","cho.neph","profaneness","ok"
"H2610","H2613","חֲנֻפָּה","cha.nup.pah","profaneness","ok"
"H2612","H2610","חָנֵף","cha.neph","to pollute","ok"
"H2612","H2611","חָנֵף","cha.neph","profane","ok"
"H2612","H2613","חֲנֻפָּה","cha.nup.pah","profaneness","ok"
"H2616A","H2616B","חָסַד","cha.sad","to shame","ok"
"H2616A","H2617A","חֶ֫סֶד","che.sed","kindness","ok"
"H2616A","H2617B","חֶ֫סֶד","che.sed","shame","ok"
"H2616A","H2619","חֲסַדְיָה","cha.sad.yah","Hasadiah","ok"
"H2616A","H2623","חָסִיד","cha.sid","pious","ok"
"H2616A","H2624","חֲסִידָה","cha.si.dah","stork","ok"
"H2616B","H2616A","חָסַד","cha.sad","be kind","ok"
"H2616B","H2617A","חֶ֫סֶד","che.sed","kindness","ok"
"H2616B","H2617B","חֶ֫סֶד","che.sed","shame","ok"
"H2616B","H2623","חָסִיד","cha.sid","pious","ok"
"H2617A","H2616A","חָסַד","cha.sad","be kind","ok"
"H2617A","H2616B","חָסַד","cha.sad","to shame","ok"
"H2617A","H2617B","חֶ֫סֶד","che.sed","shame","ok"
"H2617A","H2618","חֶ֫סֶד","che.sed","Hesed","ok"
"H2617A","H2619","חֲסַדְיָה","cha.sad.yah","Hasadiah","ok"
"H2617A","H2623","חָסִיד","cha.sid","pious","ok"
"H2617A","H2624","חֲסִידָה","cha.si.dah","stork","ok"
"H2617B","H2616A","חָסַד","cha.sad","be kind","ok"
"H2617B","H2616B","חָסַד","cha.sad","to shame","ok"
"H2617B","H2617A","חֶ֫סֶד","che.sed","kindness","ok"
"H2617B","H2618","חֶ֫סֶד","che.sed","Hesed","ok"
"H2617B","H2619","חֲסַדְיָה","cha.sad.yah","Hasadiah","ok"
"H2620","H2621G","חֹסָה","cho.sah","Hosah","ok"
"H2620","H2621H","חֹסָה","cho.sah","Hosah","ok"
"H2620","H2622","חָסוּת","cha.sut","refuge","ok"
"H2620","H4268","מַחְסֶּה","mach.s.seh","refuge","ok"
"H2620","H4271","מַחְסֵיָה","mach.se.yah","Mahseiah","ok"
"H2622","H2620","חָסָה","cha.sah","to seek refuge","ok"
"H2622","H2621G","חֹסָה","cho.sah","Hosah","ok"
"H2622","H2621H","חֹסָה","cho.sah","Hosah","ok"
"H2622","H4268","מַחְסֶּה","mach.s.seh","refuge","ok"
"H2622","H4271","מַחְסֵיָה","mach.se.yah","Mahseiah","ok"
"H2623","H2616A","חָסַד","cha.sad","be kind","ok"
"H2623","H2616B","חָסַד","cha.sad","to shame","ok"
"H2623","H2617A","חֶ֫סֶד","che.sed","kindness","ok"
"H2623","H2617B","חֶ֫סֶד","che.sed","shame","ok"
"H2623","H2619","חֲסַדְיָה","cha.sad.yah","Hasadiah","ok"
"H2623","H2624","חֲסִידָה","cha.si.dah","stork","ok"
"H2632","H2627","חַסִּר","chas.sir","lacking","ok"
"H2632","H2631","חֲסַן","cha.san","to possess","ok"
"H2632","H2635","חֲסַף","cha.saph","clay","ok"
"H2632","H7983","שִׁלְטוֹן","shil.ton","power","ok"
"H2633","H2626","חֲסִין","cha.sin","mighty","ok"
"H2633","H2630","חָסַן","cha.san","to hoard","ok"
"H2633","H2634","חָסֹן","cha.son","strong","ok"
"H2633","H2636","חַסְפַּס","chas.pas","to peel","ok"
"H2634","H2626","חֲסִין","cha.sin","mighty","ok"
"H2634","H2630","חָסַן","cha.san","to hoard","ok"
"H2634","H2633","חֹ֫סֶן","cho.sen","wealth","ok"
"H2634","H2636","חַסְפַּס","chas.pas","to peel","ok"
"H2637","H2627","חַסִּר","chas.sir","lacking","ok"
"H2637","H2638","חָסֵר","cha.ser","lacking","ok"
"H2637","H2639","חֶ֫סֶר","che.ser","poverty","ok"
"H2637","H2640","חֹ֫סֶר","cho.ser","lack","ok"
"H2637","H2641","חַסְרָה","chas.rah","Hasrah","ok"
"H2637","H2642","חֶסְרוֹן","ches.ron","deficiency","ok"
"H2637","H4270","מַחְסוֹר","mach.sor","need","ok"
"H2643","H2653","חׇפַף","cho.phaph","to shield","ok"
"H2654A","H2654B","חָפַץ","cha.phats","to sway","ok"
"H2654A","H2655","חָפֵץ","cha.phets","delighting","ok"
"H2654A","H2656","חֵ֫פֶץ","che.phets","pleasure","ok"
"H2654A","H2657G","חֶפְצִי־בָהּ","cheph.tsi-vah","Hephzibah","ok"
"H2654A","H2657H","חֶפְצִי־בָהּ","cheph.tsi-vah","My Delight Is in Her","ok"
"H2654B","H2654A","חָפֵץ","cha.phets","to delight in","ok"
"H2654B","H2655","חָפֵץ","cha.phets","delighting","ok"
"H2654B","H2656","חֵ֫פֶץ","che.phets","pleasure","ok"
"H2655","H2654A","חָפֵץ","cha.phets","to delight in","ok"
"H2655","H2654B","חָפַץ","cha.phats","to sway","ok"
"H2655","H2656","חֵ֫פֶץ","che.phets","pleasure","ok"
"H2655","H2657G","חֶפְצִי־בָהּ","cheph.tsi-vah","Hephzibah","ok"
"H2655","H2657H","חֶפְצִי־בָהּ","cheph.tsi-vah","My Delight Is in Her","ok"
"H2656","H2654A","חָפֵץ","cha.phets","to delight in","ok"
"H2656","H2654B","חָפַץ","cha.phats","to sway","ok"
"H2656","H2655","חָפֵץ","cha.phets","delighting","ok"
"H2656","H2657G","חֶפְצִי־בָהּ","cheph.tsi-vah","Hephzibah","ok"
"H2656","H2657H","חֶפְצִי־בָהּ","cheph.tsi-vah","My Delight Is in Her","ok"
"H2657H","G2414","Ἱεροσόλυμα","hierosoluma","Jerusalem","ok"
"H2657H","G2415","Ἱεροσολυμίτης","hierosolumitēs","Jerusalem","ok"
"H2657H","G2419","Ἱερουσαλήμ","hierousalēm","Jerusalem","ok"
"H2657H","G4532","Σαλήμ","salēm","Salem","ok"
"H2657H","G4622","Σιών","siōn","Zion","ok"
"H2657H","H0740G","אֲרִיאֵל","a.ri.el","Ariel","ok"
"H2657H","H0740H","אֲרִיאֵל","a.ri.el","Ariel","ok"
"H2657H","H1166G","בָּעַל","ba.al","Married","ok"
"H2657H","H2657G","חֶפְצִי־בָהּ","cheph.tsi-vah","Hephzibah","ok"
"H2657H","H2982","יְבוּס","ye.vus","Jebus","ok"
"H2657H","H2983G","יְבוּסִי","ye.vu.si","Jebusite","ok"
"H2657H","H2983H","יְבוּסִי","ye.vu.si","Jebus","ok"
"H2657H","H3068G","יְהֹוָה","ye.ho.vah","LORD","ok"
"H2657H","H3068H","יְהֹוָה","ye.ho.vah","The Lord","ok"
"H2657H","H3068I","יְהֹוָה","ye.ho.vah","[Jerusalem of] the Lord","ok"
"H2657H","H3389","יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם","ye.ru.sha.laim ye.rush.lem","Jerusalem","ok"
"H2657H","H3390","יְרוּשָׁלִַ֫ם, יְרוּשְׁלֵם","ye.ru.sha.laim ye.rush.lem","Jerusalem","ok"
"H2657H","H5800G","עָזַב","a.zav","Forsaken","ok"
"H2657H","H5892A","עִיר","ir","excitement","ok"
"H2657H","H5892B","עִיר","ir","city","ok"
"H2657H","H5892G","עִיר","ir","City [of On]","ok"
"H2657H","H5892H","עִיר","ir","Ir-[nahash]","ok"
"H2657H","H6726","צִיּוֹן","tsiy.yon","Zion","ok"
"H2657H","H8004","שָׁלֵם","sha.lem","Salem","ok"
"H2657H","H8033G","שָׁם","sham","there","ok"
"H2657H","H8033H","שָׁם","sham","[Jerusalem] Is There","ok"
"H2657H","H8077G","שִֽׁמְמָה","shi.me.mah","Desolate","ok"
"H2659","H2658","חָפַר","cha.phar","to search","ok"
"H2659","H2660A","חֵ֫פֶר","che.pher","Hepher","ok"
"H2659","H2660B","חֵ֫פֶר","che.pher","Hepher","ok"
"H2659","H2660G","חֵ֫פֶר","che.pher","Hepher","ok"
"H2659","H2660H","חֵ֫פֶר","che.pher","Hepher","ok"
"H2659","H6548","חָפְרַע","cha.phe.ra","[Pharaoh]-hophra","ok"
"H2664","H2665","חֵ֫פֶשׂ","che.phe.s","plot","ok"
"H2665","H2664","חָפַשׂ","cha.pha.s","to search","ok"
"H2666","H2667","חֹ֫פֶשׁ","cho.phesh","spread","ok"
"H2666","H2668","חֻפְֿשָׁה","chuph.shah","freedom","ok"
"H2666","H2669","חׇפְשִׁית","choph.shit","freedom","ok"
"H2666","H2670","חׇפְשִׁי","choph.shi","free","ok"
"H2685","","","","","ok"
"H2711","H2706G","חֹק","choq","statute: decree","ok"
"H2711","H2706H","חֹק","choq","statute: portion","ok"
"H2711","H2706I","חֹק","choq","statute: allotment","ok"
"H2711","H2708","חֻקָּה","chuq.qah","statute","ok"
"H2711","H2710","חָקַק","cha.qaq","to decree","ok"
"H2711","H2712A","חֻקֹֿק","chu.qoq","Hukkok","ok"
"H2711","H2712B","חוּקֹק","chu.qoq","Hukok","ok"
"H2713","H2714","חֵ֫קֶר","che.qer","search","ok"
"H2713","H4278","מֶחְקָר","mech.qar","range","ok"
"H2714","H2713","חָקַר","cha.qar","to search","ok"
"H2714","H4278","מֶחְקָר","mech.qar","range","ok"
"H2718","H2717A","חָרֵב","cha.rev","to dry","ok"
"H2718","H2717B","חָרֵב","cha.rev","to destroy","ok"
"H2718","H2717C","חָרַב","cha.rav","to slay","ok"
"H2718","H2749","חַרְטֹם","char.tom","magician","ok"
"H2727","","","","","ok"
"H2729","H2730","חָרֵד","cha.red","trembling","ok"
"H2729","H2731","חֲרָדָה","cha.ra.dah","trembling","ok"
"H2729","H2732","חֲרָדָה","cha.ra.dah","Haradah","ok"
"H2729","H2733","חֲרֹדִי","cha.ro.di","Harodite","ok"
"H2729","H5878","עֵין חֲרֹד","en cha.rod","Harod","ok"
"H2730","H2729","חָרַד","cha.rad","to tremble","ok"
"H2730","H2731","חֲרָדָה","cha.ra.dah","trembling","ok"
"H2730","H2732","חֲרָדָה","cha.ra.dah","Haradah","ok"
"H2730","H2733","חֲרֹדִי","cha.ro.di","Harodite","ok"
"H2730","H5878","עֵין חֲרֹד","en cha.rod","Harod","ok"
"H2731","H2729","חָרַד","cha.rad","to tremble","ok"
"H2731","H2730","חָרֵד","cha.red","trembling","ok"
"H2731","H2732","חֲרָדָה","cha.ra.dah","Haradah","ok"
"H2731","H2733","חֲרֹדִי","cha.ro.di","Harodite","ok"
"H2731","H5878","עֵין חֲרֹד","en cha.rod","Harod","ok"
"H2734","H2739","חֲרוּמַף","cha.ru.maph","Harumaph","ok"
"H2734","H2740","חָרוֹן","cha.ron","burning anger","ok"
"H2734","H2750","חֳרִי","cho.ri","burning","ok"
"H2734","H2787","חָרַר","cha.rar","to scorch","ok"
"H2734","H8474","תַּחָרָה","ta.cha.rah","to contend","ok"
"H2740","H2734","חָרָה","cha.rah","to be incensed","ok"
"H2740","H2739","חֲרוּמַף","cha.ru.maph","Harumaph","ok"
"H2740","H2750","חֳרִי","cho.ri","burning","ok"
"H2740","H8474","תַּחָרָה","ta.cha.rah","to contend","ok"
"H2747","H2748","חַרְטֹם","char.tom","magician","ok"
"H2747","H2754","חָרִיט","cha.rit","purse","ok"
"H2763A","H2763B","חָרַם","cha.ram","to slash","ok"
"H2763A","H2764A","חֵ֫רֶם","che.rem","devoted thing","ok"
"H2763A","H2764B","חֵ֫רֶם","che.rem","net","ok"
"H2763A","H2765","חֳרֵם","cho.rem","Horem","ok"
"H2763A","H2766G","חָרִם","cha.rim","Harim","ok"
"H2763A","H2766H","חָרִם","cha.rim","Harim","ok"
"H2763A","H2766I","חָרִם","cha.rim","Harim","ok"
"H2763A","H2766J","חָרִם","cha.rim","Harim","ok"
"H2763A","H2766K","חָרִם","cha.rim","Harim","ok"
"H2763A","H2767","חׇרְמָה","chor.mah","Hormah","ok"
"H2763A","H2768","חֶרְמוֹן","cher.mon","[Mount] Hermon","ok"
"H2763A","H2769","חֶרְמוֹנִים","cher.mo.nim","Hermon","ok"
"H2763B","H2763A","חָרַם","cha.ram","to devote/destroy","ok"
"H2763B","H2764A","חֵ֫רֶם","che.rem","devoted thing","ok"
"H2763B","H2764B","חֵ֫רֶם","che.rem","net","ok"
"H2763B","H2770","חֶרְמֵשׁ","cher.mesh","sickle","ok"
"H2763B","H2771A","חָרָן","cha.ran","Haran","ok"
"H2763B","H2771B","חָרָן","cha.ran","Haran","ok"
"H2763B","H2773","חֹרֹנַיִם","cho.ro.na.yim","Horonaim","ok"
"H2763B","H2774","חַרְנֶ֫פֶר","char.ne.pher","Harnepher","ok"
"H2764A","H2763A","חָרַם","cha.ram","to devote/destroy","ok"
"H2764A","H2763B","חָרַם","cha.ram","to slash","ok"
"H2764A","H2764B","חֵ֫רֶם","che.rem","net","ok"
"H2764A","H2765","חֳרֵם","cho.rem","Horem","ok"
"H2764A","H2766G","חָרִם","cha.rim","Harim","ok"
"H2764A","H2766H","חָרִם","cha.rim","Harim","ok"
"H2764A","H2766I","חָרִם","cha.rim","Harim","ok"
"H2764A","H2766J","חָרִם","cha.rim","Harim","ok"
"H2764A","H2766K","חָרִם","cha.rim","Harim","ok"
"H2764A","H2767","חׇרְמָה","chor.mah","Hormah","ok"
"H2764A","H2768","חֶרְמוֹן","cher.mon","[Mount] Hermon","ok"
"H2764A","H2769","חֶרְמוֹנִים","cher.mo.nim","Hermon","ok"
"H2764B","H2763A","חָרַם","cha.ram","to devote/destroy","ok"
"H2764B","H2763B","חָרַם","cha.ram","to slash","ok"
"H2764B","H2764A","חֵ֫רֶם","che.rem","devoted thing","ok"
"H2764B","H2770","חֶרְמֵשׁ","cher.mesh","sickle","ok"
"H2764B","H2771A","חָרָן","cha.ran","Haran","ok"
"H2764B","H2771B","חָרָן","cha.ran","Haran","ok"
"H2764B","H2773","חֹרֹנַיִם","cho.ro.na.yim","Horonaim","ok"
"H2764B","H2774","חַרְנֶ֫פֶר","char.ne.pher","Harnepher","ok"
"H2778A","H2756G","חָרִיף","cha.riph","Hariph","ok"
"H2778A","H2756H","חָרִיף","cha.riph","Hariph","ok"
"H2778A","H2778B","חָרַף","cha.raph","to winter","ok"
"H2778A","H2778C","חָרַף","cha.raph","to acquire","ok"
"H2778A","H2779","חֹ֫רֶף","cho.reph","autumn","ok"
"H2778A","H2780","חָרֵף","cha.reph","Hareph","ok"
"H2778A","H2781","חֶרְפָּה","cher.pah","reproach","ok"
"H2781","H2778A","חָרַף","cha.raph","to taunt","ok"
"H2781","H2778B","חָרַף","cha.raph","to winter","ok"
"H2781","H2778C","חָרַף","cha.raph","to acquire","ok"
"H2782","H2742A","חָרוּץ","cha.ruts","sharp","ok"
"H2782","H2742B","חָרוּץ","cha.ruts","decision","ok"
"H2782","H2742C","חָרוּץ","cha.ruts","trench","ok"
"H2782","H2742D","חָרוּץ","cha.ruts","gold","ok"
"H2782","H2743","חָרוּץ","cha.ruts","Haruz","ok"
"H2782","H2757","חָרִיץ","cha.rits","incision","ok"
"H2782","H2785","חַרְצַנִּים","char.tsan.nim","pip","ok"
"H2790A","H2758","חָרִישׁ","cha.rish","plowing","ok"
"H2790A","H2759","חֲרִישִׁי","cha.ri.shi","scorching","ok"
"H2790A","H2790B","חָרֵשׁ","cha.resh","be quiet","ok"
"H2790A","H2791A","חֶ֫רֶשׁ","che.resh","silently","ok"
"H2790A","H2791B","חֶ֫רֶשׁ","che.resh","craftily","ok"
"H2790A","H2793G","חֹ֫רֶשׁ","cho.resh","Horesh","ok"
"H2790A","H2793H","חֹ֫רֶשׁ","cho.resh","wood","ok"
"H2790A","H2794","חֹרֵשׁ","cho.resh","artificer","ok"
"H2790A","H2795","חֵרֵשׁ","che.resh","deaf","ok"
"H2790A","H2796","חָרָשׁ, חֲרָשִׁים","cha.rash cha.ra.shim","artificer","ok"
"H2790A","H2798","חֲרָשִׁים","cha.ra.shim","[Ge]-harashim","ok"
"H2790A","H2799","חֲרֹ֫שֶׁת","cha.ro.shet","carving","ok"
"H2790A","H4281","מַחֲרֵשָׁה","ma.cha.re.shah","plowshare","ok"
"H2790B","H2758","חָרִישׁ","cha.rish","plowing","ok"
"H2790B","H2759","חֲרִישִׁי","cha.ri.shi","scorching","ok"
"H2790B","H2790A","חָרַשׁ","cha.rash","to plow/plot","ok"
"H2790B","H2791A","חֶ֫רֶשׁ","che.resh","silently","ok"
"H2790B","H2791B","חֶ֫רֶשׁ","che.resh","craftily","ok"
"H2790B","H2793G","חֹ֫רֶשׁ","cho.resh","Horesh","ok"
"H2790B","H2793H","חֹ֫רֶשׁ","cho.resh","wood","ok"
"H2790B","H2794","חֹרֵשׁ","cho.resh","artificer","ok"
"H2790B","H2795","חֵרֵשׁ","che.resh","deaf","ok"
"H2790B","H2796","חָרָשׁ, חֲרָשִׁים","cha.rash cha.ra.shim","artificer","ok"
"H2790B","H2799","חֲרֹ֫שֶׁת","cha.ro.shet","carving","ok"
"H2790B","H4281","מַחֲרֵשָׁה","ma.cha.re.shah","plowshare","ok"
"H2795","H2790A","חָרַשׁ","cha.rash","to plow/plot","ok"
"H2795","H2790B","חָרֵשׁ","cha.resh","be quiet","ok"
"H2795","H2791A","חֶ֫רֶשׁ","che.resh","silently","ok"
"H2795","H2791B","חֶ֫רֶשׁ","che.resh","craftily","ok"
"H2803I","H2803G","חָשַׁב","cha.shav","to devise: design","ok"
"H2803I","H2803H","חָשַׁב","cha.shav","to devise: count","ok"
"H2803I","H2803J","חָשַׁב","cha.shav","to devise: think","ok"
"H2803I","H2804","חֲשַׁב","cha.shav","to account","ok"
"H2803I","H2805","חֵ֫שֶׁב","che.shev","artwork","ok"
"H2803I","H2806","חַשְׁבַּדָּנָה","chash.bad.da.nah","Hashbaddanah","ok"
"H2803I","H2807","חֲשֻׁבָה","cha.shu.vah","Hashubah","ok"
"H2803I","H2808","חֶשְׁבּוֹן","chesh.bon","explanation","ok"
"H2803I","H2809","חֶשְׁבּוֹן","chesh.bon","Heshbon","ok"
"H2803I","H2810","חִשָּׁבוֹן","chish.sha.von","invention","ok"
"H2803I","H2811G","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811H","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811I","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811J","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811K","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811L","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811M","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811N","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811O","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2811P","חֲשַׁבְיָ֫הוּ","cha.shav.ya.hu","Hashabiah","ok"
"H2803I","H2812","חֲשַׁבְנָה","cha.shav.nah","Hashabnah","ok"
"H2803I","H2813G","חֲשַׁבְנְיָה","cha.shav.ne.yah","Hashabneiah","ok"
"H2803I","H2813H","חֲשַׁבְנְיָה","cha.shav.ne.yah","Hashabneiah","ok"
