"lemma_key","sort","sense_code","gloss","verse_refs","note","row_type"
"G5056","1","","perfect discharge","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","fulfillment","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","realization","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","final dealing","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","issue","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","issue","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","final stage","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","issue","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","result","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","ultimate destiny","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","a tax","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","dues","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","to the full","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","continually","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","throughout","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5059","0","","wonder","","","lookup"
"G5059","0","","miracle","","","lookup"
"G5059","0","","which is by implication a sign or portent","","","description"
"G5059","1","","a prodigy","Act.2.19; Mat.13.22; Jhn.4.48; Act.2.43","; ;","lookup"
"G5059","1","","portent","Act.2.19; Mat.13.22; Jhn.4.48; Act.2.43","; ;","lookup"
"G5059","1","","a signal act","Act.2.19; Mat.13.22; Jhn.4.48; Act.2.43","; ;","lookup"
"G5059","1","","wonder","Act.2.19; Mat.13.22; Jhn.4.48; Act.2.43","; ;","lookup"
"G5059","1","","miracle","Act.2.19; Mat.13.22; Jhn.4.48; Act.2.43","; ;","lookup"
"G5075","0","","to be a tetrarch","","","description"
"G5075","1","","be tetrarch","Luk.3.1 (3","also spelled τετραρχέω , x)*","lookup"
"G5087","0","","(act.) to place","","","lookup"
"G5087","0","","put","","","lookup"
"G5087","0","","( passive ) to be placed or put","","","description"
"G5087","0","","( middle ) to set","","","lookup"
"G5087","0","","appoint","","","lookup"
"G5087","0","","decide","","","lookup"
"G5087","0","","arrange","","","lookup"
"G5087","1","","to place","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","set","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","lay","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to produce","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to deposit","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","lay","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to lay down","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to lay aside","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","put off","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to allocate","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","assign","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to set","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","appoint","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","to render","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
"G5087","1","","make","Mat.5.15; Mrk.6.56; Luk.6.48; Jhn.2.10; Mat.27.60; Luk.23.53; Act.3.2; Luk.19.21, 22; Jhn.10.11, 15, 17, 18; 1Jn.3.16; Jhn.13.4; Mat.24.51; Luk.12.46; Jhn.15.16; Act.13.47; Heb.1.2; Mat.22.44; Rom.4.17; 1Co.9.18; Mat.14.3; Act.4.3; Act.1.7; 2Co.5.19; Act.20.28; 1Co.12.18, 28; 1Th.5.9; 1Ti.1.12; 1Ti.2.7; 2Ti.1.11; 1Pe.2.8; Mrk.15.19; Luk.22.41; Act.7.60; Luk.1.66; Luk.21.14; Act.5.4; Act.19.21; Act.17.12; Luk.9.44","by-form of τιθέω , ; ; ; at table, ; ; ; ; ; ; ; ; ; ; middle in custody, ; as a matter of charge, with design, in a certain arrangement or position, ; passive τιθέναι τὰ γόνατα , ; ; 9:40; 20:36; 21:5; τιθεσθαι ἐν τῇ καρδιᾳ , ; also, εἰς τὰς καρδιας , ; also, ἐν πνεύματι , also, βουλήν , τιθεσθαι εἰς τὰ ὦτα","lookup"
