"lemma_key","sort","sense_code","gloss","verse_refs","note","row_type"
"G5011","0","","humble","","","lookup"
"G5011","0","","lowly","","","lookup"
"G5011","0","","downcast","","","lookup"
"G5011","0","","timid","","","lookup"
"G5011","1","","low","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","humble","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","poor","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","mean","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","depressed","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","downcast","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","humble","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","low","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","humble","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","lowly","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","timid","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5011","1","","modest","Luk.1.52; 2Co.7.6; Jas.1.9; Luk.1.52; 2Co.7.6; Jas.1.9; Mat.11.29; Rom.12.16; 2Co.10.1; Jas.4.6; 1Pe.5.5","in situation; of condition, ; metaphorically of the mind, , in situation; of condition, ; metaphorically of the mind, ; *","lookup"
"G5012","0","","humility","","","lookup"
"G5012","0","","humbleness","","","lookup"
"G5012","0","","modesty","","","lookup"
"G5012","1","","lowliness","Act.20.19; Eph.4.2; Php.2.3; Col.2.18, 23; 3.12; 1Pe.5.5","or ; *","lookup"
"G5012","1","","humility of mind","Act.20.19; Eph.4.2; Php.2.3; Col.2.18, 23; 3.12; 1Pe.5.5","or ; *","lookup"
"G5012","1","","modesty","Act.20.19; Eph.4.2; Php.2.3; Col.2.18, 23; 3.12; 1Pe.5.5","or ; *","lookup"
"G5013","0","","(act.) to humble (oneself)","","","description"
"G5013","0","","lower (oneself)","","","lookup"
"G5013","0","","( passive ) to be humbled","","","description"
"G5013","0","","brought low","","","lookup"
"G5013","0","","in need","","","lookup"
"G5013","1","","to bring low","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","depress","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","level","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","to humble","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","abase","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","to descend to","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","live in","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","a humble condition","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","to humble","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","depress the pride of","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","description"
"G5013","1","","to humble one's self","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","description"
"G5013","1","","exhibit humility and contrition","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","description"
"G5013","1","","to humble","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5013","1","","to depress","Luk.3.5; Php.2.8; 2Co.11.7; Php.4.12; Mat.18.4; Jas.4.10; 1Pe.5.6; Mat.23.12; Luk.14.11; 18:14; 2Co.12.21","; metaphorically middle or any one, ; middle with respect to hopes and expectations, with disappointment, ; ; *","lookup"
"G5014","0","","humbleness","","","lookup"
"G5014","0","","lowliness","","","lookup"
"G5014","0","","humiliation","","","lookup"
"G5014","1","","depression","Luk.1.48; Act.8.33; Php.3.21; Jas.1.10","; *","lookup"
"G5014","1","","low estate","Luk.1.48; Act.8.33; Php.3.21; Jas.1.10","; *","lookup"
"G5014","1","","abject condition","Luk.1.48; Act.8.33; Php.3.21; Jas.1.10","; *","lookup"
"G5014","1","","humiliation","Luk.1.48; Act.8.33; Php.3.21; Jas.1.10","; *","lookup"
"G5014","1","","humbleness","Luk.1.48; Act.8.33; Php.3.21; Jas.1.10","; *","lookup"
"G5015","0","","to trouble","","","lookup"
"G5015","1","","to agitate","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","trouble","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","disturb","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","to be disturbed","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","terrified","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","confused","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","to be stirred up","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","description"
"G5015","1","","to agitate","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","trouble","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","to terrify","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","put in consternation","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","affect with grief","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","anxiety","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","to unsettle","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","perplex","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5015","1","","throw into confusion","Jhn.5.7; Mat.2.3; 14:26; Jhn.12.27; 13:21; Act.15.24; Gal.1.7","; as water, ; metaphorically the mind; with fear, ; with grief, etc., etc., ; with doubt, etc.","lookup"
"G5020","0","","§ to send to hell","","","description"
"G5020","0","","hold captive in Tartarus","","","description"
"G5020","0","","a derivative of the Greek noun Tartarus","","","description"
"G5020","0","","a place of torture and torment lower than Hades in Greek and Jewish apocalyptic literature","","","description"
"G5020","0","","not found in the NT condemn","","","description"
"G5020","1","","to cast","2Pe.2.4","or or *","lookup"
"G5020","1","","thrust down to Tartarus","2Pe.2.4","or or *","description"
"G5020","1","","Gehenna","2Pe.2.4","or or *","lookup"
"G5020","2","","Also known in OT as Sheol (H7585) . See also Pit (שַׁ֫חַת =H7845G)","","","description"
"G5020","2","","hell (γέεννα =G1067)","","","description"
"G5020","2","","Hades (ᾍδης =G0086)","","","description"
"G5021","0","","( active / middle ) to appoint","","","description"
"G5021","0","","determine","","","lookup"
"G5021","0","","arrange","","","lookup"
"G5021","0","","devote","","","lookup"
"G5021","0","","( passive ) to be established","","","description"
"G5021","0","","appointed","","","lookup"
"G5021","0","","assigned","","","lookup"
"G5021","1","","to arrange","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to set","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","appoint","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to set","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","devote","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to dispose","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","frame","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to arrange","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","appoint","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to allot","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","assign","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","to settle","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5021","1","","decide","Luk.7.8; Rom.13.1; 1Co.16.15; Act.13.48; Mat.28.16; Act.28.23; Act.22.10; Act.15.2","in a certain station, ; to a pursuit, for an object, place or time, ; *","lookup"
"G5048","0","","to perfect","","","lookup"
"G5048","0","","complete","","","lookup"
"G5048","0","","finish","","","lookup"
"G5048","0","","( passive ) to reach a goal","","","description"
"G5048","0","","be fulfilled","","","lookup"
"G5048","0","","completed","","","lookup"
"G5048","0","","made perfect","","","lookup"
"G5048","1","","to execute fully","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","discharge","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to reach the end of","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","run through","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","finish","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to consummate","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","place in a condition of finality","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","to perfect","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","advance","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to final completeness","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to a completeness","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to receive fulfillment","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","lookup"
"G5048","1","","to be brought to the goal","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","to reach the end of one's course","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","to be fully developed","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","to be completely organized","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5048","1","","to be closely embodied","Jhn.4.34; 5:36; 17:4; Luk.2.43; Act.20.24; Heb.7.19; Heb.2.10; Heb.9.9; Jhn.19.28; Luk.13.32; Php.3.12; Heb.11.40; 2Co.12.9; Jas.2.22; 1Jn.2.5; Jhn.17.23","; ; a person, a person of character, 5:9; 7:28; a person, a person of its kind, which needs no further provision, 10:1, 14; passive ; ; 12:23; 4:12, 17;","description"
"G5053","0","","to die","","","lookup"
"G5053","1","","to end","","absolute","lookup"
"G5053","1","","finish","","absolute","lookup"
"G5053","1","","complete","","absolute","lookup"
"G5053","1","","to end","","absolute","lookup"
"G5056","0","","end","","","lookup"
"G5056","0","","result","","","lookup"
"G5056","0","","outcome","","","lookup"
"G5056","0","","finish","","","lookup"
"G5056","0","","goal","","","lookup"
"G5056","0","","revenue","","","lookup"
"G5056","0","","tax","","","lookup"
"G5056","0","","duty","","","lookup"
"G5056","1","","an end attained","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","consummation","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","an end","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","closing act","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
"G5056","1","","full performance","Mat.24.6, 14; 1Co.15.24; Rom.10.4; Luk.22.37; Jas.5.11; 1Co.10.11; Mat.26.58; Rom.6.21, 22; 1Pe.1.9; 2Co.3.13; 1Ti.1.5; Php.3.19; Heb.6.8; 1Pe.4.17; Mat.17.25; Rom.13.7; 1Th.2.16; Luk.18.5; Mat.10.22; Mrk.13.13; Jhn.13.1; Heb.3.6, 14; 6.11; Rev.2.26","; ; developed ; ; antitypical practical or ; εἰς τέλος , εἰς τέλος , ; εἰς τέλος, μέχρι, ἄχρι τέλους , ; ; ; ;","lookup"
