cluster,cluster_name,strongs,translit,type,type_mix,n_keywords,keywords
M30,Obedience,H4777,me.red,STATUS,S100,2,"rebellion; revolt"
M30,Obedience,H4780,mar.dut,STATUS,S100,3,"rebellious; rebellion; rebelliousness"
M30,Obedience,H4805H,me.ri,STATUS,S100,1,"rebellion"
M30,Obedience,H5493G,sur,ACTION,A99/Q1,13,"aside; remove; depart; avoid; removed; end; away; depose; leave; undone; retract; reject; abolish"
M30,Obedience,H5493H,sur,ACTION,A100,13,"aside; depart; avoid; removed; end; remove; away; depose; leave; undone; retract; reject; abolish"
M30,Obedience,H5493I,sur,ACTION,A100,14,"aside; deflect; depart; avoid; removed; end; remove; away; depose; leave; undone; retract; reject; abolish"
M30,Obedience,H6113,a.tsar,ACTION,A100,8,"restrain; retain; close; shut; withhold; refrain; stay; detain"
M30,Obedience,H7190,qe.shi,STATUS,S100,2,"stubbornness; obstinacy"
M30,Obedience,H8104G,sha.mar,ACTION,A100,25,"obey; observe; guard; heed; charge; watch; ward; protect; save; life; watchman; wait; retain; treasure; restrain; celebrate; perform; preserve; reserve; care; beware; refrain; abstain; guarded; pay"
M30,Obedience,H8104H,sha.mar,ACTION,A100,24,"guard; observe; heed; charge; watch; ward; protect; save; life; watchman; wait; retain; treasure; restrain; celebrate; perform; preserve; reserve; care; beware; refrain; abstain; guarded; pay"
M30,Obedience,H8104I,sha.mar,ACTION,A100,25,"look; watch; guard; observe; heed; charge; ward; protect; save; life; watchman; wait; retain; treasure; restrain; celebrate; perform; preserve; reserve; care; beware; refrain; abstain; guarded; pay"
M30,Obedience,H8104J,sha.mar,ACTION,A100,26,"careful; dilligent; guard; observe; heed; charge; watch; ward; protect; save; life; watchman; wait; retain; treasure; restrain; celebrate; perform; preserve; reserve; care; beware; refrain; abstain; guarded; pay"
M30,Obedience,H8307,she.ri.rut,STATUS,S100,3,"stubbornness; hardness; firmness"
M31,Faith,G0569,apisteō,ACTION,A100,17,"disbelieve; faithless; unfaithful; contexts; unbelief; faithlessness; hardheartedness; failure; true; follower; refuse; belief; incredulous; prove; false; violate; faith"
M31,Faith,G0570,apistia,STATUS,S100,8,"unbelief; lack; faith; want; trust; confidence; violation; faithlessness"
M31,Faith,G0571,apistos,QUALITY,Q100,17,"unbelieving; lacking; trust; doubting; unbeliever; outsider; believe; gospel; confidence; violating; faith; unfaithful; false; treacherous; infidel; pagan; incredible"
M31,Faith,G1832,exesti exon,ACTION,A100,7,"permitted; legal; sing; unused; impersonally; possible; lawful"
M31,Faith,G2126,eulabēs,QUALITY,Q100,13,"devout; godly; god-fearing; taking; well; warily; cautious; circumspect; full; reverence; god; pious; religious"
M31,Faith,G2356,thrēskeia,STATUS,S100,5,"religion; worship; religious; system; piety"
M31,Faith,G2821,klēsis,STATUS,S100,11,"calling; situation; station; life; invitation; privileges; gospel; favor; privilege; temporal; found"
M31,Faith,G2822,klētos,QUALITY,Q100,3,"invited; privileges; function"
M31,Faith,G3640,oligopistos,QUALITY,Q100,6,"little; faith; faithfaithless; scant; small; weak"
M31,Faith,G4100,pisteuō,ACTION,A99/Q1,20,"trust; believe; faith; actions; based; follow; entrust; pluperfect; credit; intransitive; mental; persuasion; opinion; believer; transitive; intrust; commit; charge; power; intrusted"
M31,Faith,G4102G,pistis,STATUS,S100,24,"faith; faithfulness; belief; trust; actions; based; follow; christian; system; lifestyle; firm; persuasion; assurance; conviction; ground; guarantee; honesty; integrity; truthfulness; god; christ; frequently; matter; gospel"
M31,Faith,G4102H,pistis,STATUS,S100,24,"faith; faithfulness; belief; trust; actions; based; follow; christian; system; lifestyle; firm; persuasion; assurance; conviction; ground; guarantee; honesty; integrity; truthfulness; god; christ; frequently; matter; gospel"
M31,Faith,G6066,oligopistia,QUALITY,Q50/S50,5,"little; faith; littleness; manuscripts; list"
M33,Peace,G0253,alupos,QUALITY,Q100,6,"anxiety; free; comparative; less; grief; sorrow"
M33,Peace,G0425,anesis,STATUS,S100,10,"rest; relaxing; constraint; relaxation; rigor; confinement; ease; peace; relief; tranquility"
M33,Peace,G1514,eirēneuō,ACTION,A100,5,"peace; live; cultivate; concord; harmony"
M33,Peace,G1515,eirēnē,STATUS,S100,28,"peace; harmony; tranquility; tranquillity; safety; welfare; health; emphasis; lack; strife; reconciliation; relation; god; verbal; written; greeting; follows; concord; unity; love; meton; author; hebrew; blessing; salutation; expressive; wishes; benediction"
M33,Peace,G1516,eirēnikos,QUALITY,Q100,14,"peaceful; peace-loving; peaceable; focus; freedom; emotional; worry; frustration; pertaining; peace; disposed; hebrew; profitable; blissful"
M33,Peace,G1518,eirēnopoios,QUALITY,Q100,10,"peacemaker; restores; peace; reconciliation; persons; even; nations; peace-maker; cultivates; concord"
M33,Peace,G2263,ēremos,QUALITY,Q100,2,"quiet; tranquil"
M33,Peace,G2270,hēsuchazō,ACTION,A100,13,"quiet; silent; objection; rest; lead; life; still; live; peaceably; labor; acquiesce; desist; discussion"
M33,Peace,G2271,hēsuchia,STATUS,S100,12,"quietness; silence; settling; lack; disturbance; rest; quiet; tranquillity; tranquil; life; silent; attention"
M33,Peace,G2272,hēsuchios,QUALITY,Q100,3,"quiet; tranquil; peaceful"
M33,Peace,G3115,makrothumia,STATUS,S100,19,"patience; forbearance; internal; external; control; difficult; circumstance; exhibit; delaying; patient; enduring; evil; fortitude; slowness; avenging; injuries; long-suffering; clemency; expectation"
M33,Peace,G3525,nēfō,ACTION,A100,6,"sober; self-controlled; clear-headed; intoxicated; vigilant; circumspect"
M33,Peace,G3890,paramuthion,STATUS,S100,5,"comfort; consolation; encouragement; gentle; cheering"
M33,Peace,G3931,parēgoria,STATUS,S100,4,"comfort; exhortation; solace; consolation"
M33,Peace,G4602,sigē,STATUS,S100,1,"silence"
M33,Peace,G4623,siōpaō,ACTION,A100,11,"quiet; remain; silent; calm; agitated; silence; peace; dumb; still; hushed; sea"
M33,Peace,G4861,sumpsuchos,QUALITY,Q100,5,"harmonious; united; spirit; mind; unity"
M33,Peace,H1826A,da.mam,ACTION,A100,12,"silence; stationary; silent; still; wait; dumb; grow; die; struck; silenced; destroyed; quiet"
M33,Peace,H1826H,da.mam,ACTION,A100,11,"silence; silent; still; wait; dumb; grow; die; struck; silenced; destroyed; quiet"
M33,Peace,H1827,de.ma.mah,STATUS,S100,3,"silence; whisper; calm"
M33,Peace,H2013,has,ACTION,A100,8,"silence; interj; hush; silent; peace; tongue; still; command"
M33,Peace,H2790B,cha.resh,ACTION,A100,5,"quiet; silent; dumb; speechless; deaf"
M33,Peace,H4494,ma.no.ach,STATUS,S100,2,"resting; rest"
M33,Peace,H4496H,me.nu.chah,STATUS,S100,2,"resting; rest"
M33,Peace,H4766,mar.veh,STATUS,S100,2,"abundance; increase"
M33,Peace,H4771,mar.go.a,STATUS,S100,1,"rest"
M33,Peace,H4774,mar.ge.ah,STATUS,S100,2,"repose; rest"
M33,Peace,H5117,nu.ach,ACTION,A99/S1,1,"rest"
M33,Peace,H5118,nu.ach,STATUS,S100,3,"rest; resting; chah"
M33,Peace,H5150,ni.chum,STATUS,S100,2,"comfort; compassion"
M33,Peace,H5165,ne.cha.mah,STATUS,S100,1,"comfort"
M33,Peace,H5183A,na.chat,STATUS,S100,2,"quietness; rest"
M33,Peace,H7280B,ra.ga,ACTION,A100,4,"rest; repose; settle; quiet"
M33,Peace,H7282,ra.ge.a,QUALITY,Q100,2,"restful; quiet"
M33,Peace,H7599,sha.an,ACTION,A100,5,"rest; ease; peace; securely; quiet"
M33,Peace,H7623A,sha.vach,ACTION,A100,3,"soothe; still; stroke"
M33,Peace,H7965G,sha.lom,STATUS,S100,16,"peace; completeness; soundness; welfare; safety; health; prosperity; quiet; tranquillity; contentment; friendship; human; relationships; god; covenant; relationship"
M33,Peace,H7965H,sha.lom,STATUS,S100,21,"peace; god; deity; lord; baal; almighty; high; elohe; israel; banner; provider; righteousness; everlasting; jealous; hosts; highest; abba; eli; eloi; name; completeness"
M33,Peace,H7965I,sha.lom,STATUS,S100,17,"peace; well-being; completeness; soundness; welfare; safety; health; prosperity; quiet; tranquillity; contentment; friendship; human; relationships; god; covenant; relationship"
M33,Peace,H7965J,sha.lom,STATUS,S100,16,"peace; friendship; completeness; soundness; welfare; safety; health; prosperity; quiet; tranquillity; contentment; human; relationships; god; covenant; relationship"
M33,Peace,H7965K,sha.lom,STATUS,S100,17,"peace; greeting; completeness; soundness; welfare; safety; health; prosperity; quiet; tranquillity; contentment; friendship; human; relationships; god; covenant; relationship"
M33,Peace,H7965L,sha.lom,STATUS,S100,17,"peace; completely; completeness; soundness; welfare; safety; health; prosperity; quiet; tranquillity; contentment; friendship; human; relationships; god; covenant; relationship"
M33,Peace,H8252,sha.qat,ACTION,A100,7,"quiet; tranquil; peace; rest; lie; still; undisturbed"
M33,Peace,H8253,she.qet,STATUS,S100,3,"quietness; quiet; tranquillity"
M34,Perseverance,G0074,agonia,STATUS,S100,6,"struggle; contest; violent; agony; anguish; anxiety"
M34,Perseverance,G0075,agōnizomai,ACTION,A100,10,"struggle; fight; athletic; contest; combatant; public; games; contend; strive; earnestly"
M34,Perseverance,G0464,antagōnizomai,ACTION,A100,3,"struggle; contend; strive"
M34,Perseverance,G0662,apotolmaō,ACTION,A100,8,"bold; boldly; dare; risk; outright; speak; reserve; restraint"
M34,Perseverance,G0679,aptaistos,QUALITY,Q100,5,"falling; stumbling; free; offence; irreprehensible"
M34,Perseverance,G3114,makrothumeō,ACTION,A100,24,"patience; patient; exhibit; internal; external; control; difficult; circumstance; delaying; slow; long-enduring; exercise; long-suffering; clement; indulgent; forbear; endure; patiently; wait; expectation; long; entreaties; deliverance; avengement"
M34,Perseverance,G3954,parrēsia,STATUS,S100,19,"boldness; confidence; frankness; public; openness; freedom; speaking; speech; freely; boldly; license; authority; assurance; adverbially; openly; plainly; perspicuously; unambiguously; publicly"
M34,Perseverance,G4289,prothumos,QUALITY,Q100,6,"eager; forward; spirit; predisposed; neuter; alacrity"
M34,Perseverance,G4586,semnos,QUALITY,Q100,9,"noble; worthy; august; venerable; honorable; reputable; grave; serious; dignified"
M34,Perseverance,G4705,spoudaios,QUALITY,Q100,4,"eager; earnest; forward; zealous"
M34,Perseverance,G4710,spoudē,STATUS,S100,11,"diligence; hurry; haste; earnestness; zeal; eagerness; earnest; hastily; quickly; application; enthusiasm"
M34,Perseverance,G4865,sunagōnizomai,ACTION,A100,10,"struggle; join; help; assist; combat; company; exert; strength; earnest; aiding"
M34,Perseverance,G5111,tolmaō,ACTION,A100,9,"bold; dare; courageous; assume; resolution; mind; presume; face; bearing"
M34,Perseverance,G5278,hupomenō,ACTION,A100,15,"remain; endure; stay; behind; firm; persevere; intrans; others; departed; transitive; suffer; patiently; continue; firmly; constant"
M34,Perseverance,G5281,hupomonē,STATUS,S100,15,"perseverance; endurance; patience; patient; awaiting; frame; mind; adherence; object; constantly; perseveringly; enduring; affliction; suffering; undergoing"
M34,Perseverance,H1519,gi.ach,QUALITY,Q100,2,"strive; break"
M34,Perseverance,H2388K,cha.zaq,ACTION,A100,32,"strengthen; persevere; prevail; harden; strong; courageous; firm; grow; resolute; sore; caught; fast; secure; press; urgent; stout; rigid; hard; severe; grievous; restore; strength; sustain; encourage; bold; display; support; repair; retain; contain; withstand; strongly"
M34,Perseverance,H5081H,na.div,QUALITY,Q62/S38,6,"noble; inclined; willing; generous; incited; princely"
M34,Perseverance,H5327A,na.tsah,ACTION,A100,1,"struggle"
M34,Perseverance,H5331,ne.tsach,STATUS,S100,6,"perpetuity; eminence; strength; victory; enduring; everlastingness"
M34,Perseverance,H8280,sa.rah,ACTION,A100,6,"strive; contend; power; persist; exert; persevere"
M34,Perseverance,H8535,tam,QUALITY,Q100,1,"complete"
M35,Testing,G0073,agōn,STATUS,S100,10,"fight; struggle; athletic; contest; race-course; stadium; strife; contention; peril; toil"
M35,Testing,G0430,anechō,—,,6,"endure; always; patiently; suffer; admit; permit"
M35,Testing,G0677,aproskopos,QUALITY,Q100,10,"stumbling; blameless; clear; stumble; offence; jarring; rule; unblameable; free; offensiveness"
M35,Testing,G0929,basanismos,STATUS,S100,4,"torment; examination; torture; agony"
M35,Testing,G1381,dokimazō,ACTION,A95/S5,6,"test; testing; trying; examination; proof; probation"
M35,Testing,G1382,dokimē,STATUS,S100,11,"test; character; proof; trial; disposition; been; tried; approved; temper; document; evidence"
M35,Testing,G1383,dokimion,STATUS,S100,13,"testing; proved; genuineness; anything; tried; proof; criterion; test; trial; trying; putting; approved; character"
M35,Testing,G1384,dokimos,QUALITY,Q100,9,"tested; approved; testing; genuine; proved; tried; examination; trial; acceptable"
M35,Testing,G1598,ekpeirazō,ACTION,A100,4,"test; tempt; try; sound"
M35,Testing,G2021,epicheireō,ACTION,A100,3,"attempt; try; undertake"
M35,Testing,G3982,peithō,ACTION,A100,4,"persuade; urge; incite; prevail"
M35,Testing,G3984,peira,STATUS,S100,7,"test; try; attempt; face; experience; trial; endeavor"
M35,Testing,G3985G,peirazō,ACTION,A100,32,"test; tempt; try; trap; examine; difference; temptation; found; tester; motivations; expectations; devil; tempts; believer; fail; god; standards; faith; sin; tests; determine; sharpen; true; character; focus; proof; trial; whether; mischievous; intent; attempt; subject"
M35,Testing,G3985H,peirazō,ACTION,A100,32,"test; tempt; try; trap; examine; difference; temptation; found; tester; motivations; expectations; devil; tempts; believer; fail; god; standards; faith; sin; tests; determine; sharpen; true; character; focus; proof; trial; whether; mischievous; intent; attempt; subject"
M35,Testing,G3985I,peirazō,ACTION,A100,32,"test; tempt; try; trap; examine; difference; temptation; found; tester; motivations; expectations; devil; tempts; believer; fail; god; standards; faith; sin; tests; determine; sharpen; true; character; focus; proof; trial; whether; mischievous; intent; attempt; subject"
M35,Testing,G3986G,peirasmos,STATUS,S100,10,"temptation; testing; test; trial; putting; proof; direct; sin; calamity; affliction"
M35,Testing,G3986H,peirasmos,STATUS,S100,10,"temptation; testing; test; trial; putting; proof; direct; sin; calamity; affliction"
M35,Testing,G3987,peiraō,ACTION,A100,4,"try; attempt; essay; endeavor"
M35,Testing,G4348,proskomma,STATUS,S100,10,"stumbling; block; stumble; occasion; sinning; inducing; sin; shock; religious; embarrassment"
M35,Testing,G4349,proskopē,STATUS,S100,8,"stumbling; block; occasion; sinning; offense; shock; ground; exception"
M35,Testing,G4350,proskoptō,ACTION,A100,6,"strike; beat; stumble; dash; foot; offense"
M35,Testing,G4417,ptaiō,ACTION,A100,10,"stumble; trip; intransitive; stagger; false; step; err; transgress; fail; object"
M35,Testing,G4617,siniazō,ACTION,A100,5,"sift; shake; sieve; trials; temptations"
M35,Testing,G4624,skandalizō,ACTION,A100,20,"stumble; sin; offend; away; astray; offense; shock; excite; repugnance; offended; shocked; pained; affected; scruples; respects; claims; pretensions; morally; falter; err"
M35,Testing,G4625,skandalon,STATUS,S100,17,"stumbling; block; obstacle; offense; sin; trap-spring; generically; anything; stumbles; impediment; ruin; destruction; misery; occasion; sinning; scandal; indignation"
M36,Service,G1396,doulagōgeō,ACTION,A100,6,"enslave; subjection; slavery; treat; slave; discipline"
M36,Service,G1397,douleia,STATUS,S100,5,"slavery; bondage; servile; degradation; unhappiness"
M36,Service,G1398,douleuō,ACTION,A100,16,"slave; serve; servant; slavery; subjection; discharge; duties; occupied; service; devoted; subservient; enthralled; involved; slavish; spiritually; morally"
M36,Service,G1399,doulē,STATUS,S100,5,"female; slave; servant; bondmaid; sevant"
M36,Service,G1401,doulos,STATUS,S100,1,"slave"
M36,Service,G1402,douloō,ACTION,A100,15,"enslave; slave; enslaved; reduce; servitude; oppress; retaining; render; subservient; restraint; bondage; spiritually; morally; devoted; service"
M36,Service,G2615,katadouloō,ACTION,A100,4,"enslave; slave; reduce; servitude"
M36,Service,G2999,latreia,STATUS,S100,5,"ministry; worship; service; servitude; religious"
M36,Service,G3000,latreuō,ACTION,A100,13,"minister; serve; servant; render; religious; service; homage; worship; specifically; offer; sacrifices; present; offerings"
M36,Service,G3009,leitourgia,STATUS,S100,14,"ministry; religious; service; ceremony; help; public; discharged; citizen; expense; sacred; ministration; office; aid; relief"
M36,Service,G3610,oiketēs,STATUS,S100,6,"slave; house; servant; domestic; inmate; household"
M36,Service,H5647G,a.vad,ACTION,A100,10,"serve; work; labour; subjects; worked; tilled; servant; compel; led; enticed"
M36,Service,H5647H,a.vad,ACTION,A100,15,"serve; minister; god; tabernacle; temple; worship; work; labour; subjects; worked; tilled; servant; compel; led; enticed"
M36,Service,H5647I,a.vad,ACTION,A100,10,"serve; labour; work; subjects; worked; tilled; servant; compel; led; enticed"
M36,Service,H5647J,a.vad,ACTION,A100,11,"serve; burden; work; labour; subjects; worked; tilled; servant; compel; led; enticed"
M36,Service,H5648,a.vad,QUALITY,Q100,0,""
M36,Service,H5656G,a.vo.dah,STATUS,S100,5,"service; servant; slave; labour; work"
M36,Service,H5656H,a.vo.dah,STATUS,S100,6,"service; ministry; god; tabernacle; labour; work"
M36,Service,H5656I,a.vo.dah,STATUS,S100,3,"service; work; labour"
M36,Service,H5657,a.vud.dah,STATUS,S100,3,"service; household; servants"
M36,Service,H5659,av.dut,STATUS,S100,3,"slavery; servitude; bondage"
M36,Service,H8334,sha.rat,ACTION,A100,2,"minister; serve"
M36,Service,H8383,te.u.nim,STATUS,S100,1,"toil"
M37,Calling,G0138,haireō,ACTION,A100,3,"choose; list; deponent"
M37,Calling,G0140,hairetizō,ACTION,A100,3,"choose; delight; love"
M37,Calling,G1793,entunchanō,ACTION,A100,13,"intercede; appeal; petition; fill; meet; conversation; address; apply; plead; representation; suit; accuse; complain"
M37,Calling,G1941,epikaleō,ACTION,A100,12,"name; named; appeal; aid; pluperfect; attach; connect; additional; surname; receive; appellation; invoke"
M37,Calling,G2564G,kaleō,ACTION,A100,22,"invite; summon; authority; speaker; dictates; nature; calling; translated; name; attribution; presence; send; performance; certain; participation; privileges; gospel; office; dignity; style; styled; regarded"
M37,Calling,G2770,kerdainō,ACTION,A100,2,"gain; addition"
M37,Calling,G4255,proaireō,ACTION,A100,8,"predetermine; decide; determine; prefer; choose; purpose; intend; considerately"
M37,Calling,G4267,proginōskō,ACTION,A100,13,"know; choose; beforehand; foreknow; previously; acquainted; determine; foreordain; hebrew; appoint; subject; future; privileges"
M37,Calling,G4268,prognōsis,STATUS,S100,4,"foreknowledge; previous; determination; purpose"
M37,Calling,G4341,proskaleō,ACTION,A100,8,"summon; send; gather; together; self; invite; performance; appoint"
M37,Calling,G4377,prosfōneō,ACTION,A100,5,"summon; speak; address; harangue; self"
M37,Calling,G4401,procheirotoneō,ACTION,A100,4,"choose; beforehand; appoint; elect"
M37,Calling,G4416,prōtotokos,QUALITY,Q100,23,"firstborn; biblical; culture; higher; status; received; greater; share; inheritance; jesus; christ; god; supreme; inherits; first-born; prior; generation; head; spiritual; family; possessed; peculiar; privilege"
M37,Calling,H0977,ba.char,ACTION,A100,3,"choose; elect; decide"
M37,Calling,H7121G,qa.ra,ACTION,A100,19,"invite; entreat; recite; read; cry; proclaim; utter; loud; sound; aloud; summon; commission; appoint; endow; name; proclaimed; summoned; named; chosen"
M37,Calling,H7121H,qa.ra,ACTION,A100,18,"name; recite; read; cry; proclaim; utter; loud; sound; aloud; summon; invite; commission; appoint; endow; proclaimed; summoned; named; chosen"
M37,Calling,H7121I,qa.ra,ACTION,A100,20,"shout; announce; recite; read; cry; proclaim; utter; loud; sound; aloud; summon; invite; commission; appoint; endow; name; proclaimed; summoned; named; chosen"
M37,Calling,H7121J,qa.ra,ACTION,A100,19,"read; dictated; recite; cry; proclaim; utter; loud; sound; aloud; summon; invite; commission; appoint; endow; name; proclaimed; summoned; named; chosen"
M37,Calling,H7122G,qa.ra,ACTION,A100,4,"encounter; meet; befall; unexpectedly"
M37,Calling,H7122H,qa.ra,ACTION,A100,4,"encounter; befall; meet; unexpectedly"
M37,Calling,H7122I,qa.ra,ACTION,A100,6,"encounter; chanced; happen; unexpectedly; befall; meet"
M37,Calling,H7123,qe.ra,QUALITY,Q100,3,"read; aloud; shout"
M38,Salvation,G1431,dōrea,STATUS,S100,3,"free; gift; benefit"
M38,Salvation,G1434,dōrēma,STATUS,S100,2,"free; gift"
M38,Salvation,G2433,hilaskomai,ACTION,A100,11,"propitiate; atonement; human; providing; forgiveness; resulting; reconciliation; receive; mercy; forgiven; propitiation"
M38,Salvation,G2434,hilasmos,STATUS,S100,7,"propitiation; atoning; sacrifice; forgiveness; sin; offering; expiation"
M38,Salvation,G2435,hilastērios,STATUS,S100,12,"propitiation; atoning; sacrifice; atonement; cover; sins; forgiven; mercy; seat; ark; covenant; mercy-seat"
M38,Salvation,G2436,hileōs,QUALITY,Q100,10,"propitious; gracious; forgiving; god; forbid; favorable; merciful; hebrew; mercy; far"
M38,Salvation,G4982,sōzō,ACTION,A100,4,"save; safely; restore; health"
M38,Salvation,G4990,sōtēr,STATUS,S100,16,"savior; delivers; grave; danger; note; always; god; father; jesus; christ; believers; righteous; wrath; relationship; preserver; deliverer"
M38,Salvation,G4991,soteria,STATUS,S100,28,"salvation; saving; preservation; rescue; deliverance; being; grave; danger; safe; refer; ordinary; dangers; conditions; earth; but; believers; righteous; wrath; relationship; god; spiritual; eternal; placed; embracing; gospel; opportunity; promised; messiah"
M38,Salvation,G4992,sōtērion,STATUS,S100,5,"saving; bringing; salvation; delivering; imparting"
M38,Salvation,H3444,ye.shu.ah,STATUS,S100,2,"salvation; deliverance"
M38,Salvation,H3722B,ka.phar,ACTION,A100,3,"cover; coat; pitch"
M38,Salvation,H6299,pa.dah,ACTION,A98/S2,4,"ransom; redeem; rescue; deliver"
M39,Blessing,G0019,agathōsunē,STATUS,S100,4,"goodness; virtue; beneficence; generosity"
M39,Blessing,G1435,dōron,STATUS,S100,8,"gift; offering; present; sacrifice; consecrated; god; contribution; temple"
M39,Blessing,G2107,eudokia,STATUS,S100,6,"goodwill; purpose; favor; pleasure; desire; intention"
M39,Blessing,G5483,charizō,ACTION,A100,17,"grace; forgive; cancel; grant; custody; gratify; bestow; kindness; free; favor; deliverance; desire; others; sacrifice; demand; enemies; remit"
M39,Blessing,G5485,charis,STATUS,S100,52,"grace; kindness; favor; focus; benefit; object; extension; gift; credit; thanks; blessing; pleasing; charm; beauty; gracefulness; circumstance; matter; approval; kindly; bearing; graciousness; beneficial; opportunity; charitable; generous; acceptance; free; specially; manifested; god; gospel; scheme; gracious; provision; dealing; commission; graciously; devolved; human; agent; bestowed; divine; endowment; influence; emotion; correspondent; obligation; grateful; frame; mind; oblige; gratify"
M39,Blessing,G5486,charisma,STATUS,S100,8,"gift; gracious; free; favor; benefit; divinely; conferred; endowment"
M39,Blessing,G5487,charitoō,ACTION,A100,13,"favor; graciously; kindness; freely; highly; favored; visit; object; gift; visited; free; gracious; visitation"
M39,Blessing,H1288,ba.rakh,ACTION,A100,5,"bless; kneel; praise; salute; curse"
M39,Blessing,H2580,chen,STATUS,S100,4,"favor; favour; grace; charm"
M39,Blessing,H2587,chan.nun,QUALITY,Q100,1,"gracious"
M39,Blessing,H2603A,cha.nan,ACTION,A100,3,"gracious; favour; pity"
M39,Blessing,H2604,cha.nan,QUALITY,Q100,2,"gracious; favour"
M39,Blessing,H2895,tov,ACTION,A90/Q10,7,"pleasing; joyful; beneficial; pleasant; favourable; happy; right"
M39,Blessing,H3190,ya.tav,ACTION,A100,3,"pleasing; well; glad"
M39,Blessing,H7521,ra.tsah,ACTION,A100,4,"accept; pleased; favourable; favourably"
M39,Blessing,H7862,shay,STATUS,S100,4,"gift; present; offered; homage"
M41,Remembrance,G0189,akoē,—,,8,"hearing; heard; instrument; ear; announcement; instruction; doctrine; report"
M41,Remembrance,G0363,anamimnēskō,ACTION,A100,5,"remind; remember; exhort; mind; recollect"
M41,Remembrance,G0364,anamnēsis,STATUS,S100,4,"remembrance; commemoration; memorial; reminder"
M41,Remembrance,G1950,epilanthanō,ACTION,A100,5,"forget; forgetful; neglectful; disregard; forgotten"
M41,Remembrance,G2212,zēteō,ACTION,A100,23,"seek; look; try; obtain; desire; possess; strive; search; watch; pursue; endeavor; wish; want; require; demand; ask; inquire; questions; question; deliberate; hebrew; life; kill"
M41,Remembrance,G3403,mimnēskō,ACTION,A100,7,"remember; recall; remembrance; response; occur; recollect; mind"
M41,Remembrance,G3415,mnaomai,ACTION,A100,2,"remember; remembered"
M41,Remembrance,G3417,mneia,STATUS,S100,3,"remembrance; mention; recollection"
M41,Remembrance,G3420,mnēmē,STATUS,S100,5,"remembrance; recalling; memory; recollection; mention"
M41,Remembrance,G3421,mnēmoneuō,ACTION,A100,9,"remember; think; recollect; mind; mindful; fix; thoughts; mention; speak"
M41,Remembrance,G5279,hupomimnēskō,ACTION,A100,7,"remind; mind; remember; suggest; recollection; others; recollect"
M41,Remembrance,G5280,hupomnēsis,STATUS,S100,7,"remembrance; reminder; memory; putting; mind; reminding; recollection"
M41,Remembrance,G5345,fēmē,STATUS,S100,7,"news; report; celestial; oracular; utterance; fame; rumor"
M41,Remembrance,H0238,a.zan,—,,2,"listen; hear"
M41,Remembrance,H1245,ba.qash,ACTION,A100,5,"seek; require; desire; exact; request"
M41,Remembrance,H1875,da.rash,ACTION,A100,5,"seek; resort; care; enquire; require"
M41,Remembrance,H2045,hash.ma.ut,—,,3,"report; hear; communication"
M41,Remembrance,H2142,za.khar,ACTION,A100/Q0,3,"remember; recall; mind"
M41,Remembrance,H4926,mish.ma,—,,3,"hearing; heard; rumour"
M41,Remembrance,H7181,qa.shav,—,,9,"listen; hear; attentive; heed; incline; attend; hearken; pay; attention"
M41,Remembrance,H7182,qe.shev,—,,2,"attentiveness; attention"
M41,Remembrance,H7183A,qash.shav,—,,2,"attentive; shuv"
M41,Remembrance,H7183B,qash.shuv,—,,2,"attentive; shav"
M41,Remembrance,H7836,sha.char,ACTION,A100,5,"seek; early; earnestly; look; diligently"
M41,Remembrance,H8052,she.mu.ah,—,,4,"tidings; report; news; rumour"
M41,Remembrance,H8085G,sha.ma,ACTION,A100,24,"hear; listen; obey; concerning; attention; interest; understand; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; proclaim; utter; sound; aloud; proclamation"
M41,Remembrance,H8085H,sha.ma,—,,24,"hear; obey; listen; concerning; attention; interest; understand; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; proclaim; utter; sound; aloud; proclamation"
M41,Remembrance,H8085I,sha.ma,—,,25,"hear; proclaim; loud; listen; obey; concerning; attention; interest; understand; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; utter; sound; aloud; proclamation"
M41,Remembrance,H8085J,sha.ma,—,,24,"hear; understand; listen; obey; concerning; attention; interest; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; proclaim; utter; sound; aloud; proclamation"
M41,Remembrance,H8085K,sha.ma,—,,26,"hear; judge; discern; listen; obey; concerning; attention; interest; understand; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; proclaim; utter; sound; aloud; proclamation"
M41,Remembrance,H8085L,sha.ma,—,,25,"hear; welcome; listen; obey; concerning; attention; interest; understand; heed; consent; agree; grant; request; yield; obedient; heard; regarded; obeyed; summon; tell; proclaim; utter; sound; aloud; proclamation"
M41,Remembrance,H8088B,she.ma,—,,3,"report; hearing; sho"
M41,Remembrance,H8089,sho.ma,—,,4,"report; rumour; news; fame"
M42,Speech,G2635,katalaleō,ACTION,A100,4,"slander; blab; speak; accuse"
M42,Speech,G2896,krazō,ACTION,A100,6,"cry; shout; exclaim; utter; vengeance; supplication"
M42,Speech,G4395,profēteuō,ACTION,A100,20,"prophesy; speak; inspired; message; encouraging; obedience; god; proclaiming; future; warning; preparedness; continued; exercise; function; foretell; divine; matter; teaching; special; faculty"
