cluster,strong,surface,family
M26,G0156,guilt,sin-guilt-iniquity
M26,G0156,guilt worthy,sin-guilt-iniquity
M26,G0156,reason,other-uncategorised
M26,G0156,why,other-uncategorised
M26,G0157,charges,other-uncategorised
M26,G0159,cause,other-uncategorised
M26,G0159,guilt,sin-guilt-iniquity
M26,G0159,guilt deserving,sin-guilt-iniquity
M26,G0159,guilty,sin-guilt-iniquity
M26,G0159,source,other-uncategorised
M26,G0467,repaid,other-uncategorised
M26,G0467,repay,other-uncategorised
M26,G0467,return,turning-repentance
M26,G0515,deserved,other-uncategorised
M26,G0515,desire,desire-longing-appetite
M26,G0515,presume,other-uncategorised
M26,G0515,thought best,knowing-understanding
M26,G0515,worthy,other-uncategorised
M26,G0661,repay,other-uncategorised
M26,G0703,excellence,other-uncategorised
M26,G0703,excellencies,other-uncategorised
M26,G0703,virtue,other-uncategorised
M26,G0843,self-condemned,other-uncategorised
M26,G1341,righteous judgment,righteousness-integrity
M26,G1342,Just,righteousness-integrity
M26,G1342,Righteous,righteousness-integrity
M26,G1342,Righteous One,righteousness-integrity
M26,G1342,innocent,righteousness-integrity
M26,G1342,just,righteousness-integrity
M26,G1342,justly,other-uncategorised
M26,G1342,right,other-uncategorised
M26,G1342,righteous,righteousness-integrity
M26,G1342,righteous man,righteousness-integrity
M26,G1342,righteous one,righteousness-integrity
M26,G1342,righteous person,righteousness-integrity
M26,G1342,righteous persons,righteousness-integrity
M26,G1342,righteous person’s,righteousness-integrity
M26,G1342,sincere,other-uncategorised
M26,G1342,upright,righteousness-integrity
M26,G1343,justice,righteousness-integrity
M26,G1343,justified,other-uncategorised
M26,G1343,right,other-uncategorised
M26,G1343,righteousness,righteousness-integrity
M26,G1344,acquitted,other-uncategorised
M26,G1344,declared,speech-mouth-tongue
M26,G1344,freed,other-uncategorised
M26,G1344,justified,other-uncategorised
M26,G1344,justifier,other-uncategorised
M26,G1344,justifies,other-uncategorised
M26,G1344,justify,other-uncategorised
M26,G1344,right,other-uncategorised
M26,G1344,set free,other-uncategorised
M26,G1344,vindicated,other-uncategorised
M26,G1345,decree,torah-obedience-word
M26,G1345,justification,other-uncategorised
M26,G1345,precepts,torah-obedience-word
M26,G1345,regulations,other-uncategorised
M26,G1345,righteous,righteousness-integrity
M26,G1345,righteous acts,righteousness-integrity
M26,G1345,righteous deeds,righteousness-integrity
M26,G1345,righteousness,righteousness-integrity
M26,G1345,statutes,torah-obedience-word
M26,G1347,justification,other-uncategorised
M26,G1349,Justice,righteousness-integrity
M26,G1349,punishment,other-uncategorised
M26,G1556,avenge,other-uncategorised
M26,G1556,avenged,other-uncategorised
M26,G1556,justice,righteousness-integrity
M26,G1556,punish,other-uncategorised
M26,G1557,Vengeance,other-uncategorised
M26,G1557,avenged,other-uncategorised
M26,G1557,give justice,righteousness-integrity
M26,G1557,justice,righteousness-integrity
M26,G1557,punish,other-uncategorised
M26,G1557,punishment,other-uncategorised
M26,G1557,vengeance,other-uncategorised
M26,G1558,avenger,other-uncategorised
M26,G1738,just,righteousness-integrity
M26,G1888,act,other-uncategorised
M26,G2118,uprightness,righteousness-integrity
M26,G2589,heart,inner-seat-heart-soul-spirit
M26,G2589,hearts,inner-seat-heart-soul-spirit
M26,G2607,condemn,other-uncategorised
M26,G2607,condemned,other-uncategorised
M26,G2607,condemns us,other-uncategorised
M26,G2613,condemn,other-uncategorised
M26,G2613,condemned,other-uncategorised
M26,G2632,condemn,other-uncategorised
M26,G2632,condemned,other-uncategorised
M26,G2632,judged,other-uncategorised
M26,G2633,condemn,other-uncategorised
M26,G2633,condemnation,other-uncategorised
M26,G2917,condemnation,other-uncategorised
M26,G2917,condemned,other-uncategorised
M26,G2917,judge,other-uncategorised
M26,G2917,judged,other-uncategorised
M26,G2917,judgment,other-uncategorised
M26,G2917,judgments,other-uncategorised
M26,G2917,lawsuits,other-uncategorised
M26,G2917,penalty,other-uncategorised
M26,G2919,Judge,other-uncategorised
M26,G2919,concluded,other-uncategorised
M26,G2919,condemn,other-uncategorised
M26,G2919,condemned,other-uncategorised
M26,G2919,condemning,other-uncategorised
M26,G2919,decide,other-uncategorised
M26,G2919,decided,other-uncategorised
M26,G2919,determined,will-resolve-vow-intent
M26,G2919,esteems,other-uncategorised
M26,G2919,given,other-uncategorised
M26,G2919,has determined,will-resolve-vow-intent
M26,G2919,have judged,other-uncategorised
M26,G2919,judge,other-uncategorised
M26,G2919,judged,other-uncategorised
M26,G2919,judges,other-uncategorised
M26,G2919,judging,other-uncategorised
M26,G2919,judgment,other-uncategorised
M26,G2919,judgment is,other-uncategorised
M26,G2919,judgment on,other-uncategorised
M26,G2919,judgments,other-uncategorised
M26,G2919,law,torah-obedience-word
M26,G2919,made up,other-uncategorised
M26,G2919,pass judgment,other-uncategorised
M26,G2919,passing judgment,other-uncategorised
M26,G2919,pronounce,other-uncategorised
M26,G2919,reached,other-uncategorised
M26,G2919,sue,other-uncategorised
M26,G2919,thought,knowing-understanding
M26,G2919,trial,other-uncategorised
M26,G2919,tried,being-searched-tested-by-god
M26,G2920,,other-uncategorised
M26,G2920,condemnation,other-uncategorised
M26,G2920,judgment,other-uncategorised
M26,G2920,judgments,other-uncategorised
M26,G2920,justice,righteousness-integrity
M26,G2920,sentenced,other-uncategorised
M26,G3049,charged,other-uncategorised
M26,G3049,claim,other-uncategorised
M26,G3049,consider,knowing-understanding
M26,G3049,considered,knowing-understanding
M26,G3049,count,other-uncategorised
M26,G3049,count on,other-uncategorised
M26,G3049,counted,other-uncategorised
M26,G3049,counting,other-uncategorised
M26,G3049,counts,other-uncategorised
M26,G3049,discussed,other-uncategorised
M26,G3049,hold,other-uncategorised
M26,G3049,let him remind,other-uncategorised
M26,G3049,numbered,other-uncategorised
M26,G3049,reasoned,other-uncategorised
M26,G3049,regard,knowing-understanding
M26,G3049,regarded,knowing-understanding
M26,G3049,resentful,other-uncategorised
M26,G3049,suspect,other-uncategorised
M26,G3049,think,knowing-understanding
M26,G3049,thinks,knowing-understanding
M26,G3049,understand,knowing-understanding
M26,G3717,straight,other-uncategorised
M26,G3717,upright,righteousness-integrity
M26,G5267,accountable,other-uncategorised
M26,G6048,condemnation,other-uncategorised
M26,G6083,aware,other-uncategorised
M26,H0197H,Hall,other-uncategorised
M26,H1777,Execute,other-uncategorised
M26,H1777,abide,other-uncategorised
M26,H1777,arguing,other-uncategorised
M26,H1777,bring judgment,other-uncategorised
M26,H1777,dispute,other-uncategorised
M26,H1777,execute judgment,other-uncategorised
M26,H1777,judge,other-uncategorised
M26,H1777,judged,other-uncategorised
M26,H1777,judges,other-uncategorised
M26,H1777,rights,other-uncategorised
M26,H1777,rule,other-uncategorised
M26,H1777,uphold,strength-courage-steadfastness
M26,H1777,vindicate,other-uncategorised
M26,H1779,another,other-uncategorised
M26,H1779,case,other-uncategorised
M26,H1779,cause,other-uncategorised
M26,H1779,fatherless,other-uncategorised
M26,H1779,judgment,other-uncategorised
M26,H1779,justice,righteousness-integrity
M26,H1779,legal right,other-uncategorised
M26,H1779,quarreling,other-uncategorised
M26,H1779,rights,other-uncategorised
M26,H3476,give,other-uncategorised
M26,H3476,right,other-uncategorised
M26,H3476,upright,righteousness-integrity
M26,H3476,uprightly,righteousness-integrity
M26,H3476,uprightness,righteousness-integrity
M26,H3483,uprightness,righteousness-integrity
M26,H4339,agreement,other-uncategorised
M26,H4339,down smoothly,other-uncategorised
M26,H4339,equity,other-uncategorised
M26,H4339,level,other-uncategorised
M26,H4339,right,other-uncategorised
M26,H4339,rightly,other-uncategorised
M26,H4339,smoothly,other-uncategorised
M26,H4339,uprightly,righteousness-integrity
M26,H4339,uprightness,righteousness-integrity
M26,H4487,appoint,other-uncategorised
M26,H4487,appointed,other-uncategorised
M26,H4487,apportioned,other-uncategorised
M26,H4487,assigned,other-uncategorised
M26,H4487,count,other-uncategorised
M26,H4487,counted,other-uncategorised
M26,H4487,counts,other-uncategorised
M26,H4487,destine,other-uncategorised
M26,H4487,determines,will-resolve-vow-intent
M26,H4487,muster,other-uncategorised
M26,H4487,number,other-uncategorised
M26,H4487,numbered,other-uncategorised
M26,H4931,allegiance,other-uncategorised
M26,H4931,attend,keeping-guarding-vigilance
M26,H4931,charge,other-uncategorised
M26,H4931,charged,other-uncategorised
M26,H4931,duties,other-uncategorised
M26,H4931,duty,other-uncategorised
M26,H4931,guard,keeping-guarding-vigilance
M26,H4931,guard duty,keeping-guarding-vigilance
M26,H4931,guard over,keeping-guarding-vigilance
M26,H4931,guarding,keeping-guarding-vigilance
M26,H4931,guards,keeping-guarding-vigilance
M26,H4931,keep,keeping-guarding-vigilance
M26,H4931,keep guard,keeping-guarding-vigilance
M26,H4931,kept,other-uncategorised
M26,H4931,offices,other-uncategorised
M26,H4931,over,other-uncategorised
M26,H4931,post,other-uncategorised
M26,H4931,posts,other-uncategorised
M26,H4931,protect,other-uncategorised
M26,H4931,required,seeking-inquiring
M26,H4931,safekeeping,other-uncategorised
M26,H4931,service,worship-prostration-service
M26,H4931,sons,other-uncategorised
M26,H4931,under guard,keeping-guarding-vigilance
M26,H4931,watching,keeping-guarding-vigilance
M26,H4931,watchpost,keeping-guarding-vigilance
M26,H4941G,Judgment,other-uncategorised
M26,H4941G,adversary,malice-enmity-persecution
M26,H4941G,case,other-uncategorised
M26,H4941G,court,other-uncategorised
M26,H4941G,crimes,other-uncategorised
M26,H4941G,decision,other-uncategorised
M26,H4941G,deserve,other-uncategorised
M26,H4941G,judge,other-uncategorised
M26,H4941G,judged,other-uncategorised
M26,H4941G,judges,other-uncategorised
M26,H4941G,judging,other-uncategorised
M26,H4941G,judgment,other-uncategorised
M26,H4941G,judgments,other-uncategorised
M26,H4941G,punishable,other-uncategorised
M26,H4941G,requiring decision,other-uncategorised
M26,H4941G,rule,other-uncategorised
M26,H4941G,rules,other-uncategorised
M26,H4941G,ruling,other-uncategorised
M26,H4941G,sentence,other-uncategorised
M26,H4941G,together,other-uncategorised
M26,H4941G,vindication,other-uncategorised
M26,H4941G,wrong,other-uncategorised
M26,H4941H,Justice,righteousness-integrity
M26,H4941H,as,other-uncategorised
M26,H4941H,case,other-uncategorised
M26,H4941H,cause,other-uncategorised
M26,H4941H,deserve,other-uncategorised
M26,H4941H,injustice,righteousness-integrity
M26,H4941H,just,righteousness-integrity
M26,H4941H,just measure,righteousness-integrity
M26,H4941H,justice,righteousness-integrity
M26,H4941H,kind,other-uncategorised
M26,H4941H,right,other-uncategorised
M26,H4941H,righteous,righteousness-integrity
M26,H4941H,righteousness,righteousness-integrity
M26,H4941H,rightly,other-uncategorised
M26,H4941H,rights,other-uncategorised
M26,H4941I,appointment,other-uncategorised
M26,H4941I,be,other-uncategorised
M26,H4941I,law,torah-obedience-word
M26,H4941I,prescribed,other-uncategorised
M26,H4941I,procedure established,strength-courage-steadfastness
M26,H4941I,required,seeking-inquiring
M26,H4941J,accustomed,malice-enmity-persecution
M26,H4941J,arrangements,other-uncategorised
M26,H4941J,custom,other-uncategorised
M26,H4941J,due,other-uncategorised
M26,H4941J,duties,other-uncategorised
M26,H4941J,duty,other-uncategorised
M26,H4941J,formerly,other-uncategorised
M26,H4941J,manner,other-uncategorised
M26,H4941J,manner of life,life-death-vitality
M26,H4941J,order,other-uncategorised
M26,H4941J,plan,will-resolve-vow-intent
M26,H4941J,specifications,other-uncategorised
M26,H4941J,way,walk-way-conduct
M26,H4941J,ways,walk-way-conduct
M26,H4941K,Judgment,other-uncategorised
M26,H5229,right,other-uncategorised
M26,H5229,uprightness,righteousness-integrity
M26,H5358,Avenge,other-uncategorised
M26,H5358,avenge,other-uncategorised
M26,H5358,avenge myself,other-uncategorised
M26,H5358,avenged,other-uncategorised
M26,H5358,avenger,other-uncategorised
M26,H5358,avenges,other-uncategorised
M26,H5358,avenging,other-uncategorised
M26,H5358,execute,other-uncategorised
M26,H5358,he shall,other-uncategorised
M26,H5358,revenge,other-uncategorised
M26,H5358,revengefully,other-uncategorised
M26,H5358,take,other-uncategorised
M26,H5358,take vengeance,other-uncategorised
M26,H5358,taken,other-uncategorised
M26,H5358,taking,other-uncategorised
M26,H5358,took,other-uncategorised
M26,H5358,took vengeance,other-uncategorised
M26,H5358,vengeance,other-uncategorised
M26,H5765,deals corruptly,other-uncategorised
M26,H5765,unjust,righteousness-integrity
M26,H6186B,taxed,other-uncategorised
M26,H6186B,value,other-uncategorised
M26,H6186B,values,other-uncategorised
M26,H6662,Righteous,righteousness-integrity
M26,H6662,Righteous One,righteousness-integrity
M26,H6662,he,other-uncategorised
M26,H6662,innocent,righteousness-integrity
M26,H6662,just,righteousness-integrity
M26,H6662,justly,other-uncategorised
M26,H6662,right,other-uncategorised
M26,H6662,righteous,righteousness-integrity
M26,H6662,righteous man,righteousness-integrity
M26,H6662,righteous one,righteousness-integrity
M26,H6662,righteous person,righteousness-integrity
M26,H6662,seems right,other-uncategorised
M26,H6662,tyrant,other-uncategorised
M26,H6662,upright,righteousness-integrity
M26,H6663,acquit,other-uncategorised
M26,H6663,acquitting,other-uncategorised
M26,H6663,appear righteous,righteousness-integrity
M26,H6663,clear ourselves,other-uncategorised
M26,H6663,judged right,other-uncategorised
M26,H6663,justice,righteousness-integrity
M26,H6663,justified,other-uncategorised
M26,H6663,justifies,other-uncategorised
M26,H6663,justify,other-uncategorised
M26,H6663,my,other-uncategorised
M26,H6663,restored,restoration-revival-satisfaction
M26,H6663,right,other-uncategorised
M26,H6663,righteous,righteousness-integrity
M26,H6663,righteousness,righteousness-integrity
M26,H6663,vindicates,other-uncategorised
M26,H6663,vindicating,other-uncategorised
M26,H6664G,Justice,righteousness-integrity
M26,H6664G,Righteous,righteousness-integrity
M26,H6664G,Righteousness,righteousness-integrity
M26,H6664G,deliverance,restoration-revival-satisfaction
M26,H6664G,fair,other-uncategorised
M26,H6664G,honest evidence,righteousness-integrity
M26,H6664G,judgments,other-uncategorised
M26,H6664G,just,righteousness-integrity
M26,H6664G,justly,other-uncategorised
M26,H6664G,only justice,righteousness-integrity
M26,H6664G,right,other-uncategorised
M26,H6664G,righteous,righteousness-integrity
M26,H6664G,righteously,righteousness-integrity
M26,H6664G,righteousness,righteousness-integrity
M26,H6664G,rightful,other-uncategorised
M26,H6664G,truth,faith-faithfulness-truth
M26,H6664G,unrighteousness,other-uncategorised
M26,H6664G,victory,other-uncategorised
M26,H6664G,vindication,other-uncategorised
M26,H6664H,righteousness,righteousness-integrity
M26,H6665,practicing righteousness,righteousness-integrity
M26,H6666,Righteousness,righteousness-integrity
M26,H6666,acquittal,other-uncategorised
M26,H6666,deliverance,restoration-revival-satisfaction
M26,H6666,equity,other-uncategorised
M26,H6666,honesty,righteousness-integrity
M26,H6666,innocent,righteousness-integrity
M26,H6666,justice,righteousness-integrity
M26,H6666,right,other-uncategorised
M26,H6666,righteous,righteousness-integrity
M26,H6666,righteous acts,righteousness-integrity
M26,H6666,righteous deeds,righteousness-integrity
M26,H6666,righteous triumphs,righteousness-integrity
M26,H6666,righteously,righteousness-integrity
M26,H6666,righteousness,righteousness-integrity
M26,H6666,vindication,other-uncategorised
M26,H6968,erect,other-uncategorised
M26,H7561,condemn,other-uncategorised
M26,H7561,condemned,other-uncategorised
M26,H7561,condemning,other-uncategorised
M26,H7561,condemns,other-uncategorised
M26,H7561,declared,speech-mouth-tongue
M26,H7561,departed,other-uncategorised
M26,H7561,done wickedly,wickedness-ungodliness
M26,H7561,done wickedness,wickedness-ungodliness
M26,H7561,guilty,sin-guilt-iniquity
M26,H7561,refute,other-uncategorised
M26,H7561,routed,other-uncategorised
M26,H7561,violate,other-uncategorised
M26,H7561,wicked,wickedness-ungodliness
M26,H7561,wickedly,wickedness-ungodliness
M26,H7561,wickedly departed,wickedness-ungodliness
M26,H8196,judgment,other-uncategorised
M26,H8199,Give justice,righteousness-integrity
M26,H8199,Judge,other-uncategorised
M26,H8199,Render,will-resolve-vow-intent
M26,H8199,Vindicate,other-uncategorised
M26,H8199,accuser,malice-enmity-persecution
