strongNumber,stepGloss,stepTransliteration,language,count,type
H6632A,litter,tsav,Hebrew,2,candidate_vocabulary
H6639,swollen,tsa.veh,Hebrew,1,candidate_vocabulary
H6775,to join,tsa.mad,Hebrew,5,candidate_vocabulary
H6781B,cover,tsa.mid,Hebrew,1,candidate_vocabulary
H6792,sheep,tso.neh,Hebrew,2,candidate_vocabulary
H6796,thorn,tsa.nin,Hebrew,2,candidate_vocabulary
H6898,tent,qub.bah,Hebrew,1,candidate_vocabulary
H7131,approaching,qa.rev,Hebrew,12,candidate_vocabulary
H7172,floor,qar.qa,Hebrew,8,candidate_vocabulary
H7180,cucumber,qish.shu.ah,Hebrew,1,candidate_vocabulary
H7255,fourth,ro.va,Hebrew,2,candidate_vocabulary
H7330,lean,ra.zeh,Hebrew,2,candidate_vocabulary
H7555,hammered out,riq.qu.a,Hebrew,1,candidate_vocabulary
H7762,garlic,shum,Hebrew,1,candidate_vocabulary
H7847,to turn aside,sa.tah,Hebrew,6,candidate_vocabulary
H7899,thorn,sekh,Hebrew,1,candidate_vocabulary
H8205,barreness,she.phi,Hebrew,12,candidate_vocabulary
H8314A,serpent,sa.raph,Hebrew,5,candidate_vocabulary
H8335,ministry,sha.ret,Hebrew,2,candidate_vocabulary
H8444,outgoing,to.tsa.ah,Hebrew,29,candidate_vocabulary
H8569,opposition,te.nu.ah,Hebrew,2,candidate_vocabulary
H8635,increase,tar.but,Hebrew,1,candidate_vocabulary
H0084,pinion,ev.rah,Hebrew,4,candidate_vocabulary
H0349B,how?,e.khah,Hebrew,17,candidate_vocabulary
H0380,pupil,i.shon,Hebrew,8,candidate_vocabulary
H0504,cattle,e.leph,Hebrew,7,candidate_vocabulary
H0618,storehouse,a.sam,Hebrew,2,candidate_vocabulary
H0667,young,eph.ro.ach,Hebrew,7,candidate_vocabulary
H0798,Slopes [of Pisgah],ash.dot,Hebrew,10,candidate_vocabulary
H1000,egg,be.tsah,Hebrew,6,candidate_vocabulary
H1237G,Valley [of Jericho],biq.ah,Hebrew,1,candidate_vocabulary
H1331,virginity,be.tu.lim,Hebrew,10,candidate_vocabulary
H1488,fleece,gez,Hebrew,4,candidate_vocabulary
H1631,axe,gar.zen,Hebrew,4,candidate_vocabulary
H1682,bee,de.vo.rah,Hebrew,4,candidate_vocabulary
H1697J,word: promised,da.var,Hebrew,26,candidate_vocabulary
H1772,hawk,day.yah,Hebrew,2,candidate_vocabulary
H1816,inflammation,dal.le.qet,Hebrew,1,candidate_vocabulary
H1864,south,da.rom,Hebrew,17,candidate_vocabulary
H2496,flint,chal.la.mish,Hebrew,5,candidate_vocabulary
H2561,wine,che.mer,Hebrew,3,candidate_vocabulary
H2596,to dedicate,cha.nakh,Hebrew,5,candidate_vocabulary
H2640,lack,cho.ser,Hebrew,3,candidate_vocabulary
H2746,heat,char.chur,Hebrew,1,candidate_vocabulary
H2770,sickle,cher.mesh,Hebrew,2,candidate_vocabulary
H2775B,itch,che.res,Hebrew,2,candidate_vocabulary
H2914,tumor,te.chor,Hebrew,8,candidate_vocabulary
H2935,basket,te.ne,Hebrew,4,candidate_vocabulary
H2993,brother-in-law,ya.vam,Hebrew,2,candidate_vocabulary
H2994,sister-in-law,ye.ve.met,Hebrew,5,candidate_vocabulary
H3138,autumn rain,yo.reh,Hebrew,5,candidate_vocabulary
H3214,howling,ye.lel,Hebrew,1,candidate_vocabulary
H3419,herb,ya.raq,Hebrew,5,candidate_vocabulary
H3420,mildew,ye.ra.qon,Hebrew,6,candidate_vocabulary
H3603G,environs,kik.kar,Hebrew,1,candidate_vocabulary
H3733C,ram,kar,Hebrew,12,candidate_vocabulary
H3948,teaching,le.qach,Hebrew,9,candidate_vocabulary
H3996,entrance,ma.vo,Hebrew,25,candidate_vocabulary
H4016,genitalia,ma.vosh,Hebrew,1,candidate_vocabulary
H4022,excellence,me.ged,Hebrew,8,candidate_vocabulary
H4045,rebuke,mig.e.ret,Hebrew,1,candidate_vocabulary
H4096,treading,mid.rakh,Hebrew,1,candidate_vocabulary
H4270,need,mach.sor,Hebrew,13,candidate_vocabulary
H4515,bolt,min.al,Hebrew,1,candidate_vocabulary
H4530,payment,mis.sat,Hebrew,1,candidate_vocabulary
H4583,habitation,ma.on,Hebrew,18,candidate_vocabulary
H4624,parapet,ma.a.qeh,Hebrew,1,candidate_vocabulary
H4874,loan,mash.sheh,Hebrew,1,candidate_vocabulary
H4916A,sending,mish.lach,Hebrew,7,candidate_vocabulary
H5254H,to test: try,na.sah,Hebrew,4,candidate_vocabulary
H5375T,to lift: journey,na.sa,Hebrew,2,candidate_vocabulary
H5612A,scroll: document,se.pher,Hebrew,56,candidate_vocabulary
H5643A,secrecy,se.ter,Hebrew,35,candidate_vocabulary
H5643B,shelter,sit.rah,Hebrew,1,candidate_vocabulary
H6137,scorpion,aq.rav,Hebrew,6,candidate_vocabulary
H6251,young,ash.ta.rot,Hebrew,4,candidate_vocabulary
H6264,ready,a.tid,Hebrew,8,candidate_vocabulary
H6521,villager,pe.ra.zi,Hebrew,6,candidate_vocabulary
H6620,cobra,pe.ten,Hebrew,6,candidate_vocabulary
H6627,excrement,tse.ah,Hebrew,3,candidate_vocabulary
H6643B,gazelle,tse.vi,Hebrew,14,candidate_vocabulary
H6774,parched,tsim.ma.on,Hebrew,3,candidate_vocabulary
H6856,fingernail,tsip.po.ren,Hebrew,2,candidate_vocabulary
H6896,stomach,qe.vah,Hebrew,1,candidate_vocabulary
H6988,incense,qe.to.rah,Hebrew,1,candidate_vocabulary
H7137,accident,qa.reh,Hebrew,1,candidate_vocabulary
H7201,glede,ra.ah,Hebrew,1,candidate_vocabulary
H7302,watered,ra.veh,Hebrew,3,candidate_vocabulary
H7393H,chariot: millstone,re.khev,Hebrew,3,candidate_vocabulary
H7565,flash,re.sheph,Hebrew,7,candidate_vocabulary
H7633,captive,shiv.yah,Hebrew,9,candidate_vocabulary
H7700,demon,shed,Hebrew,2,candidate_vocabulary
H7709,field,she.de.mah,Hebrew,6,candidate_vocabulary
H7711B,blight,shid.da.phon,Hebrew,5,candidate_vocabulary
H7834,cloud,sha.chaq,Hebrew,21,candidate_vocabulary
H7988,afterbirth,shil.yah,Hebrew,1,candidate_vocabulary
H8005,recompense,shil.lem,Hebrew,1,candidate_vocabulary
H8059,remission,she.mit.tah,Hebrew,5,candidate_vocabulary
H8164,rain,se.i.rim,Hebrew,1,candidate_vocabulary
H8179H,gate: town,sha.ar,Hebrew,26,candidate_vocabulary
H8212,penis,shoph.khah,Hebrew,1,candidate_vocabulary
H8228,abundance,she.pha,Hebrew,1,candidate_vocabulary
H8510,mound,tel,Hebrew,5,candidate_vocabulary
H0162,alas!,a.hah,Hebrew,15,candidate_vocabulary
H0794,slope,a.she.dah,Hebrew,2,candidate_vocabulary
H0935L,to come [in]: marry,bo,Hebrew,6,candidate_vocabulary
H1087,old,ba.leh,Hebrew,5,candidate_vocabulary
H3225H,right: south,ya.min,Hebrew,17,candidate_vocabulary
H3591,javelin,ki.don,Hebrew,9,candidate_vocabulary
H3956I,tongue: bar,la.shon,Hebrew,6,candidate_vocabulary
H4152,designated,mu.a.dah,Hebrew,1,candidate_vocabulary
H4569B,ford,ma.a.va.rah,Hebrew,8,candidate_vocabulary
H4608,ascent,ma.a.leh,Hebrew,27,candidate_vocabulary
H4673,station,mats.tsav,Hebrew,10,candidate_vocabulary
H4997,wineskin,nod,Hebrew,6,candidate_vocabulary
H5307L,to fall: fail,na.phal,Hebrew,5,candidate_vocabulary
H5350,crumb,niq.qud,Hebrew,3,candidate_vocabulary
H5942,upper,il.li,Hebrew,2,candidate_vocabulary
H5945G,Upper [Beth Horon],el.yon,Hebrew,3,candidate_vocabulary
H6010P,Valley [of Rephaim],e.meq,Hebrew,8,candidate_vocabulary
H6718B,food,tsa.yid,Hebrew,5,candidate_vocabulary
H8481G,Lower [Beth Horon],tach.ton,Hebrew,5,candidate_vocabulary
H0047H,mighty: stallion,ab.bir,Hebrew,4,candidate_vocabulary
H0329H,bramble,a.tad,Hebrew,4,candidate_vocabulary
H0334,lefthanded,it.ter,Hebrew,2,candidate_vocabulary
H0410H,El [Berith],el,Hebrew,1,candidate_vocabulary
H0612,bond,e.sur,Hebrew,3,candidate_vocabulary
H0708,shuttle,e.reg,Hebrew,2,candidate_vocabulary
H0822,lattice,esh.nav,Hebrew,2,candidate_vocabulary
H1121K,son: warrior,ben,Hebrew,57,candidate_vocabulary
H1303,briar,bar.qa.nim,Hebrew,2,candidate_vocabulary
H1492,fleece,giz.zah,Hebrew,7,candidate_vocabulary
H1574,short cubit,go.med,Hebrew,1,candidate_vocabulary
H1640,to sweep away,ga.raph,Hebrew,1,candidate_vocabulary
H1989,hammer,hal.mut,Hebrew,1,candidate_vocabulary
H2565,heap,cha.mor,Hebrew,2,candidate_vocabulary
H2775A,sun,che.res,Hebrew,2,candidate_vocabulary
H2872,highest,tab.bur,Hebrew,2,candidate_vocabulary
H3003G,Jabesh [Gilead],ya.vesh,Hebrew,11,candidate_vocabulary
H3901,war,la.chem,Hebrew,1,candidate_vocabulary
H4150J,meeting: signal appointed,mo.ed,Hebrew,1,candidate_vocabulary
H4388,hollow,makh.tesh,Hebrew,2,candidate_vocabulary
H4451,oxgoad,mal.med,Hebrew,1,candidate_vocabulary
H4492,cave,min.ha.rah,Hebrew,1,candidate_vocabulary
H4528,porch,mis.de.ron,Hebrew,1,candidate_vocabulary
H4664,landing,miph.rats,Hebrew,1,candidate_vocabulary
H4668,key,maph.te.ach,Hebrew,3,candidate_vocabulary
H4679,stronghold,me.tsad,Hebrew,11,candidate_vocabulary
H4718A,hammer,maq.qe.vet,Hebrew,1,candidate_vocabulary
H4747,cool,me.qe.rah,Hebrew,2,candidate_vocabulary
H4839,broth,ma.raq,Hebrew,3,candidate_vocabulary
H4857,well,mash.av,Hebrew,1,candidate_vocabulary
H4942,sheepfold,mish.pe.ta.yim,Hebrew,2,candidate_vocabulary
H4966,sweet,ma.toq,Hebrew,12,candidate_vocabulary
H4987,sweetness,mo.teq,Hebrew,1,candidate_vocabulary
H5188,pendant,ne.ti.phah,Hebrew,2,candidate_vocabulary
H5296,tow,ne.o.ret,Hebrew,2,candidate_vocabulary
H5325,hilt,nits.tsav,Hebrew,1,candidate_vocabulary
H5375U,to lift: marry,na.sa,Hebrew,15,candidate_vocabulary
H5375W,to lift: bearing [armour],na.sa,Hebrew,25,candidate_vocabulary
H5466,linen,sa.din,Hebrew,4,candidate_vocabulary
H5585,cleft,sa.iph,Hebrew,6,candidate_vocabulary
H5592B,threshold,saph,Hebrew,25,candidate_vocabulary
H5608B,secretary,so.pher,Hebrew,54,candidate_vocabulary
H5833,help,ez.rah,Hebrew,26,candidate_vocabulary
H5944,upper room,a.liy.yah,Hebrew,20,candidate_vocabulary
H6049G,Diviners' [Oak],a.nan,Hebrew,1,candidate_vocabulary
H6060B,necklace,a.naq,Hebrew,3,candidate_vocabulary
H6150,to grow dark,a.rav,Hebrew,3,candidate_vocabulary
H6366,two-edged,pe.yah,Hebrew,1,candidate_vocabulary
H6400,millstone,pe.lach,Hebrew,6,candidate_vocabulary
H6520,villager,pe.ra.zon,Hebrew,2,candidate_vocabulary
H6544A,to lead,pa.ra,Hebrew,1,candidate_vocabulary
H6648,dye,tse.va,Hebrew,3,candidate_vocabulary
H6715,tawny,tsa.chor,Hebrew,1,candidate_vocabulary
H6742,bun,tse.lil,Hebrew,4,candidate_vocabulary
H6776,pair,tse.med,Hebrew,15,candidate_vocabulary
H6852,to depart,tsa.phar,Hebrew,1,candidate_vocabulary
H6877,stronghold,tse.ri.ach,Hebrew,4,candidate_vocabulary
H6965K,to arise: guard,qum,Hebrew,2,candidate_vocabulary
H7134,axe,qar.dom,Hebrew,5,candidate_vocabulary
H7541,temple,raq.qah,Hebrew,5,candidate_vocabulary
H7553,embroidery,riq.mah,Hebrew,12,candidate_vocabulary
H7720,crescent,sa.ha.ron,Hebrew,3,candidate_vocabulary
H7754A,branch,s.vokh,Hebrew,1,candidate_vocabulary
H7754B,branch,s.vo.khah,Hebrew,1,candidate_vocabulary
H7776,fox,shu.al,Hebrew,7,candidate_vocabulary
H8063,rug,se.mi.khah,Hebrew,1,candidate_vocabulary
H8155,to plunder,sha.sas,Hebrew,6,candidate_vocabulary
H8282,princess,sa.rah,Hebrew,5,candidate_vocabulary
H8292,piping,she.ri.qah,Hebrew,2,candidate_vocabulary
H8385B,opportunity,to.a.nah,Hebrew,1,candidate_vocabulary
H0492,someone,al.mo.ni,Hebrew,3,candidate_vocabulary
H4304,cloak,mit.pa.chat,Hebrew,2,candidate_vocabulary
H6194,heap,a.re.mah,Hebrew,11,candidate_vocabulary
H6423,someone,pe.lo.ni,Hebrew,3,candidate_vocabulary
H0712,box,ar.gaz,Hebrew,3,candidate_vocabulary
H1143,champion,be.na.yim,Hebrew,2,candidate_vocabulary
H1690,fig cake,de.ve.lah,Hebrew,5,candidate_vocabulary
H1697K,word: deed,da.var,Hebrew,78,candidate_vocabulary
H1731,pot,dud,Hebrew,8,candidate_vocabulary
H1826I,to silence: destroyed,da.mam,Hebrew,5,candidate_vocabulary
H1861A,goad,dor.von,Hebrew,1,candidate_vocabulary
H1982,traveller,he.lekh,Hebrew,2,candidate_vocabulary
H2512,smooth,chal.luq,Hebrew,1,candidate_vocabulary
H2678,arrow,che.tsi,Hebrew,7,candidate_vocabulary
H2757,incision,cha.rits,Hebrew,3,candidate_vocabulary
H2878,slaughtered,tiv.chah,Hebrew,3,candidate_vocabulary
H2879,cook,tab.ba.chah,Hebrew,1,candidate_vocabulary
H2924,lamb,ta.leh,Hebrew,2,candidate_vocabulary
H3148,advantage,yo.ter,Hebrew,9,candidate_vocabulary
H3219,pouch,yal.qut,Hebrew,1,candidate_vocabulary
H3293B,honeycomb,ya.ar,Hebrew,3,candidate_vocabulary
H3295,honeycomb,ya.rah,Hebrew,1,candidate_vocabulary
H3523,quilt,ka.vir,Hebrew,2,candidate_vocabulary
H3724D,village,ko.pher,Hebrew,3,candidate_vocabulary
H3957,chamber,lish.kah,Hebrew,50,candidate_vocabulary
H4207A,fork,maz.leg,Hebrew,2,candidate_vocabulary
H4307H,guardhouse,mat.ta.rah,Hebrew,15,candidate_vocabulary
H4570,track,ma.gal,Hebrew,16,candidate_vocabulary
H4575,bond,ma.a.dan.not,Hebrew,2,candidate_vocabulary
H4670,threshold,miph.tan,Hebrew,8,candidate_vocabulary
H4686B,fortress,me.tsu.dah,Hebrew,19,candidate_vocabulary
H4697,greave,mits.chah,Hebrew,1,candidate_vocabulary
H4745,accident,miq.reh,Hebrew,10,candidate_vocabulary
H4770,stall,mar.beq,Hebrew,4,candidate_vocabulary
H5035A,bag,ne.vel,Hebrew,11,candidate_vocabulary
H5035B,harp,ne.vel,Hebrew,27,candidate_vocabulary
H5399,twilight,ne.sheph,Hebrew,12,candidate_vocabulary
H6010I,Valley [of Elah],e.meq,Hebrew,3,candidate_vocabulary
H6310L,lip: one third,peh,Hebrew,2,candidate_vocabulary
H6378,vial,pakh,Hebrew,3,candidate_vocabulary
H6550,flea,par.osh,Hebrew,2,candidate_vocabulary
H6571A,horse,pa.rash,Hebrew,5,candidate_vocabulary
H6587,step,pe.sa,Hebrew,1,candidate_vocabulary
H6778,cluster,tsam.muq,Hebrew,4,candidate_vocabulary
H6835,jar,tsap.pa.chat,Hebrew,7,candidate_vocabulary
H6931H,eastern: older,qad.mo.ni,Hebrew,4,candidate_vocabulary
H7050A,sling,qe.la,Hebrew,6,candidate_vocabulary
H7053,fork,qil.le.shon,Hebrew,1,candidate_vocabulary
H7203A,seer,ro.eh,Hebrew,11,candidate_vocabulary
H7323H,to run: guard,ruts,Hebrew,15,candidate_vocabulary
H7388,spittle,rir,Hebrew,2,candidate_vocabulary
H7548,perfumer,raq.qa.chah,Hebrew,1,candidate_vocabulary
H7704B,land: soil,sa.deh,Hebrew,6,candidate_vocabulary
H7991B,triangle,sha.lish,Hebrew,1,candidate_vocabulary
H8127I,tooth: crag,shen,Hebrew,4,candidate_vocabulary
H8127J,tooth: prong,shen,Hebrew,1,candidate_vocabulary
H8302B,armor,shir.yon,Hebrew,8,candidate_vocabulary
H8666,turn,te.shu.vah,Hebrew,8,candidate_vocabulary
H8670,present,te.shu.rah,Hebrew,1,candidate_vocabulary
H0706,fourfold,ar.ba.ta.yim,Hebrew,1,candidate_vocabulary
H0829,raisin bun,esh.par,Hebrew,2,candidate_vocabulary
H0877,cistern,bor,Hebrew,4,candidate_vocabulary
H1057,balsam,ba.kha,Hebrew,4,candidate_vocabulary
H1197H,to burn: destroy,ba.ar,Hebrew,4,candidate_vocabulary
H1279,food,bir.yah,Hebrew,3,candidate_vocabulary
H1295H,pool,be.re.khah,Hebrew,16,candidate_vocabulary
H1578,recompense,ge.mu.lah,Hebrew,3,candidate_vocabulary
H1606,rebuke,ge.a.rah,Hebrew,15,candidate_vocabulary
H3014,to thrust away,ya.gah,Hebrew,1,candidate_vocabulary
H3182,barefoot,ya.cheph,Hebrew,5,candidate_vocabulary
H3834,cake,le.vi.vah,Hebrew,3,candidate_vocabulary
H4037,axe,mag.ze.rah,Hebrew,1,candidate_vocabulary
H4050,saw,me.ge.rah,Hebrew,4,candidate_vocabulary
H4063,garment,ma.du,Hebrew,2,candidate_vocabulary
H4067,stature,ma.don,Hebrew,1,candidate_vocabulary
H4126,entrance,mo.va,Hebrew,5,candidate_vocabulary
H4173,threshing sled,mo.rag,Hebrew,3,candidate_vocabulary
H4323,brook,mi.khal,Hebrew,1,candidate_vocabulary
H4404,brick,mal.ben,Hebrew,6,candidate_vocabulary
H4405,speech,mil.lah,Hebrew,38,candidate_vocabulary
H4500,loom-beam,ma.nor,Hebrew,4,candidate_vocabulary
H4517,castanets,me.na.a.ne.a,Hebrew,1,candidate_vocabulary
H4794,running,me.ru.tsah,Hebrew,7,candidate_vocabulary
H4801,distance,mer.chaq,Hebrew,18,candidate_vocabulary
H4806,fatling,me.ri,Hebrew,8,candidate_vocabulary
H4958,pan,mas.ret,Hebrew,1,candidate_vocabulary
H5190,to lift,na.tal,Hebrew,4,candidate_vocabulary
H5425B,to free,na.tar,Hebrew,5,candidate_vocabulary
H5437K,to turn: changed,sa.vav,Hebrew,4,candidate_vocabulary
H5679,ford,a.va.rah,Hebrew,4,candidate_vocabulary
H5722,`wielded`,a.di.no,Hebrew,1,candidate_vocabulary
H6418,district,pe.lekh,Hebrew,10,candidate_vocabulary
H6505,mule,pe.red,Hebrew,15,candidate_vocabulary
H6767D,banging,tsel.tse.lim,Hebrew,3,candidate_vocabulary
H6806,step,tsa.ad,Hebrew,14,candidate_vocabulary
H6807A,marching,tse.a.dah,Hebrew,2,candidate_vocabulary
H7013,spear,qa.yin,Hebrew,1,candidate_vocabulary
H7166,ankle,qar.sol,Hebrew,2,candidate_vocabulary
H7626I,tribe: javelin,she.vet,Hebrew,1,candidate_vocabulary
H7730,thicket,s.vo.vekh,Hebrew,1,candidate_vocabulary
H7734,to turn back,sug,Hebrew,1,candidate_vocabulary
H7760B,fate,su.mah,Hebrew,1,candidate_vocabulary
H7778,gatekeeper,sho.er,Hebrew,37,candidate_vocabulary
H7871,sojourn,shi.vah,Hebrew,1,candidate_vocabulary
H7944,irreverence,shal,Hebrew,1,candidate_vocabulary
H8194,cheese,she.phot,Hebrew,1,candidate_vocabulary
H8357,buttock,shet,Hebrew,2,candidate_vocabulary
H0197G,Hall [of pillars],u.lam,Hebrew,5,candidate_vocabulary
H0396,food,a.khi.lah,Hebrew,1,candidate_vocabulary
H0484,almug,al.mug.gim,Hebrew,3,candidate_vocabulary
H0590,fleet,o.ni,Hebrew,7,candidate_vocabulary
H0666,bandage,a.pher,Hebrew,2,candidate_vocabulary
H0723,stall,ur.yah,Hebrew,3,candidate_vocabulary
H1324,bath,bat,Hebrew,13,candidate_vocabulary
H1557,dung,ga.lal,Hebrew,2,candidate_vocabulary
H1702,raft,do.ve.rot,Hebrew,1,candidate_vocabulary
H1964I,temple: nave,he.khal,Hebrew,12,candidate_vocabulary
H2120,Serpent's [Stone],zo.che.let,Hebrew,1,candidate_vocabulary
H2436I,bosom: lap,cheq,Hebrew,10,candidate_vocabulary
H2682A,grass,cha.tsir,Hebrew,21,candidate_vocabulary
H2835,little flock,cha.siph,Hebrew,1,candidate_vocabulary
H2839,spoke,chish.shuq,Hebrew,1,candidate_vocabulary
H2840,hub,chish.shur,Hebrew,1,candidate_vocabulary
H2947,handbreadth,te.phach,Hebrew,4,candidate_vocabulary
H3233H,right: south,ye.ma.ni,Hebrew,8,candidate_vocabulary
H3326B,floor,ya.tsi.a,Hebrew,12,candidate_vocabulary
H3608,prison,ke.le,Hebrew,10,candidate_vocabulary
H3734A,kor,kor,Hebrew,8,candidate_vocabulary
H3773,beam,ka.ru.tah,Hebrew,3,candidate_vocabulary
H3805,capital,ko.te.ret,Hebrew,24,candidate_vocabulary
H3883,stairs,lul,Hebrew,1,candidate_vocabulary
H3899I,food: allowance,le.chem,Hebrew,5,candidate_vocabulary
H3914,wreath,lo.yah,Hebrew,3,candidate_vocabulary
H4052,recess,mig.ra.ah,Hebrew,1,candidate_vocabulary
H4212,snuffer,me.zam.me.ret,Hebrew,5,candidate_vocabulary
H4350,base,me.kho.nah,Hebrew,24,candidate_vocabulary
H4361,food,mak.ko.let,Hebrew,1,candidate_vocabulary
H4403,garment,mal.bush,Hebrew,8,candidate_vocabulary
H4488,mina,ma.neh,Hebrew,5,candidate_vocabulary
H4551A,quarry,mas.sa,Hebrew,1,candidate_vocabulary
H4580,bun,ma.og,Hebrew,2,candidate_vocabulary
H4612,office,ma.a.mad,Hebrew,5,candidate_vocabulary
H4717,hammer,maq.qa.vah,Hebrew,3,candidate_vocabulary
H4734,engraving,miq.la.at,Hebrew,4,candidate_vocabulary
H5216B,lamp,nir,Hebrew,5,candidate_vocabulary
H5438,turn,sib.bah,Hebrew,1,candidate_vocabulary
H5604,ceiling,sip.pun,Hebrew,1,candidate_vocabulary
H5646,threshold,av,Hebrew,3,candidate_vocabulary
H5672,thickness,a.vi,Hebrew,5,candidate_vocabulary
H5676I,side: west,e.ver,Hebrew,2,candidate_vocabulary
H5696,round,a.gol,Hebrew,6,candidate_vocabulary
H6294,chance,pe.ga,Hebrew,2,candidate_vocabulary
H6497,gourd,pe.qa.im,Hebrew,3,candidate_vocabulary
H6506,female mule,pir.dah,Hebrew,3,candidate_vocabulary
H6957B,line,qav,Hebrew,13,candidate_vocabulary
H6995,little finger,qe.ton,Hebrew,2,candidate_vocabulary
H7168,rags,qe.ra,Hebrew,4,candidate_vocabulary
H7395,charioteer,rak.kav,Hebrew,3,candidate_vocabulary
H7529,coal,re.tseph,Hebrew,1,candidate_vocabulary
H7569,chain,rat.toq,Hebrew,2,candidate_vocabulary
H7574,broom,ro.tem,Hebrew,4,candidate_vocabulary
H7639,latticework,se.va.khah,Hebrew,19,candidate_vocabulary
H7752,whip,shot,Hebrew,11,candidate_vocabulary
H7869,age,sev,Hebrew,1,candidate_vocabulary
H7873,pursuing,sig,Hebrew,1,candidate_vocabulary
H8042H,left: north,se.ma.li,Hebrew,4,candidate_vocabulary
H8143,ivory,shen.hab.bim,Hebrew,2,candidate_vocabulary
H8168,handful,sho.al,Hebrew,3,candidate_vocabulary
H8256,sycamore,shiq.mah,Hebrew,7,candidate_vocabulary
H8372,chamber,ta,Hebrew,25,candidate_vocabulary
H8481H,lower,tach.ton,Hebrew,8,candidate_vocabulary
H8500,peacock,tuk.kiy.yim,Hebrew,2,candidate_vocabulary
H8585A,conduit,te.a.lah,Hebrew,9,candidate_vocabulary
H0219B,herb,o.rah,Hebrew,1,candidate_vocabulary
H0232,girdle,e.zor,Hebrew,14,candidate_vocabulary
H0305,O that!,a.cha.lay,Hebrew,2,candidate_vocabulary
H0669H,Ephraim [Gate],eph.ra.yim,Hebrew,2,candidate_vocabulary
H0737,ration,a.ru.chah,Hebrew,6,candidate_vocabulary
H1004H,Beth [Haggan],ba.yit,Hebrew,1,candidate_vocabulary
H1356A,cistern,gev,Hebrew,3,candidate_vocabulary
H1686,quano,div.yo.nim,Hebrew,1,candidate_vocabulary
H1785,siegework,da.yeq,Hebrew,6,candidate_vocabulary
H1828,dung,do.men,Hebrew,6,candidate_vocabulary
H1891,to become vain,ha.val,Hebrew,5,candidate_vocabulary
H2435,outer,chi.tson,Hebrew,25,candidate_vocabulary
H2669,freedom,choph.shit,Hebrew,5,candidate_vocabulary
H2716,dung,che.re,Hebrew,9,candidate_vocabulary
H2754,purse,cha.rit,Hebrew,2,candidate_vocabulary
H3740,feast,ke.rah,Hebrew,1,candidate_vocabulary
H4274,hewing,mach.tsev,Hebrew,3,candidate_vocabulary
H4329,portico,mu.sakh,Hebrew,4,candidate_vocabulary
H4346,cloth,makh.ber,Hebrew,1,candidate_vocabulary
H4378,acquaintance,mak.kar,Hebrew,2,candidate_vocabulary
H4458,apparel,mel.ta.chah,Hebrew,1,candidate_vocabulary
H4491,driving,min.hag,Hebrew,2,candidate_vocabulary
H4524,surrounds,me.sav,Hebrew,5,candidate_vocabulary
H4535,defense,mas.sach,Hebrew,1,candidate_vocabulary
H4837,pavement,mar.tse.phet,Hebrew,1,candidate_vocabulary
H4853B,oracle,mas.sa,Hebrew,28,candidate_vocabulary
H4932G,Second [Quarter],mish.neh,Hebrew,3,candidate_vocabulary
H4949,level,mish.qe.let,Hebrew,2,candidate_vocabulary
H4964,bridle,me.teg,Hebrew,4,candidate_vocabulary
H5185,descended,na.chet,Hebrew,1,candidate_vocabulary
H5307M,to fall: fell [trees],na.phal,Hebrew,6,candidate_vocabulary
H5386,debt,ne.shi,Hebrew,4,candidate_vocabulary
H5591B,tempest,se.a.rah,Hebrew,22,candidate_vocabulary
H6066,fine,o.nesh,Hebrew,2,candidate_vocabulary
H6320,color,pukh,Hebrew,4,candidate_vocabulary
H6438G,Corner [Gate],pin.nah,Hebrew,3,candidate_vocabulary
H6498,gourd,paq.qu.ot,Hebrew,1,candidate_vocabulary
H6503,colonnade,par.var,Hebrew,3,candidate_vocabulary
H6547Q,Pharaoh [Neco],par.oh,Hebrew,4,candidate_vocabulary
H6652,heap,tsib.bur,Hebrew,1,candidate_vocabulary
H6725,signpost,tsiy.yun,Hebrew,3,candidate_vocabulary
H6746,jar,tse.lo.chit,Hebrew,1,candidate_vocabulary
H6747,dish,tsal.la.chat,Hebrew,3,candidate_vocabulary
H6861,sack,tsiq.qa.lon,Hebrew,1,candidate_vocabulary
H6894,kab,qav,Hebrew,1,candidate_vocabulary
H7051,slinger,qal.la,Hebrew,1,candidate_vocabulary
H7704H,Field [of the Launderer],sa.deh,Hebrew,3,candidate_vocabulary
H7711A,blight,she.de.phah,Hebrew,1,candidate_vocabulary
H7921C,barrenness,me.shak.ke.let,Hebrew,2,candidate_vocabulary
H8229,abundance,shiph.ah,Hebrew,6,candidate_vocabulary
H8466,encampment,ta.cha.nah,Hebrew,1,candidate_vocabulary
H0001I,father of [Gibeon],av,Hebrew,2,candidate_vocabulary
H0029J,`his father`,a.viy.yah,Hebrew,1,candidate_vocabulary
H0150,dram,a.dar.kon,Hebrew,2,candidate_vocabulary
