"strong","word","source"
"G7411","desirable","meaning_tree;mounce"
"G7411","desired","lsj"
"G7411","to be desired","lsj"
"G7428","an epileptic fit","lsj"
"G7428","be possessed","meaning_tree;mounce"
"G7428","convulse","meaning_tree"
"G7428","have","lsj"
"G7435","a guest","lsj"
"G7435","appeal to thee in","lsj"
"G7435","be intimate with","lsj"
"G7435","communicated","lsj"
"G7435","dwell abroad","lsj"
"G7435","have hospitable","lsj"
"G7435","lent to","lsj"
"G7435","relations with","lsj"
"G7435","to be entertained","lsj"
"G7435","to be entertained as","lsj"
"G7435","to be on a visit","lsj"
"G7435","with","lsj"
"G7451","to have compassion","lsj"
"G7451","to show compassion","meaning_tree;mounce"
"G7454","acquaintance with","lsj"
"G7454","by profession","lsj"
"G7454","higher knowledge","meaning_tree;mounce"
"G7454","kinds of knowledge","lsj"
"G7454","knowledge","lsj"
"G7454","of knowledge","lsj"
"G7454","profession","lsj"
"G7454","professional skill","lsj"
"G7454","science","lsj"
"G7454","scientific knowledge","lsj"
"G7454","skilfully","lsj"
"G7454","skill","lsj"
"G7454","the sciences","lsj"
"G7454","understanding","lsj"
"G7471","exult over","lsj"
"G7471","joy","lsj"
"G7471","rejoice in","lsj"
"G7471","rejoice over","lsj"
"G7471","take pleasure in","lsj"
"G7471","to rejoice at","meaning_tree;mounce"
"G7474","incurring ridicule","meaning_tree;mounce"
"G7474","wherein one feels joy","lsj"
"G7474","wherein one feels malignant joy","lsj"
"G7493","a lover","lsj"
"G7493","desire","lsj"
"G7493","desire passionately","lsj"
"G7493","love","lsj"
"G7493","love warmly","lsj"
"G7493","to be in love with","lsj"
"G7493","to love passionately","meaning_tree;mounce"
"G7513","amours","lsj"
"G7513","desire","lsj"
"G7513","desire for i","lsj"
"G7513","desires","lsj"
"G7513","funeral wreath","lsj"
"G7513","love","lsj"
"G7513","love for","lsj"
"G7513","love of","lsj"
"G7513","loves","lsj"
"G7513","object of love","lsj"
"G7513","passion","meaning_tree;mounce"
"G7513","passionate joy","lsj"
"G7513","the god of love","lsj"
"G7518","be late","meaning_tree;mounce"
"G7518","to be last","lsj"
"G7518","to come too late","lsj"
"G7527","good news","meaning_tree;mounce"
"G7527","good tidings","lsj"
"G7533","approved","lsj"
"G7533","be approved","meaning_tree;mounce"
"G7533","credit","lsj"
"G7533","gain credit by","lsj"
"G7533","good repute","lsj"
"G7533","highly esteemed","lsj"
"G7533","hold in honour","lsj"
"G7533","popular","lsj"
"G7533","reputation","lsj"
"G7533","to be distinguished","lsj"
"G7533","to be genuine","lsj"
"G7533","to be highly esteemed","lsj"
"G7533","to be of good repute","lsj"
"G7533","to be recognized","lsj"
"G7533","to have influence","lsj"
"G7534","to be in good condition","lsj"
"G7548","grow luxuriantly","lsj"
"G7559","fair in outward show","lsj"
"G7559","fair of face","lsj"
"G7559","good-looking","meaning_tree;mounce"
"G7559","possessing legal personality","lsj"
"G7559","specious","lsj"
"G7559","with glad countenance","lsj"
"G7565","be moldy","meaning_tree;mounce"
"G7565","become mouldy","lsj"
"G7565","decay","lsj"
"G7565","of 'the great unwashed","lsj"
"G7565","to be","lsj"
"G7567","are favourable","lsj"
"G7567","be stable","meaning_tree;mounce"
"G7567","enjoy sound","lsj"
"G7567","enjoy tranquillity","lsj"
"G7567","rest in peace","lsj"
"G7567","stable","lsj"
"G7567","stable health","lsj"
"G7567","to be calm","lsj"
"G7567","to be steady","lsj"
"G7567","tranquil","lsj"
"G7576","be fragrant","meaning_tree;mounce"
"G7576","bouquet","lsj"
"G7576","emit a sweet","lsj"
"G7576","have a sweet savour","lsj"
"G7576","to be fragrant","lsj"
"G7589","be an enemy","meaning_tree;mounce"
"G7589","to be at enmity with","lsj"
"G7590","hatred","meaning_tree;mounce"
"G7600","envy","lsj"
"G7600","jealousy","lsj;meaning_tree;mounce"
"G7600","rivalry","lsj"
"G7601","custom","lsj"
"G7601","emulation","lsj"
"G7601","fashion","lsj"
"G7601","imitation","lsj"
"G7601","jealousy","lsj;meaning_tree;mounce"
"G7601","zealous pursuit","lsj"
"G7618","be esteemed","meaning_tree;mounce"
"G7618","consider","lsj"
"G7618","one must hold","lsj"
"G7618","one must lead","lsj"
"G7619","be delicious","meaning_tree;mounce"
"G7619","coax","lsj"
"G7619","delight","lsj;meaning_tree;mounce"
"G7619","gratify","lsj"
"G7619","make pleasant","lsj"
"G7619","season","lsj"
"G7635","be calm","meaning_tree;mounce"
"G7635","silent","lsj"
"G7635","to be still","lsj"
"G7643","magnify","lsj"
"G7643","to be regarded as a marvel","lsj"
"G7643","to cause wonder","meaning_tree;mounce"
"G7680","affliction","meaning_tree;mounce"
"G7681","decaying flesh","meaning_tree;mounce"
"G7683","boldly","lsj"
"G7683","boldness","meaning_tree;mounce"
"G7683","confidence","lsj"
"G7683","courage","lsj"
"G7683","insolence","lsj"
"G7683","over-boldness","lsj"
"G7683","rashness","lsj"
"G7684","bold of heart","lsj"
"G7684","bold-hearted","meaning_tree;mounce"
"G7686","arrogant","lsj"
"G7686","audacious","lsj"
"G7686","bold","lsj;meaning_tree;mounce"
"G7686","dare","lsj"
"G7686","dhers-","lsj"
"G7686","dhṛs-","lsj"
"G7686","durst","lsj"
"G7686","full of confidence","lsj"
"G7686","insolent","lsj"
"G7686","over-bold","lsj"
"G7686","rash","lsj;meaning_tree;mounce"
"G7686","to be ventured","lsj"
"G7686","too boldly","lsj"
"G7735","having an impediment in one's speech","lsj"
"G7735","thin-voiced","lsj"
"G7735","weak voiced","meaning_tree;mounce"
"G7735","weak-voiced","lsj"
"G7751","to consecrate","meaning_tree;mounce"
"G7752","be clean","meaning_tree;mounce"
"G7752","clean","lsj"
"G7752","contain a 'pure' syllable","lsj"
"G7752","correct","lsj"
"G7752","free from","lsj"
"G7752","pure","lsj"
"G7752","purists","lsj"
"G7752","sifted","lsj"
"G7752","to be 'pure","lsj"
"G7752","to be clean","lsj"
"G7752","to be free from","lsj"
"G7752","to be preceded by a vowel","lsj"
"G7752","to be pure","lsj"
"G7765","constantly","lsj"
"G7765","descant upon","lsj"
"G7765","make a hymn of","lsj"
"G7765","sing of much","lsj"
"G7765","to sing praise","meaning_tree;mounce"
"G7767","be late","meaning_tree;mounce"
"G7767","be slow to offer","lsj"
"G7767","come short of","lsj"
"G7767","come too late for","lsj"
"G7767","delay","lsj"
"G7767","fail","lsj"
"G7767","fail in","lsj"
"G7767","fall behind","lsj"
"G7767","fall short","lsj"
"G7767","fare badly","lsj"
"G7767","in","lsj"
"G7767","lack","lsj"
"G7767","shalt","lsj"
"G7767","to be kept waiting for","lsj"
"G7767","to be later","lsj"
"G7771","an evil deed","meaning_tree;mounce"
"G7772","bad workmanship","lsj"
"G7772","evil actions","meaning_tree;mounce"
"G7772","ill effects","lsj"
"G7772","injury","lsj"
"G7772","malice","lsj"
"G7772","malpractices","lsj"
"G7772","vice","lsj"
"G7772","villainy","lsj"
"G7772","wickedness","lsj"
"G7773","evil thinking","meaning_tree;mounce"
"G7773","folly","lsj"
"G7774","evil-minded","meaning_tree;mounce"
"G7774","heedless","lsj"
"G7774","ill-minded","lsj"
"G7774","imprudent","lsj"
"G7774","malignant","lsj"
"G7798","hearten","lsj"
"G7798","to take heart","meaning_tree;mounce"
"G7805","bear as fruit","lsj"
"G7805","bear fruit","lsj"
"G7805","drain","lsj"
"G7805","enjoy","lsj"
"G7805","enjoy the free use of","lsj"
"G7805","enjoy the usufruct","lsj"
"G7805","exhaust","lsj"
"G7805","exploit","lsj"
"G7805","get fruit for oneself","lsj"
"G7805","having enjoyed the profits","lsj"
"G7805","interest","lsj"
"G7805","make profit","lsj"
"G7805","offer","lsj"
"G7805","produce","lsj"
"G7805","reap crops from","lsj"
"G7805","take as fruit","lsj"
"G7805","to crop","lsj"
"G7805","to derive profits from","lsj"
"G7805","to yield","meaning_tree;mounce"
"G7806","a yield","meaning_tree;mounce"
"G7806","fruit","lsj"
"G7806","offering offruits","lsj"
"G7806","profit","lsj"
"G7807","a yield","meaning_tree;mounce"
"G7807","offering offruits","lsj"
"G7807","profit","lsj"
"G7807","sacrifice","lsj"
"G7807","use","lsj"
"G7808","reaching to the wrist","lsj"
"G7808","with long sleeves","meaning_tree;mounce"
"G7808","with sleeves down to the wrist","lsj"
"G7813","nut-like","meaning_tree;mounce"
"G7891","bewail","lsj"
"G7891","to mourn","meaning_tree;mounce"
"G7895","very bitter","lsj;meaning_tree;mounce"
"G7898","a terror","meaning_tree;mounce"
"G7898","amazement","lsj"
"G7898","consternation","lsj"
"G7898","extreme shyness","lsj"
"G7898","fixation","lsj"
"G7899","abject terror","lsj"
"G7899","astound","lsj"
"G7899","astounded","lsj"
"G7899","browbeat","lsj"
"G7899","bully","lsj"
"G7899","strike down","lsj"
"G7899","strike with amazement","lsj"
"G7899","tax","lsj"
"G7899","terrify","lsj"
"G7899","to be amazed at","lsj"
"G7899","to be panic-stricken","lsj"
"G7904","cower","lsj"
"G7904","cower beneath","lsj"
"G7904","crouch","lsj"
"G7906","a curse","meaning_tree;mounce"
"G7906","cursing","lsj"
"G7929","mourn","lsj"
"G7929","sigh","lsj"
"G7929","to groan","meaning_tree;mounce"
"G7936","delight greatly","lsj"
"G7936","to delight","meaning_tree;mounce"
"G7946","confusion","lsj"
"G7946","corruption","meaning_tree;mounce"
"G7946","death","lsj"
"G7946","destruction","lsj"
"G7946","perturbation","lsj"
"G7946","ruin","lsj"
"G7949","afraid of","lsj"
"G7949","fear","meaning_tree;mounce"
"G7949","fearful","lsj"
"G7949","terrifying","lsj"
"G7953","exult over","lsj"
"G7953","rejoice much","lsj"
"G7953","to rejoice against","meaning_tree;mounce"
"G7953","with malicious joy","lsj"
"G7973","be arrogant","meaning_tree;mounce"
"G7973","to be conceited of oneself","lsj"
"G7983","affliction","lsj"
"G7983","in great pain","lsj"
"G7983","to afflict grievously","meaning_tree;mounce"
"G7994","become feather-brained","lsj"
"G7994","ensnare like a","lsj"
"G7994","to be easily cajoled","lsj"
"G8013","conceive","lsj"
"G8013","crave for strange food","lsj"
"G8013","long","lsj"
"G8016","place of weeping","lsj"
"G8083","carouse","lsj"
"G8083","have a sick headache after a debauch","lsj"
"G8083","revel","lsj"
"G8083","to be intoxicated","lsj"
"G8117","dignity","meaning_tree;mounce"
"G8117","glory","lsj"
"G8117","renown","lsj"
"G8128","be pregnant","lsj"
"G8128","be with child","meaning_tree;mounce"
"G8128","of","lsj"
"G8128","to be with young","lsj"
"G8128","with","lsj"
"G8146","be silent","meaning_tree;mounce"
"G8146","hold one's peace","lsj"
"G8147","be mute","meaning_tree;mounce"
"G8147","become dumb","lsj"
"G8147","deaden","lsj"
"G8147","deafen","lsj"
"G8147","injure","lsj"
"G8147","lose its freshness","lsj"
"G8147","maim","lsj"
"G8147","numb","lsj"
"G8147","put to silence","lsj"
"G8156","endowed with speech","lsj"
"G8156","power of speech","meaning_tree;mounce"
"G8156","talked of","lsj"
"G8159","like a","lsj"
"G8186","be white","meaning_tree;mounce"
"G8186","clad in white","lsj"
"G8186","to be colourless","lsj"
"G8186","to be white","lsj"
"G8199","be famished","meaning_tree;mounce"
"G8199","hungry","lsj"
"G8199","to be famished","lsj"
"G8202","anoint","lsj"
"G8202","anoint oneself","lsj"
"G8202","enrich","lsj"
"G8202","fatten","meaning_tree;mounce"
"G8202","glisten","lsj"
"G8202","make fat","lsj"
"G8202","oil","lsj"
"G8202","oiling","lsj"
"G8202","to anoint","meaning_tree;mounce"
"G8214","causing pain","lsj"
"G8214","causing sorrow","lsj"
"G8214","distressing","lsj;meaning_tree;mounce"
"G8214","objects of jealousy and envy","lsj"
"G8214","painful","lsj"
"G8214","painfully","lsj"
"G8214","sad","lsj"
"G8214","show pain","lsj"
"G8214","so as to cause pain","lsj"
"G8214","so as to feel","lsj"
"G8214","troublesome","lsj"
"G8214","with pain","lsj"
"G8229","be irresistibly led","meaning_tree;mounce"
"G8231","deemed","lsj"
"G8231","enviable","lsj"
"G8231","most blessed","meaning_tree;mounce"
"G8231","to be deemed happy","lsj"
"G8232","long-lived","lsj;meaning_tree;mounce"
"G8232","with a long bow","lsj"
"G8237","last a long time","lsj"
"G8238","a thing put far away","lsj"
"G8238","abomination","meaning_tree;mounce"
"G8240","a fortiori","lsj"
"G8240","about","lsj"
"G8240","above all","lsj"
"G8240","actually","lsj"
"G8240","all","lsj"
"G8240","as much as any","lsj"
"G8240","but rather","lsj"
"G8240","by all means","meaning_tree;mounce"
"G8240","carefully","lsj"
"G8240","certainly","lsj"
"G8240","doubtless","lsj"
"G8240","especially","lsj"
"G8240","ever so","lsj"
"G8240","ever so much","lsj"
"G8240","every one","lsj"
"G8240","exceedingly","lsj"
"G8240","fiercely","lsj"
"G8240","first and above all","lsj"
"G8240","highest degree","lsj"
"G8240","in earnest","lsj"
"G8240","in round numbers","lsj"
"G8240","in the highest degree","lsj"
"G8240","in very","lsj"
"G8240","indeed","lsj"
"G8240","just","lsj"
"G8240","more","lsj"
"G8240","more and more","lsj"
"G8240","more than","lsj"
"G8240","most","lsj"
"G8240","most certainly","lsj"
"G8240","most of all","lsj"
"G8240","much more","lsj"
"G8240","never so much","lsj"
"G8240","or never","lsj"
"G8240","plainly","lsj"
"G8240","precisely","lsj"
"G8240","quite","lsj"
"G8240","rather","lsj"
"G8240","right","lsj"
"G8240","supreme","lsj"
"G8240","the more","lsj"
"G8240","to put an extreme case","lsj"
"G8240","together","lsj"
"G8240","very","lsj"
"G8240","violent","lsj"
"G8240","yes","lsj"
"G8242","appeased","lsj"
"G8242","be infirm","meaning_tree;mounce"
"G8242","cowardice","lsj"
"G8242","like a weakling","lsj"
"G8242","made effeminate","lsj"
"G8242","meet","lsj"
"G8242","show weakness","lsj"
"G8242","to be softened","lsj"
"G8242","to be weakly","lsj"
"G8272","endowed with genius","lsj"
"G8272","high-minded","meaning_tree;mounce"
"G8272","large","lsj"
"G8272","lofty genius","lsj"
"G8272","of noble nature","lsj"
"G8272","with exaggeration","lsj"
"G8281","attention","lsj"
"G8281","become accustomed to","lsj"
"G8281","branch","lsj"
"G8281","care","lsj"
"G8281","care for","lsj"
"G8281","care taken","lsj"
"G8281","condition","lsj"
"G8281","declamation","lsj"
"G8281","drill","lsj"
"G8281","exercise","lsj"
"G8281","exercises","lsj"
"G8281","habit","lsj"
"G8281","lecture","lsj"
"G8281","matter","lsj"
"G8281","meditation","meaning_tree;mounce"
"G8281","object of study","lsj"
"G8281","painful exercises","lsj"
"G8281","practice","lsj"
"G8281","pursuit","lsj"
"G8281","rehearsal","lsj"
"G8281","rehearsals","lsj"
"G8281","theme","lsj"
"G8281","threatening symptom","lsj"
"G8281","treatment","lsj"
"G8281","usage","lsj"
"G8298","change of purpose","lsj"
"G8298","regret","lsj"
"G8298","repentance","lsj;meaning_tree;mounce"
"G8313","abate","lsj"
"G8313","be content","meaning_tree;mounce"
"G8313","control","lsj"
"G8313","de herb","lsj"
"G8313","in","lsj"
"G8313","jest","lsj"
"G8313","keep measure","lsj"
"G8313","moderate","lsj"
"G8313","reduce","lsj"
"G8313","regulate","lsj"
"G8313","remit","lsj"
"G8313","show","lsj"
"G8313","to be 'only middling","lsj"
"G8313","to be moderate","lsj"
"G8313","to be unwell","lsj"
"G8318","revengeful temper","lsj"
"G8318","vehement anger","meaning_tree;mounce"
"G8318","wrath","lsj"
"G8320","be infuriated","meaning_tree;mounce"
"G8320","be wroth against","lsj"
"G8320","because of","lsj"
"G8320","cherish wrath","lsj;meaning_tree;mounce"
"G8327","defilement","meaning_tree;mounce"
"G8327","pollution","lsj"
"G8332","grudge","lsj"
"G8332","hate","lsj"
"G8332","hate borne","lsj"
"G8332","hate felt against","lsj"
"G8332","hateful object","lsj"
"G8332","hatred","lsj;meaning_tree;mounce"
"G8363","to be afflicted with warts","lsj"
"G8376","be paralyzed","meaning_tree;mounce"
"G8376","grow stiff","lsj"
"G8376","numb","lsj"
"G8419","dull of heart","meaning_tree;mounce"
"G8419","slow of heart","lsj"
"G8422","be yellowish","meaning_tree;mounce"
"G8422","brown","lsj"
"G8422","make yellow","lsj"
"G8422","to be yellow","lsj"
"G8422","with hair dyed yellow","lsj"
"G8463","drunk","lsj"
"G8463","to be drunken","lsj"
"G8466","drink wine in moderation","lsj"
"G8466","get drunk","lsj"
"G8466","intoxicate","lsj"
"G8466","to be the worse for wine","lsj"
"G8466","turn into wine","lsj"
"G8468","absent","lsj"
"G8468","and gone","lsj"
"G8468","away","lsj"
"G8468","be gone hence","lsj"
"G8468","be undone","meaning_tree;mounce"
"G8468","come","lsj"
"G8468","dead","lsj"
"G8468","departed","lsj"
"G8468","go","lsj"
"G8468","go away","lsj"
"G8468","go off","lsj"
"G8468","gone","lsj"
"G8468","he had gone","lsj"
"G8468","he has gone","lsj"
"G8468","he has gone and","lsj"
"G8468","he's clean gone","lsj"
"G8468","is absent","lsj"
"G8468","lost","lsj"
"G8468","ruined","lsj"
"G8468","set out","meaning_tree;mounce"
"G8468","to be gone","lsj"
"G8468","to be undone","lsj"
"G8468","to have departed","lsj"
"G8468","undone","lsj"
"G8468","vanished","lsj"
"G8474","slothful","meaning_tree;mounce"
"G8485","be faint-hearted","meaning_tree;mounce"
"G8485","become discouraged","lsj"
"G8485","to be faint","lsj"
"G8485","to be worried","lsj"
"G8513","be sour","meaning_tree;mounce"
"G8513","bear sour grapes","lsj"
"G8513","steals sour grapes","lsj"
"G8513","to be unripe","lsj"
"G8546","as a monument of glory","lsj"
"G8546","be straight up","meaning_tree;mounce"
"G8546","be true","lsj"
"G8546","bring","lsj"
"G8546","build","lsj"
"G8546","exalt","lsj"
"G8546","flourish","lsj"
"G8546","go straight","lsj"
"G8546","guide aright","lsj"
"G8546","happiness","lsj"
"G8546","happy","lsj"
"G8546","honour","lsj"
"G8546","if all goes well","lsj"
"G8546","make famous","lsj"
"G8546","make straight","lsj"
"G8546","prosper","lsj"
"G8546","raise","lsj"
"G8546","raise up","lsj"
"G8546","rebuild","lsj"
"G8546","restore","lsj"
"G8546","restore to health","lsj"
"G8546","rise from one's seat","lsj"
"G8546","rise up","lsj"
"G8546","set right","lsj"
"G8546","set straight","lsj"
"G8546","set up","lsj"
"G8546","set upright","lsj"
"G8546","stand up","lsj"
"G8546","straighten","lsj"
"G8546","succeed","lsj"
"G8546","success","lsj"
"G8546","to a happy end","lsj"
"G8546","to be right","lsj"
"G8546","to be safe","lsj"
"G8546","to be set upright","lsj"
"G8546","to vigour","lsj"
"G8546","upright","lsj"
"G8546","use the nominative case","lsj"
"G8598","assumes every shape","lsj"
"G8598","in all kinds of ways","lsj"
"G8598","manifold","lsj"
"G8598","miscellaneous","lsj"
"G8598","of all kinds","meaning_tree;mounce"
"G8598","of all sorts","lsj"
"G8598","of every country","lsj"
"G8598","of every kind","lsj"
"G8618","comforting","meaning_tree;mounce"
"G8618","hortatory","lsj"
"G8618","on demand","lsj"
"G8618","stimulating","lsj"
"G8619","a comforter","meaning_tree;mounce"
"G8619","comforter","lsj"
"G8619","one who encourages","lsj"
"G8619","suppliant","lsj"
"G8634","a transgression","meaning_tree;mounce"
"G8634","course","lsj"
"G8634","falling beside","lsj"
"G8634","falling from the right way","lsj"
"G8634","lying side by side","lsj"
"G8634","mistake","lsj"
"G8634","off the road","lsj"
"G8634","pursuing","lsj"
"G8634","situation","lsj"
"G8642","accompany","lsj"
"G8642","be a bodyguard","meaning_tree;mounce"
"G8642","be off","lsj"
"G8642","escape un noticed","lsj"
"G8642","exceed","lsj"
"G8642","excel","lsj"
"G8642","go beyond","lsj"
"G8642","neglect","lsj"
"G8642","omit","lsj"
"G8642","outrun","lsj"
"G8642","over","lsj"
"G8642","overtake","lsj"
"G8642","pass over","lsj"
"G8642","past","lsj"
"G8642","run across","lsj"
"G8642","run along","meaning_tree;mounce"
"G8642","run by","lsj"
"G8642","run over","lsj"
"G8642","run through","lsj"
"G8642","runners","lsj"
"G8642","slight","lsj"
"G8642","surpass","lsj"
"G8642","treat cursorily","lsj"
"G8658","be in heat","meaning_tree;mounce"
"G8658","incite","lsj"
"G8658","provoke","lsj"
"G8687","be darkened","meaning_tree;mounce"
"G8692","for mourning","lsj"
"G8692","in mourning","lsj"
"G8692","mournful","lsj;meaning_tree;mounce"
"G8692","of","lsj"
"G8694","are a-doing","lsj"
"G8694","be in need","meaning_tree;mounce"
"G8694","get ready","lsj"
"G8694","have need of","lsj"
"G8694","needy","lsj"
"G8694","pro them","lsj"
"G8694","to be poor","lsj"
"G8694","to be poor in","lsj"
"G8694","to have to work for one's living","lsj"
"G8694","toil","lsj"
"G8694","were busy","lsj"
"G8694","work","lsj"
"G8694","work at","lsj"
"G8721","be an advantage","meaning_tree;mounce"
"G8721","consequence","lsj"
"G8721","escape","lsj"
"G8721","escaped from","lsj"
"G8721","gain any advantage","lsj"
"G8721","have a superiority in","lsj"
"G8721","have the advantage","lsj"
"G8721","he survived","lsj"
"G8721","is","lsj"
"G8721","live over","lsj"
"G8721","may get","lsj"
"G8721","overcome","lsj"
"G8721","prevail","lsj"
"G8721","prevail over","lsj"
"G8721","remain over and above","lsj"
"G8721","revenues","lsj"
"G8721","surplus","lsj"
"G8721","survive","lsj"
"G8721","survivors","lsj"
"G8721","the upshot","lsj"
"G8721","to be a result","lsj"
"G8721","to be left over","lsj"
"G8721","to be superior","lsj"
"G8721","to be superior to","lsj"
"G8721","was the result","lsj"
"G8721","which remained from","lsj"
"G8793","bitterness","meaning_tree;mounce"
"G8793","bitterness bitter feeling","lsj"
"G8794","a bitter herb","meaning_tree;mounce"
"G8794","helminthia sepioides","lsj"
"G8794","ox-tongue","lsj"
"G8794","sour soil","lsj"
"G8825","to be borne as by the wind","lsj"
"G8849","full of mercy","meaning_tree;mounce"
"G8849","very merciful","lsj"
"G8854","abound","lsj"
"G8854","be numerous","meaning_tree;mounce"
"G8854","multiply","lsj"
"G8859","live long","lsj"
"G8859","prolong","lsj"
"G8859","to delay long","meaning_tree;mounce"
"G8860","ancient","lsj"
"G8860","lasting for long","lsj"
"G8860","long-lived","lsj;meaning_tree;mounce"
"G8860","long-protracted","lsj"
"G8860","of long standing","lsj"
"G8860","of olden time","lsj"
"G8878","gentle-minded","meaning_tree;mounce"
"G8878","of gentle mind","lsj"
"G8898","anticipate","lsj"
"G8898","apprehend before","lsj"
"G8898","crush","lsj"
"G8898","ensure","lsj"
"G8898","fasten securely","lsj"
"G8898","frustrate","lsj"
"G8898","if taken in time","lsj"
"G8898","in preparation for","lsj"
"G8898","occupy in advance","lsj"
"G8898","overpower first","lsj"
"G8898","preoccupy","lsj"
"G8898","prevent","lsj"
"G8898","seize beforehand","lsj"
"G8898","surprise","lsj"
"G8898","that have been anticipated","lsj"
"G8898","to be predetermined","lsj"
"G8898","to be prejudiced","lsj"
"G8898","to be so occupied","lsj"
"G8898","to be surprised","lsj"
"G8898","win over before","lsj"
"G8922","fit","lsj"
"G8922","gentle","lsj"
"G8922","gently","lsj"
"G8922","kind","lsj;meaning_tree;mounce"
"G8922","most pleasant","lsj"
"G8922","smooth things","lsj"
"G8922","soft","lsj"
"G8922","soothing","lsj"
"G8922","suitable","lsj"
"G8922","the enticement","lsj"
"G8926","be burnt through","meaning_tree;mounce"
"G8926","burn besides","lsj"
"G8926","burnt at the fire","lsj"
"G8926","set on fire","lsj"
"G8926","to be in love with","lsj"
"G8946","rejoice at","lsj"
"G8946","to rejoice with","meaning_tree;mounce"
"G8963","be seated first","meaning_tree;mounce"
"G8963","place","lsj"
"G8963","seat in front of","lsj"
"G8997","be reddish","meaning_tree;mounce"
"G8997","ruddy","lsj"
"G8997","to be red","lsj"
"H0505","a thousand","meaning_tree"
"H0505","as numeral","meaning_tree"
"H0505","company","meaning_tree"
"H0505","troops","meaning_tree"
"H0637","adv","meaning_tree"
"H0637","also","meaning_tree"
"H0637","furthermore","meaning_tree"
"H0637","indeed","meaning_tree"
"H0637","though","meaning_tree"
"H0637","yea","meaning_tree"
"H1097","adv of negation","meaning_tree"
"H1097","no","meaning_tree"
"H1097","not","meaning_tree"
"H1097","subst","meaning_tree"
"H1097","wearing out","meaning_tree"
"H1097","without","meaning_tree"
"H1961","appear","meaning_tree"
"H1961","be at","meaning_tree"
"H1961","be brought about","meaning_tree"
"H1961","be done","meaning_tree"
"H1961","be established","meaning_tree"
"H1961","be finished","meaning_tree"
"H1961","be gone","meaning_tree"
"H1961","be in","meaning_tree"
"H1961","be in existence","meaning_tree"
"H1961","be with","meaning_tree"
"H1961","become","meaning_tree"
"H1961","come","meaning_tree"
"H1961","come about","meaning_tree"
"H1961","come to pass","meaning_tree"
"H1961","exist","meaning_tree"
"H1961","fall out","meaning_tree"
"H1961","happen","meaning_tree"
"H1961","lie","meaning_tree"
"H1961","occur","meaning_tree"
"H1961","remain","meaning_tree"
"H1961","take place","meaning_tree"
"H1961","to abide","meaning_tree"
"H1961","to accompany","meaning_tree"
"H1961","to arise","meaning_tree"
"H1961","to be","meaning_tree"
"H1961","to be done","meaning_tree"
"H1961","to be instituted","meaning_tree"
"H1961","to become","meaning_tree"
"H1961","to become like","meaning_tree"
"H1961","to come about","meaning_tree"
"H1961","to exist","meaning_tree"
"H1961","to happen","meaning_tree"
"H1961","to occur","meaning_tree"
"H1961","to stand","meaning_tree"
"H2409","sin offering","meaning_tree"
"H3644","according as","meaning_tree"
"H3644","adv","meaning_tree"
"H3644","as","meaning_tree"
"H3644","as it were","meaning_tree"
"H3644","conj","meaning_tree"
"H3644","like","meaning_tree"
"H3644","when","meaning_tree"
"H4059","continue","meaning_tree"
"H4616","in view of","meaning_tree"
"H4616","intent prep","meaning_tree"
"H4616","on account of","meaning_tree"
"H4616","purpose","meaning_tree"
"H4994","i (we) pray","meaning_tree"
"H4994","now","meaning_tree"
"H4994","please","meaning_tree"
"H5704","as far as","meaning_tree"
"H5704","conj","meaning_tree"
"H5704","during","meaning_tree"
"H5704","end","meaning_tree"
"H5704","even like","meaning_tree"
"H5704","even to","meaning_tree"
"H5704","from...as far as","meaning_tree"
"H5704","in combination","meaning_tree"
"H5704","of degree","meaning_tree"
"H5704","of space","meaning_tree"
"H5704","of time","meaning_tree"
"H5704","prep","meaning_tree"
"H5704","so that even","meaning_tree"
"H5704","till","meaning_tree"
"H5704","until","meaning_tree"
"H5704","unto","meaning_tree"
"H5704","up to","meaning_tree"
"H5704","while","meaning_tree"
"H5921","above","meaning_tree"
"H5921","according to","meaning_tree"
"H5921","adjoining","meaning_tree"
"H5921","against","meaning_tree"
"H5921","as regards","meaning_tree"
"H5921","at","meaning_tree"
"H5921","because of","meaning_tree"
"H5921","beside","meaning_tree"
"H5921","beyond","meaning_tree"
"H5921","by","meaning_tree"
"H5921","concerning","meaning_tree"
"H5921","down upon","meaning_tree"
"H5921","for","meaning_tree"
"H5921","from","meaning_tree"
"H5921","in addition to","meaning_tree"
"H5921","in spite of","meaning_tree"
"H5921","next","meaning_tree"
"H5921","notwithstanding","meaning_tree"
"H5921","on","meaning_tree"
"H5921","on account of","meaning_tree"
"H5921","on behalf of","meaning_tree"
"H5921","on to","meaning_tree"
"H5921","over","meaning_tree"
"H5921","over (of excess","meaning_tree"
"H5921","over to","meaning_tree"
"H5921","over towards","meaning_tree"
"H5921","prep","meaning_tree"
"H5921","therefore","meaning_tree"
"H5921","to","meaning_tree"
"H5921","together with","meaning_tree"
"H5921","towards","meaning_tree"
"H5921","unto","meaning_tree"
"H5921","up to","meaning_tree"
"H5921","up upon","meaning_tree"
"H5921","upon","meaning_tree"
"H5921","with","meaning_tree"
"H5921","with (of addition","meaning_tree"
"H7444","cry","meaning_tree"
"H7444","shout","meaning_tree"
