id,strong,related_strong,related_form,related_transliteration,related_gloss,deleted
49333,G0226,G0227,ἀληθής,alēthēs,true,0
49334,G0226,G0228,ἀληθινός,alēthinos,true,0
49335,G0226,G0230,ἀληθῶς,alēthōs,truly,0
49336,G0227,G0225,ἀλήθεια,alētheia,truth,0
49337,G0227,G0226,ἀληθεύω,alētheuō,be truthful,0
49338,G0227,G0228,ἀληθινός,alēthinos,true,0
49339,G0227,G0230,ἀληθῶς,alēthōs,truly,0
49340,G0227,G2990,λανθάνω,lanthanō,be hidden,0
49341,G0228,G0225,ἀλήθεια,alētheia,truth,0
49342,G0228,G0226,ἀληθεύω,alētheuō,be truthful,0
49343,G0228,G0227,ἀληθής,alēthēs,true,0
49344,G0228,G0230,ἀληθῶς,alēthōs,truly,0
49345,G0230,G0225,ἀλήθεια,alētheia,truth,0
49346,G0230,G0226,ἀληθεύω,alētheuō,be truthful,0
49347,G0230,G0227,ἀληθής,alēthēs,true,0
49348,G0230,G0228,ἀληθινός,alēthinos,true,0
49349,G0234,,,,,0
49350,G0235,G0243,ἄλλος,allos,another,0
49351,G0253,G3077,λύπη,lupē,grief,0
49352,G0264,G0265,ἁμάρτημα,hamartēma,sin,0
49353,G0264,G0266,ἁμαρτία,hamartia,sin,0
49354,G0264,G0268,ἁμαρτωλός,hamartōlos,sinful,0
49355,G0264,G0361,ἀναμάρτητος,anamartētos,sinless,0
49356,G0264,G4258,προαμαρτάνω,proamartanō,to sin beforehand,0
49357,G0265,G0264,ἁμαρτάνω,hamartanō,to sin,0
49358,G0265,G0266,ἁμαρτία,hamartia,sin,0
49359,G0265,G0268,ἁμαρτωλός,hamartōlos,sinful,0
49360,G0265,G0361,ἀναμάρτητος,anamartētos,sinless,0
49361,G0265,G4258,προαμαρτάνω,proamartanō,to sin beforehand,0
49362,G0266,G0264,ἁμαρτάνω,hamartanō,to sin,0
49363,G0266,G0265,ἁμάρτημα,hamartēma,sin,0
49364,G0266,G0268,ἁμαρτωλός,hamartōlos,sinful,0
49365,G0266,G0361,ἀναμάρτητος,anamartētos,sinless,0
49366,G0266,G4258,προαμαρτάνω,proamartanō,to sin beforehand,0
49367,G0268,G0264,ἁμαρτάνω,hamartanō,to sin,0
49368,G0268,G0265,ἁμάρτημα,hamartēma,sin,0
49369,G0268,G0266,ἁμαρτία,hamartia,sin,0
49370,G0268,G0361,ἀναμάρτητος,anamartētos,sinless,0
49371,G0268,G4258,προαμαρτάνω,proamartanō,to sin beforehand,0
49372,G0273,G0274,ἀμέμπτως,amemptōs,blamelessly,0
49373,G0273,G3201,μέμφομαι,memfomai,to blame,0
49374,G0275,G3308,μέριμνα,merimna,concern,0
49375,G0278,G3338,μεταμέλλομαι,metamellomai,to repent,0
49376,G0283,G3392,μιαίνω,miainō,to stain,0
49377,G0298,G0299,ἄμωμος,amōmos,blameless,0
49378,G0298,G3201,μέμφομαι,memfomai,to blame,0
49379,G0298,G3202,μεμψίμοιρος,mempsimoiros,malcontent,0
49380,G0298,G3469,μωμάομαι,mōmaomai,to criticize,0
49381,G0298,G3470,μῶμος,mōmos,blemish,0
49382,G0299,G0298,ἀμώμητος,amōmētos,blameless,0
49383,G0299,G3201,μέμφομαι,memfomai,to blame,0
49384,G0299,G3202,μεμψίμοιρος,mempsimoiros,malcontent,0
49385,G0299,G3469,μωμάομαι,mōmaomai,to criticize,0
49386,G0299,G3470,μῶμος,mōmos,blemish,0
49387,G0318,G0043,ἀγκάλη,ankalē,arm,0
49388,G0318,G0303,ἀνά,ana,each,0
49389,G0318,G0315,ἀναγκάζω,anankazō,to compel,0
49390,G0318,G0316,ἀναγκαῖος,anankaios,necessary,0
49391,G0318,G0317,ἀναγκαστῶς,anankastōs,necessarily,0
49392,G0318,G1876,ἐπάναγκες,epanankes,necessarily,0
49393,G0327,G0303,ἀνά,ana,each,0
49394,G0327,G2212,ζητέω,zēteō,to seek,0
49395,G0330,G0303,ἀνά,ana,each,0
49396,G0331,G0332,ἀναθεματίζω,anathematizō,to take an oath,0
49397,G0331,G0394,ἀνατίθημι,anatithēmi,to set before,0
49398,G0332,G0331,ἀνάθεμα,anathema,cursed,0
49399,G0334,G0394,ἀνατίθημι,anatithēmi,to set before,0
49400,G0338,G0156,αἰτία,aitia,cause/charge,0
49401,G0338,G0159,αἴτιος,aitios,causer,0
49402,G0340,G0303,ἀνά,ana,each,0
49403,G0340,G0342,ἀνακαίνωσις,anakainōsis,renewal,0
49404,G0340,G2537,καινός,kainos,new,0
49405,G0341,G0303,ἀνά,ana,each,0
49406,G0341,G0342,ἀνακαίνωσις,anakainōsis,renewal,0
49407,G0341,G2537,καινός,kainos,new,0
49408,G0342,G0303,ἀνά,ana,each,0
49409,G0342,G0341,ἀνακαινόω,anakainoō,to renew,0
49410,G0342,G2537,καινός,kainos,new,0
49411,G0350,G0303,ἀνά,ana,each,0
49412,G0350,G0351,ἀνάκρισις,anakrisis,investigation,0
49413,G0350,G2919,κρίνω,krinō,to judge,0
49414,G0361,G0264,ἁμαρτάνω,hamartanō,to sin,0
49415,G0361,G0265,ἁμάρτημα,hamartēma,sin,0
49416,G0361,G0266,ἁμαρτία,hamartia,sin,0
49417,G0361,G0268,ἁμαρτωλός,hamartōlos,sinful,0
49418,G0361,G4258,προαμαρτάνω,proamartanō,to sin beforehand,0
49419,G0362,G0303,ἀνά,ana,each,0
49420,G0362,G3306,μένω,menō,to stay,0
49421,G0363,G0303,ἀνά,ana,each,0
49422,G0363,G0364,ἀνάμνησις,anamnēsis,remembrance,0
49423,G0363,G3403,μιμνήσκω,mimnēskō,to remember,0
49424,G0365,G0303,ἀνά,ana,each,0
49425,G0365,G3501,νέος,neos,new,0
49426,G0389,G0303,ἀνά,ana,each,0
49427,G0389,G0389,ἀναστενάζω,anastenazō,to sigh deeply,0
49428,G0389,G4726,στεναγμός,stenagmos,groan,0
49429,G0389,G4727,στενάζω,stenazō,to groan,0
49430,G0389,G4959,συστενάζω,sustenazō,to groan with,0
49431,G0389,G7929,καταστενάζω,katastenazō,to groan,0
49432,G0389,G9162,στένω,stenō,to moan,0
49433,G0407,G0435G,ἀνήρ,anēr,man,0
49434,G0407,G0435H,ἀνήρ,anēr,man: husband,0
49435,G0415,G1655,ἐλεήμων,eleēmōn,merciful,0
49436,G0416,G0417,ἄνεμος,anemos,wind,0
49437,G0420,G0430,ἀνέχω,anechō,to endure,0
49438,G0420,G2556G,κακός,kakos,evil/harm: evil,0
49439,G0420,G2556H,κακός,kakos,evil/harm: harm,0
49440,G0425,G0447,ἀνίημι,aniēmi,to loosen/leave,0
49441,G0430,G0303,ἀνά,ana,each,0
49442,G0430,G0463,ἀνοχή,anochē,tolerance,0
49443,G0430,G2192,ἔχω,echō,to have/be,0
49444,G0433,G0303,ἀνά,ana,each,0
49445,G0433,G2240,ἥκω,hēkō,to come/be present,0
49446,G0437,G0473,ἀντί,anti,for,0
49447,G0437,G1843,ἐξομολογέομαι,exomologeomai,to agree,0
49448,G0437,G3670,ὁμολογέω,homologeō,to confess/profess,0
49449,G0437,G3671,ὁμολογία,homologia,confession,0
49450,G0437,G3672,ὁμολογουμένως,homologoumenōs,undeniably,0
49451,G0445,G0446,ἀνθύπατος,anthupatos,proconsul,0
49452,G0448,G2436,ἵλεως,hileōs,propitious/gracious,0
49453,G0449,G3538,νίπτω,niptō,to wash,0
49454,G0453,G3539,νοέω,noeō,to understand,0
49455,G0454,G3563,νοῦς,nous,mind,0
49456,G0458,G0459,ἄνομος,anomos,lawless,0
49457,G0458,G0460,ἀνόμως,anomōs,without law,0
49458,G0458,G1772,ἔννομος,ennomos,under law,0
49459,G0458,G3544,νομικός,nomikos,lawyer,0
49460,G0458,G3545,νομίμως,nomimōs,lawfully,0
49461,G0458,G3547,νομοδιδάσκαλος,nomodidaskalos,teacher of the law,0
49462,G0458,G3548,νομοθεσία,nomothesia,law,0
49463,G0458,G3549,νομοθετέω,nomotheteō,to give laws,0
49464,G0458,G3550,νομοθέτης,nomothetēs,lawgiver,0
49465,G0458,G3551,νόμος,nomos,law,0
49466,G0458,G3891,παρανομέω,paranomeō,to break the law,0
49467,G0458,G3892,παρανομία,paranomia,lawlessness,0
49468,G0472,G0473,ἀντί,anti,for,0
49469,G0472,G2192,ἔχω,echō,to have/be,0
49470,G0473,G0473,ἀντί,anti,for,0
49471,G0473,G6338,ἀνθ᾽ οὗ,hanth ou,because of,0
49472,G0473,G6339,ἀνθ᾽ ὧν,hanth ōn,because of,0
49473,G0480,G0473,ἀντί,anti,for,0
49474,G0480,G2749,κεῖμαι,keimai,to lay/be appointed,0
49475,G0483,G0471,ἀντεῖπον,anteipon,to contradict,0
49476,G0483,G0473,ἀντί,anti,for,0
49477,G0483,G0485,ἀντιλογία,antilogia,dispute,0
49478,G0483,G0557,ἀπελεγμός,apelegmos,discredit,0
49479,G0483,G1246,διακατελέγχομαι,diakatelenchomai,to refute,0
49480,G0483,G1256,διαλέγω,dialegō,to dispute,0
49481,G0483,G1649,ἔλεγξις,elegxis,rebuke,0
49482,G0483,G1650,ἔλεγχος,elenchos,rebuke,0
49483,G0483,G1651,ἐλέγχω,elenchō,to rebuke,0
49484,G0483,G1827,ἐξελέγχω,exelenchō,to convict,0
49485,G0483,G1951,ἐπιλέγω,epilegō,to call/choose,0
49486,G0483,G2639,καταλέγω,katalegō,to enrol,0
49487,G0483,G3004G,λέγω,legō,to say: says,0
49488,G0483,G3004H,λέγω,legō,to say: name,0
49489,G0483,G4302,προλέγω,prolegō,to foretell,0
49490,G0485,G0473,ἀντί,anti,for,0
49491,G0485,G0483,ἀντιλέγω,antilegō,to dispute,0
49492,G0485,G3004G,λέγω,legō,to say: says,0
49493,G0485,G3004H,λέγω,legō,to say: name,0
49494,G0505,G4942,συνυποκρίνομαι,sunupokrinomai,to join hypocrisy,0
49495,G0505,G5271,ὑποκρίνω,hupokrinō,to pretend,0
49496,G0505,G5272,ὑπόκρισις,hupokrisis,hypocrisy,0
49497,G0505,G5273,ὑποκριτής,hupokritēs,hypocrite,0
49498,G0506,G5021,τάσσω,tassō,to appoint,0
49499,G0506,G5259G,ὑπό,hupo,by/under: by,0
49500,G0506,G5259H,ὑπό,hupo,by/under: under,0
49501,G0509,G0507,ἄνω,anō,above,0
49502,G0514,G0370,ἀνάξιος,anaxios,unworthy,0
49503,G0514,G0515,ἀξιόω,axioō,to deem worthy,0
49504,G0514,G0516,ἀξίως,axiōs,appropriately,0
49505,G0514,G2661,καταξιόω,kataxioō,to consider worthy,0
49506,G0515,G0370,ἀνάξιος,anaxios,unworthy,0
49507,G0515,G0514,ἄξιος,axios,worthy,0
49508,G0515,G2661,καταξιόω,kataxioō,to consider worthy,0
49509,G0524,,,,,0
49510,G0530,G0537,ἅπας,hapas,all,0
49511,G0530,G2178,ἐφάπαξ,efapax,once/at once,0
49512,G0539,G0538,ἀπατάω,apataō,to trick,0
49513,G0539,G5423,φρεναπάτης,frenapatēs,deceiver,0
49514,G0540,G3962,πατήρ,patēr,father,0
49515,G0543,G0545,ἀπειθής,apeithēs,disobedient,0
49516,G0543,G3982,πείθω,peithō,to persuade,0
49517,G0544,G0545,ἀπειθής,apeithēs,disobedient,0
49518,G0544,G3982,πείθω,peithō,to persuade,0
49519,G0545,G0374,ἀναπείθω,anapeithō,to persuade,0
49520,G0545,G0543,ἀπείθεια,apeitheia,disobedience,0
49521,G0545,G0544,ἀπειθέω,apeitheō,to disobey,0
49522,G0545,G2138,εὐπειθής,eupeithēs,compliant,0
49523,G0545,G3980,πειθαρχέω,peitharcheō,to obey,0
49524,G0545,G3981,πειθός,peithos,persuasive,0
49525,G0545,G3982,πείθω,peithō,to persuade,0
49526,G0548,G0549,ἄπειμι,apeimi,to go,0
49527,G0548,G0575,ἀπό,apo,away from,0
49528,G0548,G1510,εἰμί,eimi,to be,0
49529,G0560,G0575,ἀπό,apo,away from,0
49530,G0560,G1679,ἐλπίζω,elpizō,to hope/expect,0
49531,G0566,G0567,ἀπέχομαι,apechomai,to refrain/,0
49532,G0566,G0568G,ἀπέχω,apechō,to be distant,0
49533,G0566,G0568H,ἀπέχω,apechō,to have in full,0
49534,G0567,G0568G,ἀπέχω,apechō,to be distant,0
49535,G0567,G0568H,ἀπέχω,apechō,to have in full,0
49536,G0567,G0568I,ἀπέχω,apechō,to abstain,0
49537,G0568G,G0567,ἀπέχομαι,apechomai,to refrain/,0
49538,G0568G,G0568G,ἀπέχω,apechō,to be distant,0
49539,G0568G,G0568H,ἀπέχω,apechō,to have in full,0
49540,G0568G,G0568I,ἀπέχω,apechō,to abstain,0
49541,G0568G,G0575,ἀπό,apo,away from,0
49542,G0568G,G2192,ἔχω,echō,to have/be,0
49543,G0569,G0570,ἀπιστία,apistia,unbelief,0
49544,G0569,G0571,ἄπιστος,apistos,unbelieving,0
49545,G0569,G3640,ὀλιγόπιστος,oligopistos,of little faith,0
49546,G0569,G4100,πιστεύω,pisteuō,to trust (in),0
49547,G0569,G4101,πιστικός,pistikos,pure,0
49548,G0569,G4102G,πίστις,pistis,faith,0
49549,G0569,G4102H,πίστις,pistis,faith: faithfulness,0
49550,G0569,G4103,πιστός,pistos,faithful,0
49551,G0569,G4104,πιστόω,pistoō,be convinced,0
49552,G0570,G0569,ἀπιστέω,apisteō,to disbelieve,0
49553,G0570,G0571,ἄπιστος,apistos,unbelieving,0
49554,G0570,G3640,ὀλιγόπιστος,oligopistos,of little faith,0
49555,G0570,G4100,πιστεύω,pisteuō,to trust (in),0
49556,G0570,G4101,πιστικός,pistikos,pure,0
49557,G0570,G4102G,πίστις,pistis,faith,0
49558,G0570,G4102H,πίστις,pistis,faith: faithfulness,0
49559,G0570,G4103,πιστός,pistos,faithful,0
49560,G0570,G4104,πιστόω,pistoō,be convinced,0
49561,G0571,G0569,ἀπιστέω,apisteō,to disbelieve,0
49562,G0571,G0570,ἀπιστία,apistia,unbelief,0
49563,G0571,G3640,ὀλιγόπιστος,oligopistos,of little faith,0
49564,G0571,G4100,πιστεύω,pisteuō,to trust (in),0
49565,G0571,G4101,πιστικός,pistikos,pure,0
49566,G0571,G4102G,πίστις,pistis,faith,0
49567,G0571,G4102H,πίστις,pistis,faith: faithfulness,0
49568,G0571,G4103,πιστός,pistos,faithful,0
49569,G0571,G4104,πιστόω,pistoō,be convinced,0
49570,G0572,G0573,ἁπλοῦς,haplous,sound,0
49571,G0572,G0574,ἁπλῶς,haplōs,without reserve,0
49572,G0573,G0572,ἁπλότης,haplotēs,openness,0
49573,G0573,G0574,ἁπλῶς,haplōs,without reserve,0
49574,G0573,G4120,πλέκω,plekō,to weave,0
49575,G0579,G0575,ἀπό,apo,away from,0
49576,G0579,G0577,ἀποβάλλω,apoballō,to throw away,0
49577,G0579,G0906G,βάλλω,ballō,to throw: throw,0
49578,G0579,G0906H,βάλλω,ballō,to throw: put,0
49579,G0579,G0906I,βάλλω,ballō,to throw: sow,0
49580,G0579,G0906J,βάλλω,ballō,to throw: pour,0
49581,G0579,G0906K,βάλλω,ballō,to throw: hit,0
49582,G0580,G0575,ἀπό,apo,away from,0
49583,G0580,G0577,ἀποβάλλω,apoballō,to throw away,0
49584,G0580,G1000,βολή,bolē,throwing,0
49585,G0581,G0575,ἀπό,apo,away from,0
49586,G0581,G1096,γίνομαι,ginomai,to be,0
49587,G0587,G0588,ἀποδέχομαι,apodechomai,to receive,0
49588,G0591,G0325,ἀναδίδωμι,anadidōmi,to deliver,0
49589,G0591,G0467,ἀνταποδίδωμι,antapodidōmi,to repay,0
49590,G0591,G0575,ἀπό,apo,away from,0
49591,G0591,G1239,διαδίδωμι,diadidōmi,to distribute,0
49592,G0591,G1325,δίδωμι,didōmi,to give,0
49593,G0591,G1431,δωρεά,dōrea,free gift,0
49594,G0591,G1432,δωρεάν,dōrean,freely,0
49595,G0591,G1433,δωρέω,dōreō,to give,0
49596,G0591,G1434,δώρημα,dōrēma,free gift,0
49597,G0591,G1435,δῶρον,dōron,gift,0
49598,G0591,G1554,ἐκδίδωμι,ekdidōmi,to lease,0
49599,G0591,G1929,ἐπιδίδωμι,epididōmi,to give/deliver,0
49600,G0591,G3330,μεταδίδωμι,metadidōmi,to share,0
49601,G0591,G3860,παραδίδωμι,paradidōmi,to deliver,0
49602,G0591,G4272,προδίδωμι,prodidōmi,to give in advance,0
49603,G0591,G5204,ὕδωρ,hudōr,water,0
49604,G0592,G0223G,Ἀλέξανδρος,alexandros,Alexander,0
49605,G0592,G0223H,Ἀλέξανδρος,alexandros,Alexander,0
49606,G0592,G0223I,Ἀλέξανδρος,alexandros,Alexander,0
49607,G0592,G0223J,Ἀλέξανδρος,alexandros,Alexander,0
49608,G0592,G0575,ἀπό,apo,away from,0
49609,G0592,G3724,ὁρίζω,horizō,to determine,0
49610,G0593,G0575,ἀπό,apo,away from,0
49611,G0593,G1381,δοκιμάζω,dokimazō,to test,0
49612,G0599,G0575,ἀπό,apo,away from,0
49613,G0599,G2348,θνῄσκω,thnēskō,to die/be dead,0
49614,G0599,G2349,θνητός,thnētos,mortal,0
49615,G0599,G4880,συναποθνήσκω,sunapothnēskō,to die with,0
49616,G0603,G0575,ἀπό,apo,away from,0
49617,G0603,G1380,δοκέω,dokeō,to think,0
49618,G0630G,G0360,ἀναλύω,analuō,to depart,0
49619,G0630G,G0575,ἀπό,apo,away from,0
49620,G0630G,G0630G,ἀπολύω,apoluō,to release: release,0
49621,G0630G,G0630H,ἀπολύω,apoluō,to release: divorce,0
49622,G0630G,G1956,ἐπιλύω,epiluō,to explain,0
49623,G0630G,G3089,λύω,luō,to loose,0
49624,G0639,G1820,ἐξαπορέω,exaporeō,to despair,0
49625,G0639,G4198,πορεύω,poreuō,to travel,0
49626,G0642,G0575,ἀπό,apo,away from,0
49627,G0642,G3737,ὀρφανός,orfanos,orphan,0
49628,G0646,G0647,ἀποστάσιον,apostasion,divorce,0
49629,G0654,G0575,ἀπό,apo,away from,0
49630,G0654,G4762,στρέφω,strefō,to turn,0
49631,G0655,G0575,ἀπό,apo,away from,0
49632,G0655,G4767,στυγητός,stugētos,hated,0
49633,G0658,G0575,ἀπό,apo,away from,0
49634,G0658,G5055,τελέω,teleō,to finish,0
49635,G0662,G0575,ἀπό,apo,away from,0
49636,G0662,G3954,παρρησία,parrēsia,boldness,0
49637,G0662,G3955,παρρησιάζομαι,parrēsiazomai,to preach boldly,0
49638,G0662,G5111,τολμάω,tolmaō,be bold,0
49639,G0662,G5112,τολμηρότερον,tolmēroteron,more boldly,0
49640,G0662,G5113,τολμητής,tolmētēs,bold man,0
49641,G0674,G0575,ἀπό,apo,away from,0
49642,G0674,G0895,ἄψυχος,apsuchos,lifeless,0
49643,G0674,G1374,δίψυχος,dipsuchos,double-minded,0
49644,G0674,G1634,ἐκψύχω,ekpsuchō,to expire,0
49645,G0674,G2174,εὐψυχέω,eupsucheō,be glad,0
49646,G0674,G2473,ἰσόψυχος,isopsuchos,like-minded,0
49647,G0674,G3642,ὀλιγόψυχος,oligopsuchos,fainthearted,0
49648,G0674,G4861,σύμψυχος,sumpsuchos,harmonious,0
49649,G0674,G5590G,ψυχή,psuchē,soul,0
49650,G0674,G5590H,ψυχή,psuchē,soul: life,0
49651,G0674,G5590I,ψυχή,psuchē,soul: myself,0
49652,G0674,G5590J,ψυχή,psuchē,soul: person,0
49653,G0674,G5590K,ψυχή,psuchē,soul: animal,0
49654,G0674,G5591,ψυχικός,psuchikos,natural,0
49655,G0674,G5594,ψύχω,psuchō,to cool,0
49656,G0683,,,,,0
49657,G0685,G0142,αἴρω,airō,to take up,0
49658,G0685,G2671,κατάρα,katara,curse,0
49659,G0687,G0686,ἄρα,ara,therefore,0
49660,G0691,G0692,ἀργός,argos,idle,0
49661,G0691,G2673,καταργέω,katargeō,to abate,0
49662,G0699,G0700,ἀρέσκω,areskō,to please,0
49663,G0700,G0142,αἴρω,airō,to take up,0
49664,G0700,G0699,ἀρεσκεία,areskeia,pleasing,0
49665,G0701,G0700,ἀρέσκω,areskō,to please,0
49666,G0701,G2101,εὐάρεστος,euarestos,well-pleasing,0
49667,G0703,G0730,"ἄρρην, ἄρσην",arrēn arsēn,male,0
49668,G0714,,,,,0
49669,G0720,G0533,ἀπαρνέομαι,aparneomai,to deny,0
49670,G0720,G4483,ἐρέω,ereō,to say: will say,0
49671,G0724,G0726,ἁρπάζω,harpazō,to seize,0
49672,G0744,G0536,ἀπαρχή,aparchē,firstfruits,0
49673,G0744,G0746,ἀρχή,archē,beginning,0
49674,G0744,G0747,ἀρχηγός,archēgos,founder,0
49675,G0744,G0756,ἄρχομαι,archomai,to rule/begin,0
49676,G0744,G0757,ἄρχω,archō,be first,0
49677,G0746,G0536,ἀπαρχή,aparchē,firstfruits,0
49678,G0746,G0744,ἀρχαῖος,archaios,ancient,0
49679,G0746,G0747,ἀρχηγός,archēgos,founder,0
49680,G0746,G0756,ἄρχομαι,archomai,to rule/begin,0
49681,G0746,G0757,ἄρχω,archō,be first,0
49682,G0747,G0071,ἄγω,agō,to bring,0
49683,G0747,G0536,ἀπαρχή,aparchē,firstfruits,0
49684,G0747,G0744,ἀρχαῖος,archaios,ancient,0
49685,G0747,G0746,ἀρχή,archē,beginning,0
49686,G0747,G0756,ἄρχομαι,archomai,to rule/begin,0
49687,G0747,G0757,ἄρχω,archō,be first,0
49688,G0757,G0536,ἀπαρχή,aparchē,firstfruits,0
49689,G0757,G0744,ἀρχαῖος,archaios,ancient,0
49690,G0757,G0746,ἀρχή,archē,beginning,0
49691,G0757,G0747,ἀρχηγός,archēgos,founder,0
49692,G0757,G0756,ἄρχομαι,archomai,to rule/begin,0
49693,G0757,G0757,ἄρχω,archō,be first,0
