id,strong,mounce_parsed,row_type,deleted
410470,G5019,Tarsus,lookup,0
410471,G5033,"- most quickly, i.e. (with G5613 prefixed) as soon as possible",description,0
410472,G5038,wall,lookup,0
410473,G5039,convincing proof,lookup,0
410474,G5061,"Tertullus, ""third""",lookup,0
410475,G5063,forty years,lookup,0
410476,G5065,fourteenth,lookup,0
410477,G5069,squad of four soldiers,description,0
410478,G5071,four hundred,lookup,0
410479,G5074,four-footed; (n.) four-footed animal of any kind,description,0
410480,G5078,"skill, trade, craft",lookup,0
410481,G5079,craftsman,lookup,0
410482,G5084,"jail, prison, custody; keeping, observance",description,0
410483,G5093,"precious, valuable, honored; costly",description,0
410484,G5095,"Timothy, ""precious one of God""",description,0
410485,G5096,"Timon, ""precious, valuable""",lookup,0
410486,G5097,to punish,lookup,0
410487,G5104,- an enclitic particle of asseveration by way of contrast; in sooth,description,0
410488,G5109,wall,lookup,0
410489,G5120,- sometimes used for G5127; of this person,description,0
410490,G5148,(for) three years,lookup,0
410491,G5152,third story (of a building),description,0
410492,G5153,three thousand,lookup,0
410493,G5161,"Trophimus, ""nourished [child]""",lookup,0
410494,G5174,Troas-,lookup,0
410495,G5181,"- a ""tyrant""; Tyrannus, an Ephesian",description,0
410496,G5183,Tyrian,lookup,0
410497,G5189,of hurricane force tempetuous,description,0
410498,G5196,"insult, mistreatment; disaster, damage",description,0
410499,G5205,rain,lookup,0
410500,G5237,"to overlook, disregard",lookup,0
410501,G5253,"- a higher part of the house, i.e. apartment in the third story",description,0
410502,G5260,"to secretly persuade, instigate secretly",description,0
410503,G5269,"to undergird, brace",lookup,0
410504,G5282,"to think, suppose; expect; to sense, suspect",description,0
410505,G5285,to blow gently (of wind),description,0
410506,G5288,"(act.) to draw back, withdraw; (middle) to hesitate, shrink back",description,0
410507,G5295,"to sail to the lee of, to move to the side that offers protection or shelter",description,0
410508,G5325,"pomp, pageantry",lookup,0
410509,G5328G,"Pharaoh, ""the great house""",description,0
410510,G5334,"news, report",lookup,0
410511,G5335,"to claim, assert",lookup,0
410512,G5339,"to spare, refrain from",description,0
410513,G5344,"Felix, ""fortunate, lucky""",lookup,0
410514,G5347,"Festus, ""festal, joyful""",lookup,0
410515,G5350,"to speak, proclaim",lookup,0
410516,G5375,Philippi,lookup,0
410517,G5376J,"Philip, ""horse lover""",lookup,0
410518,G5386,philosopher,lookup,0
410519,G5390,"hospitably, in a friendly manner",description,0
410520,G5403,"Phoenicia, ""land of purple [dye];"" possibly ""land of date palms""",description,0
410521,G5405,"Phenice, a place in Crete",description,0
410522,G5410,"forum, used only as a compound Proper name ""Forum of Appius,"" a market town south of Rome",description,0
410523,G5414,cargo,lookup,0
410524,G5435,Phrygia,lookup,0
410525,G5439,to imprison,lookup,0
410526,G5441,"guard, sentry",lookup,0
410527,G5466,Chaldean,lookup,0
410528,G5477,"Canaan, ""land of purple"" hence ""merchant trader""",description,0
410529,G5488,"Haran, [earlier] ""mountaineer;"" perhaps ""sanctuary""",description,0
410530,G5497,"someone who leads by the hand, leader",description,0
410531,G5500,"to appoint, choose",lookup,0
410532,G5508,Kios,lookup,0
410533,G5512,"to sneer, mock, scoff",description,0
410534,G5527,food,lookup,0
410535,G5530,"to make use of, use; to do, act, proceed",description,0
410536,G5546,Christian,lookup,0
410537,G5551,to spend time,lookup,0
410538,G5553,gold; gold jewelry or coins,description,0
410539,G5559,"skin, surface of the body",description,0
410540,G5564H,"place, parcel of land, field",description,0
410541,G5566,northwest,lookup,0
410542,G5571,"false, lying; (n.) liar",description,0
410543,G5586H,"stone; vote (cast by stones); in NT times a white stone usually meant a vote for innocence, a black stone a vote for guilt; the white stone of Rev 2:17 may picture the innocence of its owner",description,0
410544,G5608,to buy,lookup,0
410545,G6048,"judgment, sentence of condemnation, conviction",description,0
410546,G6071,"further, beyond",lookup,0
410547,G6084,"Titius, a proper noun (Titius Justus)",description,0
410548,G9315,to join in making an attack,description,0
410549,G0065,wild olive tree,lookup,0
410550,G0088,"- unintermitted, i.e. permanent",lookup,0
410551,G0089,"constantly, unceasingly",lookup,0
410552,G0126,"eternal (referring to God’s power, chains of punishment)",description,0
410553,G0202,hearer,lookup,0
410554,G0215,"inexpressible, unspeakable",lookup,0
410555,G0279,unrepentant,lookup,0
410556,G0291,Ampliatus,lookup,0
410557,G0346,"to bring together under one head, summarise",description,0
410558,G0356,"proportion, right relationship",lookup,0
410559,G0379,without excuse,lookup,0
410560,G0408,"Andronicus, ""victor over men""",description,0
410561,G0419,"unsearchable, inscrutable",lookup,0
410562,G0421,"unsearchable, incomprehensible",lookup,0
410563,G0440,"coal, charcoal",lookup,0
410564,G0460,"apart from law, without law",description,0
410565,G0463,"tolerance, forbearance, clemency",lookup,0
410566,G0489,an exchange; penalty,lookup,0
410567,G0497,to wage war against,description,0
410568,G0516,appropriately-,lookup,0
410569,G0517,"invisible, not seen",lookup,0
410570,G0536,"firstfruits, the first of any crop or livestock offered to God before the rest could be used",description,0
410571,G0553,wait eagerly for,lookup,0
410572,G0559,Apelles,lookup,0
410573,G0663,"sternness, severity",lookup,0
410574,G0711,"Aristobulus, ""best advisor""",lookup,0
410575,G0765,"ungodly, wicked, impious",lookup,0
410576,G0785,"viper, asp, cobra",lookup,0
410577,G0794,"without love, heartless",lookup,0
410578,G0799,"Asyncritus, ""incomparable""",lookup,0
410579,G0802,"faithless, untrustworthy",lookup,0
410580,G0864,to reach,lookup,0
410581,G0874,"opportunity, opening, pretext",lookup,0
410582,G0896,"Baal, ""master, owner, lord""",description,0
410583,G0949,"firm, sure, certain, binding",description,0
410584,G1050I,Gaius,lookup,0
410585,G1123,written,lookup,0
410586,G1132,"nakedness, insufficiently clothed",lookup,0
410587,G1293,"difference, distinction",lookup,0
410588,G1313,"different; superior, outstanding, excellent",description,0
410589,G1384,"approved by testing, genuine",description,0
410590,G1434,gift,lookup,0
410591,G1452,"nearer, closer",lookup,0
410592,G1461,to graft into ingraft,description,0
410593,G1512,"if indeed, if in fact, since",description,0
410594,G1535,"if, whether...or",lookup,0
410595,G1541,a hundred years old,description,0
410596,G1558,"punishing, avenging",lookup,0
410597,G1576,"to alienate, shut out, exclude",description,0
410598,G1578,"to turn away, turn aside",description,0
410599,G1600,"to hold out, spread out extend",description,0
410600,G1635,"voluntarily, by one’s own choice",description,0
410601,G1636,"olive, olive tree; when used with G3735 it is the Proper name ""the Mount of Olives,"" a ridge on the east side of the Kidron Valley, overlooking Jerusalem and the Temple mount",description,0
410602,G1657,"freedom, liberty, not enslaved",description,0
410603,G1677,to charge,lookup,0
410604,G1731,"to show, display",lookup,0
410605,G1732,"demonstration, proof, sign",lookup,0
410606,G1738,"just, deserved",lookup,0
410607,G1774,"to live in, live with indwell",description,0
410608,G1825,"to raise, awaken (from the dead)",description,0
410609,G1866,"- praised; Epænetus, a Christian",description,0
410610,G1878,to remind again,lookup,0
410611,G1897,"since, indeed",lookup,0
410612,G1943,(passive) to be covered cover,description,0
410613,G2013,"to obtain, receive, gain",description,0
410614,G2035,seven thousand,lookup,0
410615,G2057,Hermas,lookup,0
410616,G2060H,"Hermes, [possibly] ""rock, cairn""",description,0
410617,G2101,- fully agreeable,lookup,0
410618,G2137,"(passive) to get along with; to have a way opened; to prosper, get along well",description,0
410619,G2144,"acceptable, favorable",lookup,0
410620,G2156,"decently, fittingly, becomingly, properly",description,0
410621,G2178,once for all; at the same time,description,0
410622,G2182,"inventor, contriver",lookup,0
410623,G2267,Herodion,lookup,0
410624,G2269H,People descended from Esau,description,0
410625,G2273,(in a series) whether...or,description,0
410626,G2275,"loss, defeat",lookup,0
410627,G2305,"divine nature, divinity",lookup,0
410628,G2319,God-hating,lookup,0
410629,G2339,"trap, net",lookup,0
410630,G2349,mortal,lookup,0
410631,G2416,to rob temples,lookup,0
410632,G2418,"to perform priestly duty, serve as a priestminister",description,0
410633,G2432,"cheerfully, not grudgingly, with an implication of a gracious attitude cheerfulness",description,0
410634,G2437,Illyricum,lookup,0
410635,G2447,"poison, venom; corrosion, rust",description,0
410636,G2456,"Julia, ""of Julian [the family of Julius Caesar]""",description,0
410637,G2458,Junias,lookup,0
410638,G2487,"step, footstep; course of action",description,0
410639,G2509,just as,lookup,0
410640,G2526,"insofar as, to the degree that",description,0
410641,G2538,newness,lookup,0
410642,G2565,cultivated olive tree,lookup,0
410643,G2644,to reconcile (among human beings or between human beings and God),description,0
410644,G2716,"to produce, accomplish, bring about, do",description,0
410645,G2758,"to empty, deprive; (passive) to be hollow, emptied, of no value",description,0
410646,G2763G,potter,lookup,0
410647,G2794,"danger, risk",lookup,0
410648,G2824,region,lookup,0
410649,G2841,"to share in, participate in",description,0
410650,G2890,"Quartus, ""fourth [born]""",lookup,0
410651,G2970,"orgy, revelry, carousing",lookup,0
410652,G2995,throat,lookup,0
410653,G3005,remnant,lookup,0
410654,G3011,"servant, minister, one who cares for (another), often with a focus on a specific task or duty, which can be practical or spiritual",description,0
410655,G3137M,"Mary, [perhaps] ""beloved"" or ""plump""",description,0
410656,G3153,"emptiness, futility, frustration",lookup,0
410657,G3154,"(passive) to becomemake futile, given over to worthlessness",description,0
410658,G3201,"to find fault with, blame",description,0
410659,G3304,rather,lookup,0
410660,G3337,to exchange,lookup,0
410661,G3380,not yet,lookup,0
410662,G3446,"embodiment, formulation; (outward) form, appearance",description,0
410663,G3488,Narcissus,lookup,0
410664,G3517,Nereus,lookup,0
410665,G3548,"law, legislation",lookup,0
410666,G3570,"now, as it is; indeed, in fact",description,0
410667,G3577,- the back,lookup,0
410668,G3611,"to live, dwell",lookup,0
410669,G3652,Olympas,lookup,0
410670,G3773,"Urbanus, ""refined, elegant""",lookup,0
410671,G3810,"instructor, teacher; discipliner, corrector",description,0
410672,G3821,"the old way, obsoleteness, age oldness",description,0
410673,G3922,"to come in, sneak in; to add to",description,0
410674,G3929,"leaving unpunished, passing over",description,0
410675,G3969,"Patrobas, ""father of existence""",description,0
410676,G4050,"abundance, prevalence",lookup,0
410677,G4069,"Persis, ""female Persian""",lookup,0
410678,G4096,"richness, nourishing sap",lookup,0
410679,G4110,"what is formed, moldedmoulded",description,0
410680,G4111,"to form, mold",lookup,0
410681,G4121,"to make increase; (intr.) to grow, increase, have abundance",description,0
410682,G4152,"- non-carnal, i.e. (humanly) ethereal (as opposed to gross), or (dæmoniacally) a spirit (concretely), or (divinely) supernatural, regenerate, religious",description,0
410683,G4160H,: make/create(OBJECT),lookup,0
410684,G4160H,"to do, make, practice, produce, a generic term of action or performance",description,0
410685,G4161,"what is made, workmanship, creation",description,0
410686,G4225,"- as adverb of place, somewhere, i.e. nearly",description,0
410687,G4251,"Prisca, Priscilla",lookup,0
410688,G4256,to make a charge beforehand,description,0
410689,G4266,"to commit beforehand, happen previously be past",description,0
410690,G4270,"to write beforehand; to show clearly, advertise, proclaim designate",description,0
410691,G4279,to promise,lookup,0
410692,G4280,"- used as alternate of G4277; to say already, predict",description,0
410693,G4282,to prepare in advance,description,0
410694,G4284,"(middle) to be better off, have an advantage",description,0
410695,G4285,"to put above, go before prefer",description,0
410696,G4306,"to provide for, care for; to consider, have regard for",description,0
410697,G4318,access; approach,lookup,0
410698,G4348,"stumbling block, something that causes one to stumble or trip up (morally)",description,0
410699,G4356,acceptance,lookup,0
410700,G4368,helper,lookup,0
410701,G4382,"favoritism, partiality",lookup,0
410702,G4417,"to stumble, fall, trip",description,0
410703,G4479,"Rebekah, [possibly] ""choice calf""",description,0
410704,G4519,"Almighty [""of hosts""",lookup,0
410705,G4564,"Sarah, ""princess""",lookup,0
410706,G4681,Spain,lookup,0
410707,G4720,"Stachys, ""head of grain""",description,0
410708,G4781,(passive) to be bent over bend,description,0
410709,G4789,inheriting together; (n.) co-heir,description,0
410710,G4791,"sharer, companion, participant, partner",description,0
410711,G4800,to live with,lookup,0
410712,G4825,"counselor, advisor",lookup,0
410713,G4828,to testify with; to confirm,description,0
410714,G4832,"conformed, being like",lookup,0
410715,G4837,(passive) to be mutually encouraged encourage,description,0
410716,G4852,to agree with,lookup,0
410717,G4854,"united, being one with",description,0
410718,G4865,"to join in a struggle, help, assist",description,0
410719,G4869,fellow prisoner,lookup,0
410720,G4875,"to find rest together, be refreshed together",description,0
410721,G4879,"(passive) to be ledlead away, carried off; to associate with (the lowly)",description,0
410722,G4888,"(passive) to be glorified with, share glory with glorfiy",description,0
410723,G4904,fellow coworker,lookup,0
410724,G4932,"to cut short, speed up shorten",description,0
410725,G4944,"to join in the pains of childbirth, suffer agonylabor together",description,0
410726,G4973,seal,lookup,0
410727,G4987,"to heap up, pile up; (passive) to be loaded down",description,0
410728,G5004,"misery, distress",lookup,0
410729,G5029,"perhaps, possibly",lookup,0
410730,G5126,this,lookup,0
410731,G5170,"Tryphena, ""dainty""",lookup,0
410732,G5173,"Tryphosa, ""delicate""",lookup,0
410733,G5206,"adoption as sons, sonship; in NT culture a son received greater inheritance and honor, but in Christ men and women inherit equally",description,0
410734,G5220,"married, legally bound to a man in marriage",description,0
410735,G5236,"all-surpassing, surpassingly great, most excellent, beyond measure",description,0
410736,G5245,"to thoroughly conquer, go beyond conquest",description,0
410737,G5248,"to increase all the more, exceed bounds, overflow",description,0
410738,G5267,"accountable, answerable",lookup,0
410739,G5275,"(passive) to be left, remaining leave",description,0
410740,G5294,"(act.) to lay down, to risk; (middle); to lay before, suggest, point out, teach",description,0
410741,G5313,height; pretension,lookup,0
410742,G5328I,"Pharaoh, ""the great house""",description,0
410743,G5378,"Philologus, ""lover of words [education]""",description,0
410744,G5381,"hospitality, entertainment of strangers",description,0
410745,G5393,"Phlegon, ""burning""",lookup,0
410746,G5402,"Phoebe, ""radiant""",lookup,0
410747,G5420,"to shut; (passive) to be stopped, silenced stop",description,0
410748,G5445,"lump (of clay), batch (of dough); derived from a Greek verb, ""to mix (wet or dry) substances,"" not found in the NT",description,0
410749,G5446,"pertaining to things of nature: natural, instinctive; (n.) creatures of instinct",description,0
410750,G5538,proclamation or answer from God,description,0
410751,G5540,"use, relations, functions",lookup,0
410752,G5542,"smooth talk, attractive speech",description,0
410753,G5588,"gossip, whisperer",lookup,0
410754,G5595,to feed; to give to the poor,description,0
410755,G5617,"Hosea, ""salvation""",lookup,0
410756,G9577,a vestige; leftover,lookup,0
410757,G0022,unmarried (man or woman),description,0
410758,G0077,"free of charge, without payment",description,0
410759,G0110,immortality,lookup,0
410760,G0135,"poor reflection, indistinct image",description,0
410761,G0177,uncovered,lookup,0
410762,G0210,"not voluntary, unwilling",lookup,0
410763,G0248,"to tread, thresh, to separate grain kernels from the husks by beating or treading on",description,0
410764,G0277,"not moveable, immovable",lookup,0
410765,G0370,unfit-,lookup,0
410766,G0371,"in an unworthy manner, possibly in a careless manner",description,0
410767,G0410,"blameless, free from accusation",description,0
410768,G0484,"help, ability to aid",description,0
410769,G0558,"freedman, one no longer a slave",description,0
410770,G0563,"undivided, without distraction",lookup,0
410771,G0585,"demonstration, proof",lookup,0
410772,G0733,"one engaging in homosexual acts (likely referring to the active male partner), sexual deviant",description,0
410773,G0753,expert builder,lookup,0
410774,G0807,"to act improperly, dishonourably, indecently, rudely",description,0
410775,G0809,"unpresentable, shameful, indecent",lookup,0
410776,G0823,"in a flash, in a moment, an indivisible unit of time",description,0
410777,G0836,flute,lookup,0
410778,G0883,"Achaicus, ""belonging to Achaia""",description,0
410779,G0895,"lifeless, inanimate",lookup,0
410780,G1017,prize (from a contest or foot race),description,0
410781,G1029,restraint,lookup,0
410782,G1051,milk,lookup,0
410783,G1053,Galatia,lookup,0
410784,G1091,(farmer’s) field,lookup,0
410785,G1213,"to make clear, bring to light, show, point",description,0
410786,G1243,"difference, variety",lookup,0
410787,G1328,"interpreter, translator",lookup,0
410788,G1355,"therefore, for this reason",description,0
410789,G1396,"to enslave, bring to subjection",description,0
410790,G1405,"to catch, seize",lookup,0
410791,G1464,hindrance,lookup,0
410792,G1493,temple of an idol,description,0
410793,G1496,"idolater, one who worships idols and so practices idolatry",description,0
410794,G1545,"way out; outcome, end, result",description,0
410795,G1571,"to cleanse, clean out, get rid of",description,0
410796,G1594,"to come to one’s sense, become sober wake",description,0
410797,G1652,pitiful,lookup,0
410798,G1755,"working, activity",lookup,0
410799,G1808,"to expel, remove, drive away",description,0
410800,G1858,to celebrate a festival,description,0
410801,G1986,"to (attempt to) conceal circumcision, formally ""to pull over (the foreskin to conceal circumcision)""uncircumcise",description,0
410802,G2058,interpretation,lookup,0
410803,G2072,mirror,lookup,0
410804,G2084,speaking in a foreign language,description,0
410805,G2154,"intelligible, clear, distinct, easily recognizable",description,0
410806,G2157,"modesty, presentability",lookup,0
410807,G2276,for the worse; (adv.) less,description,0
410808,G2341,to fight wild animals,description,0
410809,G2386,healing,lookup,0
410810,G2619,(middle) to cover (the head),description,0
410811,G2710,to make full use of; to be engrossed in,description,0
410812,G2788,"harp, lyre",lookup,0
410813,G2864,(long) hair,lookup,0
410814,G2908,"better, superior, greater",lookup,0
410815,G2922,court of law; legal dispute; lawsuit,description,0
410816,G2941,"administration; derived from a Greek verb meaning ""to steer a ship, to guide,"" not found in the NT",description,0
410817,G2950,cymbal,lookup,0
410818,G3048,collection,lookup,0
410819,G3060,"slanderer, verbal abuser reviler",description,0
410820,G3080,divorce,lookup,0
410821,G3111,"meat market, food market",description,0
410822,G3134,"""Come, Lord!""",lookup,0
410823,G3183,drunkard,lookup,0
410824,G3348,"to share in, partake in, take part in",description,0
410825,G3386,how much more,lookup,0
410826,G3402,"imitator, an example",lookup,0
410827,G3513,as surely as,lookup,0
410828,G3559,"warning, admonition; instruction",lookup,0
410829,G3639,destructive,lookup,0
410830,G3644,destroyer,lookup,0
410831,G3657,"company, associations",lookup,0
410832,G3740,"as often as, whenever",description,0
410833,G3750,sense of smell,lookup,0
410834,G3786,"good, gain, benefit",lookup,0
410835,G3807,"guardian, custodian, supervisor tutor",description,0
410836,G3815,"to indulge in revelry, play, amuse oneself, dance, sometimes a euphemism for sexual immorality",description,0
410837,G3887,to continue; to remain with,description,0
410838,G3938,passing by,lookup,0
410839,G3981,persuasive,lookup,0
410840,G4018,"covering, robe",lookup,0
410841,G4027,garbage,lookup,0
410842,G4067,"refuse, garbage, that which is removed in the process of cleaning scum",description,0
410843,G4148,to make rich; (passive) to be enriched enrich,description,0
410844,G4153,spiritually; figuratively,lookup,0
410845,G4188,drink,lookup,0
410846,G4421,what is winged or feathered; (n.) bird,description,0
410847,G4493,twinkling,lookup,0
410848,G4734,"Stephanas, ""victor’s wreath""",lookup,0
410849,G4754,to battle,lookup,0
410850,G4774,concession,lookup,0
410851,G4786,"to combine, unite",lookup,0
410852,G4793,"to express, explain; to compare",description,0
410853,G4804,"philosopher, debater",lookup,0
410854,G4821,"to reign with, be king with",description,0
410855,G4829,to share with,lookup,0
410856,G4859,"mutually consenting, agreeing; (n.) mutual agreement",description,0
410857,G4874,to associate with,lookup,0
410858,G4976,"form, outward appearance",lookup,0
410859,G4988,Sosthenes,lookup,0
410860,G5001,"turn, order, arrangement",lookup,0
410861,G5321,"manifestation, disclosure, revelation",lookup,0
410862,G5415,"Fortunatus, ""fortunate""",lookup,0
410863,G5514G,Chloe,lookup,0
410864,G5517,"made of dust, of the earth",description,0
410865,G0004,not burdensome,lookup,0
410866,G0070,"sleeplessness, wakefulness",lookup,0
410867,G0100,"liberal gift, liberality",lookup,0
410868,G0280,"beyond limits, immeasurable",lookup,0
410869,G0343,"to unveil, uncover",lookup,0
410870,G0411,"indescribable, with the associative meanings of marvelous and wonderful",description,0
410871,G0532,"unprepared, unready",lookup,0
410872,G0550,"to renounce, disown",lookup,0
410873,G0610,"sentence, verdict",lookup,0
410874,G0664,"harshly, sharply, severely, rigorously",description,0
410875,G0718,"to promise for marriage, betroth",description,0
410876,G0728,"deposit which guarantees, downpayment, pledge",description,0
410877,G0731,"inexpressible, not to be spoken (in context, things or words too sacred to tell)",description,0
410878,G0826,to see,lookup,0
410879,G0955,"Belial, ""wicked, without use""",description,0
410880,G1373,thirst,lookup,0
410881,G1389,"to distort, falsify",lookup,0
410882,G1395,giver,lookup,0
410883,G1449,"to write in, write on, record",description,0
410884,G1469,to classify,lookup,0
410885,G1523,"to receive, welcome",lookup,0
410886,G1550,"(passive) to be completely expended, exhausted spend",description,0
410887,G1629,"to frighten, terrify",lookup,0
410888,G1641,to have too little,description,0
410889,G1644,"lightness, levity",lookup,0
410890,G1704,to walk among,lookup,0
410891,G1795,"(passive) to be engraved, carved engrave",description,0
410892,G1912,"to burden, weigh down excessively",description,0
410893,G1981,"to rest upon, take up residence",description,0
410894,G2009,punishment,lookup,0
410895,G2023,"to support, supply; (passive) to be supported, receive",description,0
410896,G2086,to yoke together in a mismatch,description,0
410897,G2096,"Eve, ""life""",lookup,0
410898,G2175,"aroma, fragrance",lookup,0
410899,G2185,"to come (to), reach (to)",description,0
410900,G2236,- with great pleasure,lookup,0
410901,G2259,"when, whenever, at the time when",description,0
410902,G2426,sufficiency,lookup,0
410903,G2427,"to make competent, qualify one for, authorize",description,0
410904,G2471,"equality, fairness",lookup,0
410905,G2506,"tearing down, demolishment, destruction",description,0
410906,G2571,"veil, covering",lookup,0
410907,G2583,"rule, standard; sphere of activity, limit ; range",description,0
410908,G2598,(passive) to be struck lay down; (middle) to lay (a foundation),description,0
410909,G2599,"to burden, be a burden",description,0
410910,G2655,"to burden, be a burden",description,0
410911,G2676,"perfection, completion",lookup,0
410912,G2714,"in the sight of, in the presence of; before",description,0
410913,G2734,"(middle) to reflect or to look at, contemplate on",description,0
410914,G2964,"to reaffirm; to establish a covenant, ratify, validate affirm",description,0
410915,G3188,"the color black; ink, made of soot or other carbon source mixed with oil or resin",description,0
410916,G3449,"toil, hardship, exertion",lookup,0
410917,G3469,"(middle) to criticize, find fault, blame; (passive) to be discredited, have fault found with",description,0
410918,G3574,"a night and a day, about 24 hours",description,0
410919,G3613,"dwelling, home",lookup,0
410920,G3671,"confession, profession, acknowledgment, to openly express commitment and allegiance",description,0
410921,G3749,made of clay,lookup,0
410922,G3794,stronghold,lookup,0
410923,G3841,"Almighty; this title for God translates H7372, [LORD] ""of Hosts"" (the heavenly armies), and H8724, ""Shaddai,"" (probably) God the Mountain, powerful and immovable",description,0
410924,G3910,(a.) momentary,lookup,0
410925,G3999,five times,lookup,0
410926,G4070,"from last year, since last year yesteryear",description,0
410927,G4109,stone tablet,lookup,0
410928,G4122,"to exploit, take advantage of, outwit",description,0
410929,G4255,"(middle) to decide, determine",description,0
410930,G4278,"to begin beforehand, begin previously",description,0
410931,G4294,"to arrange for in advance, get ready beforehand prepare",description,0
410932,G4295,"(passive) to be set before, present",description,0
410933,G4322,"to supply, fill up",description,0
410934,G4349,"stumbling block, occasion for stumbling; figuratively of sinning, tripping up (morally)",description,0
410935,G4432,poverty,lookup,0
410936,G4463,to beat with a rod,description,0
410937,G4553,"(large flexible) basket, possibly made of ropes",description,0
410938,G4560,"fleshly, made of flesh; human; worldly, unspiritual; see also G4561",description,0
410939,G4610,"Silas, Silvanus, ""asked for"" possibly ""dedicated to God""",description,0
410940,G4636,tent,lookup,0
410941,G4647,"thorn; some translate this as a ""splinter""",description,0
410942,G4705,"- prompt, energetic, earnest",lookup,0
410943,G4724,"(middle) to avoid, keep away from",description,0
410944,G4752,warfare; fight,lookup,0
410945,G4783,agreement,lookup,0
410946,G4813,to rob,lookup,0
410947,G4842,to send with,lookup,0
410948,G4857,"harmony, agreement",lookup,0
410949,G4882,to send with,lookup,0
410950,G4943,to join to help,description,0
410951,G4956,"commendatory, recommended",lookup,0
410952,G5082,"so great, so large",description,0
410953,G5103,Titus,lookup,0
410954,G5121,but,lookup,0
410955,G5234,severely,lookup,0
410956,G5235,"to go beyond, surpass, be incomparable",description,0
410957,G5238,beyond; (n.) regions beyond,description,0
410958,G5239,"to go too far, overextend, stretch out beyond",description,0
410959,G5340,sparingly,lookup,0
410960,G5462,"light, illumination",lookup,0
410961,G5524,"to supply, provide",lookup,0
410962,G5569,false brother,lookup,0
410963,G5570,false apostle,lookup,0
410964,G5587,whispering gossip,lookup,0
410965,G0028,Hagar,lookup,0
410966,G0238,"to take figuratively, speak allegorically, to employ an analogy or likeness in communication",description,0
410967,G0391,"way of life, behaviour",description,0
410968,G0424,to go up,lookup,0
410969,G0688,"Arabia, ""desert"" or ""steppe""",description,0
410970,G0940,to bewitch,lookup,0
410971,G1052,"Galatian, ""from Galatia""",lookup,0
410972,G1143,to bite,lookup,0
410973,G1728,to begin,lookup,0
410974,G1762,there is,lookup,0
410975,G1928,to add to (a covenant),description,0
410976,G2146,"to make a good impression, make a good showing impress",description,0
410977,G2452,- Judaïcally or in a manner resembling a Judæan,description,0
410978,G2454,"Judaism, ""Judaism""",lookup,0
410979,G2684,"to spy on, lie in wait for",description,0
410980,G3064,- remaining time,lookup,0
410981,G3316,mediator,lookup,0
410982,G3445,"(passive) to be formed, take on a form",description,0
410983,G3456,"(passive) to be mocked, treated with contempt mock",description,0
410984,G3920,"brought in secretly, infiltrated",description,0
410985,G3967,"paternal, from one’s ancestors",description,0
410986,G3988,persuasion,lookup,0
410987,G4287,"set time, fixed or limited time",description,0
410988,G4300,"to establish previously, ratify beforehand",description,0
410989,G4302,"to foretell, tell beforehand",description,0
410990,G4323,"to add; to consult, ask adviceconfer",description,0
410991,G4742,"mark, scar; in context Paul is likely referring to the scars he received in service to Jesus as marks of ownership by his master",description,0
410992,G4747,"principle, basic principle; element (of nature); elementary truths",description,0
410993,G4769,"pillar, column; (figuratively) leader",description,0
410994,G4915,"person of one’s own age, contemporary peer",description,0
410995,G4960,to correspond,lookup,0
410996,G5422,to deceive,lookup,0
410997,G5432,to guard; (passive) to be held prisoner; to be shielded,description,0
410998,G0112,"without God, excluded from the heritage of Israel",description,0
410999,G0151,obscenity,lookup,0
411000,G0161,captivity,lookup,0
411001,G0162,to take captive,lookup,0
411002,G0204,"cornerstone, an essential stone in the construction of a building",description,0
411003,G0441,"one who wins favor, who pleases people",description,0
411004,G0457,(the act of) opening,description,0
411005,G0526,"to be excluded, separated, alienated",description,0
411006,G0538,"to deceive, cheat, trick",description,0
411007,G0604,"to reconcile, reunite",lookup,0
411008,G0781,"unwise, foolish",lookup,0
411009,G0838,increase,lookup,0
411010,G0860,"ligament, joint",lookup,0
411011,G0956,arrow,lookup,0
411012,G1625,"to feed, nourish; to bring up, rear (children)",description,0
411013,G1647,- far less,lookup,0
411014,G1931,"to go down, set (of the sun)",description,0
411015,G2024,"support, help",lookup,0
411016,G2091,"readiness, preparation",lookup,0
411017,G2133,"wholeheartedness, enthusiasm, eagerness benevolence",description,0
411018,G2160,"coarse joking, vulgar jesting buffoonery",description,0
411019,G2282,"to care for, cherish, comfort",description,0
411020,G2382,breastplate,lookup,0
411021,G2677,"preparation, training, equipping",lookup,0
411022,G2732,"dwelling place, home",lookup,0
411023,G2737,lower,lookup,0
411024,G2820,"(passive) to be chosen, appointed obtain",description,0
411025,G2831,to be tossed back and forth by waves toss,description,0
411026,G2931,in secret,lookup,0
411027,G2940,"cunning, craftiness, trickery",lookup,0
411028,G3067,"washing, bath",lookup,0
411029,G3174,greatness,lookup,0
411030,G3180,"scheming, craftiness, strategy",lookup,0
411031,G3320,dividing wall,lookup,0
411032,G3372,length,lookup,0
411033,G3787,"eye-service, service performed to attract attention",description,0
411034,G3809,"discipline, training",lookup,0
411035,G3823,struggle,lookup,0
411036,G4030,helmet,lookup,0
411037,G4047,"possession, property; sharing in, gaining; saving acquiring",description,0
411038,G4114,"width, breadth",lookup,0
411039,G4182,"manifold, (very) many sided",description,0
411040,G4492,"(passive) to be rooted, with the associative meaning that a rooted object is strong and healthy root",description,0
411041,G4512,wrinkle,lookup,0
411042,G4696,"stain, blot",lookup,0
411043,G4776,to sit down together; to be seated together,description,0
