registry_word,strongNumber,language,stepTransliteration,stepGloss,cluster_code,cluster_name
salvation,G4982,Greek,sōzō,to save,M38,Salvation
salvation,G4991,Greek,sōtēria,salvation,M38,Salvation
salvation,G4992,Greek,sōtērion,saving,M38,Salvation
salvation,,,,,,
salvation,H3444,Hebrew,ye.shu.ah,salvation,M38,Salvation
salvation,H3467,Hebrew,ya.sha,to save,,
salvation,H3468,Hebrew,ye.sha,salvation,M38,Salvation
salvation,,,,,,
salvation,H4190,Hebrew,mo.sha.ah,salvation,M38,Salvation
salvation,H5337,Hebrew,na.tsal,to rescue,,
salvation,H5338,Hebrew,ne.tsal,to rescue,,
salvation,H6299,Hebrew,pa.dah,to ransom,M38,Salvation
salvation,H6302,Hebrew,pe.du.yim,ransomed,T2,Supplementary
salvation,H6308,Hebrew,pa.da,to deliver,,
salvation,H7804,Hebrew,she.ziv,to rescue,,
salvation,H8668G,Hebrew,te.shu.ah,deliverance: salvation,M38,Salvation
salvation,H8668H,Hebrew,te.shu.ah,deliverance: victory,,
seeking,G0327,Greek,anazēteō,to search,,
seeking,G1377,Greek,diōkō,to pursue,T2,Supplementary
seeking,G1567,Greek,ekzēteō,to seek out,,
seeking,G1934,Greek,epizēteō,to seek after,M21,Prayer
seeking,G2021,Greek,epicheireō,to attempt,M35,Testing
seeking,G2052,Greek,eritheia,rivalry,M28,Envy
seeking,G2212,Greek,zēteō,to seek,M41,Remembrance
seeking,G2614,Greek,katadiōkō,to seek,,
seeking,H1156,Hebrew,be.a,to ask,M21,Prayer
seeking,H1239,Hebrew,ba.qar,to enquire,,
seeking,H1243,Hebrew,baq.qa.rah,seeking,,
seeking,H1245,Hebrew,ba.qash,to seek,M41,Remembrance
seeking,H1875,Hebrew,da.rash,to seek,M41,Remembrance
seeking,H2470B,Hebrew,cha.lah,to beg,M21,Prayer
seeking,H2620,Hebrew,cha.sah,to seek refuge,M19,Trust
seeking,H2664,Hebrew,cha.pha.s,to search,,
seeking,H2713,Hebrew,cha.qar,to search,,
seeking,H2714,Hebrew,che.qer,search,,
seeking,H3947G,Hebrew,la.qach,to take: take,,
seeking,H4672,Hebrew,ma.tsa,to find,T2,Supplementary
seeking,H5027,Hebrew,na.vat,to look,T2,Supplementary
seeking,H5756,Hebrew,uz,to seek refuge,,
seeking,H5810,Hebrew,a.zaz,be strong,M23,Strength
seeking,H7080,Hebrew,qa.sam,to divine,,
seeking,H7122H,Hebrew,qa.ra,to encounter: toward,M37,Calling
seeking,H7291,Hebrew,ra.daph,to pursue,,
seeking,H7592,Hebrew,sha.al,to ask,M21,Prayer
seeking,H7836,Hebrew,sha.char,to seek,M41,Remembrance
seeking,H8159,Hebrew,sha.ah,to gaze,,
seeking,H8446,Hebrew,tur,to spy,,
self-control,G0192,Greek,akrasia,self-indulgence,M28,Envy
self-control,G0193,Greek,akratēs,intemperate,M08,Pride
self-control,G1466,Greek,enkrateia,self-control,M19,Trust
self-control,G1467,Greek,enkrateuomai,to self-control,M19,Trust
self-control,G1468,Greek,enkratēs,self-controlled,M19,Trust
self-control,G4993,Greek,sōfroneō,be of sound mind,M15,Wisdom
self-control,G4993,Greek,sōfroneō,be of sound mind,M47,Constitution
self-control,G4995,Greek,sōfronismos,self-discipline,M19,Trust
self-control,G4996,Greek,sōfronōs,in self-control,T2,Supplementary
self-control,G4997,Greek,sōfrosunē,mental soundness,M15,Wisdom
self-control,G4997,Greek,sōfrosunē,mental soundness,T2,Supplementary
self-control,G4998,Greek,sōfrōn,self-controlled,M19,Trust
self-control,H2413,Hebrew,cha.tam,to restrain,,
self-control,H3607,Hebrew,ka.la,to restrain,,
self-control,,,,,,
self-control,H4622,Hebrew,ma.tsor,restraint,T2,Supplementary
self-control,H4623,Hebrew,ma.tsar,restraint,T2,Supplementary
self-control,H6113,Hebrew,a.tsar,to restrain,M30,Obedience
self-control,H7307J,Hebrew,ru.ach,spirit: temper,,
shame,G0149,Greek,aischron,shameful,,
shame,G0150,Greek,aischros,shameful,M07,Shame
shame,G0152,Greek,aischunē,shame,M07,Shame
shame,G0153,Greek,aischunō,be ashamed,M07,Shame
shame,G0524,Greek,apalgeō,to become callous,M30,Obedience
shame,G0808,Greek,aschēmosunē,indecency,M07,Shame
shame,G0818,Greek,atimazō,to dishonor,M07,Shame
shame,G0819,Greek,atimia,dishonour,M07,Shame
shame,G1165,Greek,deigmatizō,to disgrace,,
shame,G1788,Greek,entrepō,to cause shame,M07,Shame
shame,G1791,Greek,entropē,shame,M07,Shame
shame,G2617,Greek,kataischunō,to dishonor,M07,Shame
shame,G3856,Greek,paradeigmatizō,to disgrace,M07,Shame
shame,G5195,Greek,hubrizō,to mistreat,M06,Hate
shame,G6396,Greek,apanaischunteō,to cast shame,,
shame,H0887,Hebrew,ba.ash,to stink,M06,Hate
shame,H0937,Hebrew,buz,contempt,M06,Hate
shame,H0954,Hebrew,bosh,be ashamed,M07,Shame
shame,H0955,Hebrew,bu.shah,shame,M07,Shame
shame,H1317,Hebrew,bosh.nah,shame,M07,Shame
shame,H1322,Hebrew,bo.shet,shame,M07,Shame
shame,H2283,Hebrew,chag.ga,terror,M01,Fear
shame,H2616B,Hebrew,cha.sad,to shame,M05,Love
shame,H2616B,Hebrew,cha.sad,to shame,M07,Shame
shame,H2617B,Hebrew,che.sed,shame,M05,Love
shame,H2617B,Hebrew,che.sed,shame,M07,Shame
shame,H2659,Hebrew,cha.pher,be ashamed,M07,Shame
shame,H2778A,Hebrew,cha.raph,to taunt,M06,Hate
shame,H2781,Hebrew,cher.pah,reproach,M06,Hate
shame,H3001,Hebrew,ya.vesh,to wither,,
shame,H3637,Hebrew,ka.lam,be humiliated,M07,Shame
shame,H3639,Hebrew,ke.lim.mah,shame,M07,Shame
shame,H3640,Hebrew,ke.lim.mut,shame,M07,Shame
shame,H3700,Hebrew,ka.saph,to long,M18,Hope
shame,H5949,Hebrew,a.li.lah,wantonness,,
shame,H6173,Hebrew,ar.vah,dishonor,,
shame,H6440L,Hebrew,pa.neh,face of,,
shame,H7022,Hebrew,qi.qa.lon,disgrace,M07,Shame
shame,H7036,Hebrew,qa.lon,dishonor,M07,Shame
shame,H8103,Hebrew,shim.tsah,derision,M06,Hate
shame,H8106B,Hebrew,sha.med,Shemed,,
shame,H8218,Hebrew,shiph.lah,humiliation,,
sin,G0051,Greek,agnoēma,error,,
sin,G0053,Greek,hagnos,pure,M12,Purity
sin,G0264,Greek,hamartanō,to sin,M10,Sin
sin,G0265,Greek,hamartēma,sin,M10,Sin
sin,G0266,Greek,hamartia,sin,M10,Sin
sin,G0268,Greek,hamartōlos,sinful,M10,Sin
sin,G0361,Greek,anamartētos,sinless,M12,Purity
sin,G21497,Greek,s sen,Sin/Shin,,
sin,G3781,Greek,ofeiletēs,debtor,,
sin,G3900,Greek,paraptōma,trespass,M10,Sin
sin,G4202,Greek,porneia,sexual sin,,
sin,G4203,Greek,porneuō,to sin sexually,,
sin,G4205,Greek,pornos,sexual sinner,,
sin,G4258,Greek,proamartanō,to sin beforehand,T2,Supplementary
sin,G7292,Greek,examartanō,to lead into sin,,
sin,H0205G,Hebrew,a.ven,evil: wickedness,M10,Sin
sin,H0817,Hebrew,a.sham,guilt [offering],M10,Sin
sin,H0819,Hebrew,ash.mah,guiltiness,M10,Sin
sin,H2154,Hebrew,zim.mah,wickedness,M27,Evil
sin,H2398,Hebrew,cha.ta,to sin,M10,Sin
sin,H2399,Hebrew,chet,sin,M10,Sin
sin,H2400,Hebrew,chat.ta,sinner,M10,Sin
sin,H2401,Hebrew,cha.ta.ah,sin,M10,Sin
sin,H2402,Hebrew,chat.ta.ah,sin offering,T2,Supplementary
sin,H2403A,Hebrew,chat.ta.ah,sin,M10,Sin
sin,H2403B,Hebrew,chat.tat,sin,M10,Sin
sin,H2403H,Hebrew,chat.tat,sin: sin offering,M10,Sin
sin,H2403I,Hebrew,chat.tat,sin: punishment,M10,Sin
sin,H2408,Hebrew,cha.ta,sin,,
sin,H2409,Hebrew,chat.ta.ya,sin offering,,
sin,H4603,Hebrew,ma.al,be unfaithful,M10,Sin
sin,H5039,Hebrew,ne.va.lah,folly,M16,Folly
sin,H5112,Hebrew,nod,wandering,,
sin,H5512A,Hebrew,sin,Pelusium,T2,Supplementary
sin,H5512B,Hebrew,sin,Sin,,
sin,H5674D,Hebrew,a.var,to pass: trespass,,
sin,H5766A,Hebrew,a.vel,injustice,M10,Sin
sin,H5771G,Hebrew,a.von,iniquity: crime,M10,Sin
sin,H5771H,Hebrew,a.von,iniquity: guilt,M10,Sin
sin,H5771I,Hebrew,a.von,iniquity: punishment,M10,Sin
sin,H5869K,Hebrew,a.yin,eye: sin,,
sin,H6586,Hebrew,pa.sha,to transgress,M10,Sin
sin,H6588,Hebrew,pe.sha,transgression,M10,Sin
sin,H7451I,Hebrew,ra.ah,distress: evil,M03,Grief
sin,H7451I,Hebrew,ra.ah,distress: evil,M27,Evil
sin,H7564,Hebrew,rish.ah,wickedness,M10,Sin
sin,H7683,Hebrew,sha.gag,to go astray,M30,Obedience
sin,H7686,Hebrew,sha.gah,to wander,M30,Obedience
sin,H8582,Hebrew,ta.ah,to go astray,M30,Obedience
sincerity,G0055,Greek,hagnōs,purely,T2,Supplementary
sincerity,G0097,Greek,adolos,pure,M12,Purity
sincerity,G0228,Greek,alēthinos,true,M13,Truth
sincerity,G0505,Greek,anupokritos,genuine,M12,Purity
sincerity,G0572,Greek,haplotēs,openness,M05,Love
sincerity,G0858,Greek,afelotēs,sincerity,,
sincerity,G0861,Greek,aftharsia,incorruptibility,M12,Purity
sincerity,G1103,Greek,gnēsios,genuine,,
sincerity,G1342,Greek,dikaios,just,M26,Righteousness
sincerity,G1505,Greek,eilikrineia,sincerity,M13,Truth
sincerity,G1506,Greek,eilikrinēs,pure,M12,Purity
sincerity,H4339,Hebrew,me.shar,uprightness,M26,Righteousness
sincerity,H8549H,Hebrew,ta.mim,unblemished: blameless,M12,Purity
slander,G0987,Greek,blasfēmeō,to blaspheme,M10,Sin
slander,G0988,Greek,blasfēmia,blasphemy,M10,Sin
slander,G0989,Greek,blasfēmos,blasphemous,M10,Sin
slander,G1228G,Greek,diabolos,Devil,,
slander,G1228H,Greek,diabolos,slanderous,,
slander,G1426,Greek,dusfēmia,slander,M14,Deceit
slander,G1908,Greek,epēreazō,to mistreat,,
slander,G2555,Greek,kakopoios,wrongdoing,M10,Sin
slander,G2635,Greek,katalaleō,to slander,M42,Speech
slander,G2636,Greek,katalalia,slander,M14,Deceit
slander,G2637,Greek,katalalos,slanderous,M14,Deceit
slander,G3059,Greek,loidoria,reviling,M07,Shame
slander,G5396,Greek,fluareō,to talk nonsense,,
slander,H0205G,Hebrew,a.ven,evil: wickedness,M10,Sin
slander,H1681,Hebrew,dib.bah,slander,M14,Deceit
slander,H1696G,Hebrew,da.var,to speak: speak,,
slander,H1848,Hebrew,do.phi,slander,M14,Deceit
slander,H3956G,Hebrew,la.shon,tongue,,
slander,H3960,Hebrew,la.shan,to slander,M42,Speech
slander,H5414P,Hebrew,na.tan,to give: do,,
slander,H7167,Hebrew,qa.ra,to tear,,
slander,H7270,Hebrew,ra.gal,to spy,T2,Supplementary
slander,H7279,Hebrew,ra.gan,to grumble,M20,Doubt
slander,H7400,Hebrew,ra.khil,slander,M14,Deceit
slander,H8193G,Hebrew,sa.phah,lips,,
slander,H8267,Hebrew,she.qer,deception,M14,Deceit
sloth,G3576,Greek,nōthros,dull,,
sloth,G3636,Greek,oknēros,lazy,M16,Folly
sloth,G8474,Greek,oknēria,slothful,,
sloth,H6101,Hebrew,a.tsel,be sluggish,M24,Weakness
sloth,H6102,Hebrew,a.tsel,sluggish,M24,Weakness
sloth,H6103,Hebrew,ats.lah,sluggishness,M24,Weakness
sloth,H7423B,Hebrew,re.miy.yah,slackness,M14,Deceit
sloth,H7503,Hebrew,ra.phah,to slacken,M24,Weakness
sorcery,G3095,Greek,mageia,magic,,
sorcery,G5331,Greek,farmakeia,sorcery,T2,Supplementary
sorcery,G5333,Greek,farmakos,sorcerer,,
sorcery,H3784,Hebrew,ka.shaph,to practice sorcery,T2,Supplementary
sorcery,H3785,Hebrew,ke.sheph,sorcery,T2,Supplementary
sorcery,H5173,Hebrew,na.chash,divination,,
sorcery,H6049B,Hebrew,a.nan,to divine,,
sorrow,G3076,Greek,lupeō,to grieve,M03,Grief
sorrow,G3077,Greek,lupē,grief,M03,Grief
sorrow,G3600,Greek,odunaō,be anguished,M03,Grief
sorrow,G3601,Greek,odunē,anguish,M03,Grief
sorrow,G3997,Greek,penthos,grief,M03,Grief
sorrow,G4036,Greek,perilupos,sorrowful,M03,Grief
sorrow,G4818,Greek,sullupeō,be grieved,M03,Grief
sorrow,G5604,Greek,ōdin,labor,M24,Weakness
sorrow,H0017,Hebrew,a.voy,pain!,T2,Supplementary
sorrow,H0060,Hebrew,e.vel,mourning,M03,Grief
sorrow,H0205H,Hebrew,a.ven,evil: trouble,M10,Sin
sorrow,H0585,Hebrew,a.na.chah,sighing,M03,Grief
sorrow,H0592,Hebrew,a.niy.yah,lamentation,M42,Speech
sorrow,H1669,Hebrew,da.ev,to languish,M24,Weakness
sorrow,H1670,Hebrew,de.a.vah,dismay,M01,Fear
sorrow,H1670,Hebrew,de.a.vah,dismay,M03,Grief
sorrow,H1671,Hebrew,de.a.von,sorrow,M03,Grief
sorrow,H1674,Hebrew,de.a.gah,anxiety,M01,Fear
sorrow,H1727,Hebrew,duv,to pine,M24,Weakness
sorrow,H1741,Hebrew,de.vay,illness,M24,Weakness
sorrow,H2256B,Hebrew,che.vel,pain,M03,Grief
sorrow,H2342I,Hebrew,chul,to twist: writh in pain,M03,Grief
sorrow,H2427A,Hebrew,chil,agony,M03,Grief
sorrow,H2427B,Hebrew,chi.lah,agony,,
sorrow,H2490C,Hebrew,cha.lal,to profane/begin: begin,T2,Supplementary
sorrow,H3013,Hebrew,ya.gah,to suffer,M24,Weakness
sorrow,H3015,Hebrew,ya.gon,sorrow,M03,Grief
sorrow,H3510,Hebrew,ka.av,to pain,M03,Grief
sorrow,H3511,Hebrew,ke.ev,pain,M03,Grief
sorrow,H3515,Hebrew,ka.ved,heavy,,
sorrow,H3707,Hebrew,ka.as,to provoke,M02,Anger
sorrow,H3708A,Hebrew,ka.as,vexation,,
sorrow,H3708B,Hebrew,ka.a.s,vexation,M02,Anger
sorrow,H4044,Hebrew,me.gin.nah,covering,T2,Supplementary
sorrow,H4341,Hebrew,makh.ov,pain,M03,Grief
sorrow,H4620,Hebrew,ma.a.tse.vah,torment,M03,Grief
sorrow,H5999,Hebrew,a.mal,trouble,M03,Grief
sorrow,H6040,Hebrew,o.ni,affliction,M24,Weakness
sorrow,H6089A,Hebrew,e.tsev,toil,M03,Grief
sorrow,H6090A,Hebrew,o.tsev,pain,M03,Grief
sorrow,H6093,Hebrew,its.tsa.von,toil,M03,Grief
sorrow,H6094,Hebrew,ats.tse.vet,injury,M03,Grief
sorrow,H6094,Hebrew,ats.tse.vet,injury,T2,Supplementary
sorrow,H6735C,Hebrew,tsir,pang,,
sorrow,H6862B,Hebrew,tsar,distress,M03,Grief
sorrow,H6937,Hebrew,qa.dar,be dark,T2,Supplementary
sorrow,H7455,Hebrew,ro.a,evil,M10,Sin
sorrow,H8424,Hebrew,tu.gah,grief,M03,Grief
spirit,G0040G,Greek,hagios,holy,M22,Praise
spirit,G2588,Greek,kardia,heart,M47,Constitution
spirit,G4151G,Greek,pneuma,spirit/breath: spirit,M25,Life
spirit,G4151H,Greek,pneuma,spirit/breath: breath,M25,Life
spirit,G4436,Greek,puthōn,divining spirit,T2,Supplementary
spirit,G4861,Greek,sumpsuchos,harmonious,M33,Peace
spirit,G5326,Greek,fantasma,ghost,T2,Supplementary
spirit,H0178,Hebrew,ov,medium,T2,Supplementary
spirit,H0328A,Hebrew,it.ti,mutterer,,
spirit,H1100I,Hebrew,be.liy.ya.al,Belial: worthless,T2,Supplementary
spirit,H3820A,Hebrew,lev,heart,M47,Constitution
spirit,H4578,Hebrew,me.eh,belly,T2,Supplementary
spirit,H5301,Hebrew,na.phach,to breathe,M25,Life
spirit,H5315G,Hebrew,ne.phesh,soul,M47,Constitution
spirit,H5315H,Hebrew,ne.phesh,soul: life,M25,Life
spirit,H5396,Hebrew,nish.ma,breath,,
spirit,H5397,Hebrew,ne.sha.mah,breath,M25,Life
spirit,H7307G,Hebrew,ru.ach,spirit,,
spirit,H7307H,Hebrew,ru.ach,spirit: breath,,
spirit,H7307I,Hebrew,ru.ach,spirit: side,,
spirit,H7307J,Hebrew,ru.ach,spirit: temper,,
spirit,H7308,Hebrew,ru.ach,spirit,M47,Constitution
spirit,H7496,Hebrew,re.pha.im,shade,M27,Evil
strength,G0102,Greek,adunatos,unable,,
strength,G0194,Greek,akratos,undiluted,T2,Supplementary
strength,G0772G,Greek,asthenēs,weak,M24,Weakness
strength,G0972,Greek,biaios,strong,,
strength,G1411,Greek,dunamis,power,M23,Strength
strength,G1412,Greek,dunamoō,to empower,M23,Strength
strength,G1743,Greek,endunamoō,to strengthen,M23,Strength
strength,G1765,Greek,enischuō,to strengthen,T2,Supplementary
strength,G1840,Greek,exischuō,to have power,M23,Strength
strength,G1849,Greek,exousia,authority,M23,Strength
strength,G2478,Greek,ischuros,strong,M23,Strength
strength,G2479,Greek,ischus,strength,M23,Strength
strength,G2480,Greek,ischuō,be strong,M23,Strength
strength,G2729,Greek,katischuō,to prevail,M23,Strength
strength,G2904,Greek,kratos,power,M23,Strength
strength,G3618,Greek,oikodomeō,to build,M05,Love
strength,G3618,Greek,oikodomeō,to build,T2,Supplementary
strength,G4731,Greek,stereos,strong,M23,Strength
strength,G4732,Greek,stereoō,to strengthen,M23,Strength
strength,G4991,Greek,sōtēria,salvation,M38,Salvation
strength,G6347,Greek,anischus,without strength,M23,Strength
strength,H0193A,Hebrew,ul,strength,M23,Strength
strength,H0202,Hebrew,on,strength,M23,Strength
strength,H0353,Hebrew,e.yal,strength,M23,Strength
strength,H0360,Hebrew,e.ya.lut,strength,M23,Strength
strength,H0386,Hebrew,e.tan,strong,M23,Strength
strength,H0533,Hebrew,am.mits,strong,M23,Strength
strength,H0554,Hebrew,a.mots,strong,M23,Strength
strength,H0555,Hebrew,o.mets,strength,M23,Strength
strength,H0556,Hebrew,am.tsah,strength,M23,Strength
strength,H0820,Hebrew,ash.man.nim,strong,M23,Strength
strength,H1082,Hebrew,ba.lag,be cheerful,M04,Joy
strength,H1369,Hebrew,ge.vu.rah,might,M23,Strength
strength,H1396,Hebrew,ga.var,to prevail,M23,Strength
strength,H1433,Hebrew,go.del,greatness,M22,Praise
strength,H1679,Hebrew,do.ve,strength,M23,Strength
strength,H2220,Hebrew,ze.ro.a,arm,T2,Supplementary
strength,H2388G,Hebrew,cha.zaq,to strengthen: strengthen,M23,Strength
strength,H2391,Hebrew,che.zeq,strength,M23,Strength
strength,H2392,Hebrew,cho.zeq,strength,M23,Strength
strength,H2393,Hebrew,chez.qah,strength,M23,Strength
strength,H2428A,Hebrew,cha.yil,strength: soldiers,M23,Strength
strength,H2428G,Hebrew,cha.yil,strength,M23,Strength
strength,H2428H,Hebrew,cha.yil,strength: rich,M23,Strength
strength,H2428I,Hebrew,cha.yil,strength: worthy,M23,Strength
strength,H2429,Hebrew,cha.yil,strength,M23,Strength
strength,H2502B,Hebrew,cha.lats,to arm,,
strength,H2633,Hebrew,cho.sen,wealth,M46,Abundance
strength,H2634,Hebrew,cha.son,strong,M23,Strength
strength,H3027H,Hebrew,yad,hand: power,T2,Supplementary
strength,H3581A,Hebrew,ko.ach,reptile,T2,Supplementary
strength,H3581B,Hebrew,ko.ach,strength,M23,Strength
strength,H3624,Hebrew,ke.lach,vigor,,
strength,H3955,Hebrew,la.shad,juicy bit,T2,Supplementary
strength,H3966,Hebrew,me.od,much,T2,Supplementary
strength,H4206A,Hebrew,me.zach,belt,T2,Supplementary
strength,H4206B,Hebrew,me.zi.ach,belt,T2,Supplementary
strength,H4581,Hebrew,ma.oz,security,M19,Trust
strength,H5315H,Hebrew,ne.phesh,soul: life,M25,Life
strength,H5326,Hebrew,nits.bah,firmness,T2,Supplementary
strength,H5564,Hebrew,sa.makh,to support,,
strength,H5797,Hebrew,oz,strength,M23,Strength
strength,H5807,Hebrew,e.zuz,strength,M23,Strength
strength,H5810,Hebrew,a.zaz,be strong,M23,Strength
strength,H5934,Hebrew,a.lu.mim,youth,T2,Supplementary
strength,H5953D,Hebrew,a.lal,to thrust,,
strength,H6099,Hebrew,a.tsum,mighty,M23,Strength
strength,H6106G,Hebrew,e.tsem,bone,T2,Supplementary
strength,H6108,Hebrew,o.tsem,strength,M23,Strength
strength,H6109,Hebrew,ots.mah,strength,M23,Strength
strength,H6697H,Hebrew,tsur,rock,T2,Supplementary
strength,H7293,Hebrew,ra.hav,Rahab,M08,Pride
strength,H7293,Hebrew,ra.hav,Rahab,T2,Supplementary
strength,H7296,Hebrew,ro.hav,pride,M08,Pride
strength,H8443,Hebrew,to.a.phah,peak,T2,Supplementary
strength,H8617,Hebrew,te.qu.mah,standing,T2,Supplementary
strength,H8624,Hebrew,taq.qiph,strong,M23,Strength
strength,H8631,Hebrew,te.qeph,to grow strong,M23,Strength
strength,H8632B,Hebrew,te.qoph,might,T2,Supplementary
strength,H8633,Hebrew,to.qeph,power,M23,Strength
strife,G0483,Greek,antilegō,to dispute,,
strife,G0485,Greek,antilogia,dispute,M02,Anger
strife,G1264,Greek,diamachomai,to contend sharply,,
strife,G1864,Greek,epagōnizomai,to contend,M44,Relational
strife,G2052,Greek,eritheia,rivalry,M28,Envy
strife,G2054,Greek,eris,quarrel,M02,Anger
strife,G2371,Greek,thumomacheō,to quarrel,M02,Anger
strife,G3054,Greek,logomacheō,to quarrel,T2,Supplementary
strife,G3055,Greek,logomachia,quarrel,M02,Anger
strife,G3163,Greek,machē,quarrel,,
strife,G3164,Greek,machomai,to quarrel,,
strife,G4866,Greek,sunathleō,to contend,,
strife,G5379,Greek,filoneikia,love of dispute,M02,Anger
strife,G5379,Greek,filoneikia,love of dispute,T2,Supplementary
strife,H1413,Hebrew,ga.dad,to attack,,
strife,H1481B,Hebrew,gur,to quarrel,,
strife,H1566,Hebrew,ga.la,to quarrel,,
strife,H1777,Hebrew,din,to judge,FLAG,Flag
strife,H1777,Hebrew,din,to judge,M26,Righteousness
strife,,,,,,
strife,H4066,Hebrew,ma.don,strife,M02,Anger
strife,H4079,Hebrew,mid.yan,contention,,
strife,H4090,Hebrew,me.dan,strife,,
strife,H4683,Hebrew,mats.tsah,strife,M02,Anger
strife,H4695,Hebrew,mats.tsut,strife,M02,Anger
strife,H4808,Hebrew,me.ri.vah,provocation,M02,Anger
strife,H4809H,Hebrew,me.ri.vah,Meribah,,
strife,H6229,Hebrew,a.saq,to contend,T2,Supplementary
strife,H7128,Hebrew,qe.rav,battle,,
strife,H7379,Hebrew,riv,strife,M02,Anger
strife,H7853,Hebrew,sa.tan,to oppose,M06,Hate
strife,H8409,Hebrew,tig.rah,strife,,
stubbornness,G4643,Greek,sklērotēs,hardness,M30,Obedience
stubbornness,G4645,Greek,sklērunō,to harden,,
stubbornness,H0047I,Hebrew,ab.bir,mighty: strong,,
stubbornness,H2389,Hebrew,cha.zaq,strong,M23,Strength
stubbornness,H3515,Hebrew,ka.ved,heavy,,
stubbornness,H3985,Hebrew,ma.en,to refuse,,
stubbornness,H3986,Hebrew,ma.en,refusing,,
stubbornness,H3987,Hebrew,me.en,refusing,,
stubbornness,H4696,Hebrew,me.tsach,forehead,,
stubbornness,H5620,Hebrew,sar,stubborn,,
stubbornness,H5637,Hebrew,sa.rar,to rebel,,
stubbornness,H5797,Hebrew,oz,strength,M23,Strength
stubbornness,H6203,Hebrew,o.reph,neck,,
stubbornness,H6484,Hebrew,pa.tsar,to press,,
stubbornness,H7185,Hebrew,qa.shah,to harden,FLAG,Flag
stubbornness,H7185,Hebrew,qa.shah,to harden,T2,Supplementary
stubbornness,H7186,Hebrew,qa.sheh,severe,M24,Weakness
stubbornness,H7190,Hebrew,qe.shi,stubbornness,M30,Obedience
stubbornness,H8307,Hebrew,she.ri.rut,stubbornness,M30,Obedience
submission,G5226,Greek,hupeikō,to submit,,
submission,G5292,Greek,hupotagē,submission,M09,Humility
submission,G5293,Greek,hupotassō,to subject,M23,Strength
submission,H1290,Hebrew,be.rekh,knee,,
surrender,G3860,Greek,paradidōmi,to deliver,T2,Supplementary
surrender,H3027H,Hebrew,yad,hand: power,T2,Supplementary
surrender,H3052,Hebrew,ye.hav,to give,,
surrender,H3318G,Hebrew,ya.tsa,to come out: come,T2,Supplementary
surrender,H3318P,Hebrew,ya.tsa,to come out: surrender,,
surrender,H4042,Hebrew,ma.gan,to deliver,T2,Supplementary
surrender,H4560,Hebrew,ma.sar,to commit,,
surrender,H5307G,Hebrew,na.phal,to fall: fall,,
surrender,H5414G,Hebrew,na.tan,to give: give,M12,Purity
surrender,H5462,Hebrew,sa.gar,to shut,T2,Supplementary
temptation,G1185,Greek,deleazō,to entice,M10,Sin
temptation,G3986G,Greek,peirasmos,temptation/testing: temptation,M35,Testing
temptation,G3986H,Greek,peirasmos,temptation/testing: testing,M35,Testing
temptation,G4625,Greek,skandalon,stumbling block,M35,Testing
temptation,H4065,Hebrew,mad.du.ach,enticement,,
temptation,H4531B,Hebrew,mas.sah,trial,,
terror,G1719,Greek,emfobos,afraid,M01,Fear
terror,G5399,Greek,fobeō,to fear,M01,Fear
terror,G5400,Greek,fobētron,fearful thing,M01,Fear
terror,G5400,Greek,fobētron,fearful thing,T2,Supplementary
terror,G5401,Greek,fobos,fear,M01,Fear
terror,G7898,Greek,kataplēxis,a terror,,
terror,G7899,Greek,kataplēssō,to strike with terror,,
terror,H0367,Hebrew,e.mah,terror,M01,Fear
terror,H0926,Hebrew,ba.hal,to dismay,M01,Fear
terror,H0928,Hebrew,be.ha.lah,dismay,M01,Fear
terror,H0928,Hebrew,be.ha.lah,dismay,M03,Grief
terror,H1091,Hebrew,bal.la.hah,terror,M01,Fear
terror,H1161,Hebrew,bi.u.tim,terror,M01,Fear
terror,H1204,Hebrew,ba.at,to terrify,,
terror,H1205,Hebrew,be.a.tah,terror,M01,Fear
terror,H1670,Hebrew,de.a.vah,dismay,M01,Fear
terror,H1670,Hebrew,de.a.vah,dismay,M03,Grief
terror,H2113,Hebrew,ze.va.ah,trembling,M01,Fear
terror,H2189,Hebrew,za.a.vah,horror,M01,Fear
terror,H2283,Hebrew,chag.ga,terror,M01,Fear
terror,H2729,Hebrew,cha.rad,to tremble,M01,Fear
terror,H2731,Hebrew,cha.ra.dah,trembling,M01,Fear
terror,H2844A,Hebrew,chat,terror,M01,Fear
terror,H2844B,Hebrew,chat,shattered,FLAG,Flag
terror,H2844B,Hebrew,chat,shattered,T2,Supplementary
terror,H2847,Hebrew,chit.tah,terror,M01,Fear
terror,H2849,Hebrew,chat.chat,terror,M01,Fear
terror,H2851,Hebrew,chit.tit,terror,M01,Fear
terror,H2865,Hebrew,cha.tat,to to be dismayed,M01,Fear
terror,H2866,Hebrew,cha.tat,terror,M01,Fear
terror,H3372G,Hebrew,ya.re,to fear,M01,Fear
terror,H4032,Hebrew,ma.gor,terror,M01,Fear
terror,H4035,Hebrew,me.gu.rah,fear,M01,Fear
terror,H4036,Hebrew,ma.gor mis.sa.viv,`Terror on Every Side`,,
terror,H4172A,Hebrew,mo.ra,fear,M01,Fear
terror,H4172B,Hebrew,mo.rah,fear,M01,Fear
terror,H4288,Hebrew,me.chit.tah,terror,M01,Fear
terror,H4637,Hebrew,ma.a.ra.tsah,terror,M01,Fear
terror,H4712,Hebrew,me.tsar,terror,M01,Fear
terror,H4712,Hebrew,me.tsar,terror,M24,Weakness
