word_id,word,word_status,strong,cluster_codes,cluster_names
157,craving,raw-complete,G0025,M05,M05(Love)
157,craving,raw-complete,G0154,,
157,craving,raw-complete,G1934,M21,M21(Prayer)
157,craving,raw-complete,G1937,M18,M18(Hope)
157,craving,raw-complete,G1938,M29,M29(Desire)
157,craving,raw-complete,G1939,M28,M28(Envy)
157,craving,raw-complete,G1971,M18,M18(Hope)
157,craving,raw-complete,G3552,M24,M24(Weakness)
157,craving,raw-complete,G3713,M18,M18(Hope)
157,craving,raw-complete,G4124,M28,M28(Envy)
157,craving,raw-complete,G7114,,
157,craving,raw-complete,G8013,,
157,craving,raw-complete,H0183,M28,M28(Envy)
157,craving,raw-complete,H0404,,
157,craving,raw-complete,H1942,M28,M28(Envy)
157,craving,raw-complete,H2637,,
157,craving,raw-complete,H7592,M21,M21(Prayer)
157,craving,raw-complete,H8378,M28,M28(Envy)
171,deadness,raw-complete,G0581,,
171,deadness,raw-complete,G0599,,
171,deadness,raw-complete,G2253,M24,M24(Weakness)
171,deadness,raw-complete,G2288,T2,T2(Supplementary)
171,deadness,raw-complete,G2289,,
171,deadness,raw-complete,G2348,T2,T2(Supplementary)
171,deadness,raw-complete,G2659,,
171,deadness,raw-complete,G2837,,
171,deadness,raw-complete,G2966,,
171,deadness,raw-complete,G3498,T2,T2(Supplementary)
171,deadness,raw-complete,G3499,M24,M24(Weakness)
171,deadness,raw-complete,G3500,,
171,deadness,raw-complete,G4430,,
171,deadness,raw-complete,G5053,,
171,deadness,raw-complete,H0330,,
171,deadness,raw-complete,H1472,,
171,deadness,raw-complete,H1478,,
171,deadness,raw-complete,H2491A,T2,T2(Supplementary)
171,deadness,raw-complete,H4191,T2,T2(Supplementary)
171,deadness,raw-complete,H4194,T2,T2(Supplementary)
171,deadness,raw-complete,H5038,,
171,deadness,raw-complete,H5315M,M47,M47(Constitution)
171,deadness,raw-complete,H6297,,
171,deadness,raw-complete,H7290,,
171,deadness,raw-complete,H7496,M27,M27(Evil)
171,deadness,raw-complete,H7901J,,
31,debauchery,raw-complete,G0766,M28,M28(Envy)
31,debauchery,raw-complete,G0810,M28,M28(Envy)
31,debauchery,raw-complete,G0811,T2,T2(Supplementary)
32,deceit,raw-complete,G0539,M14,M14(Deceit)
32,deceit,raw-complete,G1386,M14,M14(Deceit)
32,deceit,raw-complete,G1387,M14,M14(Deceit)
32,deceit,raw-complete,G1388,M14,M14(Deceit)
32,deceit,raw-complete,G1818,,
32,deceit,raw-complete,G3834,,
32,deceit,raw-complete,G4106,,
32,deceit,raw-complete,G4108,,
32,deceit,raw-complete,G5573,,
32,deceit,raw-complete,G5574,,
32,deceit,raw-complete,G5579,,
32,deceit,raw-complete,G5582,,
32,deceit,raw-complete,G6957,,
32,deceit,raw-complete,H0205G,M10,M10(Sin)
32,deceit,raw-complete,H0391,,
32,deceit,raw-complete,H0693,,
32,deceit,raw-complete,H0898,M10,M10(Sin)
32,deceit,raw-complete,H2505B,,
32,deceit,raw-complete,H2514,,
32,deceit,raw-complete,H2665,M14,M14(Deceit)
32,deceit,raw-complete,H3576,M14,M14(Deceit)
32,deceit,raw-complete,H3577,M14,M14(Deceit)
32,deceit,raw-complete,H3582,,
32,deceit,raw-complete,H3584,,
32,deceit,raw-complete,H3586,,
32,deceit,raw-complete,H3655,,
32,deceit,raw-complete,H3868,M14,M14(Deceit)
32,deceit,raw-complete,H4123,,
32,deceit,raw-complete,H4209,M14,M14(Deceit)
32,deceit,raw-complete,H4820,M14,M14(Deceit)
32,deceit,raw-complete,H4860,,
32,deceit,raw-complete,H5230,,
32,deceit,raw-complete,H5377,,
32,deceit,raw-complete,H5641,M20,M20(Doubt)
32,deceit,raw-complete,H5956,M14,M14(Deceit)
32,deceit,raw-complete,H6121A,M14,M14(Deceit)
32,deceit,raw-complete,H6280,,
32,deceit,raw-complete,H6601,,
32,deceit,raw-complete,H7423A,M14,M14(Deceit)
32,deceit,raw-complete,H7423B,M14,M14(Deceit)
32,deceit,raw-complete,H7723G,M14,M14(Deceit)
32,deceit,raw-complete,H8266,M13,M13(Truth)
32,deceit,raw-complete,H8267,M14,M14(Deceit)
32,deceit,raw-complete,H8419,M10,M10(Sin)
32,deceit,raw-complete,H8496,,
32,deceit,raw-complete,H8649B,M14,M14(Deceit)
33,defilement,raw-complete,G0234,,
33,defilement,raw-complete,G0449,,
33,defilement,raw-complete,G2839G,,
33,defilement,raw-complete,G2840,,
33,defilement,raw-complete,G3392,M12,M12(Purity)
33,defilement,raw-complete,G3393,,
33,defilement,raw-complete,G3394,M10,M10(Sin)
33,defilement,raw-complete,G3435,M10,M10(Sin)
33,defilement,raw-complete,G3436,M10,M10(Sin)
33,defilement,raw-complete,G4510,,
33,defilement,raw-complete,G4695,,
33,defilement,raw-complete,G5351,M10,M10(Sin)
33,defilement,raw-complete,G7121,,
33,defilement,raw-complete,G7170,,
33,defilement,raw-complete,G8327,,
33,defilement,raw-complete,H1351,,
33,defilement,raw-complete,H1352,,
33,defilement,raw-complete,H1602,M06,M06(Hate)
33,defilement,raw-complete,H2490H,T2,T2(Supplementary)
33,defilement,raw-complete,H2491B,T2,T2(Supplementary)
33,defilement,raw-complete,H2610,,
33,defilement,raw-complete,H2930A,M10,M10(Sin)
33,defilement,raw-complete,H2931,M10,M10(Sin)
33,defilement,raw-complete,H2932,M12,M12(Purity)
33,defilement,raw-complete,H2933,,
33,defilement,raw-complete,H2936,,
33,defilement,raw-complete,H5079,M10,M10(Sin)
33,defilement,raw-complete,H5953D,,
33,defilement,raw-complete,H6942I,M12,M12(Purity)
33,defilement,raw-complete,H8262,M27,M27(Evil)
34,delight,raw-complete,G0020,M04,M04(Joy)
34,delight,raw-complete,G0587,,
34,delight,raw-complete,G0699,,
34,delight,raw-complete,G0700,,
34,delight,raw-complete,G2100,,
34,delight,raw-complete,G2106,M04,M04(Joy)
34,delight,raw-complete,G2234,M04,M04(Joy)
34,delight,raw-complete,G4913,M04,M04(Joy)
34,delight,raw-complete,G5463,M04,M04(Joy)
34,delight,raw-complete,G5479,M04,M04(Joy)
34,delight,raw-complete,G7936,,
34,delight,raw-complete,H1523,M04,M04(Joy)
34,delight,raw-complete,H2530A,M28,M28(Envy)
34,delight,raw-complete,H2531,M04,M04(Joy)
34,delight,raw-complete,H2532A,M28,M28(Envy)
34,delight,raw-complete,H2532B,M28,M28(Envy)
34,delight,raw-complete,H2654A,M04,M04(Joy)
34,delight,raw-complete,H2654B,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
34,delight,raw-complete,H2655,M04,M04(Joy)
34,delight,raw-complete,H2656,M04,M04(Joy)
34,delight,raw-complete,H2657H,T2,T2(Supplementary)
34,delight,raw-complete,H2896A,M04,M04(Joy)
34,delight,raw-complete,H3302,,
34,delight,raw-complete,H4261,M28,M28(Envy)
34,delight,raw-complete,H4263,M05,M05(Love)
34,delight,raw-complete,H4574,T2,T2(Supplementary)
34,delight,raw-complete,H4885,M04,M04(Joy)
34,delight,raw-complete,H4998,,
34,delight,raw-complete,H5000,M05,M05(Love)
34,delight,raw-complete,H5273A,M04,M04(Joy)
34,delight,raw-complete,H5276,M04,M04(Joy)
34,delight,raw-complete,H5282,M04,M04(Joy)
34,delight,raw-complete,H5414G,M12,M12(Purity)
34,delight,raw-complete,H5727,M46,M46(Abundance)
34,delight,raw-complete,H5730A,T2,T2(Supplementary)
34,delight,raw-complete,H5730B,M04,M04(Joy)
34,delight,raw-complete,H5965,M04,M04(Joy)
34,delight,raw-complete,H6026,M04,M04(Joy)
34,delight,raw-complete,H6027,M04,M04(Joy)
34,delight,raw-complete,H6149,M04,M04(Joy)
34,delight,raw-complete,H7306,,
34,delight,raw-complete,H7470,,
34,delight,raw-complete,H7521,M39,M39(Blessing)
34,delight,raw-complete,H7522,M29,M29(Desire)
34,delight,raw-complete,H7797,M04,M04(Joy)
34,delight,raw-complete,H7814,,
34,delight,raw-complete,H8055,M04,M04(Joy)
34,delight,raw-complete,H8056,M04,M04(Joy)
34,delight,raw-complete,H8057,M04,M04(Joy)
34,delight,raw-complete,H8173A,T2,T2(Supplementary)
34,delight,raw-complete,H8173B,M04,M04(Joy)
34,delight,raw-complete,H8191,M04,M04(Joy)
34,delight,raw-complete,H8231,,
34,delight,raw-complete,H8342,M04,M04(Joy)
34,delight,raw-complete,H8378,M28,M28(Envy)
34,delight,raw-complete,H8588,M04,M04(Joy)
35,desire,raw-complete,G0154,,
35,desire,raw-complete,G0701,M04,M04(Joy)
35,desire,raw-complete,G1013,M17,M17(Counsel)
35,desire,raw-complete,G1014,M15,M15(Wisdom)
35,desire,raw-complete,G1809,T2,T2(Supplementary)
35,desire,raw-complete,G1934,M21,M21(Prayer)
35,desire,raw-complete,G1937,M18,M18(Hope)
35,desire,raw-complete,G1938,M29,M29(Desire)
35,desire,raw-complete,G1939,M28,M28(Envy)
35,desire,raw-complete,G1971,M18,M18(Hope)
35,desire,raw-complete,G1972,M18,M18(Hope)
35,desire,raw-complete,G1974,M18,M18(Hope)
35,desire,raw-complete,G2065,M21,M21(Prayer)
35,desire,raw-complete,G2107,M39,M39(Blessing)
35,desire,raw-complete,G21415,,
35,desire,raw-complete,G2212,M41,M41(Remembrance)
35,desire,raw-complete,G2307,M29,M29(Desire)
35,desire,raw-complete,G2309,M29,M29(Desire)
35,desire,raw-complete,G2442,M28,M28(Envy)
35,desire,raw-complete,G2691,M28,M28(Envy)
35,desire,raw-complete,G3713,M18,M18(Hope)
35,desire,raw-complete,G3715,M28,M28(Envy)
35,desire,raw-complete,G3870,M05,M05(Love)
35,desire,raw-complete,G7410,,
35,desire,raw-complete,G7411,,
35,desire,raw-complete,H0015,T2,T2(Supplementary)
35,desire,raw-complete,H0035,M29,M29(Desire)
35,desire,raw-complete,H0157G,,
35,desire,raw-complete,H0183,M28,M28(Envy)
35,desire,raw-complete,H0185,,
35,desire,raw-complete,H0977,M37,M37(Calling)
35,desire,raw-complete,H1156,M21,M21(Prayer)
35,desire,raw-complete,H1245,M41,M41(Remembrance)
35,desire,raw-complete,H1697H,,
35,desire,raw-complete,H1942,M28,M28(Envy)
35,desire,raw-complete,H2530A,M28,M28(Envy)
35,desire,raw-complete,H2530B,M28,M28(Envy)
35,desire,raw-complete,H2531,M04,M04(Joy)
35,desire,raw-complete,H2532A,M28,M28(Envy)
35,desire,raw-complete,H2532B,M28,M28(Envy)
35,desire,raw-complete,H2550,M05,M05(Love)
35,desire,raw-complete,H2654A,M04,M04(Joy)
35,desire,raw-complete,H2655,M04,M04(Joy)
35,desire,raw-complete,H2656,M04,M04(Joy)
35,desire,raw-complete,H2836A,M28,M28(Envy)
35,desire,raw-complete,H2836B,M44,M44(Relational)
35,desire,raw-complete,H2837,M28,M28(Envy)
35,desire,raw-complete,H3700,M18,M18(Hope)
35,desire,raw-complete,H3970,M29,M29(Desire)
35,desire,raw-complete,H4180,,
35,desire,raw-complete,H4261,M28,M28(Envy)
35,desire,raw-complete,H4262,,
35,desire,raw-complete,H4862,M21,M21(Prayer)
35,desire,raw-complete,H5315L,M47,M47(Constitution)
35,desire,raw-complete,H5375O,M19,M19(Trust)
35,desire,raw-complete,H5690,M28,M28(Envy)
35,desire,raw-complete,H6634,M29,M29(Desire)
35,desire,raw-complete,H7522,M29,M29(Desire)
35,desire,raw-complete,H7592,M21,M21(Prayer)
35,desire,raw-complete,H7602A,M18,M18(Hope)
35,desire,raw-complete,H8378,M28,M28(Envy)
35,desire,raw-complete,H8669,M28,M28(Envy)
36,despair,raw-complete,G0560,M18,M18(Hope)
36,despair,raw-complete,G1820,M20,M20(Doubt)
36,despair,raw-complete,H0605,M24,M24(Weakness)
36,despair,raw-complete,H0954,M07,M07(Shame)
36,despair,raw-complete,H1671,M03,M03(Grief)
36,despair,raw-complete,H2976,M20,M20(Doubt)
36,despair,raw-complete,H3372G,M01,M01(Fear)
36,despair,raw-complete,H3544,,
36,despair,raw-complete,H3856,,
36,despair,raw-complete,H4127,,
36,despair,raw-complete,H4523,,
36,despair,raw-complete,H4531A,,
36,despair,raw-complete,H4549,T2,T2(Supplementary)
36,despair,raw-complete,H4816,,
36,despair,raw-complete,H5136,M24,M24(Weakness)
36,despair,raw-complete,H6323,,
36,despair,raw-complete,H7817,,
36,despair,raw-complete,H8077A,M27,M27(Evil)
36,despair,raw-complete,H8078,,
182,devious,raw-complete,G3835,,
182,devious,raw-complete,H2505B,,
182,devious,raw-complete,H3868,M14,M14(Deceit)
182,devious,raw-complete,H3891,M10,M10(Sin)
182,devious,raw-complete,H4209,M14,M14(Deceit)
37,devotion,raw-complete,G0472,,
37,devotion,raw-complete,G1872,,
37,devotion,raw-complete,G2138,,
37,devotion,raw-complete,G2145,,
37,devotion,raw-complete,G4043,,
37,devotion,raw-complete,G4291,,
37,devotion,raw-complete,G4337,,
37,devotion,raw-complete,G4342,,
37,devotion,raw-complete,G4574,,
37,devotion,raw-complete,G4980,,
37,devotion,raw-complete,G5021,T2,T2(Supplementary)
37,devotion,raw-complete,G5387,M05,M05(Love)
37,devotion,raw-complete,H1692,,
37,devotion,raw-complete,H2388K,M34,M34(Perseverance)
37,devotion,raw-complete,H2617A,M05,M05(Love)
37,devotion,raw-complete,H2763A,,
37,devotion,raw-complete,H2763B,,
37,devotion,raw-complete,H2764A,,
37,devotion,raw-complete,H2764B,,
37,devotion,raw-complete,H4376,,
37,devotion,raw-complete,H5144A,M12,M12(Purity)
37,devotion,raw-complete,H5414H,,
37,devotion,raw-complete,H5674C,,
37,devotion,raw-complete,H5737A,,
37,devotion,raw-complete,H7521,M39,M39(Blessing)
37,devotion,raw-complete,H8003,,
37,devotion,raw-complete,H8104I,M30,M30(Obedience)
38,dignity,raw-complete,G1391,M22,M22(Praise)
38,dignity,raw-complete,G4586,M34,M34(Perseverance)
38,dignity,raw-complete,G4587,M09,M09(Humility)
38,dignity,raw-complete,G8117,,
38,dignity,raw-complete,H1363,M08,M08(Pride)
38,dignity,raw-complete,H1420,M22,M22(Praise)
38,dignity,raw-complete,H1926,M22,M22(Praise)
38,dignity,raw-complete,H3367,,
38,dignity,raw-complete,H3519,M22,M22(Praise)
38,dignity,raw-complete,H4791,M08,M08(Pride)
38,dignity,raw-complete,H5082,M22,M22(Praise)
38,dignity,raw-complete,H7613,,
39,discernment,raw-complete,G0144,M43,M43(Prophecy)
39,discernment,raw-complete,G0145,M15,M15(Wisdom)
39,discernment,raw-complete,G0350,,
39,discernment,raw-complete,G1252,M15,M15(Wisdom)
39,discernment,raw-complete,G1253,M43,M43(Prophecy)
39,discernment,raw-complete,G1260,M15,M15(Wisdom)
39,discernment,raw-complete,G1381,M35,M35(Testing)
39,discernment,raw-complete,G2924,,
39,discernment,raw-complete,G4907,M15,M15(Wisdom)
39,discernment,raw-complete,G4908,M15,M15(Wisdom)
39,discernment,raw-complete,H0995,M15,M15(Wisdom)
39,discernment,raw-complete,H0998,M15,M15(Wisdom)
39,discernment,raw-complete,H0999,M15,M15(Wisdom)
39,discernment,raw-complete,H2095,,
39,discernment,raw-complete,H2940,T2,T2(Supplementary)
39,discernment,raw-complete,H2942,T2,T2(Supplementary)
39,discernment,raw-complete,H3045,M15,M15(Wisdom)
39,discernment,raw-complete,H3046,,
39,discernment,raw-complete,H4209,M14,M14(Deceit)
39,discernment,raw-complete,H5234A,,
39,discernment,raw-complete,H6175,M15,M15(Wisdom)
39,discernment,raw-complete,H7200G,T2,T2(Supplementary)
39,discernment,raw-complete,H7922,M15,M15(Wisdom)
39,discernment,raw-complete,H8085G,M41,M41(Remembrance)
39,discernment,raw-complete,H8085K,M41,M41(Remembrance)
39,discernment,raw-complete,H8394,M15,M15(Wisdom)
40,disobedience,raw-complete,G0506,,
40,disobedience,raw-complete,G0543,M30,M30(Obedience)
40,disobedience,raw-complete,G0544,M30,M30(Obedience)
40,disobedience,raw-complete,G0545,,
40,disobedience,raw-complete,G3876,M30,M30(Obedience)
40,disobedience,raw-complete,H4784,M30,M30(Obedience)
41,distress,raw-complete,G0085,M01,M01(Fear)
41,distress,raw-complete,G0318,M01,M01(Fear)
41,distress,raw-complete,G1568,M01,M01(Fear)
41,distress,raw-complete,G2346,M03,M03(Grief)
41,distress,raw-complete,G2347,"M01,M24","M01(Fear),M24(Weakness)"
41,distress,raw-complete,G2669,M24,M24(Weakness)
41,distress,raw-complete,G3076,M03,M03(Grief)
41,distress,raw-complete,G3600,M03,M03(Grief)
41,distress,raw-complete,G4660,M03,M03(Grief)
41,distress,raw-complete,G4729,M03,M03(Grief)
41,distress,raw-complete,G4730,"M01,M24","M01(Fear),M24(Weakness)"
41,distress,raw-complete,G4912,M23,M23(Strength)
41,distress,raw-complete,G4928,M03,M03(Grief)
41,distress,raw-complete,G8214,,
41,distress,raw-complete,H0205H,M10,M10(Sin)
41,distress,raw-complete,H0888,M02,M02(Anger)
41,distress,raw-complete,H0926,M01,M01(Fear)
41,distress,raw-complete,H2201,M42,M42(Speech)
41,distress,raw-complete,H2342A,,
41,distress,raw-complete,H2734,M02,M02(Anger)
41,distress,raw-complete,H3334,T2,T2(Supplementary)
41,distress,raw-complete,H3510,M03,M03(Grief)
41,distress,raw-complete,H3511,M03,M03(Grief)
41,distress,raw-complete,H3735,M01,M01(Fear)
41,distress,raw-complete,H4157,M03,M03(Grief)
41,distress,raw-complete,H4164,"M01,M24","M01(Fear),M24(Weakness)"
41,distress,raw-complete,H4689,M03,M03(Grief)
41,distress,raw-complete,H4691,M03,M03(Grief)
41,distress,raw-complete,H4712,"M01,M24","M01(Fear),M24(Weakness)"
41,distress,raw-complete,H4751,"M03,T2","M03(Grief),T2(Supplementary)"
41,distress,raw-complete,H5065,M24,M24(Weakness)
41,distress,raw-complete,H6087A,M24,M24(Weakness)
41,distress,raw-complete,H6365,M03,M03(Grief)
41,distress,raw-complete,H6682,M42,M42(Speech)
41,distress,raw-complete,H6693,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
41,distress,raw-complete,H6695A,M03,M03(Grief)
41,distress,raw-complete,H6695B,M03,M03(Grief)
41,distress,raw-complete,H6696A,M23,M23(Strength)
41,distress,raw-complete,H6696B,,
41,distress,raw-complete,H6862A,T2,T2(Supplementary)
41,distress,raw-complete,H6862B,M03,M03(Grief)
41,distress,raw-complete,H6862C,M44,M44(Relational)
41,distress,raw-complete,H6862D,M23,M23(Strength)
41,distress,raw-complete,H6869A,M24,M24(Weakness)
41,distress,raw-complete,H6869B,M03,M03(Grief)
41,distress,raw-complete,H6869C,"M02,M24","M02(Anger),M24(Weakness)"
41,distress,raw-complete,H6887B,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
41,distress,raw-complete,H6887C,M24,M24(Weakness)
41,distress,raw-complete,H6887D,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
41,distress,raw-complete,H6887E,"M06,M28","M06(Hate),M28(Envy)"
41,distress,raw-complete,H6973,M06,M06(Hate)
41,distress,raw-complete,H7185,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
41,distress,raw-complete,H7379,M02,M02(Anger)
41,distress,raw-complete,H7451A,M27,M27(Evil)
41,distress,raw-complete,H7451C,M03,M03(Grief)
41,distress,raw-complete,H7451I,"M03,M27","M03(Grief),M27(Evil)"
41,distress,raw-complete,H7489A,M27,M27(Evil)
41,distress,raw-complete,H7878,M15,M15(Wisdom)
42,division,raw-complete,G0139,T2,T2(Supplementary)
42,division,raw-complete,G0141,T2,T2(Supplementary)
42,division,raw-complete,G0592,,
42,division,raw-complete,G1267,T2,T2(Supplementary)
42,division,raw-complete,G1370,,
42,division,raw-complete,G2183,T2,T2(Supplementary)
42,division,raw-complete,G3311,T2,T2(Supplementary)
42,division,raw-complete,G4978,T2,T2(Supplementary)
42,division,raw-complete,G5010,,
42,division,raw-complete,H0505H,,
42,division,raw-complete,H1416,,
42,division,raw-complete,H2506A,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
42,division,raw-complete,H2515,T2,T2(Supplementary)
42,division,raw-complete,H4255,,
42,division,raw-complete,H4256,T2,T2(Supplementary)
42,division,raw-complete,H4653,,
42,division,raw-complete,H4929,,
42,division,raw-complete,H4931,,
42,division,raw-complete,H5587A,T2,T2(Supplementary)
42,division,raw-complete,H6304,T2,T2(Supplementary)
42,division,raw-complete,H6390,,
42,division,raw-complete,H6391,,
42,division,raw-complete,H6392,,
42,division,raw-complete,H6635A,T2,T2(Supplementary)
42,division,raw-complete,H7218K,,
162,dominion,raw-complete,G0746,M17,M17(Counsel)
162,dominion,raw-complete,G0932,M23,M23(Strength)
162,dominion,raw-complete,G1849,M23,M23(Strength)
162,dominion,raw-complete,G2634,M23,M23(Strength)
162,dominion,raw-complete,G2904,M23,M23(Strength)
162,dominion,raw-complete,G2961,M23,M23(Strength)
162,dominion,raw-complete,G2963,M23,M23(Strength)
162,dominion,raw-complete,H1166H,T2,T2(Supplementary)
162,dominion,raw-complete,H2508,T2,T2(Supplementary)
162,dominion,raw-complete,H3027H,T2,T2(Supplementary)
162,dominion,raw-complete,H3027W,"M23,T2","M23(Strength),T2(Supplementary)"
162,dominion,raw-complete,H4410,,
162,dominion,raw-complete,H4438,,
162,dominion,raw-complete,H4467,,
162,dominion,raw-complete,H4474,M23,M23(Strength)
162,dominion,raw-complete,H4475,M23,M23(Strength)
162,dominion,raw-complete,H4896,M23,M23(Strength)
162,dominion,raw-complete,H4910,M23,M23(Strength)
162,dominion,raw-complete,H4915A,,
162,dominion,raw-complete,H4915B,M23,M23(Strength)
162,dominion,raw-complete,H4951,M23,M23(Strength)
162,dominion,raw-complete,H7287A,M23,M23(Strength)
162,dominion,raw-complete,H7287B,,
162,dominion,raw-complete,H7300,T2,T2(Supplementary)
162,dominion,raw-complete,H7980,M23,M23(Strength)
162,dominion,raw-complete,H7985,M23,M23(Strength)
155,doubt,raw-complete,G0571,M31,M31(Faith)
155,doubt,raw-complete,G0639,M20,M20(Doubt)
155,doubt,raw-complete,G1252,M15,M15(Wisdom)
155,doubt,raw-complete,G1261,M15,M15(Wisdom)
155,doubt,raw-complete,G1280,M20,M20(Doubt)
155,doubt,raw-complete,G1365,M20,M20(Doubt)
155,doubt,raw-complete,G3349,,
155,doubt,raw-complete,G3843,T2,T2(Supplementary)
155,doubt,raw-complete,H4102,,
155,doubt,raw-complete,H7001,,
43,dread,raw-complete,G5015,,
43,dread,raw-complete,H0366,M01,M01(Fear)
43,dread,raw-complete,H0367,M01,M01(Fear)
43,dread,raw-complete,H0574,,
43,dread,raw-complete,H0927,M01,M01(Fear)
43,dread,raw-complete,H1091,M01,M01(Fear)
43,dread,raw-complete,H1161,M01,M01(Fear)
43,dread,raw-complete,H1481C,M01,M01(Fear)
43,dread,raw-complete,H1672,M20,M20(Doubt)
43,dread,raw-complete,H1763,M01,M01(Fear)
43,dread,raw-complete,H2111,,
43,dread,raw-complete,H2727,,
43,dread,raw-complete,H2844A,M01,M01(Fear)
43,dread,raw-complete,H3016,M01,M01(Fear)
43,dread,raw-complete,H3025,M01,M01(Fear)
43,dread,raw-complete,H3372G,M01,M01(Fear)
43,dread,raw-complete,H3372H,M01,M01(Fear)
43,dread,raw-complete,H3374,M01,M01(Fear)
43,dread,raw-complete,H4034,M01,M01(Fear)
43,dread,raw-complete,H4131,,
43,dread,raw-complete,H4172A,M01,M01(Fear)
43,dread,raw-complete,H6178,M01,M01(Fear)
43,dread,raw-complete,H6206,M01,M01(Fear)
43,dread,raw-complete,H6342,M01,M01(Fear)
43,dread,raw-complete,H6343,M01,M01(Fear)
43,dread,raw-complete,H6345,M01,M01(Fear)
43,dread,raw-complete,H6381,M04,M04(Joy)
43,dread,raw-complete,H6426,M01,M01(Fear)
43,dread,raw-complete,H6973,M06,M06(Hate)
43,dread,raw-complete,H7322,,
43,dread,raw-complete,H7460,M01,M01(Fear)
43,dread,raw-complete,H7494,,
43,dread,raw-complete,H7578,M01,M01(Fear)
43,dread,raw-complete,H8078,,
43,dread,raw-complete,H8175A,M01,M01(Fear)
43,dread,raw-complete,H8175B,,
43,dread,raw-complete,H8175C,,
43,dread,raw-complete,H8178,,
44,endurance,raw-complete,G0420,M05,M05(Love)
44,endurance,raw-complete,G0430,M35,M35(Testing)
44,endurance,raw-complete,G0941,,
44,endurance,raw-complete,G1476,,
44,endurance,raw-complete,G1526,,
44,endurance,raw-complete,G2553,M34,M34(Perseverance)
44,endurance,raw-complete,G2594,,
44,endurance,raw-complete,G3114,M34,M34(Perseverance)
44,endurance,raw-complete,G3115,M33,M33(Peace)
44,endurance,raw-complete,G3306,,
44,endurance,raw-complete,G3958,M24,M24(Weakness)
44,endurance,raw-complete,G3984,M35,M35(Testing)
44,endurance,raw-complete,G4343,,
44,endurance,raw-complete,G4722,,
44,endurance,raw-complete,G4778,,
44,endurance,raw-complete,G5159,,
44,endurance,raw-complete,G5278,M34,M34(Perseverance)
44,endurance,raw-complete,G5281,M34,M34(Perseverance)
44,endurance,raw-complete,G5297,,
44,endurance,raw-complete,G5342,M23,M23(Strength)
44,endurance,raw-complete,H0386,M23,M23(Strength)
44,endurance,raw-complete,H0539,M13,M13(Truth)
44,endurance,raw-complete,H0748,M25,M25(Life)
44,endurance,raw-complete,H1961,,
44,endurance,raw-complete,H2342B,,
44,endurance,raw-complete,H3201,M23,M23(Strength)
44,endurance,raw-complete,H3427,T2,T2(Supplementary)
44,endurance,raw-complete,H3557,,
44,endurance,raw-complete,H3559H,,
44,endurance,raw-complete,H3885A,,
44,endurance,raw-complete,H5375H,,
44,endurance,raw-complete,H5375J,,
44,endurance,raw-complete,H5375P,,
44,endurance,raw-complete,H5769G,T2,T2(Supplementary)
44,endurance,raw-complete,H5769H,T2,T2(Supplementary)
44,endurance,raw-complete,H5769I,,
44,endurance,raw-complete,H5769J,,
44,endurance,raw-complete,H5975G,,
44,endurance,raw-complete,H6031B,M24,M24(Weakness)
44,endurance,raw-complete,H6276,,
44,endurance,raw-complete,H6965B,,
44,endurance,raw-complete,H6965I,,
44,endurance,raw-complete,H6966I,,
44,endurance,raw-complete,H7011,,
44,endurance,raw-complete,H7114A,T2,T2(Supplementary)
44,endurance,raw-complete,H7323,,
44,endurance,raw-complete,H7646,M46,M46(Abundance)
45,envy,raw-complete,G2205,M21,M21(Prayer)
45,envy,raw-complete,G2206,M19,M19(Trust)
45,envy,raw-complete,G3788,T2,T2(Supplementary)
45,envy,raw-complete,G5354,M28,M28(Envy)
45,envy,raw-complete,G5355,M28,M28(Envy)
45,envy,raw-complete,G6041,M28,M28(Envy)
45,envy,raw-complete,H6424,,
45,envy,raw-complete,H7065,M02,M02(Anger)
45,envy,raw-complete,H7068,M02,M02(Anger)
45,envy,raw-complete,H7520,"M06,M28","M06(Hate),M28(Envy)"
46,evil,raw-complete,G0093,M10,M10(Sin)
46,evil,raw-complete,G0824,M10,M10(Sin)
46,evil,raw-complete,G0983,,
46,evil,raw-complete,G1426,M14,M14(Deceit)
46,evil,raw-complete,G2549,M10,M10(Sin)
46,evil,raw-complete,G2551,M07,M07(Shame)
46,evil,raw-complete,G2554,M27,M27(Evil)
46,evil,raw-complete,G2555,M10,M10(Sin)
46,evil,raw-complete,G2556G,,
46,evil,raw-complete,G2556H,,
46,evil,raw-complete,G2557,,
46,evil,raw-complete,G2559,M24,M24(Weakness)
46,evil,raw-complete,G2560,T2,T2(Supplementary)
46,evil,raw-complete,G2636,M14,M14(Deceit)
46,evil,raw-complete,G4189,M10,M10(Sin)
46,evil,raw-complete,G4190,M10,M10(Sin)
46,evil,raw-complete,G4191,M27,M27(Evil)
46,evil,raw-complete,G5337,M10,M10(Sin)
46,evil,raw-complete,G7771,,
46,evil,raw-complete,G7772,,
46,evil,raw-complete,G7773,,
46,evil,raw-complete,G7774,M27,M27(Evil)
46,evil,raw-complete,H0192,,
