word_id,word,word_status,strong,cluster_codes,cluster_names
178,Cursing,raw-complete,G0331,,
178,Cursing,raw-complete,G0332,,
178,Cursing,raw-complete,G0685,,
178,Cursing,raw-complete,G0987,M10,M10(Sin)
178,Cursing,raw-complete,G1944,,
178,Cursing,raw-complete,G2551,M07,M07(Shame)
178,Cursing,raw-complete,G2616,M24,M24(Weakness)
178,Cursing,raw-complete,G2617,M07,M07(Shame)
178,Cursing,raw-complete,G2652,,
178,Cursing,raw-complete,G2653,,
178,Cursing,raw-complete,G2671,,
178,Cursing,raw-complete,G2672,,
178,Cursing,raw-complete,G6522,,
178,Cursing,raw-complete,G7906,,
178,Cursing,raw-complete,H0422,,
178,Cursing,raw-complete,H0423,T2,T2(Supplementary)
178,Cursing,raw-complete,H0779,M06,M06(Hate)
178,Cursing,raw-complete,H1288,M39,M39(Blessing)
178,Cursing,raw-complete,H1697G,,
178,Cursing,raw-complete,H3994,,
178,Cursing,raw-complete,H5173,,
178,Cursing,raw-complete,H5344A,,
178,Cursing,raw-complete,H5344B,,
178,Cursing,raw-complete,H6895,,
178,Cursing,raw-complete,H7043,T2,T2(Supplementary)
178,Cursing,raw-complete,H7045,,
178,Cursing,raw-complete,H7621,T2,T2(Supplementary)
178,Cursing,raw-complete,H7650,T2,T2(Supplementary)
178,Cursing,raw-complete,H8381,,
175,Ruthlessness,raw-complete,G0415,M05,M05(Love)
175,Ruthlessness,raw-complete,G0786,,
175,Ruthlessness,raw-complete,H0393,M06,M06(Hate)
175,Ruthlessness,raw-complete,H0394,M06,M06(Hate)
175,Ruthlessness,raw-complete,H0395,M06,M06(Hate)
175,Ruthlessness,raw-complete,H2556C,,
175,Ruthlessness,raw-complete,H4751,"M03,T2","M03(Grief),T2(Supplementary)"
175,Ruthlessness,raw-complete,H5794,M23,M23(Strength)
175,Ruthlessness,raw-complete,H6184,M06,M06(Hate)
147,Soul,raw-complete,G5590G,M47,M47(Constitution)
147,Soul,raw-complete,G5590H,M25,M25(Life)
147,Soul,raw-complete,G5590I,M47,M47(Constitution)
147,Soul,raw-complete,G5590J,M47,M47(Constitution)
147,Soul,raw-complete,G5590K,,
147,Soul,raw-complete,H4578,T2,T2(Supplementary)
147,Soul,raw-complete,H5315G,M47,M47(Constitution)
147,Soul,raw-complete,H5315H,M25,M25(Life)
147,Soul,raw-complete,H5315I,M47,M47(Constitution)
147,Soul,raw-complete,H5315J,M47,M47(Constitution)
147,Soul,raw-complete,H5315K,M47,M47(Constitution)
147,Soul,raw-complete,H5315L,M47,M47(Constitution)
147,Soul,raw-complete,H5315M,M47,M47(Constitution)
147,Soul,raw-complete,H5315N,M47,M47(Constitution)
147,Soul,raw-complete,H5397,M25,M25(Life)
177,Suffering,raw-complete,G2983,,
177,Suffering,raw-complete,G6103,,
177,Suffering,raw-complete,G6345,,
177,Suffering,raw-complete,G7474,,
177,Suffering,raw-complete,H0605,M24,M24(Weakness)
177,Suffering,raw-complete,H2470I,M03,M03(Grief)
177,Suffering,raw-complete,H3511,M03,M03(Grief)
177,Suffering,raw-complete,H4251,M24,M24(Weakness)
177,Suffering,raw-complete,H4341,M03,M03(Grief)
177,Suffering,raw-complete,H5375J,,
177,Suffering,raw-complete,H6039,"FLAG,M24","FLAG(Flag),M24(Weakness)"
177,Suffering,raw-complete,H6040,M24,M24(Weakness)
177,Suffering,raw-complete,H6094,"M03,T2","M03(Grief),T2(Supplementary)"
177,Suffering,raw-complete,H6869B,M03,M03(Grief)
177,Suffering,raw-complete,H7185,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
4,abomination,raw-complete,G0111,,
4,abomination,raw-complete,G0655,,
4,abomination,raw-complete,G0946,M10,M10(Sin)
4,abomination,raw-complete,G0947,M10,M10(Sin)
4,abomination,raw-complete,G0948,M06,M06(Hate)
4,abomination,raw-complete,G6662,,
4,abomination,raw-complete,G8238,,
4,abomination,raw-complete,H0887,M06,M06(Hate)
4,abomination,raw-complete,H2194,M02,M02(Anger)
4,abomination,raw-complete,H2214,,
4,abomination,raw-complete,H4656,,
4,abomination,raw-complete,H6292,M27,M27(Evil)
4,abomination,raw-complete,H8251,M10,M10(Sin)
4,abomination,raw-complete,H8262,M27,M27(Evil)
4,abomination,raw-complete,H8263,M06,M06(Hate)
4,abomination,raw-complete,H8441,M10,M10(Sin)
4,abomination,raw-complete,H8581,M06,M06(Hate)
5,agony,raw-complete,G0074,M34,M34(Perseverance)
5,agony,raw-complete,G0928H,M03,M03(Grief)
5,agony,raw-complete,G3600,M03,M03(Grief)
5,agony,raw-complete,G5604,M24,M24(Weakness)
5,agony,raw-complete,H1518,T2,T2(Supplementary)
5,agony,raw-complete,H2256B,M03,M03(Grief)
5,agony,raw-complete,H2342I,M03,M03(Grief)
5,agony,raw-complete,H2427A,M03,M03(Grief)
5,agony,raw-complete,H2427B,,
5,agony,raw-complete,H7661,M01,M01(Fear)
5,agony,raw-complete,H8463,M24,M24(Weakness)
6,ambition,raw-complete,G2052,M28,M28(Envy)
6,ambition,raw-complete,G5389,M18,M18(Hope)
7,anger,raw-complete,G2042,M02,M02(Anger)
7,anger,raw-complete,G2372,,
7,anger,raw-complete,G2373,"M02,T2","M02(Anger),T2(Supplementary)"
7,anger,raw-complete,G3709,M02,M02(Anger)
7,anger,raw-complete,G3710,M02,M02(Anger)
7,anger,raw-complete,G3947,M02,M02(Anger)
7,anger,raw-complete,G3949,M02,M02(Anger)
7,anger,raw-complete,G3950,M02,M02(Anger)
7,anger,raw-complete,G4292,,
7,anger,raw-complete,G7026,,
7,anger,raw-complete,G8318,,
7,anger,raw-complete,H0639G,T2,T2(Supplementary)
7,anger,raw-complete,H0639H,,
7,anger,raw-complete,H0639I,,
7,anger,raw-complete,H0644,T2,T2(Supplementary)
7,anger,raw-complete,H2195,M02,M02(Anger)
7,anger,raw-complete,H2198,M02,M02(Anger)
7,anger,raw-complete,H2528,M02,M02(Anger)
7,anger,raw-complete,H2534,M02,M02(Anger)
7,anger,raw-complete,H2552,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
7,anger,raw-complete,H2734,M02,M02(Anger)
7,anger,raw-complete,H2740,M02,M02(Anger)
7,anger,raw-complete,H3707,M02,M02(Anger)
7,anger,raw-complete,H3708A,,
7,anger,raw-complete,H3708B,M02,M02(Anger)
7,anger,raw-complete,H5006,M06,M06(Hate)
7,anger,raw-complete,H5201,M30,M30(Obedience)
7,anger,raw-complete,H5307K,M02,M02(Anger)
7,anger,raw-complete,H5674B,,
7,anger,raw-complete,H5678,,
7,anger,raw-complete,H5860A,T2,T2(Supplementary)
7,anger,raw-complete,H6440M,,
7,anger,raw-complete,H7107,M02,M02(Anger)
7,anger,raw-complete,H7110A,M02,M02(Anger)
7,anger,raw-complete,H7110B,,
7,anger,raw-complete,H7265,M02,M02(Anger)
7,anger,raw-complete,H7267,,
7,anger,raw-complete,H7307J,,
7,anger,raw-complete,H8474,M44,M44(Relational)
8,anguish,raw-complete,G0074,M34,M34(Perseverance)
8,anguish,raw-complete,G0928H,M03,M03(Grief)
8,anguish,raw-complete,G2347,"M01,M24","M01(Fear),M24(Weakness)"
8,anguish,raw-complete,G3600,M03,M03(Grief)
8,anguish,raw-complete,G3601,M03,M03(Grief)
8,anguish,raw-complete,G4192,M03,M03(Grief)
8,anguish,raw-complete,G4730,"M01,M24","M01(Fear),M24(Weakness)"
8,anguish,raw-complete,G4928,M03,M03(Grief)
8,anguish,raw-complete,H2256B,M03,M03(Grief)
8,anguish,raw-complete,H2342A,,
8,anguish,raw-complete,H2342B,,
8,anguish,raw-complete,H2342H,,
8,anguish,raw-complete,H2342I,M03,M03(Grief)
8,anguish,raw-complete,H2342J,,
8,anguish,raw-complete,H2342K,,
8,anguish,raw-complete,H2427A,M03,M03(Grief)
8,anguish,raw-complete,H2479,,
8,anguish,raw-complete,H3015,M03,M03(Grief)
8,anguish,raw-complete,H4164,"M01,M24","M01(Fear),M24(Weakness)"
8,anguish,raw-complete,H4689,M03,M03(Grief)
8,anguish,raw-complete,H4691,M03,M03(Grief)
8,anguish,raw-complete,H4712,"M01,M24","M01(Fear),M24(Weakness)"
8,anguish,raw-complete,H4751,"M03,T2","M03(Grief),T2(Supplementary)"
8,anguish,raw-complete,H5100,,
8,anguish,raw-complete,H5892A,,
8,anguish,raw-complete,H5999,M03,M03(Grief)
8,anguish,raw-complete,H6088,M03,M03(Grief)
8,anguish,raw-complete,H6695B,M03,M03(Grief)
8,anguish,raw-complete,H6735C,,
8,anguish,raw-complete,H6862B,M03,M03(Grief)
8,anguish,raw-complete,H6862C,M44,M44(Relational)
8,anguish,raw-complete,H6869B,M03,M03(Grief)
8,anguish,raw-complete,H7089,M03,M03(Grief)
8,anguish,raw-complete,H7115,T2,T2(Supplementary)
8,anguish,raw-complete,H7451C,M03,M03(Grief)
8,anguish,raw-complete,H7661,M01,M01(Fear)
9,anointing,raw-complete,G0218,T2,T2(Supplementary)
9,anointing,raw-complete,G1472,M12,M12(Purity)
9,anointing,raw-complete,G2025,M12,M12(Purity)
9,anointing,raw-complete,G3462,T2,T2(Supplementary)
9,anointing,raw-complete,G5545,T2,T2(Supplementary)
9,anointing,raw-complete,G5547,T2,T2(Supplementary)
9,anointing,raw-complete,G5548,T2,T2(Supplementary)
9,anointing,raw-complete,G6221,,
9,anointing,raw-complete,G8202,,
9,anointing,raw-complete,H1101A,T2,T2(Supplementary)
9,anointing,raw-complete,H1878,M46,M46(Abundance)
9,anointing,raw-complete,H3251,T2,T2(Supplementary)
9,anointing,raw-complete,H3332G,T2,T2(Supplementary)
9,anointing,raw-complete,H4473,T2,T2(Supplementary)
9,anointing,raw-complete,H4886,T2,T2(Supplementary)
9,anointing,raw-complete,H4887,T2,T2(Supplementary)
9,anointing,raw-complete,H4888A,T2,T2(Supplementary)
9,anointing,raw-complete,H4888B,T2,T2(Supplementary)
9,anointing,raw-complete,H4899,T2,T2(Supplementary)
9,anointing,raw-complete,H5480,T2,T2(Supplementary)
9,anointing,raw-complete,H8081,T2,T2(Supplementary)
10,anxiety,raw-complete,G0253,M33,M33(Peace)
10,anxiety,raw-complete,G0275,M18,M18(Hope)
10,anxiety,raw-complete,G3308,M20,M20(Doubt)
10,anxiety,raw-complete,G4305,T2,T2(Supplementary)
10,anxiety,raw-complete,G4329,M18,M18(Hope)
10,anxiety,raw-complete,H1672,M20,M20(Doubt)
10,anxiety,raw-complete,H1674,M01,M01(Fear)
10,anxiety,raw-complete,H1804,,
10,anxiety,raw-complete,H5916,,
10,anxiety,raw-complete,H6470,,
10,anxiety,raw-complete,H7599,M33,M33(Peace)
10,anxiety,raw-complete,H8312,M01,M01(Fear)
11,appetite,raw-complete,G0776,,
11,appetite,raw-complete,G2836,,
11,appetite,raw-complete,G3042,,
11,appetite,raw-complete,G3983,,
11,appetite,raw-complete,H0398,,
11,appetite,raw-complete,H2421,M25,M25(Life)
11,appetite,raw-complete,H5315L,M47,M47(Constitution)
11,appetite,raw-complete,H7457,,
11,appetite,raw-complete,H8264,T2,T2(Supplementary)
160,authority,raw-complete,G0746,M17,M17(Counsel)
160,authority,raw-complete,G0747,"FLAG,T2","FLAG(Flag),T2(Supplementary)"
160,authority,raw-complete,G0758,T2,T2(Supplementary)
160,authority,raw-complete,G0831,M23,M23(Strength)
160,authority,raw-complete,G0922,,
160,authority,raw-complete,G1291,T2,T2(Supplementary)
160,authority,raw-complete,G1299,M09,M09(Humility)
160,authority,raw-complete,G1413,T2,T2(Supplementary)
160,authority,raw-complete,G1415,"M23,T2","M23(Strength),T2(Supplementary)"
160,authority,raw-complete,G1849,M23,M23(Strength)
160,authority,raw-complete,G1850,M23,M23(Strength)
160,authority,raw-complete,G2003,T2,T2(Supplementary)
160,authority,raw-complete,G2715,M23,M23(Strength)
160,authority,raw-complete,G2963,M23,M23(Strength)
160,authority,raw-complete,G4173,T2,T2(Supplementary)
160,authority,raw-complete,G5242,M23,M23(Strength)
160,authority,raw-complete,G5247,M23,M23(Strength)
160,authority,raw-complete,G6094,,
160,authority,raw-complete,H1935,M22,M22(Praise)
160,authority,raw-complete,H2632,"M23,T2","M23(Strength),T2(Supplementary)"
160,authority,raw-complete,H3027H,T2,T2(Supplementary)
160,authority,raw-complete,H3027W,"M23,T2","M23(Strength),T2(Supplementary)"
160,authority,raw-complete,H3678I,T2,T2(Supplementary)
160,authority,raw-complete,H4474,M23,M23(Strength)
160,authority,raw-complete,H4475,M23,M23(Strength)
160,authority,raw-complete,H4910,M23,M23(Strength)
160,authority,raw-complete,H4915B,M23,M23(Strength)
160,authority,raw-complete,H6485J,T2,T2(Supplementary)
160,authority,raw-complete,H7235A,M23,M23(Strength)
160,authority,raw-complete,H7287A,M23,M23(Strength)
160,authority,raw-complete,H7558,T2,T2(Supplementary)
160,authority,raw-complete,H7980,M23,M23(Strength)
160,authority,raw-complete,H7981,M23,M23(Strength)
160,authority,raw-complete,H7983,M23,M23(Strength)
160,authority,raw-complete,H7985,M23,M23(Strength)
160,authority,raw-complete,H7989,"M08,M23","M08(Pride),M23(Strength)"
160,authority,raw-complete,H7990,M23,M23(Strength)
160,authority,raw-complete,H8633,M23,M23(Strength)
12,awe,raw-complete,G1169,M01,M01(Fear)
12,awe,raw-complete,G1568,M01,M01(Fear)
12,awe,raw-complete,G2124,M21,M21(Prayer)
12,awe,raw-complete,G2284,M04,M04(Joy)
12,awe,raw-complete,G2317,M21,M21(Prayer)
12,awe,raw-complete,G5401,M01,M01(Fear)
12,awe,raw-complete,G6156,,
12,awe,raw-complete,G6786,,
12,awe,raw-complete,G6791,,
12,awe,raw-complete,G7904,,
12,awe,raw-complete,H1481C,M01,M01(Fear)
12,awe,raw-complete,H1945,,
12,awe,raw-complete,H2865,M01,M01(Fear)
12,awe,raw-complete,H3372G,M01,M01(Fear)
12,awe,raw-complete,H3372H,M01,M01(Fear)
12,awe,raw-complete,H6206,M01,M01(Fear)
12,awe,raw-complete,H6342,M01,M01(Fear)
12,awe,raw-complete,H6343,M01,M01(Fear)
12,awe,raw-complete,H7264,M01,M01(Fear)
172,being,raw-complete,G0023,,
172,being,raw-complete,G0050,M15,M15(Wisdom)
172,being,raw-complete,G0069,,
172,being,raw-complete,G0085,M01,M01(Fear)
172,being,raw-complete,G0101,,
172,being,raw-complete,G0120,M20,M20(Doubt)
172,being,raw-complete,G0153,M07,M07(Shame)
172,being,raw-complete,G0198,,
172,being,raw-complete,G0226,M13,M13(Truth)
172,being,raw-complete,G0416,,
172,being,raw-complete,G0433,,
172,being,raw-complete,G0445,,
172,being,raw-complete,G0480,,
172,being,raw-complete,G0548,,
172,being,raw-complete,G0566,,
172,being,raw-complete,G0567,,
172,being,raw-complete,G0568G,,
172,being,raw-complete,G0581,,
172,being,raw-complete,G0639,M20,M20(Doubt)
172,being,raw-complete,G0662,M34,M34(Perseverance)
172,being,raw-complete,G0691,,
172,being,raw-complete,G0714,,
172,being,raw-complete,G0757,M08,M08(Pride)
172,being,raw-complete,G0764,,
172,being,raw-complete,G0770G,M24,M24(Weakness)
172,being,raw-complete,G0770H,M24,M24(Weakness)
172,being,raw-complete,G0790,,
172,being,raw-complete,G0812,,
172,being,raw-complete,G0992,,
172,being,raw-complete,G1073,,
172,being,raw-complete,G1096,T2,T2(Supplementary)
172,being,raw-complete,G1130,T2,T2(Supplementary)
172,being,raw-complete,G1139,,
172,being,raw-complete,G1163,,
172,being,raw-complete,G1168,M01,M01(Fear)
172,being,raw-complete,G1259,M33,M33(Peace)
172,being,raw-complete,G1278,,
172,being,raw-complete,G1280,M20,M20(Doubt)
172,being,raw-complete,G1282,,
172,being,raw-complete,G1316,,
172,being,raw-complete,G1398,M36,M36(Service)
172,being,raw-complete,G1410,T2,T2(Supplementary)
172,being,raw-complete,G1414,"M23,T2","M23(Strength),T2(Supplementary)"
172,being,raw-complete,G1480,,
172,being,raw-complete,G1498,,
172,being,raw-complete,G1510,T2,T2(Supplementary)
172,being,raw-complete,G1514,M33,M33(Peace)
172,being,raw-complete,G1553,,
172,being,raw-complete,G1568,M01,M01(Fear)
172,being,raw-complete,G1572,,
172,being,raw-complete,G1605,,
172,being,raw-complete,G1612,,
172,being,raw-complete,G1690,,
172,being,raw-complete,G1693,,
172,being,raw-complete,G1735,,
172,being,raw-complete,G1736,,
172,being,raw-complete,G1740,,
172,being,raw-complete,G1751,,
172,being,raw-complete,G1754,M23,M23(Strength)
172,being,raw-complete,G1757,,
172,being,raw-complete,G1764,,
172,being,raw-complete,G1789,,
172,being,raw-complete,G1832,M31,M31(Faith)
172,being,raw-complete,G1847,T2,T2(Supplementary)
172,being,raw-complete,G1870,M07,M07(Shame)
172,being,raw-complete,G1902,,
172,being,raw-complete,G1952,,
172,being,raw-complete,G20125,,
172,being,raw-complete,G2071,,
172,being,raw-complete,G2077,,
172,being,raw-complete,G2114,M04,M04(Joy)
172,being,raw-complete,G21401,,
172,being,raw-complete,G2141,,
172,being,raw-complete,G21410,,
172,being,raw-complete,G2164,,
172,being,raw-complete,G2174,M04,M04(Joy)
172,being,raw-complete,G2192,M23,M23(Strength)
172,being,raw-complete,G2204,M19,M19(Trust)
172,being,raw-complete,G2206,M19,M19(Trust)
172,being,raw-complete,G2240,,
172,being,raw-complete,G2270,M33,M33(Peace)
172,being,raw-complete,G2274,,
172,being,raw-complete,G2277,,
172,being,raw-complete,G2292,"M04,M23","M04(Joy),M23(Strength)"
172,being,raw-complete,G2348,T2,T2(Supplementary)
172,being,raw-complete,G2450,,
172,being,raw-complete,G2468,,
172,being,raw-complete,G2480,M23,M23(Strength)
172,being,raw-complete,G2520,,
172,being,raw-complete,G2577G,,
172,being,raw-complete,G2577H,,
172,being,raw-complete,G2686,M14,M14(Deceit)
172,being,raw-complete,G2693,,
172,being,raw-complete,G2749,,
172,being,raw-complete,G2793,,
172,being,raw-complete,G2863,,
172,being,raw-complete,G2865,,
172,being,raw-complete,G2929,,
172,being,raw-complete,G2990,,
172,being,raw-complete,G3195,T2,T2(Supplementary)
172,being,raw-complete,G3322,,
172,being,raw-complete,G3356,M09,M09(Humility)
172,being,raw-complete,G3415,M41,M41(Remembrance)
172,being,raw-complete,G3467,,
172,being,raw-complete,G3471,M16,M16(Folly)
172,being,raw-complete,G3489,,
172,being,raw-complete,G3515,,
172,being,raw-complete,G3525,M33,M33(Peace)
172,being,raw-complete,G3552,M24,M24(Weakness)
172,being,raw-complete,G3600,M03,M03(Grief)
172,being,raw-complete,G3716,,
172,being,raw-complete,G3801,,
172,being,raw-complete,G3873,,
172,being,raw-complete,G3909,,
172,being,raw-complete,G3912,M16,M16(Folly)
172,being,raw-complete,G3918,,
172,being,raw-complete,G3939,,
172,being,raw-complete,G4020,,
172,being,raw-complete,G4104,M19,M19(Trust)
172,being,raw-complete,G4147,M46,M46(Abundance)
172,being,raw-complete,G4176,T2,T2(Supplementary)
172,being,raw-complete,G4241,,
172,being,raw-complete,G4243,,
172,being,raw-complete,G4360,,
172,being,raw-complete,G4391,,
172,being,raw-complete,G4409,,
172,being,raw-complete,G4433,M46,M46(Abundance)
172,being,raw-complete,G4445,,
172,being,raw-complete,G4449,,
172,being,raw-complete,G4576,M21,M21(Prayer)
172,being,raw-complete,G4583,,
172,being,raw-complete,G4601,M42,M42(Speech)
172,being,raw-complete,G4623,M33,M33(Peace)
172,being,raw-complete,G4659,,
172,being,raw-complete,G4704,M19,M19(Trust)
172,being,raw-complete,G4768,,
172,being,raw-complete,G4818,M03,M03(Grief)
172,being,raw-complete,G4840,,
172,being,raw-complete,G4851,,
172,being,raw-complete,G4894,M15,M15(Wisdom)
172,being,raw-complete,G4895,,
172,being,raw-complete,G4916,,
172,being,raw-complete,G4925,T2,T2(Supplementary)
172,being,raw-complete,G4927,,
172,being,raw-complete,G4980,,
172,being,raw-complete,G4993,"M15,M47","M15(Wisdom),M47(Constitution)"
172,being,raw-complete,G5075,,
172,being,raw-complete,G5111,M34,M34(Perseverance)
172,being,raw-complete,G5187,M08,M08(Pride)
172,being,raw-complete,G5198,,
172,being,raw-complete,G5225,,
172,being,raw-complete,G5229,,
172,being,raw-complete,G5242,M23,M23(Strength)
172,being,raw-complete,G5252,M08,M08(Pride)
172,being,raw-complete,G5309,M08,M08(Pride)
172,being,raw-complete,G5383,T2,T2(Supplementary)
172,being,raw-complete,G5431,M19,M19(Trust)
172,being,raw-complete,G5492,,
172,being,raw-complete,G5520,,
172,being,raw-complete,G5534,,
172,being,raw-complete,G5541,M05,M05(Love)
172,being,raw-complete,G5600,,
172,being,raw-complete,G5605,M03,M03(Grief)
172,being,raw-complete,G5607,,
172,being,raw-complete,G6023,,
172,being,raw-complete,G6028,,
172,being,raw-complete,G6081,,
172,being,raw-complete,G6083,M26,M26(Righteousness)
172,being,raw-complete,G6108,,
172,being,raw-complete,G6124,,
172,being,raw-complete,G6131,,
172,being,raw-complete,G6141,,
172,being,raw-complete,G6185,,
172,being,raw-complete,G6215,,
172,being,raw-complete,G6297,,
172,being,raw-complete,G6300,,
172,being,raw-complete,G6306,,
172,being,raw-complete,G6441,,
172,being,raw-complete,G6452,,
172,being,raw-complete,G6461,,
172,being,raw-complete,G6542,,
172,being,raw-complete,G6589,,
172,being,raw-complete,G6596,,
172,being,raw-complete,G6629,,
172,being,raw-complete,G6656,,
172,being,raw-complete,G6772,,
172,being,raw-complete,G6786,,
172,being,raw-complete,G6802,,
172,being,raw-complete,G6804,,
172,being,raw-complete,G6893,,
172,being,raw-complete,G6948,,
172,being,raw-complete,G6975,,
172,being,raw-complete,G7025,,
172,being,raw-complete,G7124,,
172,being,raw-complete,G7140,,
172,being,raw-complete,G7223,,
172,being,raw-complete,G7235,,
172,being,raw-complete,G7255,,
172,being,raw-complete,G7301,,
172,being,raw-complete,G7303,,
172,being,raw-complete,G7376,,
172,being,raw-complete,G7405,,
172,being,raw-complete,G7428,,
172,being,raw-complete,G7435,,
172,being,raw-complete,G7518,,
172,being,raw-complete,G7533,,
172,being,raw-complete,G7565,,
172,being,raw-complete,G7567,,
172,being,raw-complete,G7576,,
172,being,raw-complete,G7589,,
172,being,raw-complete,G7618,,
172,being,raw-complete,G7619,,
172,being,raw-complete,G7635,,
172,being,raw-complete,G7752,,
172,being,raw-complete,G7767,,
172,being,raw-complete,G7973,,
172,being,raw-complete,G7994,,
172,being,raw-complete,G8083,,
172,being,raw-complete,G8128,,
172,being,raw-complete,G8146,,
172,being,raw-complete,G8147,,
172,being,raw-complete,G8186,,
172,being,raw-complete,G8199,,
172,being,raw-complete,G8229,,
172,being,raw-complete,G8242,,
172,being,raw-complete,G8313,,
172,being,raw-complete,G8320,,
172,being,raw-complete,G8363,,
172,being,raw-complete,G8376,,
172,being,raw-complete,G8422,,
172,being,raw-complete,G8463,,
172,being,raw-complete,G8466,,
172,being,raw-complete,G8468,,
172,being,raw-complete,G8485,,
172,being,raw-complete,G8513,,
172,being,raw-complete,G8546,,
172,being,raw-complete,G8642,,
172,being,raw-complete,G8658,,
172,being,raw-complete,G8687,,
172,being,raw-complete,G8694,,
172,being,raw-complete,G8721,,
172,being,raw-complete,G8825,,
172,being,raw-complete,G8854,,
172,being,raw-complete,G8898,,
172,being,raw-complete,G8926,,
172,being,raw-complete,G8963,,
172,being,raw-complete,G8997,,
172,being,raw-complete,H0014,"M29,M30","M29(Desire),M30(Obedience)"
172,being,raw-complete,H0142,,
172,being,raw-complete,H0235,,
172,being,raw-complete,H0340,M06,M06(Hate)
172,being,raw-complete,H0377,,
172,being,raw-complete,H0383,,
172,being,raw-complete,H0481,,
172,being,raw-complete,H0539,M13,M13(Truth)
172,being,raw-complete,H0599,M02,M02(Anger)
172,being,raw-complete,H0605,M24,M24(Weakness)
172,being,raw-complete,H0749,,
172,being,raw-complete,H0816,M10,M10(Sin)
172,being,raw-complete,H0888,M02,M02(Anger)
172,being,raw-complete,H0909,,
172,being,raw-complete,H0954,M07,M07(Shame)
172,being,raw-complete,H0973A,,
172,being,raw-complete,H0973B,,
172,being,raw-complete,H1069,,
172,being,raw-complete,H1082,M04,M04(Joy)
172,being,raw-complete,H1149,,
172,being,raw-complete,H1197B,,
172,being,raw-complete,H1203,,
172,being,raw-complete,H1238A,,
172,being,raw-complete,H1672,M20,M20(Doubt)
172,being,raw-complete,H1738,M24,M24(Weakness)
172,being,raw-complete,H1821,T2,T2(Supplementary)
172,being,raw-complete,H1933A,,
172,being,raw-complete,H1933B,,
172,being,raw-complete,H1934,T2,T2(Supplementary)
172,being,raw-complete,H1951,,
172,being,raw-complete,H1961,,
172,being,raw-complete,H1984C,M16,M16(Folly)
172,being,raw-complete,H1995B,,
172,being,raw-complete,H2103,M08,M08(Pride)
172,being,raw-complete,H2114A,,
172,being,raw-complete,H2114B,,
172,being,raw-complete,H2141,,
172,being,raw-complete,H2151B,,
172,being,raw-complete,H2194,M02,M02(Anger)
172,being,raw-complete,H2204,,
172,being,raw-complete,H2254C,,
172,being,raw-complete,H2300A,,
172,being,raw-complete,H2342B,,
172,being,raw-complete,H2421,M25,M25(Life)
172,being,raw-complete,H2449,,
172,being,raw-complete,H2456,,
172,being,raw-complete,H2470A,M24,M24(Weakness)
172,being,raw-complete,H2470H,M24,M24(Weakness)
172,being,raw-complete,H2470I,M03,M03(Grief)
172,being,raw-complete,H2492A,,
172,being,raw-complete,H2556B,,
172,being,raw-complete,H2560C,,
172,being,raw-complete,H2603A,M39,M39(Blessing)
172,being,raw-complete,H2603B,T2,T2(Supplementary)
172,being,raw-complete,H2604,M39,M39(Blessing)
172,being,raw-complete,H2616A,M05,M05(Love)
172,being,raw-complete,H2659,M07,M07(Shame)
172,being,raw-complete,H2666,,
172,being,raw-complete,H2685,,
172,being,raw-complete,H2718,,
172,being,raw-complete,H2734,M02,M02(Anger)
172,being,raw-complete,H2790A,M14,M14(Deceit)
172,being,raw-complete,H2790B,M33,M33(Peace)
172,being,raw-complete,H2814,M42,M42(Speech)
172,being,raw-complete,H2826,,
172,being,raw-complete,H2859B,,
172,being,raw-complete,H2865,M01,M01(Fear)
172,being,raw-complete,H2868,M04,M04(Joy)
172,being,raw-complete,H2891,M12,M12(Purity)
172,being,raw-complete,H2895,M39,M39(Blessing)
172,being,raw-complete,H2902B,,
172,being,raw-complete,H2954,M30,M30(Obedience)
172,being,raw-complete,H2973,M16,M16(Folly)
172,being,raw-complete,H2974,M29,M29(Desire)
172,being,raw-complete,H2992,,
172,being,raw-complete,H3021,M24,M24(Weakness)
172,being,raw-complete,H3161,T2,T2(Supplementary)
172,being,raw-complete,H3190,M39,M39(Blessing)
172,being,raw-complete,H3191,,
172,being,raw-complete,H3201,M23,M23(Strength)
172,being,raw-complete,H3202,,
172,being,raw-complete,H3267,,
172,being,raw-complete,H3302,,
172,being,raw-complete,H3334,T2,T2(Supplementary)
172,being,raw-complete,H3365,M29,M29(Desire)
172,being,raw-complete,H3415,,
172,being,raw-complete,H3426,T2,T2(Supplementary)
172,being,raw-complete,H3456,,
172,being,raw-complete,H3512A,M20,M20(Doubt)
172,being,raw-complete,H3546,,
172,being,raw-complete,H3637,M07,M07(Shame)
172,being,raw-complete,H3665,M09,M09(Humility)
172,being,raw-complete,H3688,M16,M16(Folly)
172,being,raw-complete,H3735,M01,M01(Fear)
172,being,raw-complete,H3736,,
172,being,raw-complete,H3780,,
172,being,raw-complete,H3799,,
172,being,raw-complete,H3811,M24,M24(Weakness)
172,being,raw-complete,H3868,M14,M14(Deceit)
172,being,raw-complete,H4134,M24,M24(Weakness)
172,being,raw-complete,H4229C,,
172,being,raw-complete,H4603,M10,M10(Sin)
172,being,raw-complete,H4834,,
172,being,raw-complete,H4985,,
172,being,raw-complete,H4998,,
172,being,raw-complete,H5014,,
172,being,raw-complete,H5034A,,
172,being,raw-complete,H5068,M29,M29(Desire)
