id,book,anchor_verse_id,start_chapter,start_verse,end_chapter,end_verse,ref,verse_count,rule,source,needs_review,created_at,deleted
20591,Ps,1419,18,6,18,6,Ps 18:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20592,Ps,1011,18,7,18,7,Ps 18:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20593,Ps,818,18,8,18,8,Ps 18:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20594,Ps,24455,18,9,18,9,Ps 18:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20595,Ps,26958,18,10,18,10,Ps 18:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20596,Ps,14182,18,11,18,11,Ps 18:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20597,Ps,13254,18,14,18,14,Ps 18:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20598,Ps,819,18,15,18,15,Ps 18:15,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20599,Ps,13255,18,16,18,16,Ps 18:16,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20600,Ps,195,18,17,18,17,Ps 18:17,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20601,Ps,21400,18,18,18,18,Ps 18:18,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20602,Ps,17599,18,19,18,19,Ps 18:19,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20603,Ps,14930,18,20,18,20,Ps 18:20,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20604,Ps,14789,18,21,18,21,Ps 18:21,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20605,Ps,24390,18,22,18,22,Ps 18:22,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20606,Ps,21401,18,23,18,23,Ps 18:23,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20607,Ps,14931,18,24,18,24,Ps 18:24,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20608,Ps,22762,18,25,18,25,Ps 18:25,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20609,Ps,26008,18,26,18,26,Ps 18:26,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20610,Ps,24117,18,27,18,27,Ps 18:27,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20611,Ps,20325,18,29,18,29,Ps 18:29,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20612,Ps,23984,18,30,18,30,Ps 18:30,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20613,Ps,12392,18,32,18,32,Ps 18:32,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20614,Ps,22224,18,33,18,33,Ps 18:33,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20615,Ps,7402,18,34,18,34,Ps 18:34,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20616,Ps,5858,18,35,18,35,Ps 18:35,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20617,Ps,25374,18,37,18,37,Ps 18:37,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20618,Ps,21708,18,38,18,38,Ps 18:38,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20619,Ps,16900,18,39,18,39,Ps 18:39,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20620,Ps,196,18,40,18,40,Ps 18:40,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20621,Ps,12484,18,41,18,41,Ps 18:41,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20622,Ps,26959,18,42,18,42,Ps 18:42,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20623,Ps,12964,18,43,18,43,Ps 18:43,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20624,Ps,25889,18,44,18,44,Ps 18:44,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20625,Ps,28046,18,45,18,45,Ps 18:45,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20626,Ps,26042,18,46,18,46,Ps 18:46,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20627,Ps,118,18,47,18,47,Ps 18:47,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20628,Ps,22307,18,48,18,48,Ps 18:48,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20629,Ps,13571,18,49,18,49,Ps 18:49,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20630,Ps,2365,18,50,18,50,Ps 18:50,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20631,Ps,19318,19,1,19,1,Ps 19:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20632,Ps,24558,19,2,19,2,Ps 19:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20633,Ps,15976,19,3,19,3,Ps 19:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20634,Ps,12965,19,4,19,4,Ps 19:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20635,Ps,18284,19,5,19,5,Ps 19:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20636,Ps,26960,19,6,19,6,Ps 19:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20637,Ps,20742,19,7,19,7,Ps 19:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20638,Ps,18311,19,8,19,8,Ps 19:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20639,Ps,20502,19,9,19,9,Ps 19:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20640,Ps,17212,19,10,19,10,Ps 19:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20641,Ps,6669,19,11,19,11,Ps 19:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20642,Ps,19451,19,12,19,12,Ps 19:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20643,Ps,6670,19,13,19,13,Ps 19:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20644,Ps,18270,19,14,19,14,Ps 19:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20645,Ps,1497,20,1,20,1,Ps 20:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20646,Ps,13256,20,2,20,2,Ps 20:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20647,Ps,2227,20,3,20,3,Ps 20:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20648,Ps,15266,20,4,20,4,Ps 20:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20649,Ps,13572,20,5,20,5,Ps 20:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20650,Ps,2366,20,6,20,6,Ps 20:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20651,Ps,13573,20,7,20,7,Ps 20:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20652,Ps,22308,20,8,20,8,Ps 20:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20653,Ps,12485,20,9,20,9,Ps 20:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20654,Ps,5987,21,1,21,1,Ps 21:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20655,Ps,18102,21,2,21,2,Ps 21:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20656,Ps,23482,21,3,21,3,Ps 21:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20657,Ps,18103,21,4,21,4,Ps 21:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20658,Ps,19291,21,5,21,5,Ps 21:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20659,Ps,18353,21,6,21,6,Ps 21:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20660,Ps,13857,21,7,21,7,Ps 21:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20661,Ps,197,21,8,21,8,Ps 21:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20662,Ps,690,21,9,21,9,Ps 21:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20663,Ps,17277,21,11,21,11,Ps 21:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20664,Ps,26961,21,12,21,12,Ps 21:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20665,Ps,5988,21,13,21,13,Ps 21:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20666,Ps,16425,22,1,22,1,Ps 22:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20667,Ps,12486,22,2,22,2,Ps 22:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20668,Ps,15383,22,3,22,3,Ps 22:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20669,Ps,23966,22,4,22,5,Ps 22:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20670,Ps,27404,22,6,22,6,Ps 22:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20671,Ps,19991,22,7,22,7,Ps 22:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20672,Ps,17600,22,8,22,8,Ps 22:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20673,Ps,496,22,9,22,9,Ps 22:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20674,Ps,26962,22,10,22,10,Ps 22:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20675,Ps,1498,22,11,22,11,Ps 22:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20676,Ps,23610,22,13,22,13,Ps 22:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20677,Ps,18884,22,14,22,14,Ps 22:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20678,Ps,27410,22,15,22,15,Ps 22:15,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20679,Ps,14013,22,16,22,16,Ps 22:16,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20680,Ps,19992,22,17,22,17,Ps 22:17,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20681,Ps,26963,22,18,22,18,Ps 22:18,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20682,Ps,28112,22,19,22,19,Ps 22:19,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20683,Ps,25787,22,20,22,20,Ps 22:20,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20684,Ps,12487,22,21,22,21,Ps 22:21,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20685,Ps,5586,22,22,22,23,Ps 22:22-23,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20686,Ps,352,22,24,22,24,Ps 22:24,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20687,Ps,23118,22,25,22,25,Ps 22:25,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20688,Ps,2676,22,26,22,26,Ps 22:26,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20689,Ps,25669,22,27,22,27,Ps 22:27,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20690,Ps,28296,22,28,22,28,Ps 22:28,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20691,Ps,2677,22,29,22,29,Ps 22:29,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20692,Ps,27702,22,30,22,30,Ps 22:30,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20693,Ps,23934,22,31,22,31,Ps 22:31,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20694,Ps,7644,23,1,23,1,Ps 23:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20695,Ps,13574,23,3,23,3,Ps 23:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20696,Ps,3058,23,4,23,4,Ps 23:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20697,Ps,2228,23,5,23,5,Ps 23:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20698,Ps,13858,23,6,23,6,Ps 23:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20699,Ps,21891,24,1,24,1,Ps 24:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20700,Ps,21997,24,2,24,2,Ps 24:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20701,Ps,15579,24,3,24,3,Ps 24:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20702,Ps,17124,24,4,24,5,Ps 24:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20703,Ps,18744,24,6,24,6,Ps 24:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20704,Ps,19319,24,7,24,10,Ps 24:7-10,4,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20705,Ps,18794,25,1,25,1,Ps 25:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20706,Ps,18840,25,2,25,3,Ps 25:2-3,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20707,Ps,19654,25,4,25,5,Ps 25:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20708,Ps,13859,25,6,25,7,Ps 25:6-7,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20709,Ps,17692,25,8,25,8,Ps 25:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20710,Ps,24408,25,9,25,9,Ps 25:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20711,Ps,13861,25,10,25,10,Ps 25:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20712,Ps,13575,25,11,25,11,Ps 25:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20713,Ps,18695,25,12,25,12,Ps 25:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20714,Ps,22027,25,13,25,13,Ps 25:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20715,Ps,16629,25,14,25,14,Ps 25:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20716,Ps,13803,25,16,25,16,Ps 25:16,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20717,Ps,1316,25,17,25,17,Ps 25:17,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20718,Ps,1372,25,18,25,19,Ps 25:18-19,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20719,Ps,18841,25,20,25,20,Ps 25:20,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20720,Ps,23925,25,21,25,21,Ps 25:21,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20721,Ps,1499,25,22,25,22,Ps 25:22,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20722,Ps,14987,26,1,26,1,Ps 26:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20723,Ps,15073,26,2,26,2,Ps 26:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20724,Ps,13862,26,3,26,3,Ps 26:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20725,Ps,17299,26,4,26,5,Ps 26:4-5,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20726,Ps,14084,26,6,26,6,Ps 26:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20727,Ps,13689,26,7,26,7,Ps 26:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20728,Ps,18641,26,8,26,8,Ps 26:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20729,Ps,24205,26,9,26,9,Ps 26:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20730,Ps,15267,26,10,26,10,Ps 26:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20731,Ps,13804,26,11,26,11,Ps 26:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20732,Ps,22225,26,12,26,12,Ps 26:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20733,Ps,3170,27,1,27,1,Ps 27:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20734,Ps,1446,27,2,27,2,Ps 27:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20735,Ps,3059,27,3,27,3,Ps 27:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20736,Ps,18745,27,4,27,4,Ps 27:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20737,Ps,1588,27,5,27,6,Ps 27:5-6,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20738,Ps,12488,27,7,27,7,Ps 27:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20739,Ps,11421,27,8,27,8,Ps 27:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20740,Ps,691,27,9,27,10,Ps 27:9-10,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20741,Ps,1447,27,12,27,12,Ps 27:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20742,Ps,19993,27,13,27,13,Ps 27:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20743,Ps,16716,27,14,27,14,Ps 27:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20744,Ps,12636,28,1,28,1,Ps 28:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20745,Ps,13071,28,2,28,2,Ps 28:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20746,Ps,51,28,3,28,3,Ps 28:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20747,Ps,14932,28,4,28,4,Ps 28:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20748,Ps,7229,28,5,28,5,Ps 28:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20749,Ps,15977,28,6,28,6,Ps 28:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20750,Ps,5989,28,7,28,8,Ps 28:7-8,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20751,Ps,7645,28,9,28,9,Ps 28:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20752,Ps,5990,29,1,29,3,Ps 29:1-3,3,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20753,Ps,19292,29,4,29,4,Ps 29:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20754,Ps,7766,29,5,29,5,Ps 29:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20755,Ps,27964,29,6,29,6,Ps 29:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20756,Ps,1261,29,8,29,9,Ps 29:8-9,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20757,Ps,21892,29,10,29,10,Ps 29:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20758,Ps,5991,29,11,29,11,Ps 29:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20759,Ps,18312,30,1,30,1,Ps 30:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20760,Ps,13072,30,2,30,2,Ps 30:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20761,Ps,2678,30,3,30,3,Ps 30:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20762,Ps,15580,30,4,30,4,Ps 30:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20763,Ps,692,30,5,30,5,Ps 30:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20764,Ps,11422,30,6,30,6,Ps 30:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20765,Ps,5992,30,7,30,7,Ps 30:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20766,Ps,12637,30,8,30,8,Ps 30:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20767,Ps,16314,30,9,30,9,Ps 30:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20768,Ps,13805,30,10,30,10,Ps 30:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20769,Ps,16228,30,11,30,11,Ps 30:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20770,Ps,19324,30,12,30,12,Ps 30:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20771,Ps,18842,31,1,31,1,Ps 31:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20772,Ps,21402,31,2,31,2,Ps 31:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20773,Ps,13577,31,3,31,3,Ps 31:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20774,Ps,16938,31,5,31,5,Ps 31:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20775,Ps,200,31,6,31,6,Ps 31:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20776,Ps,1500,31,7,31,7,Ps 31:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20777,Ps,22226,31,8,31,8,Ps 31:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20778,Ps,1077,31,9,31,9,Ps 31:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20779,Ps,1296,31,10,31,10,Ps 31:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20780,Ps,3265,31,11,31,11,Ps 31:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20781,Ps,7083,31,12,31,12,Ps 31:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20782,Ps,15978,31,13,31,13,Ps 31:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20783,Ps,11423,31,14,31,14,Ps 31:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20784,Ps,28206,31,15,31,15,Ps 31:15,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20785,Ps,6671,31,16,31,16,Ps 31:16,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20786,Ps,12638,31,17,31,17,Ps 31:17,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20787,Ps,4575,31,18,31,18,Ps 31:18,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20788,Ps,23119,31,19,31,20,Ps 31:19-20,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20789,Ps,13863,31,21,31,21,Ps 31:21,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20790,Ps,11424,31,22,31,22,Ps 31:22,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20791,Ps,4576,31,23,31,23,Ps 31:23,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20792,Ps,16717,31,24,31,24,Ps 31:24,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20793,Ps,23314,32,1,32,2,Ps 32:1-2,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20794,Ps,23614,32,3,32,3,Ps 32:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20795,Ps,16229,32,4,32,4,Ps 32:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20796,Ps,11425,32,5,32,5,Ps 32:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20797,Ps,22763,32,6,32,6,Ps 32:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20798,Ps,1420,32,7,32,7,Ps 32:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20799,Ps,16609,32,8,32,8,Ps 32:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20800,Ps,19452,32,9,32,9,Ps 32:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20801,Ps,13864,32,10,32,10,Ps 32:10,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20802,Ps,17561,32,11,32,11,Ps 32:11,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20803,Ps,17788,33,1,33,1,Ps 33:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20804,Ps,26054,33,2,33,2,Ps 33:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20805,Ps,15692,33,3,33,3,Ps 33:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20806,Ps,16426,33,4,33,4,Ps 33:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20807,Ps,13865,33,5,33,5,Ps 33:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20808,Ps,16427,33,6,33,6,Ps 33:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20809,Ps,2865,33,8,33,8,Ps 33:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20810,Ps,11426,33,9,33,9,Ps 33:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20811,Ps,7511,33,10,33,11,Ps 33:10-11,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20812,Ps,18696,33,12,33,12,Ps 33:12,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20813,Ps,19994,33,13,33,13,Ps 33:13,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20814,Ps,21893,33,14,33,14,Ps 33:14,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20815,Ps,19453,33,15,33,15,Ps 33:15,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20816,Ps,25472,33,16,33,17,Ps 33:16-17,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20817,Ps,13866,33,18,33,18,Ps 33:18,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20818,Ps,2679,33,19,33,20,Ps 33:19-20,2,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20819,Ps,13578,33,21,33,21,Ps 33:21,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20820,Ps,13867,33,22,33,22,Ps 33:22,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20821,Ps,19506,34,1,34,1,Ps 34:1,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20822,Ps,5663,34,2,34,2,Ps 34:2,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20823,Ps,4636,34,3,34,3,Ps 34:3,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20824,Ps,12489,34,4,34,4,Ps 34:4,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20825,Ps,27399,34,5,34,5,Ps 34:5,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20826,Ps,1501,34,6,34,6,Ps 34:6,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20827,Ps,14184,34,7,34,7,Ps 34:7,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20828,Ps,17693,34,8,34,8,Ps 34:8,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
20829,Ps,3171,34,9,34,9,Ps 34:9,1,char-continuity,passage-build,0,2026-07-19T06:29:15Z,0
